id,card_id,rarity,race_dress_id,skill_set,speed,stamina,pow,guts,wiz,max_speed,max_stamina,max_pow,max_guts,max_wiz,proper_distance_short,proper_distance_mile,proper_distance_middle,proper_distance_long,proper_running_style_nige,proper_running_style_senko,proper_running_style_sashi,proper_running_style_oikomi,proper_ground_turf,proper_ground_dirt,get_dress_id_1,get_dress_id_2
10040104,100401,4,100401,10040104,107,76,96,111,110,1200,1200,1200,1200,1200,6,7,6,5,7,3,1,1,7,4,101,100401
10040105,100401,5,100401,10040105,118,84,105,122,121,1200,1200,1200,1200,1200,6,7,6,5,7,3,1,1,7,4,101,100401
10040203,100402,3,100430,11040103,100,69,93,87,101,1200,1200,1200,1200,1200,6,7,6,5,7,3,1,1,7,4,101,100430
10040204,100402,4,100430,11040104,111,77,104,97,111,1200,1200,1200,1200,1200,6,7,6,5,7,3,1,1,7,4,101,100430
10040205,100402,5,100430,11040105,122,85,114,107,122,1200,1200,1200,1200,1200,6,7,6,5,7,3,1,1,7,4,101,100430
10050103,100501,3,100501,10050103,96,88,97,82,87,1200,1200,1200,1200,1200,6,7,6,3,5,7,5,1,7,2,101,100501
10050104,100501,4,100501,10050104,106,98,108,91,97,1200,1200,1200,1200,1200,6,7,6,3,5,7,5,1,7,2,101,100501
10050105,100501,5,100501,10050105,117,107,118,100,108,1200,1200,1200,1200,1200,6,7,6,3,5,7,5,1,7,2,101,100501
10050203,100502,3,100520,11050103,98,77,102,78,95,1200,1200,1200,1200,1200,6,7,6,3,5,7,5,1,7,2,101,100520
10050204,100502,4,100520,11050104,109,86,113,87,105,1200,1200,1200,1200,1200,6,7,6,3,5,7,5,1,7,2,101,100520
10050205,100502,5,100520,11050105,120,94,124,96,116,1200,1200,1200,1200,1200,6,7,6,3,5,7,5,1,7,2,101,100520
10060103,100601,3,100601,10060103,101,66,106,84,93,1200,1200,1200,1200,1200,3,7,7,6,2,7,7,4,7,6,101,100601
10060104,100601,4,100601,10060104,112,74,118,94,102,1200,1200,1200,1200,1200,3,7,7,6,2,7,7,4,7,6,101,100601
10060105,100601,5,100601,10060105,124,81,130,103,112,1200,1200,1200,1200,1200,3,7,7,6,2,7,7,4,7,6,101,100601
10060203,100602,3,100646,11060103,94,91,111,76,78,1200,1200,1200,1200,1200,3,7,7,6,2,7,7,4,7,6,101,100646
10060204,100602,4,100646,11060104,105,101,124,85,85,1200,1200,1200,1200,1200,3,7,7,6,2,7,7,4,7,6,101,100646
10060205,100602,5,100646,11060105,115,111,136,93,95,1200,1200,1200,1200,1200,3,7,7,6,2,7,7,4,7,6,101,100646
10070102,100701,2,101,10070102,82,96,100,77,70,1200,1200,1200,1200,1200,1,5,7,7,1,6,6,7,7,1,101,0
10070103,100701,3,100701,10070103,87,101,105,81,76,1200,1200,1200,1200,1200,1,5,7,7,1,6,6,7,7,1,101,100701
10070104,100701,4,100701,10070104,97,113,117,90,83,1200,1200,1200,1200,1200,1,5,7,7,1,6,6,7,7,1,101,100701
10070105,100701,5,100701,10070105,106,124,129,99,92,1200,1200,1200,1200,1200,1,5,7,7,1,6,6,7,7,1,101,100701
10070203,100702,3,100730,11070103,79,93,112,73,93,1200,1200,1200,1200,1200,1,5,7,7,1,6,6,7,7,1,101,100730
10070204,100702,4,100730,11070104,88,103,125,81,103,1200,1200,1200,1200,1200,1,5,7,7,1,6,6,7,7,1,101,100730
10070205,100702,5,100730,11070105,96,113,137,89,115,1200,1200,1200,1200,1200,1,5,7,7,1,6,6,7,7,1,101,100730
10080102,100801,2,101,10080102,96,61,105,75,88,1200,1200,1200,1200,1200,2,7,7,2,5,6,7,2,7,1,101,0
10080103,100801,3,100801,10080103,102,64,111,79,94,1200,1200,1200,1200,1200,2,7,7,2,5,6,7,2,7,1,101,100801
10080104,100801,4,100801,10080104,113,72,124,88,103,1200,1200,1200,1200,1200,2,7,7,2,5,6,7,2,7,1,101,100801
10080105,100801,5,100801,10080105,124,79,136,97,114,1200,1200,1200,1200,1200,2,7,7,2,5,6,7,2,7,1,101,100801
10080203,100802,3,100846,11080103,98,82,99,81,90,1200,1200,1200,1200,1200,2,7,7,3,5,6,7,2,7,1,101,100846
10080204,100802,4,100846,11080104,109,91,111,91,98,1200,1200,1200,1200,1200,2,7,7,3,5,6,7,2,7,1,101,100846
10080205,100802,5,100846,11080105,120,100,122,100,108,1200,1200,1200,1200,1200,2,7,7,3,5,6,7,2,7,1,101,100846
10090102,100901,2,101,10090102,84,77,79,95,90,1200,1200,1200,1200,1200,2,7,7,6,7,7,3,1,7,1,101,0
10090103,100901,3,100901,10090103,89,81,84,100,96,1200,1200,1200,1200,1200,2,7,7,6,7,7,3,1,7,1,101,100901
10090104,100901,4,100901,10090104,99,90,93,111,107,1200,1200,1200,1200,1200,2,7,7,6,7,7,3,1,7,1,101,100901
10090105,100901,5,100901,10090105,109,99,103,122,117,1200,1200,1200,1200,1200,2,7,7,6,7,7,3,1,7,1,101,100901
10090203,100902,3,100946,11090103,88,82,100,98,82,1200,1200,1200,1200,1200,2,6,7,7,7,7,3,1,7,1,101,100946
10090204,100902,4,100946,11090104,98,91,111,109,91,1200,1200,1200,1200,1200,2,6,7,7,7,7,3,1,7,1,101,100946
10090205,100902,5,100946,11090105,108,100,122,120,100,1200,1200,1200,1200,1200,2,6,7,7,7,7,3,1,7,1,101,100946
10100103,101001,3,101001,10100103,96,71,98,93,92,1200,1200,1200,1200,1200,7,7,3,1,5,7,3,1,7,6,101,101001
10100104,101001,4,101001,10100104,107,79,108,103,103,1200,1200,1200,1200,1200,7,7,3,1,5,7,3,1,7,6,101,101001
10100105,101001,5,101001,10100105,118,87,119,113,113,1200,1200,1200,1200,1200,7,7,3,1,5,7,3,1,7,6,101,101001
10100203,101002,3,101023,11100103,102,71,107,92,78,1200,1200,1200,1200,1200,7,7,3,1,5,7,3,1,7,6,101,101023
10100204,101002,4,101023,11100104,113,79,119,102,87,1200,1200,1200,1200,1200,7,7,3,1,5,7,3,1,7,6,101,101023
10100205,101002,5,101023,11100105,124,87,130,112,97,1200,1200,1200,1200,1200,7,7,3,1,5,7,3,1,7,6,101,101023
10110102,101101,2,101,10110102,91,70,99,74,91,1200,1200,1200,1200,1200,1,7,6,7,2,7,7,2,7,1,101,0
10110103,101101,3,101101,10110103,96,74,105,79,96,1200,1200,1200,1200,1200,1,7,6,7,2,7,7,2,7,1,101,101101
10110104,101101,4,101101,10110104,107,83,117,87,106,1200,1200,1200,1200,1200,1,7,6,7,2,7,7,2,7,1,101,101101
10110105,101101,5,101101,10110105,118,91,129,96,116,1200,1200,1200,1200,1200,1,7,6,7,2,7,7,2,7,1,101,101101
10110203,101102,3,101116,11110103,91,83,97,79,100,1200,1200,1200,1200,1200,1,7,6,7,2,7,7,2,7,1,101,101116
10110204,101102,4,101116,11110104,101,92,108,88,111,1200,1200,1200,1200,1200,1,7,6,7,2,7,7,2,7,1,101,101116
10110205,101102,5,101116,11110105,111,101,119,96,123,1200,1200,1200,1200,1200,1,7,6,7,2,7,7,2,7,1,101,101116
10120103,101201,3,101201,10120103,93,84,105,82,86,1200,1200,1200,1200,1200,4,7,7,6,1,6,5,7,7,3,101,101201
10120104,101201,4,101201,10120104,103,94,117,91,95,1200,1200,1200,1200,1200,4,7,7,6,1,6,5,7,7,3,101,101201
10120105,101201,5,101201,10120105,113,103,129,100,105,1200,1200,1200,1200,1200,4,7,7,6,1,6,5,7,7,3,101,101201
10130103,101301,3,101301,10130103,71,111,71,103,94,1200,1200,1200,1200,1200,1,2,7,7,6,7,4,2,7,3,101,101301
10130104,101301,4,101301,10130104,79,123,79,114,105,1200,1200,1200,1200,1200,1,2,7,7,6,7,4,2,7,3,101,101301
10130105,101301,5,101301,10130105,87,136,87,125,115,1200,1200,1200,1200,1200,1,2,7,7,6,7,4,2,7,3,101,101301
10130203,101302,3,101302,11130103,74,110,72,108,86,1200,1200,1200,1200,1200,1,2,7,7,6,7,4,2,7,3,101,101302
10130204,101302,4,101302,11130104,82,122,80,120,96,1200,1200,1200,1200,1200,1,2,7,7,6,7,4,2,7,3,101,101302
10130205,101302,5,101302,11130105,90,134,89,132,105,1200,1200,1200,1200,1200,1,2,7,7,6,7,4,2,7,3,101,101302
10130303,101303,3,101330,12130103,82,85,82,113,88,1200,1200,1200,1200,1200,1,2,7,7,6,7,4,2,7,3,101,101330
10130304,101303,4,101330,12130104,91,95,91,125,98,1200,1200,1200,1200,1200,1,2,7,7,6,7,4,2,7,3,101,101330
10130305,101303,5,101330,12130105,100,104,100,138,108,1200,1200,1200,1200,1200,1,2,7,7,6,7,4,2,7,3,101,101330
10140102,101401,2,101,10140102,85,76,80,93,91,1200,1200,1200,1200,1200,2,7,7,6,3,7,7,5,7,6,101,0
10140103,101401,3,101401,10140103,90,80,85,99,96,1200,1200,1200,1200,1200,2,7,7,6,3,7,7,5,7,6,101,101401
10140104,101401,4,101401,10140104,100,89,94,110,107,1200,1200,1200,1200,1200,2,7,7,6,3,7,7,5,7,6,101,101401
10140105,101401,5,101401,10140105,110,98,103,121,118,1200,1200,1200,1200,1200,2,7,7,6,3,7,7,5,7,6,101,101401
10140203,101402,3,101416,11140103,100,75,91,97,87,1200,1200,1200,1200,1200,2,7,7,6,3,7,7,5,7,6,101,101416
10140204,101402,4,101416,11140104,111,83,102,108,96,1200,1200,1200,1200,1200,2,7,7,6,3,7,7,5,7,6,101,101416
10140205,101402,5,101416,11140105,122,91,112,119,106,1200,1200,1200,1200,1200,2,7,7,6,3,7,7,5,7,6,101,101416
10150103,101501,3,101501,10150103,75,108,75,102,90,1200,1200,1200,1200,1200,1,3,7,7,5,7,7,1,7,3,101,101501
10150104,101501,4,101501,10150104,83,120,83,113,101,1200,1200,1200,1200,1200,1,3,7,7,5,7,7,1,7,3,101,101501
10150105,101501,5,101501,10150105,91,132,91,125,111,1200,1200,1200,1200,1200,1,3,7,7,5,7,7,1,7,3,101,101501
10150203,101502,3,101510,11150103,87,102,74,88,99,1200,1200,1200,1200,1200,1,3,7,7,5,7,7,1,7,3,101,101510
10150204,101502,4,101510,11150104,96,113,83,98,110,1200,1200,1200,1200,1200,1,3,7,7,5,7,7,1,7,3,101,101510
10150205,101502,5,101510,11150105,106,124,91,107,122,1200,1200,1200,1200,1200,1,3,7,7,5,7,7,1,7,3,101,101510
10160103,101601,3,101601,10160103,93,89,100,89,79,1200,1200,1200,1200,1200,2,6,7,7,1,7,7,4,7,1,101,101601
10160104,101601,4,101601,10160104,103,99,111,98,89,1200,1200,1200,1200,1200,2,6,7,7,1,7,7,4,7,1,101,101601
10160105,101601,5,101601,10160105,113,109,122,108,98,1200,1200,1200,1200,1200,2,6,7,7,1,7,7,4,7,1,101,101601
10160203,101602,3,101602,11160103,93,98,82,97,80,1200,1200,1200,1200,1200,2,6,7,7,1,7,7,4,7,1,101,101602
10160204,101602,4,101602,11160104,103,109,92,108,88,1200,1200,1200,1200,1200,2,6,7,7,1,7,7,4,7,1,101,101602
10160205,101602,5,101602,11160105,113,120,101,118,98,1200,1200,1200,1200,1200,2,6,7,7,1,7,7,4,7,1,101,101602
10170103,101701,3,101701,10170103,86,91,83,96,94,1200,1200,1200,1200,1200,3,5,7,7,6,7,7,5,7,1,101,101701
10170104,101701,4,101701,10170104,96,101,92,107,104,1200,1200,1200,1200,1200,3,5,7,7,6,7,7,5,7,1,101,101701
10170105,101701,5,101701,10170105,106,111,101,118,114,1200,1200,1200,1200,1200,3,5,7,7,6,7,7,5,7,1,101,101701
10170203,101702,3,101743,11170103,83,87,90,90,100,1200,1200,1200,1200,1200,3,5,7,7,6,7,7,5,7,1,101,101743
10170204,101702,4,101743,11170104,92,97,100,100,111,1200,1200,1200,1200,1200,3,5,7,7,6,7,7,5,7,1,101,101743
10170205,101702,5,101743,11170105,101,107,110,110,122,1200,1200,1200,1200,1200,3,5,7,7,6,7,7,5,7,1,101,101743
10180102,101801,2,101,10180102,86,81,81,86,91,1200,1200,1200,1200,1200,5,6,7,3,4,7,7,1,7,1,101,0
10180103,101801,3,101801,10180103,91,86,86,92,95,1200,1200,1200,1200,1200,5,6,7,3,4,7,7,1,7,1,101,101801
10180104,101801,4,101801,10180104,101,95,95,102,107,1200,1200,1200,1200,1200,5,6,7,3,4,7,7,1,7,1,101,101801
10180105,101801,5,101801,10180105,111,105,105,112,117,1200,1200,1200,1200,1200,5,6,7,3,4,7,7,1,7,1,101,101801
10180203,101802,3,101826,11180103,94,82,91,88,95,1200,1200,1200,1200,1200,5,6,7,3,4,7,7,1,7,1,101,101826
10180204,101802,4,101826,11180104,104,91,101,98,106,1200,1200,1200,1200,1200,5,6,7,3,4,7,7,1,7,1,101,101826
10180205,101802,5,101826,11180105,115,100,111,107,117,1200,1200,1200,1200,1200,5,6,7,3,4,7,7,1,7,1,101,101826
10190103,101901,3,101901,10190103,85,91,83,100,91,1200,1200,1200,1200,1200,2,7,7,1,1,7,7,6,7,7,101,101901
10190104,101901,4,101901,10190104,95,101,92,111,101,1200,1200,1200,1200,1200,2,7,7,1,1,7,7,6,7,7,101,101901
10190105,101901,5,101901,10190105,104,111,101,122,112,1200,1200,1200,1200,1200,2,7,7,1,1,7,7,6,7,7,101,101901
10190203,101902,3,101940,11190103,85,91,98,105,71,1200,1200,1200,1200,1200,2,7,7,1,1,7,7,6,7,7,101,101940
10190204,101902,4,101940,11190104,95,101,109,117,78,1200,1200,1200,1200,1200,2,7,7,1,1,7,7,6,7,7,101,101940
10190205,101902,5,101940,11190105,104,111,120,129,86,1200,1200,1200,1200,1200,2,7,7,1,1,7,7,6,7,7,101,101940
10200103,102001,3,102001,10200103,98,98,88,83,83,1200,1200,1200,1200,1200,1,5,7,7,7,6,4,3,7,1,101,102001
10200104,102001,4,102001,10200104,109,109,98,92,92,1200,1200,1200,1200,1200,1,5,7,7,7,6,4,3,7,1,101,102001
10200105,102001,5,102001,10200105,120,120,108,101,101,1200,1200,1200,1200,1200,1,5,7,7,7,6,4,3,7,1,101,102001
10200203,102002,3,102020,11200103,101,89,84,88,88,1200,1200,1200,1200,1200,1,5,7,7,7,6,4,3,7,1,101,102020
10200204,102002,4,102020,11200104,112,99,94,98,97,1200,1200,1200,1200,1200,1,5,7,7,7,6,4,3,7,1,101,102020
10200205,102002,5,102020,11200105,123,109,103,108,107,1200,1200,1200,1200,1200,1,5,7,7,7,6,4,3,7,1,101,102020
10210103,102101,3,102101,10210103,83,95,105,83,84,1200,1200,1200,1200,1200,1,3,7,7,1,7,7,7,7,2,101,102101
10210104,102101,4,102101,10210104,92,105,117,93,93,1200,1200,1200,1200,1200,1,3,7,7,1,7,7,7,7,2,101,102101
10210105,102101,5,102101,10210105,101,116,129,102,102,1200,1200,1200,1200,1200,1,3,7,7,1,7,7,7,7,2,101,102101
10210203,102102,3,102143,11210103,92,83,94,92,89,1200,1200,1200,1200,1200,1,3,7,7,1,7,7,7,7,2,101,102143
10210204,102102,4,102143,11210104,102,92,104,102,100,1200,1200,1200,1200,1200,1,3,7,7,1,7,7,7,7,2,101,102143
10210205,102102,5,102143,11210105,113,101,115,113,108,1200,1200,1200,1200,1200,1,3,7,7,1,7,7,7,7,2,101,102143
10220103,102201,3,102201,10220103,96,84,95,88,87,1200,1200,1200,1200,1200,2,7,7,5,4,7,3,5,7,1,101,102201
10220104,102201,4,102201,10220104,106,93,106,98,97,1200,1200,1200,1200,1200,2,7,7,5,4,7,3,5,7,1,101,102201
10220105,102201,5,102201,10220105,117,102,116,108,107,1200,1200,1200,1200,1200,2,7,7,5,4,7,3,5,7,1,101,102201
10220203,102202,3,102226,11220103,89,78,89,94,100,1200,1200,1200,1200,1200,2,7,7,5,4,7,3,5,7,1,101,102226
10220204,102202,4,102226,11220104,99,87,99,105,110,1200,1200,1200,1200,1200,2,7,7,5,4,7,3,5,7,1,101,102226
10220205,102202,5,102226,11220105,109,96,109,115,121,1200,1200,1200,1200,1200,2,7,7,5,4,7,3,5,7,1,101,102226
10230103,102301,3,102301,10230103,85,93,82,93,97,1200,1200,1200,1200,1200,2,5,7,7,3,7,6,3,7,2,101,102301
10230104,102301,4,102301,10230104,95,104,91,104,106,1200,1200,1200,1200,1200,2,5,7,7,3,7,6,3,7,2,101,102301
10230105,102301,5,102301,10230105,104,114,101,114,117,1200,1200,1200,1200,1200,2,5,7,7,3,7,6,3,7,2,101,102301
10230203,102302,3,102346,11230103,83,99,76,96,96,1200,1200,1200,1200,1200,2,5,7,7,3,7,6,3,7,2,101,102346
10230204,102302,4,102346,11230104,93,110,85,107,105,1200,1200,1200,1200,1200,2,5,7,7,3,7,6,3,7,2,101,102346
10230205,102302,5,102346,11230105,102,121,93,117,117,1200,1200,1200,1200,1200,2,5,7,7,3,7,6,3,7,2,101,102346
10240102,102401,2,101,10240102,73,100,67,95,90,1200,1200,1200,1200,1200,4,4,7,7,7,7,6,6,7,3,101,0
10240103,102401,3,102401,10240103,77,106,71,101,95,1200,1200,1200,1200,1200,4,4,7,7,7,7,6,6,7,3,101,102401
10240104,102401,4,102401,10240104,86,118,79,112,105,1200,1200,1200,1200,1200,4,4,7,7,7,7,6,6,7,3,101,102401
10240105,102401,5,102401,10240105,94,130,86,123,117,1200,1200,1200,1200,1200,4,4,7,7,7,7,6,6,7,3,101,102401
10240203,102402,3,102426,11240103,83,100,82,90,95,1200,1200,1200,1200,1200,4,4,7,7,7,7,6,6,7,3,101,102426
10240204,102402,4,102426,11240104,92,112,91,100,105,1200,1200,1200,1200,1200,4,4,7,7,7,7,6,6,7,3,101,102426
10240205,102402,5,102426,11240105,102,123,100,110,115,1200,1200,1200,1200,1200,4,4,7,7,7,7,6,6,7,3,101,102426
10250103,102501,3,102501,10250103,83,98,94,86,89,1200,1200,1200,1200,1200,1,2,6,7,1,5,7,5,7,1,101,102501
10250104,102501,4,102501,10250104,92,109,105,95,99,1200,1200,1200,1200,1200,1,2,6,7,1,5,7,5,7,1,101,102501
10250105,102501,5,102501,10250105,101,120,115,105,109,1200,1200,1200,1200,1200,1,2,6,7,1,5,7,5,7,1,101,102501
10260103,102601,3,102601,10260103,96,72,92,102,88,1200,1200,1200,1200,1200,5,6,7,6,7,3,1,1,7,1,101,102601
10260104,102601,4,102601,10260104,106,80,102,113,99,1200,1200,1200,1200,1200,5,6,7,6,7,3,1,1,7,1,101,102601
10260105,102601,5,102601,10260105,117,88,112,124,109,1200,1200,1200,1200,1200,5,6,7,6,7,3,1,1,7,1,101,102601
10260203,102602,3,102613,11260103,100,68,92,96,94,1200,1200,1200,1200,1200,5,6,7,6,7,3,1,1,7,1,101,102613
10260204,102602,4,102613,11260104,111,75,102,106,106,1200,1200,1200,1200,1200,5,6,7,6,7,3,1,1,7,1,101,102613
10260205,102602,5,102613,11260105,123,83,112,117,115,1200,1200,1200,1200,1200,5,6,7,6,7,3,1,1,7,1,101,102613
10270101,102701,1,101,10270101,87,66,95,71,81,1200,1200,1200,1200,1200,3,5,7,6,2,7,7,2,7,1,101,0
10270102,102701,2,101,10270102,93,70,101,76,85,1200,1200,1200,1200,1200,3,5,7,6,2,7,7,2,7,1,101,0
10270103,102701,3,102701,10270103,98,74,106,80,92,1200,1200,1200,1200,1200,3,5,7,6,2,7,7,2,7,1,101,102701
10270104,102701,4,102701,10270104,109,83,118,89,101,1200,1200,1200,1200,1200,3,5,7,6,2,7,7,2,7,1,101,102701
10270105,102701,5,102701,10270105,120,91,130,98,111,1200,1200,1200,1200,1200,3,5,7,6,2,7,7,2,7,1,101,102701
10270203,102702,3,102713,11270103,102,74,100,90,84,1200,1200,1200,1200,1200,3,5,7,6,2,7,7,2,7,1,101,102713
10270204,102702,4,102713,11270104,113,82,111,101,93,1200,1200,1200,1200,1200,3,5,7,6,2,7,7,2,7,1,101,102713
10270205,102702,5,102713,11270105,125,91,122,111,101,1200,1200,1200,1200,1200,3,5,7,6,2,7,7,2,7,1,101,102713
10280103,102801,3,102801,10280103,99,60,108,91,92,1200,1200,1200,1200,1200,7,6,2,1,6,7,5,1,7,2,101,102801
10280104,102801,4,102801,10280104,110,67,120,101,102,1200,1200,1200,1200,1200,7,6,2,1,6,7,5,1,7,2,101,102801
10280105,102801,5,102801,10280105,120,74,132,111,113,1200,1200,1200,1200,1200,7,6,2,1,6,7,5,1,7,2,101,102801
10290103,102901,3,102901,10290103,95,86,83,95,91,1200,1200,1200,1200,1200,4,7,7,3,5,7,2,1,7,6,101,102901
10290104,102901,4,102901,10290104,106,96,93,106,99,1200,1200,1200,1200,1200,4,7,7,3,5,7,2,1,7,6,101,102901
10290105,102901,5,102901,10290105,117,106,102,117,108,1200,1200,1200,1200,1200,4,7,7,3,5,7,2,1,7,6,101,102901
10300103,103001,3,103001,10300103,71,117,70,102,90,1200,1200,1200,1200,1200,3,5,7,7,6,7,5,1,7,1,101,103001
10300104,103001,4,103001,10300104,79,130,78,114,99,1200,1200,1200,1200,1200,3,5,7,7,6,7,5,1,7,1,101,103001
10300105,103001,5,103001,10300105,87,143,86,125,109,1200,1200,1200,1200,1200,3,5,7,7,6,7,5,1,7,1,101,103001
10300203,103002,3,103040,11300103,76,121,67,97,89,1200,1200,1200,1200,1200,3,5,7,7,6,7,5,1,7,1,101,103040
10300204,103002,4,103040,11300104,85,135,75,107,98,1200,1200,1200,1200,1200,3,5,7,7,6,7,5,1,7,1,101,103040
10300205,103002,5,103040,11300105,93,148,82,118,109,1200,1200,1200,1200,1200,3,5,7,7,6,7,5,1,7,1,101,103040
10310103,103101,3,103101,10310103,100,96,72,98,84,1200,1200,1200,1200,1200,1,7,7,5,7,5,1,1,7,1,101,103101
10310104,103101,4,103101,10310104,111,106,80,109,94,1200,1200,1200,1200,1200,1,7,7,5,7,5,1,1,7,1,101,103101
10310105,103101,5,103101,10310105,122,117,88,120,103,1200,1200,1200,1200,1200,1,7,7,5,7,5,1,1,7,1,101,103101
10310203,103102,3,103113,11310103,102,95,72,85,96,1200,1200,1200,1200,1200,1,7,7,5,7,5,1,1,7,1,101,103113
10310204,103102,4,103113,11310104,114,106,80,95,105,1200,1200,1200,1200,1200,1,7,7,5,7,5,1,1,7,1,101,103113
10310205,103102,5,103113,11310105,125,116,88,104,117,1200,1200,1200,1200,1200,1,7,7,5,7,5,1,1,7,1,101,103113
10320101,103201,1,101,10320101,82,76,76,79,87,1200,1200,1200,1200,1200,1,4,7,6,3,7,6,2,7,1,101,0
10320102,103201,2,101,10320102,87,81,81,83,93,1200,1200,1200,1200,1200,1,4,7,6,3,7,6,2,7,1,101,0
10320103,103201,3,103201,10320103,92,85,85,88,100,1200,1200,1200,1200,1200,1,4,7,6,3,7,6,2,7,1,101,103201
10320104,103201,4,103201,10320104,102,95,95,98,110,1200,1200,1200,1200,1200,1,4,7,6,3,7,6,2,7,1,101,103201
10320105,103201,5,103201,10320105,112,104,104,108,122,1200,1200,1200,1200,1200,1,4,7,6,3,7,6,2,7,1,101,103201
10330103,103301,3,103301,10330103,96,79,108,69,98,1200,1200,1200,1200,1200,2,5,7,5,1,1,6,7,7,1,101,103301
10330104,103301,4,103301,10330104,107,88,120,77,108,1200,1200,1200,1200,1200,2,5,7,5,1,1,6,7,7,1,101,103301
10330105,103301,5,103301,10330105,118,96,132,85,119,1200,1200,1200,1200,1200,2,5,7,5,1,1,6,7,7,1,101,103301
10340103,103401,3,103401,10340103,88,100,109,74,79,1200,1200,1200,1200,1200,2,6,7,7,1,6,6,7,7,7,101,103401
10340104,103401,4,103401,10340104,98,111,121,82,88,1200,1200,1200,1200,1200,2,6,7,7,1,6,6,7,7,7,101,103401
10340105,103401,5,103401,10340105,108,122,133,90,97,1200,1200,1200,1200,1200,2,6,7,7,1,6,6,7,7,7,101,103401
10340203,103402,3,103443,11340103,95,88,98,78,91,1200,1200,1200,1200,1200,2,6,7,7,1,6,6,7,7,7,101,103443
10340204,103402,4,103443,11340104,106,98,109,87,100,1200,1200,1200,1200,1200,2,6,7,7,1,6,6,7,7,7,101,103443
10340205,103402,5,103443,11340105,117,108,120,95,110,1200,1200,1200,1200,1200,2,6,7,7,1,6,6,7,7,7,101,103443
10350101,103501,1,101,10350101,87,68,91,74,80,1200,1200,1200,1200,1200,1,2,7,6,1,6,7,1,7,1,101,0
10350102,103501,2,101,10350102,93,72,97,78,85,1200,1200,1200,1200,1200,1,2,7,6,1,6,7,1,7,1,101,0
10350103,103501,3,103501,10350103,98,76,102,83,91,1200,1200,1200,1200,1200,1,2,7,6,1,6,7,1,7,1,101,103501
10350104,103501,4,103501,10350104,109,85,114,92,100,1200,1200,1200,1200,1200,1,2,7,6,1,6,7,1,7,1,101,103501
10350105,103501,5,103501,10350105,120,93,125,101,111,1200,1200,1200,1200,1200,1,2,7,6,1,6,7,1,7,1,101,103501
10350203,103502,3,103516,11350103,101,73,109,87,80,1200,1200,1200,1200,1200,1,2,7,6,1,6,7,1,7,1,101,103516
10350204,103502,4,103516,11350104,112,81,121,96,90,1200,1200,1200,1200,1200,1,2,7,6,1,6,7,1,7,1,101,103516
