id,chara_id,turn,race_program_id,rival_flag_id,condition_type,rival_chara_id,single_mode_npc_id,frame_order
117,1010,29,169,0,1,1002,10020,0
118,1010,33,209,0,1,1002,10020,0
119,1010,34,166,0,1,1002,10020,0
120,1010,42,84,0,1,1002,10020,0
121,1010,44,76,0,1,1002,10020,0
122,1010,46,78,0,1,1002,1002001,0
123,1010,52,26,0,1,1002,10020,0
124,1010,53,11,0,1,1002,10020,0
125,1010,60,74,0,1,1002,10020,0
126,1010,67,86,0,1,1002,10020,0
127,1010,68,76,0,1,1002,10020,0
128,1010,70,78,0,1,1002,1002002,0
129,1011,0,0,0,2,1004,0,0
130,1011,27,181,0,1,1001,10010,0
131,1011,29,169,0,1,1001,10010,0
132,1011,31,163,0,1,1001,10010,0
133,1011,34,166,0,1,1001,1001001,0
134,1011,42,84,0,1,1001,10010,0
135,1011,44,168,0,1,1001,10010,0
136,1011,46,79,0,1,1001,10010,0
137,1011,50,8,0,1,1001,10010,0
138,1011,54,12,0,1,1001,10010,0
139,1011,56,4,0,1,1001,10010,0
140,1011,60,74,0,1,1001,1001002,0
141,1011,67,87,0,1,1001,10010,0
142,1011,68,76,0,1,1001,10010,0
143,1011,70,79,0,1,1001,10010,0
144,1011,72,81,0,1,1001,1001003,0
145,1011,27,183,0,1,1014,10140,0
146,1011,31,172,0,1,1014,10140,0
147,1011,33,164,0,1,1014,10140,0
148,1011,34,166,0,1,1014,1014002,0
149,1011,46,79,0,1,1014,1014003,0
150,1011,67,86,0,1,1014,1014004,0
151,1011,25,193,0,1,1020,10200,0
152,1011,29,169,0,1,1020,10200,0
153,1011,31,163,0,1,1020,10200,0
154,1011,34,166,0,1,1020,1020004,0
155,1011,43,87,0,1,1020,10200,0
156,1011,44,168,0,1,1020,10200,0
157,1011,48,81,0,1,1020,1020005,0
158,1011,54,13,0,1,1020,10200,0
159,1011,56,4,0,1,1020,10200,0
160,1011,64,82,0,1,1020,10200,0
161,1011,68,76,0,1,1020,10200,0
162,1011,36,74,0,1,1002,10020,0
163,1011,43,86,0,1,1002,1002003,0
164,1011,44,76,0,1,1002,10020,0
165,1011,67,86,0,1,1002,1002003,0
166,1013,25,193,0,1,1027,10270,0
167,1013,29,169,0,1,1027,10270,0
168,1013,31,163,0,1,1027,10270,0
169,1013,34,166,0,1,1027,10270,0
170,1013,44,168,0,1,1027,1027001,0
171,1013,48,81,0,1,1027,10270,0
172,1013,52,10,0,1,1027,10270,0
173,1013,56,4,0,1,1027,1027002,0
174,1013,60,1071,0,1,1027,1027003,0
175,1013,72,81,0,1,1027,10270,0
176,1014,27,181,0,1,1001,10010,0
177,1014,29,169,0,1,1001,10010,0
178,1014,31,163,0,1,1001,10010,0
179,1014,34,166,0,1,1001,1001006,0
180,1014,42,84,0,1,1001,10010,0
181,1014,44,168,0,1,1001,10010,0
182,1014,46,79,0,1,1001,10010,0
183,1014,50,8,0,1,1001,10010,0
184,1014,54,12,0,1,1001,10010,0
185,1014,56,4,0,1,1001,10010,0
186,1014,67,87,0,1,1001,10010,0
187,1014,68,76,0,1,1001,10010,0
188,1014,70,79,0,1,1001,1001007,0
189,1014,72,81,0,1,1001,1001008,0
190,1014,43,86,0,1,1002,1002006,0
191,1014,52,26,0,1,1002,10020,0
192,1014,53,11,0,1,1002,10020,0
193,1014,60,74,0,1,1002,1002007,0
194,1014,68,76,0,1,1002,10020,0
195,1014,20,649,0,1,1011,10110,0
196,1014,21,626,0,1,1011,10110,0
197,1014,23,624,0,1,1011,10110,0
198,1014,43,86,0,1,1011,1011005,0
199,1014,45,90,0,1,1011,10110,0
200,1014,48,81,0,1,1011,10110,0
201,1014,57,16,0,1,1011,10110,0
202,1014,59,73,0,1,1011,10110,0
203,1014,67,86,0,1,1011,10110,0
204,1014,72,81,0,1,1011,1011006,0
205,1014,25,193,0,1,1020,10200,0
206,1014,29,169,0,1,1020,10200,0
207,1014,31,163,0,1,1020,10200,0
208,1014,34,166,0,1,1020,10200,0
209,1014,43,87,0,1,1020,10200,0
210,1014,44,168,0,1,1020,10200,0
211,1014,48,81,0,1,1020,10200,0
212,1014,54,13,0,1,1020,10200,0
213,1014,56,4,0,1,1020,10200,0
214,1014,64,82,0,1,1020,10200,0
215,1014,68,76,0,1,1020,10200,0
216,1014,60,74,0,1,1018,1018002,0
217,1017,72,81,0,1,1004,1004001,0
218,1017,0,0,0,2,1003,0,0
219,1017,0,0,0,2,1013,0,0
220,1018,52,26,0,1,1002,10020,0
221,1018,53,11,0,1,1002,10020,0
222,1018,60,74,0,1,1002,1002008,0
223,1018,67,86,0,1,1002,10020,0
224,1018,68,76,0,1,1002,1002009,0
225,1018,0,0,0,2,1059,0,0
226,1024,48,81,0,1,1012,1012002,0
227,1024,59,73,0,1,1012,10120,0
228,1024,69,77,0,1,1012,10120,0
229,1024,72,81,0,1,1012,1012003,0
230,1024,48,81,0,1,1016,1016001,0
231,1024,54,12,0,1,1016,1016002,0
232,1024,56,4,0,1,1016,1016003,0
233,1024,72,81,0,1,1016,1016004,0
234,1027,44,168,0,1,1013,1013004,0
235,1027,54,12,0,1,1013,10130,0
236,1027,56,4,0,1,1013,1013005,0
237,1027,60,1071,0,1,1013,1013006,0
238,1027,67,87,0,1,1013,10130,0
239,1027,70,79,0,1,1013,10130,0
240,1027,72,81,0,1,1013,1013007,0
241,1027,48,81,0,1,1006,1006001,0
242,1027,72,81,0,1,1006,1006002,0
243,1027,23,624,0,1,1031,10310,0
244,1027,27,183,0,1,1031,10310,0
245,1027,29,169,0,1,1031,10310,0
246,1027,31,163,0,1,1031,1031001,0
247,1027,34,166,0,1,1031,1031002,0
248,1030,30,171,0,1,1041,1041001,0
249,1030,31,172,0,1,1041,10410,0
250,1030,41,110,0,1,1041,10410,0
251,1030,42,75,0,1,1041,10410,0
252,1030,54,2,0,1,1041,10410,0
253,1030,59,73,0,1,1041,10410,0
254,1030,66,75,0,1,1041,10410,0
255,1030,70,78,0,1,1041,10410,0
256,1030,54,3,0,1,1013,10130,0
257,1030,56,4,0,1,1013,1013001,0
258,1030,72,81,0,1,1013,1013002,0
259,1030,72,81,0,1,1024,1024001,0
260,1030,23,624,0,1,1026,10260,0
261,1030,30,171,0,1,1026,1026001,0
262,1030,31,163,0,1,1026,10260,0
263,1030,34,166,0,1,1026,1026002,0
264,1030,42,84,0,1,1026,10260,0
265,1030,44,168,0,1,1026,1026003,0
266,1030,72,81,0,1,1026,1026004,0
267,1030,66,85,0,1,1012,10120,0
268,1030,67,87,0,1,1012,10120,0
269,1030,70,79,0,1,1012,10120,0
270,1030,72,81,0,1,1012,1012001,0
271,1032,29,169,0,1,1025,1025001,0
272,1032,42,177,0,1,1025,10250,0
273,1032,44,168,0,1,1025,1025002,0
274,1032,48,81,0,1,1025,10250,0
275,1032,54,13,0,1,1025,10250,0
276,1032,56,4,0,1,1025,10250,0
277,1032,72,81,0,1,1025,1025003,0
278,1035,25,178,0,1,1050,10500,0
279,1035,29,169,0,1,1050,1050001,0
280,1035,31,163,0,1,1050,1050002,0
281,1035,34,166,0,1,1050,1050003,0
282,1035,44,168,0,1,1050,1050004,0
283,1035,54,3,0,1,1050,1050005,0
284,1035,56,4,0,1,1050,10500,0
285,1035,58,17,0,1,1050,10500,0
286,1035,72,81,0,1,1050,1050006,0
287,1035,21,627,0,1,1023,10230,0
288,1035,23,624,0,1,1023,10230,0
289,1035,27,183,0,1,1023,10230,0
290,1035,30,202,0,1,1023,10230,0
291,1035,31,163,0,1,1023,1023001,0
292,1035,34,166,0,1,1023,1023002,0
293,1035,44,168,0,1,1023,1023003,0
294,1035,48,81,0,1,1023,10230,0
295,1035,51,9,0,1,1023,10230,0
296,1035,56,4,0,1,1023,10230,0
297,1035,60,74,0,1,1023,1023040,0
298,1035,66,85,0,1,1023,10230,0
299,1035,72,81,0,1,1023,1023005,0
300,1035,54,3,0,1,1060,1060001,0
301,1035,72,81,0,1,1003,1003001,0
302,1041,18,646,0,1,1030,10300,0
303,1041,30,171,0,1,1030,1030001,0
304,1041,31,163,0,1,1030,10300,0
305,1041,34,166,0,1,1030,10300,0
306,1041,42,177,0,1,1030,10300,0
307,1041,44,168,0,1,1030,10300,0
308,1041,48,81,0,1,1030,10300,0
309,1041,54,13,0,1,1030,10300,0
310,1041,56,4,0,1,1030,10300,0
311,1041,66,85,0,1,1030,10300,0
312,1041,68,76,0,1,1030,10300,0
313,1041,70,79,0,1,1030,10300,0
314,1041,72,81,0,1,1030,10300,0
315,1041,23,624,0,1,1026,10260,0
316,1041,30,171,0,1,1026,1026005,0
317,1041,31,163,0,1,1026,10260,0
318,1041,34,166,0,1,1026,10260,0
319,1041,42,84,0,1,1026,10260,0
320,1041,44,168,0,1,1026,10260,0
321,1041,17,630,0,1,1051,10510,0
322,1041,21,627,0,1,1051,10510,0
323,1041,23,623,0,1,1051,10510,0
324,1041,29,185,0,1,1051,10510,0
325,1041,31,162,0,1,1051,10510,0
326,1041,42,75,0,1,1051,1051001,0
327,1041,54,2,0,1,1051,1051002,0
328,1041,56,15,0,1,1051,10510,0
329,1041,59,73,0,1,1051,10510,0
330,1041,66,75,0,1,1051,1051003,0
331,1041,68,89,0,1,1051,10510,0
332,1045,30,188,0,1,1006,10060,0
333,1045,31,172,0,1,1006,10060,0
334,1045,43,86,0,1,1006,10060,0
335,1045,44,76,0,1,1006,10060,0
336,1045,46,79,0,1,1006,10060,0
337,1045,48,81,0,1,1006,1006003,0
338,1045,66,85,0,1,1006,10060,0
339,1045,67,86,0,1,1006,10060,0
340,1045,68,76,0,1,1006,1006004,0
341,1045,70,79,0,1,1006,10060,0
342,1045,72,81,0,1,1006,1006005,0
343,1045,48,81,0,1,1021,1021004,0
344,1045,49,18,0,1,1021,10210,0
345,1045,54,12,0,1,1021,10210,0
346,1045,56,4,0,1,1021,1021005,0
347,1045,72,81,0,1,1021,1021006,0
348,1052,36,74,0,1,1001,10010,0
349,1052,43,87,0,1,1001,10010,0
350,1052,44,76,0,1,1001,10010,0
351,1052,46,79,0,1,1001,10010,0
352,1052,48,81,0,1,1001,10010,0
353,1052,72,81,0,1,1001,1001004,0
354,1052,35,73,0,1,1011,10110,0
355,1052,36,74,0,1,1011,10110,0
356,1052,43,86,0,1,1011,10110,0
357,1052,48,81,0,1,1011,10110,0
358,1052,72,81,0,1,1011,1011002,0
359,1052,40,82,0,1,1020,10200,0
360,1052,44,76,0,1,1020,10200,0
361,1052,72,81,0,1,1020,1020006,0
362,1056,29,169,0,1,1002,10020,0
363,1056,33,209,0,1,1002,10020,0
364,1056,34,166,0,1,1002,1002004,0
365,1056,42,84,0,1,1002,10020,0
366,1056,44,76,0,1,1002,10020,0
367,1056,46,78,0,1,1002,10020,0
368,1056,52,26,0,1,1002,10020,0
369,1056,53,11,0,1,1002,1002005,0
370,1056,60,74,0,1,1002,10020,0
371,1056,67,86,0,1,1002,10020,0
372,1056,68,76,0,1,1002,10020,0
373,1060,26,195,0,1,1003,1003002,0
374,1060,30,202,0,1,1003,10030,0
375,1060,31,163,0,1,1003,10030,0
376,1060,34,166,0,1,1003,10030,0
377,1060,54,3,0,1,1003,10030,0
378,1060,56,4,0,1,1003,10030,0
380,1060,70,79,0,1,1003,10030,0
381,1060,72,81,0,1,1003,1003003,0
382,1060,48,81,0,1,1013,1013008,0
383,1060,54,12,0,1,1013,10130,0
384,1060,56,4,0,1,1013,10130,0
385,1060,60,74,0,1,1013,1013009,0
386,1060,72,81,0,1,1013,1013010,0
387,1060,48,81,0,1,1027,1027004,0
388,1060,50,8,0,1,1027,10270,0
389,1060,54,13,0,1,1027,10270,0
390,1060,60,74,0,1,1027,1027005,0
391,1060,72,81,0,1,1027,1027006,0
392,1060,0,0,0,2,1017,0,0
393,1061,27,181,0,1,1001,10010,0
394,1061,29,169,0,1,1001,10010,0
395,1061,31,163,0,1,1001,1001009,0
396,1061,34,166,0,1,1001,1001010,0
397,1061,42,84,0,1,1001,10010,0
398,1061,44,168,0,1,1001,1001011,0
399,1061,46,79,0,1,1001,10010,0
400,1061,50,8,0,1,1001,10010,0
401,1061,54,12,0,1,1001,10010,0
402,1061,56,4,0,1,1001,10010,0
403,1061,60,74,0,1,1001,10010,0
404,1061,67,87,0,1,1001,10010,0
405,1061,68,76,0,1,1001,1001012,0
406,1061,70,79,0,1,1001,10010,0
407,1061,72,81,0,1,1001,1001013,0
408,1061,25,193,0,1,1020,10200,0
409,1061,29,169,0,1,1020,10200,0
410,1061,31,163,0,1,1020,1020007,0
411,1061,34,166,0,1,1020,1020008,0
412,1061,43,87,0,1,1020,10200,0
413,1061,44,168,0,1,1020,1020009,0
414,1061,48,81,0,1,1020,10200,0
415,1061,54,13,0,1,1020,10200,0
416,1061,56,4,0,1,1020,10200,0
417,1061,64,82,0,1,1020,10200,0
418,1061,68,76,0,1,1020,1020010,0
419,1061,72,81,0,1,1020,1020011,0
420,1061,20,649,0,1,1011,10110,0
421,1061,21,626,0,1,1011,10110,0
422,1061,23,624,0,1,1011,10110,0
423,1061,43,86,0,1,1011,10110,0
424,1061,45,90,0,1,1011,10110,0
425,1061,48,81,0,1,1011,10110,0
426,1061,57,16,0,1,1011,10110,0
427,1061,60,74,0,1,1011,10110,0
428,1061,67,86,0,1,1011,10110,0
429,1061,72,81,0,1,1011,1011007,0
430,1061,27,183,0,1,1014,10140,0
431,1061,31,172,0,1,1014,10140,0
432,1061,33,164,0,1,1014,10140,0
433,1061,43,86,0,1,1014,10140,0
434,1061,46,79,0,1,1014,10140,0
435,1061,72,81,0,1,1014,1014006,0
436,1061,51,9,0,1,1015,10150,0
437,1061,54,12,0,1,1015,10150,0
438,1061,56,4,0,1,1015,10150,0
439,1061,60,74,0,1,1015,10150,0
440,1061,67,87,0,1,1015,10150,0
441,1061,68,76,0,1,1015,10150,0
442,1061,70,79,0,1,1015,10150,0
443,1061,72,81,0,1,1015,1015001,0
444,1061,0,0,0,2,1039,0,0
445,1015,36,74,0,1,1001,10010,0
446,1015,43,87,0,1,1001,10010,0
447,1015,44,76,0,1,1001,10010,0
448,1015,46,79,0,1,1001,10010,0
449,1015,48,81,0,1,1001,1001014,0
450,1015,35,73,0,1,1011,10110,0
451,1015,36,74,0,1,1011,10110,0
452,1015,43,86,0,1,1011,10110,0
453,1015,48,81,0,1,1011,1011008,0
454,1015,54,13,0,1,1011,10110,0
455,1015,57,16,0,1,1011,10110,0
456,1015,72,81,0,1,1011,1011009,0
457,1015,72,81,0,1,1014,1014007,0
458,1015,23,1051,0,1,1033,10330,0
459,1015,24,625,0,1,1033,10330,0
460,1015,29,169,0,1,1033,10330,0
461,1015,31,163,0,1,1033,1033001,0
462,1015,34,166,0,1,1033,1033002,0
463,1015,42,84,0,1,1033,10330,0
464,1015,44,168,0,1,1033,10330,0
465,1015,49,6,0,1,1058,10580,0
466,1015,53,11,0,1,1058,10580,0
467,1015,54,13,0,1,1058,10580,0
468,1015,57,64,0,1,1058,10580,0
469,1015,60,74,0,1,1058,1058001,0
470,1015,66,85,0,1,1058,10580,0
471,1015,68,76,0,1,1058,10580,0
472,1015,70,79,0,1,1058,1058002,0
485,1009,21,1040,0,1,1008,10080,0
486,1013,22,1047,0,1,1027,10270,0
487,1013,23,1053,0,1,1027,10270,0
488,1001,21,1040,0,1,1061,10610,0
489,1024,68,76,0,2,1003,0,0
490,1026,18,646,0,1,1030,10300,0
491,1026,30,171,0,1,1030,1030002,0
492,1026,31,163,0,1,1030,10300,0
493,1026,34,166,0,1,1030,1030003,0
494,1026,42,84,0,1,1030,10300,0
495,1026,44,168,0,1,1030,1030004,0
496,1026,48,81,0,1,1030,10300,0
497,1026,54,13,0,1,1030,10300,0
498,1026,56,4,0,1,1030,1030005,0
499,1026,60,74,0,1,1030,10300,0
500,1026,72,81,0,1,1030,1030006,0
501,1026,56,4,0,1,1013,1013011,0
502,1026,60,74,0,1,1013,10130,0
503,1026,67,87,0,1,1013,10130,0
504,1026,72,81,0,1,1013,1013012,0
505,1026,70,79,0,1,1003,1003004,0
506,1026,72,81,0,1,1003,1003005,0
507,1026,54,3,0,1,1060,10600,0
508,1026,68,76,0,1,1060,10600,0
509,1026,72,81,0,1,1060,1060002,0
510,1026,30,171,0,1,1041,1041002,0
511,1026,42,75,0,1,1041,10410,0
512,1026,54,2,0,1,1041,10410,0
513,1026,59,73,0,1,1041,10410,0
514,1026,66,75,0,1,1041,10410,0
515,1026,70,78,0,1,1041,10410,0
516,1023,24,625,0,1,1050,10500,0
517,1023,25,178,0,1,1050,10500,0
518,1023,29,169,0,1,1050,10500,0
519,1023,31,163,0,1,1050,1050007,0
520,1023,34,166,0,1,1050,1050008,0
521,1023,44,168,0,1,1050,1050009,0
522,1023,56,1076,0,1,1050,1050010,0
523,1023,58,17,0,1,1050,10500,0
524,1023,24,625,0,1,1035,10350,0
525,1023,29,169,0,1,1035,10350,0
526,1023,31,163,0,1,1035,1035001,0
527,1023,34,166,0,1,1035,1035002,0
528,1023,42,84,0,1,1035,10350,0
529,1023,44,168,0,1,1035,1035003,0
530,1023,46,79,0,1,1035,10350,0
531,1023,48,81,0,1,1035,10350,0
532,1023,66,85,0,1,1035,10350,0
533,1023,68,76,0,1,1035,1035004,0
534,1023,48,81,0,1,1003,1003006,0
535,1023,72,81,0,1,1016,1016005,0
536,1038,42,75,0,1,1051,1051004,0
537,1038,45,77,0,1,1051,10510,0
538,1038,56,15,0,1,1051,10510,0
539,1038,68,89,0,1,1051,10510,0
540,1038,44,89,0,1,1054,10540,0
541,1038,46,78,0,1,1054,10540,0
542,1038,50,21,0,1,1054,10540,0
543,1038,52,1,0,1,1054,10540,0
544,1038,54,2,0,1,1054,1054001,0
545,1038,59,73,0,1,1054,10540,0
546,1038,65,83,0,1,1054,10540,0
547,1038,68,89,0,1,1054,10540,0
548,1038,70,78,0,1,1054,10540,0
549,1038,41,110,0,1,1010,10100,0
550,1038,46,153,0,1,1010,10100,0
551,1038,55,31,0,1,1010,10100,0
552,1038,59,73,0,1,1010,10100,0
553,1038,66,75,0,1,1010,1010001,0
554,1038,68,89,0,1,1010,10100,0
555,1038,44,89,0,1,1028,10280,0
556,1038,46,78,0,1,1028,10280,0
557,1038,50,21,0,1,1028,10280,0
558,1038,59,73,0,1,1028,10280,0
559,1038,65,83,0,1,1028,10280,0
560,1038,66,75,0,1,1028,1028001,0
561,1038,68,89,0,1,1028,10280,0
562,1038,70,78,0,1,1028,10280,0
563,1038,44,89,0,1,1041,10410,0
564,1038,46,78,0,1,1041,10410,0
565,1038,57,16,0,1,1041,10410,0
566,1038,59,73,0,1,1041,10410,0
567,1038,66,75,0,1,1041,1041003,0
568,1038,70,78,0,1,1041,10410,0
569,1050,19,648,0,1,1023,10230,0
570,1050,21,627,0,1,1023,10230,0
571,1050,23,624,0,1,1023,10230,0
572,1050,27,183,0,1,1023,10230,0
573,1050,30,202,0,1,1023,10230,0
574,1050,31,163,0,1,1023,1023006,0
575,1050,34,166,0,1,1023,1023007,0
576,1050,42,84,0,1,1023,10230,0
577,1050,44,168,0,1,1023,1023008,0
578,1050,48,81,0,1,1023,10230,0
579,1050,51,9,0,1,1023,10230,0
580,1050,56,1076,0,1,1023,1023009,0
581,1050,60,74,0,1,1023,10230,0
582,1050,66,85,0,1,1023,10230,0
583,1050,68,76,0,1,1023,1023010,0
584,1050,72,81,0,1,1023,1023011,0
585,1050,22,1047,0,1,1035,10350,0
586,1050,29,169,0,1,1035,10350,0
587,1050,31,163,0,1,1035,1035005,0
588,1050,34,166,0,1,1035,1035006,0
589,1050,42,84,0,1,1035,10350,0
590,1050,44,168,0,1,1035,1035007,0
591,1050,46,79,0,1,1035,10350,0
592,1050,48,81,0,1,1035,10350,0
593,1050,66,85,0,1,1035,10350,0
594,1050,68,76,0,1,1035,1035008,0
595,1050,72,81,0,1,1035,1035009,0
596,1050,50,8,0,1,1060,10600,0
597,1050,54,3,0,1,1060,10600,0
598,1050,56,1076,0,1,1060,1060003,0
599,1050,60,74,0,1,1060,10600,0
600,1050,67,86,0,1,1060,10600,0
601,1050,68,76,0,1,1060,1060004,0
602,1050,70,79,0,1,1060,10600,0
603,1050,72,81,0,1,1060,1060005,0
604,1050,51,9,0,1,1030,10300,0
605,1050,54,13,0,1,1030,1030007,0
606,1050,72,81,0,1,1030,1030008,0
607,1046,68,76,0,1,1009,10090,0
608,1046,72,81,0,1,1009,10090,0
609,1016,36,74,0,1,1023,1023012,0
610,1016,42,85,0,1,1023,10230,0
611,1016,44,76,0,1,1023,10230,0
612,1016,72,1082,0,1,1023,1023013,0
613,1016,72,1086,0,1,1023,1023014,0
614,1016,19,1035,0,1,1012,10120,0
615,1016,21,626,0,1,1012,10120,0
616,1016,23,623,0,1,1012,10120,0
617,1016,25,180,0,1,1012,10120,0
618,1016,27,182,0,1,1012,10120,0
619,1016,31,162,0,1,1012,10120,0
620,1016,34,165,0,1,1012,10120,0
621,1016,38,103,0,1,1012,10120,0
622,1016,41,176,0,1,1012,10120,0
623,1016,44,167,0,1,1012,10120,0
624,1016,48,1089,0,1,1012,1012004,0
625,1016,66,85,0,1,1012,10120,0
626,1016,67,87,0,1,1012,10120,0
627,1016,70,1085,0,1,1012,1012005,0
628,1016,72,1082,0,1,1024,1024002,0
629,1016,72,1086,0,1,1024,1024003,0
630,1016,48,1089,0,1,1030,1030009,0
631,1016,51,9,0,1,1030,10300,0
632,1016,54,13,0,1,1030,10300,0
633,1016,56,1083,0,1,1030,1030010,0
634,1016,37,100,0,1,1066,10660,0
635,1016,45,115,0,1,1066,10660,0
636,1016,48,1089,0,1,1066,10660,0
637,1016,50,8,0,1,1066,10660,0
638,1016,57,34,0,1,1066,10660,0
639,1016,60,1022,0,1,1066,10660,0
640,1016,36,74,0,1,1062,10620,0
641,1016,43,86,0,1,1062,10620,0
642,1016,44,76,0,1,1062,10620,0
643,1016,61,100,0,1,1062,10620,0
644,1016,68,1084,0,1,1062,1062001,0
645,1016,70,1085,0,1,1062,10620,0
646,1016,71,91,0,1,1062,10620,0
647,1016,56,1079,0,1,1013,1013013,0
648,1016,56,1079,0,1,1026,1026006,0
649,1016,68,1080,0,1,1006,1006006,0
650,1016,70,1081,0,1,1017,1017003,0
651,1016,72,1082,0,2,1018,0,0
652,1016,72,1086,0,2,1018,0,0
653,1020,27,181,0,1,1001,10010,0
654,1020,29,169,0,1,1001,10010,0
655,1020,31,163,0,1,1001,1001015,0
656,1020,34,166,0,1,1001,1001016,0
657,1020,42,84,0,1,1001,10010,0
658,1020,44,168,0,1,1001,1001017,0
659,1020,46,79,0,1,1001,10010,0
660,1020,50,8,0,1,1001,10010,0
661,1020,54,12,0,1,1001,10010,0
662,1020,56,4,0,1,1001,1001018,0
663,1020,60,74,0,1,1001,1001019,0
