factor_id,factor_group_id,rarity,grade,factor_type,effect_group_id,start_date,end_date
2009701,20097,1,1,4,41,1483196400,2524575600
2009702,20097,2,1,4,42,1483196400,2524575600
2009703,20097,3,1,4,43,1483196400,2524575600
2009801,20098,1,1,4,41,1483196400,2524575600
2009802,20098,2,1,4,42,1483196400,2524575600
2009803,20098,3,1,4,43,1483196400,2524575600
2009901,20099,1,1,4,41,1483196400,2524575600
2009902,20099,2,1,4,42,1483196400,2524575600
2009903,20099,3,1,4,43,1483196400,2524575600
2010001,20100,1,1,4,41,1483196400,2524575600
2010002,20100,2,1,4,42,1483196400,2524575600
2010003,20100,3,1,4,43,1483196400,2524575600
2010101,20101,1,1,4,41,1483196400,2524575600
2010102,20101,2,1,4,42,1483196400,2524575600
2010103,20101,3,1,4,43,1483196400,2524575600
2010201,20102,1,1,4,41,1483196400,2524575600
2010202,20102,2,1,4,42,1483196400,2524575600
2010203,20102,3,1,4,43,1483196400,2524575600
2010301,20103,1,1,4,41,1483196400,2524575600
2010302,20103,2,1,4,42,1483196400,2524575600
2010303,20103,3,1,4,43,1483196400,2524575600
2010401,20104,1,1,4,41,1483196400,2524575600
2010402,20104,2,1,4,42,1483196400,2524575600
2010403,20104,3,1,4,43,1483196400,2524575600
2010501,20105,1,1,4,41,1483196400,2524575600
2010502,20105,2,1,4,42,1483196400,2524575600
2010503,20105,3,1,4,43,1483196400,2524575600
2010601,20106,1,1,4,41,1483196400,2524575600
2010602,20106,2,1,4,42,1483196400,2524575600
2010603,20106,3,1,4,43,1483196400,2524575600
2010701,20107,1,1,4,41,1483196400,2524575600
2010702,20107,2,1,4,42,1483196400,2524575600
2010703,20107,3,1,4,43,1483196400,2524575600
2010801,20108,1,1,4,41,1483196400,2524575600
2010802,20108,2,1,4,42,1483196400,2524575600
2010803,20108,3,1,4,43,1483196400,2524575600
2010901,20109,1,1,4,41,1483196400,2524575600
2010902,20109,2,1,4,42,1483196400,2524575600
2010903,20109,3,1,4,43,1483196400,2524575600
2011001,20110,1,1,4,41,1483196400,2524575600
2011002,20110,2,1,4,42,1483196400,2524575600
2011003,20110,3,1,4,43,1483196400,2524575600
2011101,20111,1,1,4,41,1483196400,2524575600
2011102,20111,2,1,4,42,1483196400,2524575600
2011103,20111,3,1,4,43,1483196400,2524575600
2011201,20112,1,1,4,41,1483196400,2524575600
2011202,20112,2,1,4,42,1483196400,2524575600
2011203,20112,3,1,4,43,1483196400,2524575600
2011301,20113,1,1,4,41,1483196400,2524575600
2011302,20113,2,1,4,42,1483196400,2524575600
2011303,20113,3,1,4,43,1483196400,2524575600
2011401,20114,1,1,4,41,1483196400,2524575600
2011402,20114,2,1,4,42,1483196400,2524575600
2011403,20114,3,1,4,43,1483196400,2524575600
2011501,20115,1,1,4,41,1483196400,2524575600
2011502,20115,2,1,4,42,1483196400,2524575600
2011503,20115,3,1,4,43,1483196400,2524575600
2011601,20116,1,1,4,41,1483196400,2524575600
2011602,20116,2,1,4,42,1483196400,2524575600
2011603,20116,3,1,4,43,1483196400,2524575600
2011701,20117,1,1,4,41,1483196400,2524575600
2011702,20117,2,1,4,42,1483196400,2524575600
2011703,20117,3,1,4,43,1483196400,2524575600
2011801,20118,1,1,4,41,1483196400,2524575600
2011802,20118,2,1,4,42,1483196400,2524575600
2011803,20118,3,1,4,43,1483196400,2524575600
2011901,20119,1,1,4,41,1483196400,2524575600
2011902,20119,2,1,4,42,1483196400,2524575600
2011903,20119,3,1,4,43,1483196400,2524575600
2012001,20120,1,1,4,41,1483196400,2524575600
2012002,20120,2,1,4,42,1483196400,2524575600
2012003,20120,3,1,4,43,1483196400,2524575600
2012101,20121,1,1,4,41,1483196400,2524575600
2012102,20121,2,1,4,42,1483196400,2524575600
2012103,20121,3,1,4,43,1483196400,2524575600
2012201,20122,1,1,4,41,1483196400,2524575600
2012202,20122,2,1,4,42,1483196400,2524575600
2012203,20122,3,1,4,43,1483196400,2524575600
2012301,20123,1,1,4,41,1483196400,2524575600
2012302,20123,2,1,4,42,1483196400,2524575600
2012303,20123,3,1,4,43,1483196400,2524575600
2012401,20124,1,1,4,41,1483196400,2524575600
2012402,20124,2,1,4,42,1483196400,2524575600
2012403,20124,3,1,4,43,1483196400,2524575600
2012501,20125,1,1,4,41,1483196400,2524575600
2012502,20125,2,1,4,42,1483196400,2524575600
2012503,20125,3,1,4,43,1483196400,2524575600
2012601,20126,1,1,4,41,1483196400,2524575600
2012602,20126,2,1,4,42,1483196400,2524575600
2012603,20126,3,1,4,43,1483196400,2524575600
2012701,20127,1,1,4,41,1483196400,2524575600
2012702,20127,2,1,4,42,1483196400,2524575600
2012703,20127,3,1,4,43,1483196400,2524575600
2012801,20128,1,1,4,41,1483196400,2524575600
2012802,20128,2,1,4,42,1483196400,2524575600
2012803,20128,3,1,4,43,1483196400,2524575600
2012901,20129,1,1,4,41,1483196400,2524575600
2012902,20129,2,1,4,42,1483196400,2524575600
2012903,20129,3,1,4,43,1483196400,2524575600
2013001,20130,1,1,4,41,1483196400,2524575600
2013002,20130,2,1,4,42,1483196400,2524575600
2013003,20130,3,1,4,43,1483196400,2524575600
2013101,20131,1,1,4,41,1483196400,2524575600
2013102,20131,2,1,4,42,1483196400,2524575600
2013103,20131,3,1,4,43,1483196400,2524575600
2013201,20132,1,1,4,41,1483196400,2524575600
2013202,20132,2,1,4,42,1483196400,2524575600
2013203,20132,3,1,4,43,1483196400,2524575600
2013301,20133,1,1,4,41,1483196400,2524575600
2013302,20133,2,1,4,42,1483196400,2524575600
2013303,20133,3,1,4,43,1483196400,2524575600
2013401,20134,1,1,4,41,1483196400,2524575600
2013402,20134,2,1,4,42,1483196400,2524575600
2013403,20134,3,1,4,43,1483196400,2524575600
2013501,20135,1,1,4,41,1483196400,2524575600
2013502,20135,2,1,4,42,1483196400,2524575600
2013503,20135,3,1,4,43,1483196400,2524575600
2013601,20136,1,1,4,41,1483196400,2524575600
2013602,20136,2,1,4,42,1483196400,2524575600
2013603,20136,3,1,4,43,1483196400,2524575600
2013701,20137,1,1,4,41,1483196400,2524575600
2013702,20137,2,1,4,42,1483196400,2524575600
2013703,20137,3,1,4,43,1483196400,2524575600
2013801,20138,1,1,4,41,1483196400,2524575600
2013802,20138,2,1,4,42,1483196400,2524575600
2013803,20138,3,1,4,43,1483196400,2524575600
2013901,20139,1,1,4,41,1483196400,2524575600
2013902,20139,2,1,4,42,1483196400,2524575600
2013903,20139,3,1,4,43,1483196400,2524575600
2014001,20140,1,1,4,41,1483196400,2524575600
2014002,20140,2,1,4,42,1483196400,2524575600
2014003,20140,3,1,4,43,1483196400,2524575600
2014101,20141,1,1,4,41,1483196400,2524575600
2014102,20141,2,1,4,42,1483196400,2524575600
2014103,20141,3,1,4,43,1483196400,2524575600
2014201,20142,1,1,4,41,1483196400,2524575600
2014202,20142,2,1,4,42,1483196400,2524575600
2014203,20142,3,1,4,43,1483196400,2524575600
2014301,20143,1,1,4,41,1483196400,2524575600
2014302,20143,2,1,4,42,1483196400,2524575600
2014303,20143,3,1,4,43,1483196400,2524575600
2014401,20144,1,1,4,41,1483196400,2524575600
2014402,20144,2,1,4,42,1483196400,2524575600
2014403,20144,3,1,4,43,1483196400,2524575600
2014501,20145,1,1,4,41,1483196400,2524575600
2014502,20145,2,1,4,42,1483196400,2524575600
2014503,20145,3,1,4,43,1483196400,2524575600
