id,chara_id,target_scene,target_cut,target_type,value
292,1008,1,3,0,4
293,1008,1,4,0,2
294,1008,1,5,0,2
295,1008,4,0,0,2
296,1008,7,0,0,2
297,1008,8,0,0,1
298,1008,3,1,0,6
299,1008,6,0,1,3
300,1008,2,103010,0,5
301,1008,2,103020,0,7
302,1008,2,103030,0,5
303,1008,2,103050,0,3
304,1008,2,103040,0,3
305,1008,2,101045,1,2
306,1008,2,102040,1,2
307,1008,2,101014,0,1
308,1008,2,101042,0,1
309,1008,2,101012,0,1
310,1008,2,101031,0,1
311,1008,2,101031,1,1
312,1008,2,101032,0,1
313,1008,2,101032,1,1
314,1008,2,101033,0,1
315,1008,2,101033,1,1
316,1008,2,101034,0,1
317,1008,2,101034,1,1
318,1008,2,102030,0,1
319,1008,2,102030,1,1
320,1008,5,0,0,7
321,1008,5,1,6,2
322,1008,5,1,7,2
323,1008,5,2,1,6
324,1008,5,0,1,3
325,1008,5,0,2,3
326,1008,5,0,3,1
327,1008,5,0,4,2
328,1008,0,2,0,5
329,1009,0,0,0,1
330,1009,1,0,0,5
331,1009,1,1,0,1
332,1009,1,2,0,5
333,1009,1,3,0,4
334,1009,1,4,0,1
335,1009,1,5,0,5
336,1009,4,0,0,1
337,1009,7,0,0,2
338,1009,8,0,0,1
339,1009,3,1,0,7
340,1009,6,0,1,2
341,1009,2,103010,0,5
342,1009,2,103020,0,5
343,1009,2,103030,0,3
344,1009,2,103050,0,2
345,1009,2,103040,0,4
346,1009,2,101045,1,5
347,1009,2,102040,1,5
348,1009,2,101014,0,2
349,1009,2,101042,0,2
350,1009,2,101012,0,1
351,1009,2,101031,0,1
352,1009,2,101031,1,1
353,1009,2,101032,0,1
354,1009,2,101032,1,1
355,1009,2,101033,0,1
356,1009,2,101033,1,1
357,1009,2,101034,0,1
358,1009,2,101034,1,1
359,1009,2,102030,0,1
360,1009,2,102030,1,1
361,1009,5,0,0,5
362,1009,5,1,6,3
363,1009,5,1,7,3
364,1009,5,2,1,7
365,1009,5,0,1,1
366,1009,5,0,2,1
367,1009,5,0,3,1
368,1009,5,0,4,5
369,1009,0,2,0,1
370,1010,0,0,0,1
371,1010,1,0,0,4
372,1010,1,1,0,2
373,1010,1,2,0,1
374,1010,1,3,0,1
375,1010,1,4,0,2
376,1010,1,5,0,1
377,1010,4,0,0,2
378,1010,7,0,0,2
379,1010,8,0,0,1
380,1010,3,1,0,1
381,1010,6,0,1,4
382,1010,2,103010,0,4
383,1010,2,103020,0,4
384,1010,2,103030,0,4
385,1010,2,103050,0,5
386,1010,2,103040,0,5
387,1010,2,101045,1,4
388,1010,2,102040,1,4
389,1010,2,101014,0,1
390,1010,2,101042,0,1
391,1010,2,101012,0,1
392,1010,2,101031,0,1
393,1010,2,101031,1,1
394,1010,2,101032,0,1
395,1010,2,101032,1,1
396,1010,2,101033,0,1
397,1010,2,101033,1,1
398,1010,2,101034,0,1
399,1010,2,101034,1,1
400,1010,2,102030,0,1
401,1010,2,102030,1,1
402,1010,5,0,0,4
403,1010,5,1,6,1
404,1010,5,1,7,4
405,1010,5,2,1,3
406,1010,5,0,1,1
407,1010,5,0,2,1
408,1010,5,0,3,1
409,1010,5,0,4,1
410,1010,0,2,0,1
411,1011,0,0,0,4
412,1011,1,0,0,3
413,1011,1,1,0,3
414,1011,1,2,0,3
415,1011,1,3,0,4
416,1011,1,4,0,3
417,1011,1,5,0,3
418,1011,4,0,0,1
419,1011,7,0,0,1
420,1011,8,0,0,1
421,1011,3,1,0,2
422,1011,6,0,1,6
423,1011,2,103010,0,6
424,1011,2,103020,0,1
425,1011,2,103030,0,3
426,1011,2,103050,0,2
427,1011,2,103040,0,2
428,1011,2,101045,1,3
429,1011,2,102040,1,3
430,1011,2,101014,0,2
431,1011,2,101042,0,3
432,1011,2,101012,0,2
433,1011,2,101031,0,1
434,1011,2,101031,1,1
435,1011,2,101032,0,1
436,1011,2,101032,1,1
437,1011,2,101033,0,1
438,1011,2,101033,1,1
439,1011,2,101034,0,1
440,1011,2,101034,1,1
441,1011,2,102030,0,1
442,1011,2,102030,1,1
443,1011,5,0,0,1
444,1011,5,1,6,2
445,1011,5,1,7,5
446,1011,5,2,1,4
447,1011,5,0,1,1
448,1011,5,0,2,1
449,1011,5,0,3,1
450,1011,5,0,4,3
451,1011,0,2,0,4
452,1012,0,0,0,5
453,1012,1,0,0,2
454,1012,1,1,0,2
455,1012,1,2,0,2
456,1012,1,3,0,2
457,1012,1,4,0,2
458,1012,1,5,0,2
459,1012,4,0,0,2
460,1012,7,0,0,2
461,1012,8,0,0,1
462,1012,3,1,0,5
463,1012,6,0,1,3
464,1012,2,103010,0,2
465,1012,2,103020,0,2
466,1012,2,103030,0,5
467,1012,2,103050,0,3
468,1012,2,103040,0,3
469,1012,2,101045,1,2
470,1012,2,102040,1,2
471,1012,2,101014,0,1
472,1012,2,101042,0,1
473,1012,2,101012,0,1
474,1012,2,101031,0,1
475,1012,2,101031,1,1
476,1012,2,101032,0,1
477,1012,2,101032,1,1
478,1012,2,101033,0,1
479,1012,2,101033,1,1
480,1012,2,101034,0,1
481,1012,2,101034,1,1
482,1012,2,102030,0,1
483,1012,2,102030,1,1
484,1012,5,0,0,2
485,1012,5,1,6,3
486,1012,5,1,7,6
487,1012,5,2,1,5
488,1012,5,0,1,3
489,1012,5,0,2,3
490,1012,5,0,3,1
491,1012,5,0,4,2
492,1012,0,2,0,2
493,1013,0,0,0,4
494,1013,1,0,0,3
495,1013,1,1,0,3
496,1013,1,2,0,3
497,1013,1,3,0,2
498,1013,1,4,0,3
499,1013,1,5,0,3
500,1013,4,0,0,1
501,1013,7,0,0,1
502,1013,8,0,0,1
503,1013,3,1,0,4
504,1013,6,0,1,6
505,1013,2,103010,0,6
506,1013,2,103020,0,1
507,1013,2,103030,0,3
508,1013,2,103050,0,2
509,1013,2,103040,0,2
510,1013,2,101045,1,1
511,1013,2,102040,1,1
512,1013,2,101014,0,3
513,1013,2,101042,0,3
514,1013,2,101012,0,2
515,1013,2,101031,0,1
516,1013,2,101031,1,1
517,1013,2,101032,0,1
518,1013,2,101032,1,1
519,1013,2,101033,0,1
520,1013,2,101033,1,1
521,1013,2,101034,0,1
522,1013,2,101034,1,1
523,1013,2,102030,0,1
524,1013,2,102030,1,1
525,1013,5,0,0,1
526,1013,5,1,6,1
527,1013,5,1,7,1
528,1013,5,2,1,7
529,1013,5,0,1,1
530,1013,5,0,2,1
531,1013,5,0,3,1
532,1013,5,0,4,3
533,1013,0,2,0,4
534,1014,0,0,0,5
535,1014,1,0,0,2
536,1014,1,1,0,2
537,1014,1,2,0,2
538,1014,1,3,0,4
539,1014,1,4,0,2
540,1014,1,5,0,2
541,1014,4,0,0,2
542,1014,7,0,0,2
543,1014,8,0,0,1
544,1014,3,1,0,1
545,1014,6,0,1,3
546,1014,2,103010,0,4
547,1014,2,103020,0,4
548,1014,2,103030,0,4
549,1014,2,103050,0,5
550,1014,2,103040,0,3
551,1014,2,101045,1,1
552,1014,2,102040,1,1
553,1014,2,101014,0,1
554,1014,2,101042,0,2
555,1014,2,101012,0,1
556,1014,2,101031,0,1
557,1014,2,101031,1,1
558,1014,2,101032,0,1
559,1014,2,101032,1,1
560,1014,2,101033,0,1
561,1014,2,101033,1,1
562,1014,2,101034,0,1
563,1014,2,101034,1,1
564,1014,2,102030,0,1
565,1014,2,102030,1,1
566,1014,5,0,0,4
567,1014,5,1,6,2
568,1014,5,1,7,2
569,1014,5,2,1,5
570,1014,5,0,1,3
571,1014,5,0,2,3
572,1014,5,0,3,1
573,1014,5,0,4,2
574,1014,0,2,0,5
575,1015,0,0,0,1
576,1015,1,0,0,6
577,1015,1,1,0,2
578,1015,1,2,0,5
579,1015,1,3,0,1
580,1015,1,4,0,2
581,1015,1,5,0,5
582,1015,4,0,0,1
583,1015,7,0,0,2
584,1015,8,0,0,1
585,1015,3,1,0,6
586,1015,6,0,1,4
587,1015,2,103010,0,5
588,1015,2,103020,0,7
589,1015,2,103030,0,2
590,1015,2,103050,0,3
591,1015,2,103040,0,4
592,1015,2,101045,1,5
593,1015,2,102040,1,5
594,1015,2,101014,0,1
595,1015,2,101042,0,3
596,1015,2,101012,0,2
597,1015,2,101031,0,2
598,1015,2,101031,1,2
599,1015,2,101032,0,2
600,1015,2,101032,1,2
601,1015,2,101033,0,2
602,1015,2,101033,1,2
603,1015,2,101034,0,2
604,1015,2,101034,1,2
605,1015,2,102030,0,2
606,1015,2,102030,1,2
607,1015,5,0,0,7
608,1015,5,1,6,3
609,1015,5,1,7,3
610,1015,5,2,1,6
611,1015,5,0,1,3
612,1015,5,0,2,3
613,1015,5,0,3,1
614,1015,5,0,4,5
615,1015,0,2,0,1
616,1016,0,0,0,5
617,1016,1,0,0,5
618,1016,1,1,0,2
619,1016,1,2,0,5
620,1016,1,3,0,4
621,1016,1,4,0,2
622,1016,1,5,0,5
623,1016,4,0,0,2
624,1016,7,0,0,1
625,1016,8,0,0,1
626,1016,3,1,0,6
627,1016,6,0,1,5
628,1016,2,103010,0,5
629,1016,2,103020,0,7
630,1016,2,103030,0,5
631,1016,2,103050,0,3
632,1016,2,103040,0,4
633,1016,2,101045,1,2
634,1016,2,102040,1,2
635,1016,2,101014,0,3
636,1016,2,101042,0,3
637,1016,2,101012,0,2
638,1016,2,101031,0,1
639,1016,2,101031,1,1
640,1016,2,101032,0,1
641,1016,2,101032,1,1
642,1016,2,101033,0,1
643,1016,2,101033,1,1
644,1016,2,101034,0,1
645,1016,2,101034,1,1
646,1016,2,102030,0,1
647,1016,2,102030,1,1
648,1016,5,0,0,7
649,1016,5,1,6,1
650,1016,5,1,7,4
651,1016,5,2,1,6
652,1016,5,0,1,3
653,1016,5,0,2,3
654,1016,5,0,3,1
655,1016,5,0,4,5
656,1016,0,2,0,5
657,1017,0,0,0,1
658,1017,1,0,0,5
659,1017,1,1,0,3
660,1017,1,2,0,5
661,1017,1,3,0,4
662,1017,1,4,0,3
663,1017,1,5,0,5
664,1017,4,0,0,1
665,1017,7,0,0,1
666,1017,8,0,0,1
667,1017,3,1,0,2
668,1017,6,0,1,5
669,1017,2,103010,0,5
670,1017,2,103020,0,7
671,1017,2,103030,0,2
672,1017,2,103050,0,4
673,1017,2,103040,0,4
674,1017,2,101045,1,5
675,1017,2,102040,1,5
676,1017,2,101014,0,3
677,1017,2,101042,0,3
678,1017,2,101012,0,2
679,1017,2,101031,0,1
680,1017,2,101031,1,1
681,1017,2,101032,0,1
682,1017,2,101032,1,1
683,1017,2,101033,0,1
684,1017,2,101033,1,1
685,1017,2,101034,0,1
686,1017,2,101034,1,1
687,1017,2,102030,0,1
688,1017,2,102030,1,1
689,1017,5,0,0,7
690,1017,5,1,6,2
691,1017,5,1,7,5
692,1017,5,2,1,6
693,1017,5,0,1,3
694,1017,5,0,2,3
695,1017,5,0,3,1
696,1017,5,0,4,5
697,1017,0,2,0,1
698,1018,0,0,0,1
699,1018,1,0,0,5
700,1018,1,1,0,3
701,1018,1,2,0,5
702,1018,1,3,0,2
703,1018,1,4,0,3
704,1018,1,5,0,5
705,1018,4,0,0,2
706,1018,7,0,0,1
707,1018,8,0,0,1
708,1018,3,1,0,6
709,1018,6,0,1,5
710,1018,2,103010,0,5
711,1018,2,103020,0,7
712,1018,2,103030,0,2
713,1018,2,103050,0,2
714,1018,2,103040,0,4
715,1018,2,101045,1,5
716,1018,2,102040,1,5
717,1018,2,101014,0,3
718,1018,2,101042,0,3
719,1018,2,101012,0,2
720,1018,2,101031,0,1
721,1018,2,101031,1,1
722,1018,2,101032,0,1
723,1018,2,101032,1,1
724,1018,2,101033,0,1
725,1018,2,101033,1,1
726,1018,2,101034,0,1
727,1018,2,101034,1,1
728,1018,2,102030,0,1
729,1018,2,102030,1,1
730,1018,5,0,0,7
731,1018,5,1,6,3
732,1018,5,1,7,6
733,1018,5,2,1,7
734,1018,5,0,1,3
735,1018,5,0,2,3
736,1018,5,0,3,1
737,1018,5,0,4,5
738,1018,0,2,0,1
739,1019,0,0,0,1
740,1019,1,0,0,4
741,1019,1,1,0,1
742,1019,1,2,0,1
743,1019,1,3,0,1
744,1019,1,4,0,1
745,1019,1,5,0,1
746,1019,4,0,0,1
747,1019,7,0,0,2
748,1019,8,0,0,1
749,1019,3,1,0,1
750,1019,6,0,1,1
751,1019,2,103010,0,4
752,1019,2,103020,0,5
753,1019,2,103030,0,1
754,1019,2,103050,0,1
755,1019,2,103040,0,5
756,1019,2,101045,1,4
757,1019,2,102040,1,4
758,1019,2,101014,0,1
759,1019,2,101042,0,2
760,1019,2,101012,0,1
761,1019,2,101031,0,1
762,1019,2,101031,1,1
763,1019,2,101032,0,1
764,1019,2,101032,1,1
765,1019,2,101033,0,1
766,1019,2,101033,1,1
767,1019,2,101034,0,1
768,1019,2,101034,1,1
769,1019,2,102030,0,1
770,1019,2,102030,1,1
771,1019,5,0,0,5
772,1019,5,1,6,1
773,1019,5,1,7,1
774,1019,5,2,1,1
775,1019,5,0,1,1
776,1019,5,0,2,1
777,1019,5,0,3,1
778,1019,5,0,4,1
779,1019,0,2,0,1
780,1020,0,0,0,1
781,1020,1,0,0,5
782,1020,1,1,0,2
783,1020,1,2,0,5
784,1020,1,3,0,1
785,1020,1,4,0,2
786,1020,1,5,0,5
787,1020,4,0,0,2
788,1020,7,0,0,2
789,1020,8,0,0,1
790,1020,3,1,0,4
791,1020,6,0,1,2
792,1020,2,103010,0,5
793,1020,2,103020,0,4
794,1020,2,103030,0,5
795,1020,2,103050,0,1
796,1020,2,103040,0,6
797,1020,2,101045,1,5
798,1020,2,102040,1,5
799,1020,2,101014,0,2
800,1020,2,101042,0,3
801,1020,2,101012,0,2
802,1020,2,101031,0,2
803,1020,2,101031,1,2
804,1020,2,101032,0,2
805,1020,2,101032,1,2
806,1020,2,101033,0,2
807,1020,2,101033,1,2
808,1020,2,101034,0,2
809,1020,2,101034,1,2
810,1020,2,102030,0,2
811,1020,2,102030,1,2
812,1020,5,0,0,4
813,1020,5,1,6,2
814,1020,5,1,7,2
815,1020,5,2,1,4
816,1020,5,0,1,2
817,1020,5,0,2,2
818,1020,5,0,3,1
819,1020,5,0,4,5
820,1020,0,2,0,1
821,1021,0,0,0,5
822,1021,1,0,0,2
823,1021,1,1,0,2
824,1021,1,2,0,2
825,1021,1,3,0,2
826,1021,1,4,0,2
827,1021,1,5,0,2
828,1021,4,0,0,1
829,1021,7,0,0,2
830,1021,8,0,0,1
831,1021,3,1,0,3
832,1021,6,0,1,3
833,1021,2,103010,0,2
834,1021,2,103020,0,1
835,1021,2,103030,0,4
836,1021,2,103050,0,3
837,1021,2,103040,0,3
838,1021,2,101045,1,1
839,1021,2,102040,1,1
840,1021,2,101014,0,1
841,1021,2,101042,0,1
842,1021,2,101012,0,1
843,1021,2,101031,0,1
844,1021,2,101031,1,1
845,1021,2,101032,0,1
846,1021,2,101032,1,1
847,1021,2,101033,0,1
848,1021,2,101033,1,1
849,1021,2,101034,0,1
850,1021,2,101034,1,1
851,1021,2,102030,0,1
852,1021,2,102030,1,1
853,1021,5,0,0,1
854,1021,5,1,6,3
855,1021,5,1,7,3
856,1021,5,2,1,3
857,1021,5,0,1,3
858,1021,5,0,2,3
859,1021,5,0,3,1
860,1021,5,0,4,2
861,1021,0,2,0,5
862,1022,0,0,0,2
863,1022,1,0,0,3
864,1022,1,1,0,3
865,1022,1,2,0,3
866,1022,1,3,0,1
867,1022,1,4,0,3
868,1022,1,5,0,1
869,1022,4,0,0,2
870,1022,7,0,0,1
871,1022,8,0,0,1
872,1022,3,1,0,7
873,1022,6,0,1,6
874,1022,2,103010,0,1
875,1022,2,103020,0,4
876,1022,2,103030,0,4
877,1022,2,103050,0,2
878,1022,2,103040,0,1
879,1022,2,101045,1,3
880,1022,2,102040,1,3
881,1022,2,101014,0,2
882,1022,2,101042,0,3
883,1022,2,101012,0,2
884,1022,2,101031,0,1
885,1022,2,101031,1,1
886,1022,2,101032,0,1
887,1022,2,101032,1,1
888,1022,2,101033,0,1
889,1022,2,101033,1,1
890,1022,2,101034,0,1
891,1022,2,101034,1,1
892,1022,2,102030,0,1
893,1022,2,102030,1,1
894,1022,5,0,0,4
895,1022,5,1,6,1
896,1022,5,1,7,4
897,1022,5,2,1,7
898,1022,5,0,1,1
899,1022,5,0,2,1
900,1022,5,0,3,1
901,1022,5,0,4,3
902,1022,0,2,0,2
903,1023,0,0,0,1
904,1023,1,0,0,5
905,1023,1,1,0,3
906,1023,1,2,0,5
907,1023,1,3,0,2
908,1023,1,4,0,3
909,1023,1,5,0,5
910,1023,4,0,0,1
911,1023,7,0,0,1
912,1023,8,0,0,1
913,1023,3,1,0,6
914,1023,6,0,1,5
915,1023,2,103010,0,5
916,1023,2,103020,0,4
917,1023,2,103030,0,2
918,1023,2,103050,0,2
919,1023,2,103040,0,4
920,1023,2,101045,1,5
921,1023,2,102040,1,5
922,1023,2,101014,0,3
923,1023,2,101042,0,3
924,1023,2,101012,0,2
925,1023,2,101031,0,2
926,1023,2,101031,1,2
927,1023,2,101032,0,2
928,1023,2,101032,1,2
929,1023,2,101033,0,2
930,1023,2,101033,1,2
931,1023,2,101034,0,2
932,1023,2,101034,1,2
933,1023,2,102030,0,2
934,1023,2,102030,1,2
935,1023,5,0,0,4
936,1023,5,1,6,2
937,1023,5,1,7,5
938,1023,5,2,1,6
939,1023,5,0,1,3
940,1023,5,0,2,3
941,1023,5,0,3,1
942,1023,5,0,4,5
943,1023,0,2,0,1
944,1024,0,0,0,1
945,1024,1,0,0,4
946,1024,1,1,0,4
947,1024,1,2,0,1
948,1024,1,3,0,1
949,1024,1,4,0,4
950,1024,1,5,0,4
951,1024,4,0,0,2
952,1024,7,0,0,2
953,1024,8,0,0,1
954,1024,3,1,0,1
955,1024,6,0,1,1
956,1024,2,103010,0,4
957,1024,2,103020,0,5
958,1024,2,103030,0,1
959,1024,2,103050,0,1
960,1024,2,103040,0,5
961,1024,2,101045,1,4
962,1024,2,102040,1,4
963,1024,2,101014,0,1
964,1024,2,101042,0,2
965,1024,2,101012,0,1
966,1024,2,101031,0,1
967,1024,2,101031,1,1
968,1024,2,101032,0,1
969,1024,2,101032,1,1
970,1024,2,101033,0,1
971,1024,2,101033,1,1
972,1024,2,101034,0,1
973,1024,2,101034,1,1
974,1024,2,102030,0,1
975,1024,2,102030,1,1
976,1024,5,0,0,5
977,1024,5,1,6,3
978,1024,5,1,7,6
979,1024,5,2,1,1
980,1024,5,0,1,1
981,1024,5,0,2,1
982,1024,5,0,3,1
983,1024,5,0,4,1
984,1024,0,2,0,2
985,1025,0,0,0,4
986,1025,1,0,0,3
987,1025,1,1,0,3
988,1025,1,2,0,3
989,1025,1,3,0,1
990,1025,1,4,0,3
991,1025,1,5,0,3
992,1025,4,0,0,1
993,1025,7,0,0,1
994,1025,8,0,0,1
995,1025,3,1,0,2
996,1025,6,0,1,6
997,1025,2,103010,0,6
998,1025,2,103020,0,6
999,1025,2,103030,0,5
1000,1025,2,103050,0,4
1001,1025,2,103040,0,6
1002,1025,2,101045,1,6
1003,1025,2,102040,1,6
1004,1025,2,101014,0,3
1005,1025,2,101042,0,3
1006,1025,2,101012,0,2
1007,1025,2,101031,0,2
1008,1025,2,101031,1,2
1009,1025,2,101032,0,2
1010,1025,2,101032,1,2
1011,1025,2,101033,0,2
1012,1025,2,101033,1,2
1013,1025,2,101034,0,2
1014,1025,2,101034,1,2
1015,1025,2,102030,0,2
1016,1025,2,102030,1,2
1017,1025,5,0,0,6
1018,1025,5,1,6,1
1019,1025,5,1,7,1
1020,1025,5,2,1,2
1021,1025,5,0,1,2
1022,1025,5,0,2,2
1023,1025,5,0,3,1
1024,1025,5,0,4,3
1025,1025,0,2,0,4
1026,1026,0,0,0,1
1027,1026,1,0,0,5
1028,1026,1,1,0,3
1029,1026,1,2,0,5
1030,1026,1,3,0,1
1031,1026,1,4,0,3
1032,1026,1,5,0,5
