id,race_id,npc_group_id,date,time,clock_time,race_number
301201,3012,102,212,2,0,11
301301,3013,201,218,2,0,11
301401,3014,104,218,2,0,11
301501,3015,102,219,2,0,11
301601,3016,102,413,2,0,11
301701,3017,101,226,2,0,11
301801,3018,202,304,2,0,11
301901,3019,101,304,2,0,11
302001,3020,202,309,2,0,11
302101,3021,101,316,2,0,11
302201,3022,202,316,2,0,11
302301,3023,102,323,2,0,11
302401,3024,302,324,2,0,11
302501,3025,102,330,2,0,11
302601,3026,302,414,2,0,11
302701,3027,202,420,2,0,11
302801,3028,103,429,2,0,11
302901,3029,303,518,2,0,11
303001,3030,103,601,2,0,11
303101,3031,203,609,2,0,11
303201,3032,102,609,2,0,11
303301,3033,302,616,2,0,11
303401,3034,101,616,2,0,11
303501,3035,101,630,2,0,11
303601,3036,102,630,2,0,11
303701,3037,301,707,2,0,11
303801,3038,103,707,2,0,11
303901,3039,103,714,2,0,11
304001,3040,102,721,2,0,11
304101,3041,101,721,2,0,11
304201,3042,101,728,2,0,11
304301,3043,202,728,2,0,11
304401,3044,103,804,2,0,11
304501,3045,302,806,2,0,11
304601,3046,102,812,2,0,11
304701,3047,302,813,2,0,11
304801,3048,101,818,2,0,11
304901,3049,102,825,2,0,11
305001,3050,101,825,2,0,11
305101,3051,102,902,2,0,11
305201,3052,101,903,2,0,11
305301,3053,103,901,2,0,11
305401,3054,203,909,2,0,11
305501,3055,102,908,2,0,11
305601,3056,303,928,2,0,11
305701,3057,102,1005,2,0,11
305801,3058,102,1019,2,0,11
305901,3059,202,1028,2,0,11
306001,3060,201,1102,2,0,11
306101,3061,302,1103,2,0,11
306201,3062,302,1109,2,0,11
306301,3063,103,1110,2,0,11
306401,3064,102,1118,2,0,11
306501,3065,103,1123,2,0,11
306601,3066,101,1124,2,0,12
306701,3067,103,1130,2,0,11
306801,3068,103,1207,2,0,11
306901,3069,301,1208,2,0,11
307001,3070,202,1214,2,0,11
307101,3071,302,126,3,0,11
307201,3072,301,420,4,0,11
307301,3073,302,706,4,0,11
307401,3074,302,413,4,0,11
307501,3075,302,1201,4,0,11
307601,3076,303,718,3,0,10
307701,3077,301,816,3,0,10
400101,4001,104,105,2,0,10
400201,4002,102,105,2,0,10
400301,4003,101,107,2,0,11
400401,4004,302,107,2,0,11
400501,4005,301,114,2,0,10
400601,4006,102,115,2,0,11
400701,4007,201,117,2,0,10
400801,4008,301,121,2,0,11
400901,4009,103,121,2,0,10
401001,4010,101,121,2,0,10
401101,4011,103,128,2,0,11
401201,4012,101,128,2,0,10
401301,4013,301,204,2,0,11
401401,4014,202,204,2,0,10
401501,4015,102,211,2,0,11
401601,4016,303,212,2,0,11
401701,4017,301,212,2,0,10
401801,4018,302,219,2,0,9
401901,4019,302,225,2,0,10
402001,4020,103,226,2,0,10
402101,4021,102,305,2,0,11
402201,4022,301,305,2,0,11
402301,4023,303,311,2,0,11
402401,4024,202,311,2,0,11
402501,4025,301,312,2,0,10
402601,4026,102,310,2,0,10
402701,4027,103,316,2,0,11
402801,4028,301,317,2,0,10
403001,4030,102,324,2,0,11
403101,4031,301,330,2,0,11
403201,4032,101,223,2,0,10
403301,4033,302,331,2,0,10
403501,4035,203,407,2,0,9
403601,4036,301,414,2,0,10
403701,4037,101,407,2,0,11
403801,4038,103,414,2,0,11
403901,4039,101,505,2,0,10
404001,4040,302,420,2,0,11
404101,4041,301,429,2,0,11
404201,4042,301,428,2,0,10
404301,4043,202,428,2,0,11
404401,4044,102,505,2,0,11
404501,4045,103,512,2,0,10
404601,4046,103,504,2,0,10
404701,4047,101,505,2,0,11
404801,4048,303,505,2,0,10
404901,4049,102,511,2,0,11
405001,4050,101,525,2,0,11
405101,4051,301,512,2,0,11
405201,4052,302,512,2,0,9
405301,4053,102,518,2,0,11
405401,4054,302,519,2,0,10
405501,4055,101,519,2,0,11
405601,4056,102,526,2,0,11
405701,4057,301,525,2,0,11
405801,4058,101,526,2,0,10
405901,4059,302,622,2,0,11
406001,4060,301,608,2,0,11
406101,4061,102,616,2,0,11
406201,4062,302,622,2,0,11
406301,4063,101,623,2,0,11
406401,4064,102,630,2,0,11
406501,4065,302,707,2,0,11
406601,4066,302,714,2,0,11
406801,4068,102,721,2,0,9
406901,4069,101,721,2,0,11
407001,4070,101,804,2,0,8
407101,4071,104,804,2,0,11
407201,4072,101,806,2,0,11
407301,4073,302,812,2,0,11
407401,4074,101,811,2,0,8
407501,4075,102,811,2,0,10
407601,4076,301,818,2,0,11
407701,4077,102,818,2,0,9
407801,4078,101,824,2,0,9
407901,4079,302,824,2,0,11
408001,4080,102,825,2,0,11
408101,4081,101,825,2,0,10
408201,4082,104,901,2,0,11
408301,4083,101,901,2,0,10
408401,4084,301,909,2,0,11
408501,4085,102,916,2,0,9
408601,4086,302,917,2,0,11
408701,4087,101,923,2,0,9
408801,4088,103,924,2,0,9
408901,4089,101,930,2,0,9
409001,4090,102,1001,2,0,11
409101,4091,101,1008,2,0,11
409201,4092,301,1009,2,0,11
409301,4093,101,1015,2,0,9
409401,4094,103,1015,2,0,11
409501,4095,101,1015,2,0,11
409601,4096,102,1019,2,0,9
409701,4097,301,1021,2,0,11
409801,4098,303,1020,2,0,11
409901,4099,102,1026,2,0,9
410001,4100,102,1029,2,0,11
410101,4101,101,1029,2,0,11
410201,4102,101,1112,2,0,11
410301,4103,101,1110,2,0,10
410401,4104,103,1118,2,0,11
410501,4105,301,1117,2,0,11
410601,4106,302,1119,2,0,11
410701,4107,102,1123,2,0,11
410801,4108,301,1126,2,0,11
410901,4109,101,1203,2,0,11
411001,4110,302,1209,2,0,11
411101,4111,102,1209,2,0,11
411201,4112,101,1216,2,0,11
411301,4113,102,1217,2,0,11
411401,4114,101,1222,2,0,9
411501,4115,301,1224,2,0,12
411601,4116,302,1228,2,0,11
411801,4118,101,216,2,0,11
411901,4119,302,412,2,0,11
412001,4120,303,606,2,0,11
412101,4121,302,620,2,0,11
412201,4122,102,802,2,0,11
412301,4123,101,921,2,0,11
412401,4124,302,1012,2,0,11
450101,4501,102,907,2,0,9
450201,4502,202,929,2,0,9
450301,4503,201,1005,2,0,9
450401,4504,103,1013,2,0,9
450501,4505,302,1015,2,0,9
450601,4506,301,1020,2,0,8
450701,4507,103,1103,2,0,9
450801,4508,102,1103,2,0,9
450901,4509,301,1109,2,0,9
451001,4510,103,1110,2,0,9
451101,4511,302,1116,2,0,9
451201,4512,202,1117,2,0,9
451301,4513,101,1117,2,0,9
451401,4514,302,1123,2,0,9
451501,4515,102,1124,2,0,7
451601,4516,202,1124,2,0,9
451701,4517,103,1130,2,0,9
451801,4518,102,1130,2,0,10
451901,4519,101,1201,2,0,9
452001,4520,101,1207,2,0,9
452101,4521,103,1207,2,0,9
452201,4522,201,1207,2,0,10
452301,4523,102,1214,2,0,9
452401,4524,101,1214,2,0,9
452501,4525,301,1215,2,0,10
452601,4526,102,1222,2,0,9
500101,5001,1004,0,2,0,-1
500201,5002,1003,0,2,0,-1
500301,5003,1002,0,2,0,-1
500401,5004,1002,0,2,0,-1
500501,5005,1001,0,2,0,-1
500701,5007,1006,0,2,0,-1
500901,5009,1004,0,2,0,-1
501001,5010,1003,0,2,0,-1
501101,5011,1002,0,2,0,-1
501201,5012,1001,0,2,0,-1
501301,5013,1001,0,2,0,-1
501501,5015,1006,0,2,0,-1
501701,5017,1004,0,2,0,-1
501801,5018,1003,0,2,0,-1
501901,5019,1002,0,2,0,-1
502001,5020,1001,0,2,0,-1
502101,5021,1006,0,2,0,-1
502201,5022,1005,0,2,0,-1
502301,5023,1003,0,2,0,-1
502401,5024,1003,0,2,0,-1
502501,5025,1003,0,2,0,-1
502601,5026,1003,0,2,0,-1
502701,5027,1002,0,2,0,-1
502901,5029,1002,0,2,0,-1
503001,5030,1001,0,2,0,-1
503101,5031,1001,0,2,0,-1
503201,5032,1001,0,2,0,-1
503301,5033,1006,0,2,0,-1
503401,5034,1005,0,2,0,-1
503601,5036,1004,0,2,0,-1
503701,5037,1004,0,2,0,-1
503801,5038,1003,0,2,0,-1
503901,5039,1003,0,2,0,-1
504001,5040,1003,0,2,0,-1
504101,5041,1002,0,2,0,-1
504201,5042,1002,0,2,0,-1
504301,5043,1001,0,2,0,-1
504401,5044,1007,0,2,0,-1
504701,5047,1006,0,2,0,-1
504801,5048,1005,0,2,0,-1
504901,5049,1005,0,2,0,-1
505001,5050,1004,0,2,0,-1
505101,5051,1004,0,2,0,-1
505201,5052,1003,0,2,0,-1
505301,5053,1003,0,2,0,-1
505501,5055,1002,0,2,0,-1
505601,5056,1002,0,2,0,-1
505701,5057,1001,0,2,0,-1
505801,5058,1006,0,2,0,-1
505901,5059,1005,0,2,0,-1
506101,5061,1003,0,2,0,-1
506201,5062,1003,0,2,0,-1
506301,5063,1002,0,2,0,-1
506401,5064,1001,0,2,0,-1
506501,5065,1001,0,2,0,-1
506701,5067,1006,0,2,0,-1
506801,5068,1005,0,2,0,-1
507001,5070,1004,0,2,0,-1
507101,5071,1004,0,2,0,-1
507201,5072,1003,0,2,0,-1
507301,5073,1003,0,2,0,-1
507401,5074,1003,0,2,0,-1
507501,5075,1002,0,2,0,-1
507601,5076,1002,0,2,0,-1
507701,5077,1002,0,2,0,-1
507801,5078,1001,0,2,0,-1
507901,5079,1001,0,2,0,-1
508001,5080,1001,0,2,0,-1
508101,5081,1007,0,2,0,-1
508201,5082,1006,0,2,0,-1
508301,5083,1005,0,2,0,-1
508401,5084,1005,0,2,0,-1
508501,5085,1004,0,2,0,-1
508601,5086,1004,0,2,0,-1
508701,5087,1004,0,2,0,-1
508801,5088,1003,0,2,0,-1
508901,5089,1003,0,2,0,-1
509001,5090,1003,0,2,0,-1
509101,5091,1002,0,2,0,-1
509201,5092,1002,0,2,0,-1
509301,5093,1001,0,2,0,-1
509401,5094,1001,0,2,0,-1
509501,5095,1007,0,2,0,-1
509601,5096,1006,0,2,0,-1
509701,5097,1005,0,2,0,-1
509801,5098,1004,0,2,0,-1
509901,5099,1003,0,2,0,-1
510001,5100,1002,0,2,0,-1
510101,5101,1001,0,2,0,-1
510301,5103,1006,0,2,0,-1
510501,5105,1007,0,2,0,-1
510502,5105,1007,0,3,0,-1
510503,5105,1007,0,4,0,-1
510601,5106,1006,0,2,0,-1
510602,5106,1006,0,3,0,-1
510603,5106,1006,0,4,0,-1
510701,5107,1005,0,2,0,-1
510702,5107,1005,0,3,0,-1
510703,5107,1005,0,4,0,-1
510801,5108,1006,219,2,0,-1
510901,5109,1001,324,2,0,-1
511001,5110,1003,331,2,0,-1
511101,5111,1002,407,2,0,-1
511201,5112,1003,414,2,0,-1
511301,5113,1004,428,2,0,-1
511401,5114,1002,505,2,0,-1
511501,5115,1002,512,2,0,-1
511601,5116,1003,519,2,0,-1
511701,5117,1003,526,2,0,-1
511801,5118,1002,602,2,0,-1
511901,5119,1003,623,2,0,-1
512001,5120,1001,929,2,0,-1
512101,5121,1003,1013,2,0,-1
512201,5122,1004,1020,2,0,-1
512301,5123,1003,1029,2,0,-1
512401,5124,1003,1110,2,0,-1
512501,5125,1002,1117,2,0,-1
512601,5126,1003,1124,2,0,-1
512701,5127,1006,1201,2,0,-1
512801,5128,1002,1208,2,0,-1
512901,5129,1002,1215,2,0,-1
513001,5130,1004,1222,2,0,-1
513101,5131,1003,1228,2,0,-1
513201,5132,1007,626,4,0,-1
513301,5133,1007,710,4,0,-1
513401,5134,1006,1104,3,0,-1
513501,5135,1005,1104,3,0,-1
513601,5136,1007,1104,3,0,-1
513701,5137,1007,1229,3,0,-1
513801,5138,1007,202,3,0,-1
513901,5139,1006,1216,4,0,-1
514001,5140,1006,505,2,0,-1
514101,5141,1006,1010,4,0,-1
514201,5142,1007,0,2,0,-1
514202,5142,1007,0,3,0,-1
514203,5142,1007,0,4,0,-1
514301,5143,1006,0,2,0,-1
514302,5143,1006,0,3,0,-1
514303,5143,1006,0,4,0,-1
514401,5144,1005,0,2,0,-1
514402,5144,1005,0,3,0,-1
514403,5144,1005,0,4,0,-1
514501,5145,1007,0,2,0,-1
514502,5145,1007,0,3,0,-1
514503,5145,1007,0,4,0,-1
514601,5146,1006,0,2,0,-1
514602,5146,1006,0,3,0,-1
514603,5146,1006,0,4,0,-1
514701,5147,1006,0,2,0,-1
514702,5147,1006,0,3,0,-1
514703,5147,1006,0,4,0,-1
514801,5148,1005,0,2,0,-1
514802,5148,1005,0,3,0,-1
514803,5148,1005,0,4,0,-1
514901,5149,1007,0,2,0,-1
514902,5149,1007,0,3,0,-1
514903,5149,1007,0,4,0,-1
515001,5150,1006,0,2,0,-1
515002,5150,1006,0,3,0,-1
515003,5150,1006,0,4,0,-1
515101,5151,1006,0,2,0,-1
515102,5151,1006,0,3,0,-1
515103,5151,1006,0,4,0,-1
515201,5152,1005,0,2,0,-1
515202,5152,1005,0,3,0,-1
515203,5152,1005,0,4,0,-1
580001,5801,5801,505,2,0,11
580002,5802,5802,505,2,0,11
580003,5803,5803,505,2,0,11
580004,5804,5804,505,2,0,11
580031,5831,5831,505,2,0,11
580032,5832,5832,505,2,0,11
580033,5833,5833,505,2,0,11
580034,5834,5834,505,2,0,11
592001,5920,55,1124,2,0,11
592002,5921,56,1124,2,0,11
592003,5922,57,1124,2,0,11
593001,5930,30,428,2,0,11
593002,5930,31,428,2,0,11
593003,5930,32,428,2,0,11
593004,5930,33,428,2,0,11
593501,5935,27,526,2,0,11
593502,5935,28,526,2,0,11
593503,5935,29,526,2,0,11
594001,5940,34,623,2,0,11
594002,5941,35,623,2,0,11
594003,5941,36,623,2,0,11
594501,5945,23,929,2,0,11
594502,5946,25,929,2,0,11
594503,5947,24,929,2,0,11
594504,5948,26,929,2,0,11
595001,5950,40,1020,2,0,11
595002,5950,41,1020,2,0,11
595003,5950,42,1020,2,0,11
595501,5955,46,1222,2,0,11
595502,5955,47,1222,2,0,11
595503,5955,48,1222,2,0,11
596001,5960,37,1215,2,0,11
596002,5960,38,1215,2,0,11
596003,5960,39,1215,2,0,11
596501,5965,43,1029,2,0,11
596502,5965,44,1029,2,0,11
596503,5965,45,1029,2,0,11
597001,5970,49,1208,2,0,11
597002,5970,50,1208,2,0,11
597003,5970,51,1208,2,0,11
597501,5975,52,414,2,0,11
597502,5975,53,414,2,0,11
597503,5975,54,414,2,0,11
600001,6001,0,0,2,0,0
600002,6002,0,0,2,0,0
600003,6003,0,0,2,0,0
600004,6004,0,0,2,0,0
600005,6005,0,0,2,0,0
600006,6006,0,0,2,0,0
600007,6007,0,0,2,0,0
600008,6008,0,0,2,0,0
600009,6009,0,0,2,0,0
600010,6010,0,0,2,0,0
600011,6011,0,0,2,0,0
600012,6012,0,0,2,0,0
600013,6013,0,0,2,0,11
600014,6014,0,0,2,0,11
600015,6015,0,0,2,0,11
600016,6016,0,0,2,0,11
600017,6017,0,0,2,0,11
600018,6018,0,0,2,0,11
600019,6019,0,0,2,0,11
600020,6020,0,0,2,0,11
600021,6021,0,0,2,0,11
600022,6022,0,0,2,0,11
600023,6023,0,0,2,0,11
600024,6024,0,0,2,0,11
600025,6025,0,0,2,0,0
600026,6026,0,0,2,0,0
600029,6029,0,0,2,0,0
600030,6030,0,0,2,0,0
600031,6031,0,0,2,0,0
600032,6032,0,0,2,0,0
600033,6033,0,0,3,0,0
600034,6034,0,0,2,0,0
600035,6035,0,0,2,0,0
600036,6036,0,0,2,0,0
600037,6037,0,0,2,0,11
600038,6038,0,0,2,0,11
600041,6041,0,0,2,0,11
600042,6042,0,0,2,0,11
600043,6043,0,0,2,0,11
600044,6044,0,0,2,0,11
600045,6045,0,0,3,0,11
600046,6046,0,0,2,0,11
600047,6047,0,0,2,0,11
600048,6048,0,0,2,0,11
610000,6100,1001,0,2,0,0
610001,6101,1002,0,2,0,0
610002,6102,1003,0,2,0,0
610003,6103,1004,0,2,0,0
610004,6104,1005,0,2,0,0
610005,6105,1006,0,2,0,0
610006,6106,1004,0,2,0,0
610007,6107,1005,0,2,0,0
610008,6108,1006,0,2,0,0
610009,6109,1007,0,2,0,0
610010,6110,1008,0,2,0,0
610011,6111,1009,0,2,0,0
610012,6112,1010,0,2,0,0
610013,6113,1011,0,2,0,0
610014,6114,1012,0,2,0,0
610015,6115,1013,0,2,0,0
610016,6116,1014,0,2,0,0
610017,6117,1015,0,2,0,0
610018,6118,1001,0,2,0,0
610019,6119,1002,0,2,0,0
610020,6120,1003,0,2,0,0
610021,6121,1001,0,2,0,0
610022,6122,1002,0,2,0,0
610023,6123,1003,0,2,0,0
610024,6124,1004,0,2,0,0
610025,6125,1005,0,2,0,0
610026,6126,1006,0,2,0,0
610027,6127,1007,0,2,0,0
610028,6128,1008,0,2,0,0
610029,6129,1009,0,2,0,0
610030,6130,1010,0,2,0,0
610031,6131,1011,0,2,0,0
610032,6132,1012,0,2,0,0
610033,6133,1013,0,2,0,0
610034,6134,1014,0,2,0,0
610035,6135,1015,0,2,0,0
610036,6136,1001,0,2,0,0
610037,6137,1002,0,2,0,0
610038,6138,1003,0,2,0,0
610039,6139,1001,0,2,0,0
610040,6140,1002,0,2,0,0
610041,6141,1003,0,2,0,0
610042,6142,1001,0,2,0,0
610043,6143,1002,0,2,0,0
610044,6144,1003,0,2,0,0
610045,6145,1004,0,2,0,0
610046,6146,1005,0,2,0,0
610047,6147,1006,0,2,0,0
610048,6148,1004,0,2,0,0
610049,6149,1005,0,2,0,0
610050,6150,1006,0,2,0,0
610051,6151,1007,0,2,0,0
610052,6152,1008,0,2,0,0
610053,6153,1009,0,2,0,0
610054,6154,1007,0,2,0,0
610055,6155,1008,0,2,0,0
610056,6156,1009,0,2,0,0
610057,6157,1007,0,2,0,0
610058,6158,1008,0,2,0,0
610059,6159,1009,0,2,0,0
610060,6160,1007,0,2,0,0
610061,6161,1008,0,2,0,0
610062,6162,1009,0,2,0,0
610063,6163,1013,0,2,0,0
610064,6164,1014,0,2,0,0
610065,6165,1015,0,2,0,0
610066,6166,1001,0,2,0,0
610067,6167,1002,0,2,0,0
610068,6168,1003,0,2,0,0
610069,6169,1004,0,2,0,0
610070,6170,1005,0,2,0,0
610071,6171,1006,0,2,0,0
610072,6172,1007,0,2,0,0
610073,6173,1008,0,2,0,0
610074,6174,1009,0,2,0,0
610075,6175,1010,0,2,0,0
610076,6176,1011,0,2,0,0
610077,6177,1012,0,2,0,0
610078,6178,1013,0,2,0,0
610079,6179,1014,0,2,0,0
610080,6180,1015,0,2,0,0
610081,6181,1001,0,2,0,0
610082,6182,1002,0,2,0,0
610083,6183,1003,0,2,0,0
610084,6184,1004,0,2,0,0
610085,6185,1005,0,2,0,0
610086,6186,1006,0,2,0,0
610087,6187,1004,0,2,0,0
610088,6188,1005,0,2,0,0
610089,6189,1006,0,2,0,0
610090,6190,1007,0,2,0,0
610091,6191,1008,0,2,0,0
610092,6192,1009,0,2,0,0
610093,6193,1007,0,2,0,0
610094,6194,1008,0,2,0,0
610095,6195,1009,0,2,0,0
610096,6196,1010,0,2,0,0
610097,6197,1011,0,2,0,0
610098,6198,1012,0,2,0,0
610099,6199,1010,0,2,0,0
610100,6200,1011,0,2,0,0
610101,6201,1012,0,2,0,0
610102,6202,1013,0,2,0,0
610103,6203,1014,0,2,0,0
610104,6204,1015,0,2,0,0
610105,6205,1001,0,2,0,0
610106,6206,1002,0,2,0,0
610107,6207,1003,0,2,0,0
610108,6208,1004,0,2,0,0
610109,6209,1005,0,2,0,0
610110,6210,1006,0,2,0,0
610111,6211,1004,0,2,0,0
610112,6212,1005,0,2,0,0
610113,6213,1006,0,2,0,0
610114,6214,1007,0,2,0,0
610115,6215,1008,0,2,0,0
610116,6216,1009,0,2,0,0
610117,6217,1007,0,2,0,0
610118,6218,1008,0,2,0,0
610119,6219,1009,0,2,0,0
610120,6220,1007,0,2,0,0
610121,6221,1008,0,2,0,0
610122,6222,1009,0,2,0,0
610123,6223,1010,0,2,0,0
610124,6224,1011,0,2,0,0
610125,6225,1012,0,2,0,0
610126,6226,1010,0,2,0,0
610127,6227,1011,0,2,0,0
610128,6228,1012,0,2,0,0
610129,6229,1013,0,2,0,0
610130,6230,1014,0,2,0,0
610131,6231,1015,0,2,0,0
610135,6235,1001,0,2,0,0
610136,6236,1002,0,2,0,0
610137,6237,1003,0,2,0,0
610138,6238,1001,0,2,0,0
610139,6239,1002,0,2,0,0
610140,6240,1003,0,2,0,0
610141,6241,1004,0,2,0,0
610142,6242,1005,0,2,0,0
610143,6243,1006,0,2,0,0
610144,6244,1007,0,2,0,0
610145,6245,1008,0,2,0,0
610146,6246,1009,0,2,0,0
610147,6247,1007,0,2,0,0
610148,6248,1008,0,2,0,0
610149,6249,1009,0,2,0,0
610150,6250,1013,0,2,0,0
610151,6251,1014,0,2,0,0
610152,6252,1015,0,2,0,0
610153,6253,1001,0,2,0,0
610154,6254,1002,0,2,0,0
610155,6255,1003,0,2,0,0
610156,6256,1001,0,2,0,0
610157,6257,1002,0,2,0,0
610158,6258,1003,0,2,0,0
610159,6259,1001,0,2,0,0
610160,6260,1002,0,2,0,0
610161,6261,1003,0,2,0,0
610162,6262,1004,0,2,0,0
610163,6263,1005,0,2,0,0
610164,6264,1006,0,2,0,0
610165,6265,1004,0,2,0,0
610166,6266,1005,0,2,0,0
610167,6267,1006,0,2,0,0
610168,6268,1004,0,2,0,0
610169,6269,1005,0,2,0,0
610170,6270,1006,0,2,0,0
610171,6271,1007,0,2,0,0
610172,6272,1008,0,2,0,0
610173,6273,1009,0,2,0,0
610174,6274,1007,0,2,0,0
610175,6275,1008,0,2,0,0
610176,6276,1009,0,2,0,0
610177,6277,1007,0,2,0,0
610178,6278,1008,0,2,0,0
610179,6279,1009,0,2,0,0
610180,6280,1010,0,2,0,0
610181,6281,1011,0,2,0,0
610182,6282,1012,0,2,0,0
610183,6283,1010,0,2,0,0
610184,6284,1011,0,2,0,0
610185,6285,1012,0,2,0,0
610186,6286,1013,0,2,0,0
610187,6287,1014,0,2,0,0
610188,6288,1015,0,2,0,0
610189,6289,1001,0,2,0,0
610190,6290,1002,0,2,0,0
610191,6291,1003,0,2,0,0
610192,6292,1001,0,2,0,0
610193,6293,1002,0,2,0,0
610194,6294,1003,0,2,0,0
610195,6295,1004,0,2,0,0
610196,6296,1005,0,2,0,0
610197,6297,1006,0,2,0,0
610198,6298,1004,0,2,0,0
610199,6299,1005,0,2,0,0
610200,6300,1006,0,2,0,0
610201,6301,1007,0,2,0,0
610202,6302,1008,0,2,0,0
610203,6303,1009,0,2,0,0
610204,6304,1007,0,2,0,0
610205,6305,1008,0,2,0,0
610206,6306,1009,0,2,0,0
610207,6307,1007,0,2,0,0
610208,6308,1008,0,2,0,0
610209,6309,1009,0,2,0,0
610210,6310,1010,0,2,0,0
610211,6311,1011,0,2,0,0
610212,6312,1012,0,2,0,0
610213,6313,1010,0,2,0,0
610214,6314,1011,0,2,0,0
610215,6315,1012,0,2,0,0
610216,6316,1013,0,2,0,0
610217,6317,1014,0,2,0,0
610218,6318,1015,0,2,0,0
610219,6319,1001,0,2,0,0
610220,6320,1002,0,2,0,0
610221,6321,1003,0,2,0,0
610222,6322,1004,0,2,0,0
610223,6323,1005,0,2,0,0
610224,6324,1006,0,2,0,0
610225,6325,1007,0,2,0,0
610226,6326,1008,0,2,0,0
610227,6327,1009,0,2,0,0
610228,6328,1010,0,2,0,0
610229,6329,1011,0,2,0,0
610230,6330,1012,0,2,0,0
610231,6331,1013,0,2,0,0
610232,6332,1014,0,2,0,0
610233,6333,1015,0,2,0,0
610234,6334,1013,0,2,0,0
610235,6335,1014,0,2,0,0
610236,6336,1015,0,2,0,0
610237,6337,1013,0,2,0,0
610238,6338,1014,0,2,0,0
610239,6339,1015,0,2,0,0
610240,6340,1013,0,2,0,0
610241,6341,1014,0,2,0,0
610242,6342,1015,0,2,0,0
610243,6343,1013,0,2,0,0
610244,6344,1014,0,2,0,0
610245,6345,1015,0,2,0,0
610246,6346,1013,0,2,0,0
610247,6347,1014,0,2,0,0
610248,6348,1015,0,2,0,0
610249,6349,1013,0,2,0,0
610250,6350,1014,0,2,0,0
610251,6351,1015,0,2,0,0
620000,10000,101,0,2,0,0
620001,10001,101,0,2,0,0
620002,10002,101,0,2,0,0
620003,10003,101,0,2,0,0
620004,10004,101,0,2,0,0
620005,10005,101,0,2,0,0
620006,10006,101,0,2,0,0
620007,10007,101,0,2,0,0
620008,10008,101,0,2,0,0
620009,10009,101,0,2,0,0
620010,10010,102,0,2,0,0
620011,10011,102,0,2,0,0
