id,round_id,win_percent_type,resource_id,race_track_id,ground,distance,weather,title,sub_title
129,2,2,0,0,0,0,0,106,105
130,2,2,0,0,0,0,0,107,106
131,2,2,0,10006,0,0,0,108,107
132,2,2,0,0,0,0,0,109,108
133,2,2,0,0,0,0,0,110,101
134,2,2,0,0,0,0,0,111,109
135,2,2,0,0,0,0,0,112,101
136,2,2,0,0,0,0,0,113,110
137,2,2,0,0,0,0,0,114,111
138,2,2,0,0,1,0,0,115,112
139,2,2,0,0,0,0,0,116,113
140,2,2,0,0,0,0,0,117,114
141,2,2,0,0,0,0,0,118,115
142,2,2,0,0,0,0,0,119,116
143,2,2,0,0,0,0,0,120,117
144,2,2,0,0,0,0,0,121,118
145,2,2,3,0,0,0,0,122,120
146,2,2,4,0,0,0,0,123,120
147,2,2,5,0,0,0,0,124,120
148,2,2,6,0,0,0,0,125,120
149,2,2,7,0,0,0,0,126,120
150,2,2,8,0,0,0,0,127,120
151,2,2,9,0,0,0,0,128,120
152,2,2,10,0,0,0,0,129,120
153,2,2,11,0,0,0,0,130,120
154,2,2,12,0,0,0,0,131,120
155,2,2,1,0,0,0,0,132,120
156,2,2,2,0,0,0,0,133,120
157,2,2,0,0,0,0,0,134,121
158,2,2,0,0,0,0,0,135,122
159,2,2,0,0,0,0,0,136,123
160,2,2,0,0,0,0,0,137,124
161,3,1,0,0,0,0,0,0,0
162,3,1,0,0,0,0,0,1,1
163,3,1,0,0,0,0,0,2,2
164,3,1,0,0,0,0,0,3,3
165,3,1,0,0,0,0,0,4,4
166,3,1,0,0,0,0,0,5,5
167,3,1,0,0,0,0,0,6,6
168,3,1,3,0,0,0,0,7,8
169,3,1,4,0,0,0,0,7,10
170,3,1,5,0,0,0,0,7,12
171,3,1,6,0,0,0,0,7,14
172,3,1,7,0,0,0,0,7,16
173,3,1,8,0,0,0,0,7,18
174,3,1,9,0,0,0,0,7,20
175,3,1,10,0,0,0,0,7,22
176,3,1,11,0,0,0,0,7,24
177,3,1,12,0,0,0,0,7,26
178,3,1,1,0,0,0,0,7,28
179,3,1,2,0,0,0,0,7,30
180,3,1,0,0,0,0,0,8,6
181,3,1,0,0,0,0,0,9,31
182,3,1,0,0,0,0,0,10,32
183,3,1,0,0,0,0,0,11,33
184,3,1,0,0,0,0,0,12,34
185,3,1,0,0,0,0,0,13,35
186,3,1,0,0,0,0,0,14,35
187,3,1,3,0,0,0,0,15,8
188,3,1,4,0,0,0,0,15,10
189,3,1,5,0,0,0,0,15,12
190,3,1,6,0,0,0,0,15,14
191,3,1,7,0,0,0,0,15,16
192,3,1,8,0,0,0,0,15,18
193,3,1,9,0,0,0,0,15,20
194,3,1,10,0,0,0,0,15,22
195,3,1,11,0,0,0,0,15,24
196,3,1,12,0,0,0,0,15,26
197,3,1,1,0,0,0,0,15,28
198,3,1,2,0,0,0,0,15,30
199,3,1,0,0,0,0,0,16,36
200,3,1,0,0,0,0,0,17,37
201,3,1,0,0,0,0,0,18,38
202,3,1,0,0,0,0,0,19,39
203,3,2,0,0,0,0,0,7,100
204,3,2,0,0,0,0,0,101,101
205,3,2,0,0,0,0,0,102,102
206,3,2,0,0,0,0,0,103,103
207,3,2,0,0,0,0,0,104,104
208,3,2,0,0,0,0,0,105,104
209,3,2,0,0,0,0,0,106,105
210,3,2,0,0,0,0,0,107,106
211,3,2,0,10006,0,0,0,108,107
212,3,2,0,0,0,0,0,109,108
213,3,2,0,0,0,0,0,110,101
214,3,2,0,0,0,0,0,111,109
215,3,2,0,0,0,0,0,112,101
216,3,2,0,0,0,0,0,113,110
217,3,2,0,0,0,0,0,114,111
218,3,2,0,0,1,0,0,115,112
219,3,2,0,0,0,0,0,116,113
220,3,2,0,0,0,0,0,117,114
221,3,2,0,0,0,0,0,118,115
222,3,2,0,0,0,0,0,119,116
223,3,2,0,0,0,0,0,120,117
224,3,2,0,0,0,0,0,121,118
225,3,2,3,0,0,0,0,122,120
226,3,2,4,0,0,0,0,123,120
227,3,2,5,0,0,0,0,124,120
228,3,2,6,0,0,0,0,125,120
229,3,2,7,0,0,0,0,126,120
230,3,2,8,0,0,0,0,127,120
231,3,2,9,0,0,0,0,128,120
232,3,2,10,0,0,0,0,129,120
233,3,2,11,0,0,0,0,130,120
234,3,2,12,0,0,0,0,131,120
235,3,2,1,0,0,0,0,132,120
236,3,2,2,0,0,0,0,133,120
237,3,2,0,0,0,0,0,134,121
238,3,2,0,0,0,0,0,135,122
239,3,2,0,0,0,0,0,136,123
240,3,2,0,0,0,0,0,137,124
241,4,3,3,0,0,0,0,200,200
242,4,3,4,0,0,0,0,200,201
243,4,3,5,0,0,0,0,200,202
244,4,3,6,0,0,0,0,200,203
245,4,3,7,0,0,0,0,200,204
246,4,3,8,0,0,0,0,200,205
247,4,3,9,0,0,0,0,200,206
248,4,3,10,0,0,0,0,200,207
249,4,3,11,0,0,0,0,200,208
250,4,3,12,0,0,0,0,200,209
251,4,3,1,0,0,0,0,200,210
252,4,3,2,0,0,0,0,200,211
253,4,3,0,0,1,3,0,201,212
254,4,3,0,0,1,1,0,201,257
255,4,3,0,0,1,2,0,201,258
256,4,3,0,0,1,4,0,201,259
257,4,3,0,0,2,0,0,201,260
258,4,3,3,0,0,0,0,202,213
259,4,3,4,0,0,0,0,202,214
260,4,3,5,0,0,0,0,202,215
261,4,3,6,0,0,0,0,202,216
262,4,3,7,0,0,0,0,202,217
263,4,3,8,0,0,0,0,202,218
264,4,3,9,0,0,0,0,202,219
265,4,3,10,0,0,0,0,202,220
266,4,3,11,0,0,0,0,202,221
267,4,3,12,0,0,0,0,202,222
268,4,3,1,0,0,0,0,202,223
269,4,3,2,0,0,0,0,202,224
270,4,3,0,0,0,0,0,203,225
271,4,3,0,0,0,0,0,204,226
272,4,3,0,0,0,0,0,205,227
273,4,3,3,0,0,0,0,206,228
274,4,3,4,0,0,0,0,206,229
275,4,3,5,0,0,0,0,206,230
276,4,3,6,0,0,0,0,206,231
277,4,3,7,0,0,0,0,206,232
278,4,3,8,0,0,0,0,206,233
279,4,3,9,0,0,0,0,206,234
280,4,3,10,0,0,0,0,206,235
281,4,3,11,0,0,0,0,206,236
282,4,3,12,0,0,0,0,206,237
283,4,3,1,0,0,0,0,206,238
284,4,3,2,0,0,0,0,206,239
285,4,3,3,0,0,0,0,207,213
286,4,3,4,0,0,0,0,207,214
287,4,3,5,0,0,0,0,207,215
288,4,3,6,0,0,0,0,207,216
289,4,3,7,0,0,0,0,207,217
290,4,3,8,0,0,0,0,207,218
291,4,3,9,0,0,0,0,207,219
292,4,3,10,0,0,0,0,207,220
293,4,3,11,0,0,0,0,207,221
294,4,3,12,0,0,0,0,207,222
295,4,3,1,0,0,0,0,207,223
296,4,3,2,0,0,0,0,207,224
297,4,3,0,0,0,0,0,208,226
298,4,3,0,0,0,0,0,209,240
299,4,3,0,0,0,0,0,210,241
300,4,3,0,0,0,0,0,211,242
301,4,3,0,0,0,0,0,212,243
302,4,3,0,0,0,0,0,213,244
303,4,3,0,0,0,0,0,214,245
304,4,3,0,0,0,0,0,215,246
305,4,3,0,0,0,0,0,216,247
306,4,3,3,0,0,0,0,217,213
307,4,3,4,0,0,0,0,217,214
308,4,3,5,0,0,0,0,217,215
309,4,3,6,0,0,0,0,217,216
310,4,3,7,0,0,0,0,217,217
311,4,3,8,0,0,0,0,217,218
312,4,3,9,0,0,0,0,217,219
313,4,3,10,0,0,0,0,217,220
314,4,3,11,0,0,0,0,217,221
315,4,3,12,0,0,0,0,217,222
316,4,3,1,0,0,0,0,217,223
317,4,3,2,0,0,0,0,217,224
318,4,3,0,0,0,0,0,218,248
319,4,3,0,0,0,0,0,219,249
320,4,3,0,0,0,0,0,220,250
321,4,3,0,0,0,0,0,221,251
322,4,3,0,0,0,0,0,222,226
323,4,3,0,0,0,0,0,223,252
324,4,3,3,0,0,0,0,224,213
325,4,3,4,0,0,0,0,224,214
326,4,3,5,0,0,0,0,224,215
327,4,3,6,0,0,0,0,224,216
328,4,3,7,0,0,0,0,224,217
329,4,3,8,0,0,0,0,224,218
330,4,3,9,0,0,0,0,224,219
331,4,3,10,0,0,0,0,224,220
332,4,3,11,0,0,0,0,224,221
333,4,3,12,0,0,0,0,224,222
334,4,3,1,0,0,0,0,224,223
335,4,3,2,0,0,0,0,224,224
336,4,3,0,0,0,0,0,225,253
337,4,3,0,0,0,0,0,226,254
338,4,3,0,0,0,0,0,227,255
339,4,3,0,0,0,0,0,228,256
340,5,3,3,0,0,0,0,200,200
341,5,3,4,0,0,0,0,200,201
342,5,3,5,0,0,0,0,200,202
343,5,3,6,0,0,0,0,200,203
344,5,3,7,0,0,0,0,200,204
345,5,3,8,0,0,0,0,200,205
346,5,3,9,0,0,0,0,200,206
347,5,3,10,0,0,0,0,200,207
348,5,3,11,0,0,0,0,200,208
349,5,3,12,0,0,0,0,200,209
350,5,3,1,0,0,0,0,200,210
351,5,3,2,0,0,0,0,200,211
352,5,3,0,0,1,3,0,201,212
353,5,3,0,0,1,1,0,201,257
354,5,3,0,0,1,2,0,201,258
355,5,3,0,0,1,4,0,201,259
356,5,3,0,0,2,0,0,201,260
357,5,3,3,0,0,0,0,202,213
358,5,3,4,0,0,0,0,202,214
359,5,3,5,0,0,0,0,202,215
360,5,3,6,0,0,0,0,202,216
361,5,3,7,0,0,0,0,202,217
362,5,3,8,0,0,0,0,202,218
363,5,3,9,0,0,0,0,202,219
364,5,3,10,0,0,0,0,202,220
365,5,3,11,0,0,0,0,202,221
366,5,3,12,0,0,0,0,202,222
367,5,3,1,0,0,0,0,202,223
368,5,3,2,0,0,0,0,202,224
369,5,3,0,0,0,0,0,203,225
370,5,3,0,0,0,0,0,204,226
371,5,3,0,0,0,0,0,205,227
372,5,3,3,0,0,0,0,206,228
373,5,3,4,0,0,0,0,206,229
374,5,3,5,0,0,0,0,206,230
375,5,3,6,0,0,0,0,206,231
376,5,3,7,0,0,0,0,206,232
377,5,3,8,0,0,0,0,206,233
378,5,3,9,0,0,0,0,206,234
379,5,3,10,0,0,0,0,206,235
380,5,3,11,0,0,0,0,206,236
381,5,3,12,0,0,0,0,206,237
382,5,3,1,0,0,0,0,206,238
383,5,3,2,0,0,0,0,206,239
384,5,3,3,0,0,0,0,207,213
385,5,3,4,0,0,0,0,207,214
386,5,3,5,0,0,0,0,207,215
387,5,3,6,0,0,0,0,207,216
388,5,3,7,0,0,0,0,207,217
389,5,3,8,0,0,0,0,207,218
390,5,3,9,0,0,0,0,207,219
391,5,3,10,0,0,0,0,207,220
392,5,3,11,0,0,0,0,207,221
393,5,3,12,0,0,0,0,207,222
394,5,3,1,0,0,0,0,207,223
395,5,3,2,0,0,0,0,207,224
396,5,3,0,0,0,0,0,208,226
397,5,3,0,0,0,0,0,209,240
398,5,3,0,0,0,0,0,210,241
399,5,3,0,0,0,0,0,211,242
400,5,3,0,0,0,0,0,212,243
401,5,3,0,0,0,0,0,213,244
402,5,3,0,0,0,0,0,214,245
403,5,3,0,0,0,0,0,215,246
404,5,3,0,0,0,0,0,216,247
405,5,3,3,0,0,0,0,217,213
406,5,3,4,0,0,0,0,217,214
407,5,3,5,0,0,0,0,217,215
408,5,3,6,0,0,0,0,217,216
409,5,3,7,0,0,0,0,217,217
410,5,3,8,0,0,0,0,217,218
411,5,3,9,0,0,0,0,217,219
412,5,3,10,0,0,0,0,217,220
413,5,3,11,0,0,0,0,217,221
414,5,3,12,0,0,0,0,217,222
415,5,3,1,0,0,0,0,217,223
416,5,3,2,0,0,0,0,217,224
417,5,3,0,0,0,0,0,218,248
418,5,3,0,0,0,0,0,219,249
419,5,3,0,0,0,0,0,220,250
420,5,3,0,0,0,0,0,221,251
421,5,3,0,0,0,0,0,222,226
422,5,3,0,0,0,0,0,223,252
423,5,3,3,0,0,0,0,224,213
424,5,3,4,0,0,0,0,224,214
425,5,3,5,0,0,0,0,224,215
426,5,3,6,0,0,0,0,224,216
427,5,3,7,0,0,0,0,224,217
428,5,3,8,0,0,0,0,224,218
429,5,3,9,0,0,0,0,224,219
430,5,3,10,0,0,0,0,224,220
431,5,3,11,0,0,0,0,224,221
432,5,3,12,0,0,0,0,224,222
433,5,3,1,0,0,0,0,224,223
434,5,3,2,0,0,0,0,224,224
435,5,3,0,0,0,0,0,225,253
436,5,3,0,0,0,0,0,226,254
437,5,3,0,0,0,0,0,227,255
438,5,3,0,0,0,0,0,228,256
