id,pos_id,home_event_type,num,story_id,chara_id_1,chara_id_2,chara_id_3,condition_type,gallery_chara_id,disp_order,available_gallery_key,start_date
220,410,0,1,1025003,1025,0,0,1,1025,3,1,1614135600
221,120,0,2,1025001,1025,1032,0,2,1025,4,1,1614135600
222,520,0,2,1025002,1029,1025,0,3,1025,5,1,1614135600
223,310,0,1,1048001,1048,0,0,0,1048,1,1,1614135600
224,210,0,1,1048002,1048,0,0,1,1048,2,1,1614135600
225,110,0,1,1048003,1048,0,0,1,1048,3,1,1614135600
226,520,0,2,1048001,1007,1048,0,3,1048,4,1,1614135600
227,220,0,2,1048002,1048,1037,0,2,1048,5,1,1614135600
228,310,0,1,1059001,1059,0,0,0,1059,1,1,1614135600
229,510,0,1,1059002,1059,0,0,0,1059,2,1,1614135600
230,410,0,1,1059003,1059,0,0,1,1059,3,1,1614135600
231,120,0,2,1059001,1059,1027,0,2,1059,4,1,1614135600
232,520,0,2,1059002,1018,1059,0,3,1059,5,1,1614135600
233,310,0,1,1022001,1022,0,0,0,1022,1,1,1614135600
234,110,0,1,1022002,1022,0,0,1,1022,2,1,1614135600
235,210,0,1,1022003,1022,0,0,1,1022,3,1,1614135600
236,420,0,2,1022001,1022,1036,0,2,1022,4,1,1614135600
237,120,0,2,1022002,1022,1018,0,2,1022,5,1,1614135600
238,530,0,3,17,1022,1009,1059,1,1022,6,1,1614135600
239,310,0,1,1021001,1021,0,0,0,1021,1,1,1614135600
240,210,0,1,1021002,1021,0,0,1,1021,2,1,1614135600
241,110,0,1,1021003,1021,0,0,1,1021,3,1,1614135600
242,520,0,2,1021001,1021,1006,0,2,1021,4,1,1614135600
243,220,0,2,1021002,1040,1021,0,3,1021,5,1,1614135600
244,310,0,1,1069001,1069,0,0,1,1069,1,1,1614135600
245,110,0,1,1069002,1069,0,0,0,1069,2,1,1614135600
246,210,0,1,1069003,1069,0,0,1,1069,3,1,1614135600
247,420,0,2,1069001,1069,1004,0,2,1069,4,1,1614135600
248,120,0,2,1069002,1069,1041,0,2,1069,5,1,1614135600
249,310,0,1,1071001,1071,0,0,1,1071,1,1,1614135600
250,110,0,1,1071002,1071,0,0,1,1071,2,1,1614135600
251,210,0,1,1071003,1071,0,0,1,1071,3,1,1614135600
252,420,0,2,1071001,1065,1071,0,3,1071,4,1,1614135600
253,120,0,2,1071002,1069,1071,0,3,1071,5,1,1614135600
254,530,0,3,36,1059,1071,1027,1,1059,6,1,1614135600
255,310,0,1,1033001,1033,0,0,0,1033,1,1,1614135600
256,510,0,1,1033002,1033,0,0,1,1033,2,1,1614135600
257,410,0,1,1033003,1033,0,0,1,1033,3,1,1614135600
258,120,0,2,1033001,1033,1038,0,2,1033,4,1,1614135600
259,520,0,2,1033002,1033,1015,0,2,1033,5,1,1614135600
260,520,0,2,1015002,1015,1033,0,2,1015,6,1,1614135600
261,420,0,2,1038001,1038,1033,0,2,1038,5,1,1614135600
262,310,0,1,1062001,1062,0,0,0,1062,1,1,1614135600
263,210,0,1,1062002,1062,0,0,1,1062,2,1,1614135600
264,110,0,1,1062003,1062,0,0,1,1062,3,1,1614135600
265,520,0,2,1062001,1056,1062,0,3,1062,4,1,1614135600
266,220,0,2,1062002,1060,1062,0,3,1062,5,1,1614135600
267,130,0,3,37,1062,1001,1048,1,1062,6,1,1614135600
268,310,0,1,1068001,1068,0,0,0,1068,1,1,1614135600
269,210,0,1,1068002,1068,0,0,1,1068,2,1,1614135600
270,110,0,1,1068003,1068,0,0,1,1068,3,1,1614135600
271,520,0,2,1068001,1068,1067,0,2,1068,4,1,1614135600
272,220,0,2,1068002,1003,1068,0,3,1068,5,1,1614135600
273,530,0,3,43,1068,1015,1007,1,1068,6,1,1614135600
274,310,0,1,1067001,1067,0,0,0,1067,1,1,1614135600
275,410,0,1,1067002,1067,0,0,1,1067,2,1,1614135600
276,510,0,1,1067003,1067,0,0,1,1067,3,1,1614135600
277,220,0,2,1067001,1067,1068,0,2,1067,4,1,1614135600
278,420,0,2,1067002,1067,1013,0,2,1067,5,1,1614135600
279,530,0,3,22,1067,1068,1033,4,1033,6,1,1614135600
280,310,0,1,1074001,1074,0,0,0,1074,1,1,1614135600
281,110,0,1,1074002,1074,0,0,1,1074,2,1,1614135600
282,210,0,1,1074003,1074,0,0,1,1074,3,1,1614135600
283,220,0,2,1074001,1074,1027,0,2,1074,4,1,1614135600
284,420,0,2,1074002,1001,1074,0,3,1074,5,1,1614135600
285,530,0,3,48,1074,1056,1059,2,1074,6,1,1614135600
286,310,0,1,1051001,1051,0,0,0,1051,1,1,1614135600
287,210,0,1,1051002,1051,0,0,1,1051,2,1,1614135600
288,110,0,1,1051003,1051,0,0,1,1051,3,1,1614135600
289,520,0,2,1051001,1010,1051,0,3,1051,4,1,1614135600
290,220,0,2,1051002,1026,1051,0,3,1051,5,1,1614135600
291,530,0,3,32,1051,1020,1061,2,1051,6,1,1614135600
292,310,0,1,1072001,1072,0,0,0,1072,1,1,1614135600
293,210,0,1,1072002,1072,0,0,1,1072,2,1,1614135600
294,110,0,1,1072003,1072,0,0,1,1072,3,1,1614135600
295,520,0,2,1072001,1006,1072,0,3,1072,4,1,1614135600
296,220,0,2,1072002,1053,1072,0,3,1072,5,1,1614135600
297,530,0,3,47,1045,1072,1006,3,1072,6,1,1614135600
298,310,0,1,1031001,1031,0,0,0,1031,1,1,1614135600
299,110,0,1,1031002,1031,0,0,1,1031,2,1,1614135600
300,510,0,1,1031003,1031,0,0,1,1031,3,1,1614135600
301,420,0,2,1031001,1031,1027,0,2,1031,4,1,1614135600
302,120,0,2,1031002,1031,1013,0,2,1031,5,1,1614135600
303,430,0,3,13,1046,1031,1004,4,1004,6,1,1614135600
304,430,0,3,21,1031,1066,1002,2,1031,6,1,1614135600
305,310,0,1,1064001,1064,0,0,0,1064,1,1,1614135600
306,510,0,1,1064002,1064,0,0,1,1064,2,1,1614135600
307,410,0,1,1064003,1064,0,0,1,1064,3,1,1614135600
308,120,0,2,1064001,1065,1064,0,3,1064,4,1,1614135600
309,520,0,2,1064002,1024,1064,0,3,1064,5,1,1614135600
310,310,0,1,1034001,1034,0,0,0,1034,1,1,1614135600
311,210,0,1,1034002,1034,0,0,1,1034,2,1,1614135600
312,110,0,1,1034003,1034,0,0,1,1034,3,1,1614135600
313,520,0,2,1034001,1066,1034,0,3,1034,4,1,1614135600
314,220,0,2,1034002,1053,1034,0,3,1034,5,1,1614135600
315,430,0,3,16,1021,1034,1045,2,1021,6,1,1614135600
316,530,0,3,23,1034,1072,1071,2,1034,6,1,1614135600
317,310,0,1,1044001,1044,0,0,0,1044,1,1,1614135600
318,210,0,1,1044002,1044,0,0,1,1044,2,1,1614135600
319,110,0,1,1044003,1044,0,0,1,1044,3,1,1614135600
320,520,0,2,1044001,1044,1038,0,2,1044,4,1,1614135600
321,220,0,2,1044002,1044,1022,0,2,1044,5,1,1614135600
322,530,0,3,25,1039,1009,1044,2,1039,6,1,1614135600
323,430,0,3,28,1044,1032,1068,2,1044,6,1,1614135600
324,310,0,1,1036001,1036,0,0,0,1036,1,1,1614135600
325,410,0,1,1036002,1036,0,0,1,1036,2,1,1614135600
326,510,0,1,1036003,1036,0,0,1,1036,3,1,1614135600
327,220,0,2,1036001,1036,1058,0,2,1036,4,1,1614135600
328,420,0,2,1036002,1036,1022,0,2,1036,5,1,1614135600
329,430,0,3,24,1007,1052,1036,4,1036,6,1,1614135600
330,310,0,1,1053001,1053,0,0,0,1053,1,1,1614135600
331,110,0,1,1053002,1053,0,0,1,1053,2,1,1614135600
332,210,0,1,1053003,1053,0,0,1,1053,3,1,1614135600
333,420,0,2,1053001,1053,1006,0,2,1053,4,1,1614135600
334,120,0,2,1053002,1053,1034,0,2,1053,5,1,1614135600
335,430,0,3,7,1053,1040,1041,3,1040,6,1,1614135600
336,430,0,3,33,1069,1072,1053,4,1053,6,1,1614135600
337,310,0,1,1098001,1098,0,0,0,1098,1,1,1614135600
338,110,0,1,1098002,1098,0,0,1,1098,2,1,1614135600
339,210,0,1,1098003,1098,0,0,1,1098,3,1,1614135600
340,520,0,2,1098001,1098,1099,0,2,1098,4,1,1614135600
341,120,0,2,1098002,1098,1020,0,2,1098,5,1,1614135600
342,310,0,1,1029001,1029,0,0,0,1029,1,1,1614135600
343,410,0,1,1029002,1029,0,0,1,1029,2,1,1614135600
344,510,0,1,1029003,1029,0,0,1,1029,3,1,1614135600
345,220,0,2,1029001,1040,1029,0,3,1029,4,1,1614135600
346,420,0,2,1029002,1012,1029,0,3,1029,5,1,1614135600
347,130,0,3,11,1051,1029,1038,4,1038,6,1,1614135600
348,530,0,3,20,1029,1035,1025,2,1029,6,1,1614135600
349,310,0,1,1042001,1042,0,0,0,1042,1,1,1614135600
350,110,0,1,1042002,1042,0,0,1,1042,2,1,1614135600
351,210,0,1,1042003,1042,0,0,1,1042,3,1,1614135600
352,420,0,2,1042001,1042,1010,0,2,1042,4,1,1614135600
353,120,0,2,1042002,1012,1042,0,3,1042,5,1,1614135600
354,130,0,3,19,1042,1039,1028,2,1042,6,1,1614135600
355,130,0,3,26,1011,1014,1042,2,1011,6,1,1614135600
356,310,0,1,1087001,1087,0,0,0,1087,1,1,1614135600
357,110,0,1,1087002,1087,0,0,1,1087,2,1,1614135600
358,210,0,1,1087003,1087,0,0,1,1087,3,1,1614135600
359,420,0,2,1087001,1087,1028,0,2,1087,4,1,1614135600
360,220,0,2,1087002,1087,1044,0,2,1087,5,1,1614135600
361,430,0,3,56,1087,1008,1009,2,1087,6,1,1614135600
362,210,0,1,1078001,1078,0,0,0,1078,1,1,1614135600
363,110,0,1,1078002,1078,0,0,1,1078,2,1,1614135600
364,210,0,1,1078003,1078,0,0,1,1078,3,1,1614135600
365,120,0,2,1078001,1078,1003,0,2,1078,4,1,1614135600
366,420,0,2,1078002,1065,1078,0,3,1078,5,1,1614135600
367,310,0,1,1049001,1049,0,0,0,1049,1,1,1614135600
368,410,2,1,1002004,1002,0,0,0,1002,6,1,1666234800
369,410,2,1,1006004,1006,0,0,0,1006,6,1,1666234800
370,420,2,2,1068003,1068,1057,0,0,1068,7,1,1666234800
371,110,0,1,1049002,1049,0,0,1,1049,2,1,1614135600
372,210,0,1,1049003,1049,0,0,1,1049,3,1,1614135600
373,420,0,2,1049001,1049,1007,0,2,1049,4,1,1614135600
374,120,0,2,1049002,1049,1070,0,2,1049,5,1,1614135600
375,530,0,3,3,1007,1049,1037,2,1007,6,1,1614135600
376,530,0,3,31,1068,1017,1049,4,1049,6,1,1614135600
377,430,0,3,42,1049,1067,1014,3,1067,6,1,1614135600
378,410,0,1,1100001,1100,0,0,0,1100,1,1,1614135600
379,310,0,1,1100002,1100,0,0,1,1100,2,1,1614135600
380,510,0,1,1100003,1100,0,0,1,1100,3,1,1614135600
381,420,0,2,1100001,1100,1015,0,2,1100,4,1,1614135600
382,220,0,2,1100002,1099,1100,0,3,1100,5,1,1614135600
383,530,0,3,52,1100,1046,1019,2,1100,6,1,1614135600
384,310,0,1,1047001,1047,0,0,0,1047,1,1,1614135600
385,410,0,1,1047002,1047,0,0,1,1047,2,1,1614135600
386,510,0,1,1047003,1047,0,0,1,1047,3,1,1614135600
387,220,0,2,1047001,1059,1047,0,3,1047,4,1,1614135600
388,420,0,2,1047002,1047,1044,0,2,1047,5,1,1614135600
389,430,0,3,18,1025,1030,1047,2,1025,6,1,1614135600
390,310,0,1,1099001,1099,0,0,0,1099,1,1,1614135600
391,510,0,1,1099002,1099,0,0,1,1099,2,1,1614135600
392,410,0,1,1099003,1099,0,0,1,1099,3,1,1614135600
393,220,0,2,1099001,1099,1098,0,2,1099,4,1,1614135600
394,520,0,2,1099002,1100,1099,0,3,1099,5,1,1614135600
395,430,0,3,50,1098,1100,1099,2,1098,6,1,1614135600
396,130,0,3,51,1099,1046,1038,2,1099,6,1,1614135600
397,310,0,1,1065001,1065,0,0,0,1065,1,1,1614135600
398,510,0,1,1065002,1065,0,0,1,1065,2,1,1614135600
399,410,0,1,1065003,1065,0,0,1,1065,3,1,1614135600
400,120,0,2,1065001,1064,1065,0,2,1065,4,1,1614135600
401,520,0,2,1065002,1063,1065,0,2,1065,5,1,1614135600
402,130,0,3,30,1048,1065,1040,2,1048,6,1,1614135600
403,310,0,1,1043001,1043,0,0,0,1043,1,1,1614135600
404,410,0,1,1043002,1043,0,0,1,1043,2,1,1614135600
405,510,0,1,1043003,1043,0,0,1,1043,3,1,1614135600
406,220,0,2,1043001,1043,1010,0,2,1043,4,1,1614135600
407,420,0,2,1043002,1043,1019,0,2,1043,5,1,1614135600
408,130,0,3,27,1054,1041,1043,4,1043,6,1,1614135600
409,310,0,1,1066001,1066,0,0,0,1066,1,1,1614135600
410,410,0,1,1066002,1066,0,0,1,1066,2,1,1614135600
411,510,0,1,1066003,1066,0,0,1,1066,3,1,1614135600
412,220,0,2,1066001,1066,1003,0,2,1066,4,1,1614135600
413,420,0,2,1066002,1066,1060,0,2,1066,5,1,1614135600
414,430,0,3,40,1064,1066,1065,4,1065,6,1,1614135600
415,530,0,3,41,1061,1066,1070,3,1066,6,1,1614135600
416,310,0,1,1057001,1057,0,0,0,1057,1,1,1614135600
417,110,0,1,1057002,1057,0,0,1,1057,2,1,1614135600
418,210,0,1,1057003,1057,0,0,1,1057,3,1,1614135600
419,220,0,2,1057001,1057,1104,0,2,1057,4,1,1614135600
420,520,0,2,1057002,1057,1004,0,2,1057,5,1,1614135600
