id,item_exchange_top_id,disp_order,condition_type,condition_value_1,condition_value_2,change_item_limit_type,change_item_limit_num,change_item_category,change_item_id,change_item_num,additional_piece_num,pay_item_category,pay_item_id,pay_item_num,price_change_group_id,start_date,end_date
3116,3000,105001,0,0,0,1,650,102,105001,1,0,97,115,1,10,1619406000,2542978799
3117,3000,104601,0,0,0,1,650,102,104601,1,0,97,115,1,10,1620270000,2542978799
3118,3000,101601,0,0,0,1,650,102,101601,1,0,97,115,1,10,1621220400,2542978799
3119,3000,101802,0,0,0,1,650,102,101802,1,0,97,115,1,10,1622170800,2542978799
3120,3000,102402,0,0,0,1,650,102,102402,1,0,97,115,1,10,1622170800,2542978799
3121,3000,102001,0,0,0,1,650,102,102001,1,0,97,115,1,10,1623294000,2542978799
3122,3000,101201,0,0,0,1,650,102,101201,1,0,97,115,1,10,1624244400,2542978799
3123,3000,101102,0,0,0,1,650,102,101102,1,0,97,115,1,10,1624935600,2542978799
3124,3000,101402,0,0,0,1,650,102,101402,1,0,97,115,1,10,1624935600,2542978799
3125,3000,100501,0,0,0,1,650,102,100501,1,0,97,115,1,10,1626058800,2542978799
3126,3000,104001,0,0,0,1,650,102,104001,1,0,97,115,1,10,1626750000,2542978799
3127,3000,100102,0,0,0,1,650,102,100102,1,0,97,115,1,10,1627527600,2542978799
3128,3000,100402,0,0,0,1,650,102,100402,1,0,97,115,1,10,1627527600,2542978799
3129,3000,105801,0,0,0,1,650,102,105801,1,0,97,115,1,10,1628650800,2542978799
3130,3000,103701,0,0,0,1,650,102,103701,1,0,97,115,1,10,1629428400,2542978799
3131,3000,105602,0,0,0,1,650,102,105602,1,0,97,115,1,10,1630292400,2542978799
3132,3000,102801,0,0,0,1,650,102,102801,1,0,97,115,1,10,1631242800,2542978799
3133,3000,101901,0,0,0,1,650,102,101901,1,0,97,115,1,10,1632106800,2542978799
3134,3000,103002,0,0,0,1,650,102,103002,1,0,97,115,1,10,1632884400,2542978799
3135,3000,104502,0,0,0,1,650,102,104502,1,0,97,115,1,10,1632884400,2542978799
3136,3000,103901,0,0,0,1,650,102,103901,1,0,97,115,1,10,1633921200,2542978799
3137,3000,102501,0,0,0,1,650,102,102501,1,0,97,115,1,10,1634698800,2542978799
3138,3000,101702,0,0,0,1,650,102,101702,1,0,97,115,1,10,1635390000,2542978799
3139,3000,104002,0,0,0,1,650,102,104002,1,0,97,115,1,10,1635390000,2542978799
3140,3000,104801,0,0,0,1,650,102,104801,1,0,97,115,1,10,1636340400,2542978799
3141,3000,105901,0,0,0,1,650,102,105901,1,0,97,115,1,10,1637290800,2542978799
3142,3000,100602,0,0,0,1,650,102,100602,1,0,97,115,1,10,1638154800,2542978799
3143,3000,102302,0,0,0,1,650,102,102302,1,0,97,115,1,10,1638154800,2542978799
3144,3000,102201,0,0,0,1,650,102,102201,1,0,97,115,1,10,1639450800,2542978799
3145,3000,102101,0,0,0,1,650,102,102101,1,0,97,115,1,10,1640142000,2542978799
3146,3000,101502,0,0,0,1,650,102,101502,1,0,97,115,1,10,1640919600,2542978799
3147,3000,105202,0,0,0,1,650,102,105202,1,0,97,115,1,10,1640919600,2542978799
3148,3000,106901,0,0,0,1,650,102,106901,1,0,97,115,1,10,1642647600,2542978799
3149,3000,102602,0,0,0,1,650,102,102602,1,0,97,115,1,10,1643338800,2542978799
3150,3000,103702,0,0,0,1,650,102,103702,1,0,97,115,1,10,1643338800,2542978799
3151,3000,107101,0,0,0,1,650,102,107101,1,0,97,115,1,10,1644289200,2542978799
3152,3000,103301,0,0,0,1,650,102,103301,1,0,97,115,1,10,1644980400,2542978799
3153,3000,106801,0,0,0,1,650,102,106801,1,0,97,115,1,10,1645671600,2542978799
3154,3000,106701,0,0,0,1,650,102,106701,1,0,97,115,1,10,1646622000,2542978799
3155,3000,107401,0,0,0,1,650,102,107401,1,0,97,115,1,10,1647572400,2542978799
3156,3000,100502,0,0,0,1,650,102,100502,1,0,97,115,1,10,1648522800,2542978799
3157,3000,102002,0,0,0,1,650,102,102002,1,0,97,115,1,10,1648522800,2542978799
3158,3000,105101,0,0,0,1,650,102,105101,1,0,97,115,1,10,1649646000,2542978799
3159,3000,107201,0,0,0,1,650,102,107201,1,0,97,115,1,10,1650337200,2542978799
3160,3000,106002,0,0,0,1,650,102,106002,1,0,97,115,1,10,1651114800,2542978799
3161,3000,106102,0,0,0,1,650,102,106102,1,0,97,115,1,10,1651114800,2542978799
3162,3000,103101,0,0,0,1,650,102,103101,1,0,97,115,1,10,1652151600,2542978799
3163,3000,106401,0,0,0,1,650,102,106401,1,0,97,115,1,10,1653015600,2542978799
3164,3000,102202,0,0,0,1,650,102,102202,1,0,97,115,1,10,1653879600,2542978799
3165,3000,103802,0,0,0,1,650,102,103802,1,0,97,115,1,10,1653879600,2542978799
3166,3000,103401,0,0,0,1,650,102,103401,1,0,97,115,1,10,1654830000,2542978799
3167,3000,104401,0,0,0,1,650,102,104401,1,0,97,115,1,10,1655694000,2542978799
3168,3000,101002,0,0,0,1,650,102,101002,1,0,97,115,1,10,1656558000,2542978799
3169,3000,105902,0,0,0,1,650,102,105902,1,0,97,115,1,10,1656558000,2542978799
3170,3000,103601,0,0,0,1,650,102,103601,1,0,97,115,1,10,1657508400,2542978799
3171,3000,100103,0,0,0,1,650,102,100103,1,0,97,115,1,10,1658286000,2542978799
3172,3000,100702,0,0,0,1,650,102,100702,1,0,97,115,1,10,1659063600,2542978799
3173,3000,101303,0,0,0,1,650,102,101303,1,0,97,115,1,10,1659063600,2542978799
3174,3000,105301,0,0,0,1,650,102,105301,1,0,97,115,1,10,1660100400,2542978799
3175,3000,109801,0,0,0,1,650,102,109801,1,0,97,115,1,10,1660878000,2542978799
3176,3000,104602,0,0,0,1,650,102,104602,1,0,97,115,1,10,1661310000,2542978799
3177,3000,103502,0,0,0,1,650,102,103502,1,0,97,115,1,10,1661742000,2542978799
3178,3000,105002,0,0,0,1,650,102,105002,1,0,97,115,1,10,1661742000,2542978799
3179,3000,102901,0,0,0,1,650,102,102901,1,0,97,115,1,10,1662951600,2542978799
3180,3000,104201,0,0,0,1,650,102,104201,1,0,97,115,1,10,1663642800,2542978799
3181,3000,101902,0,0,0,1,650,102,101902,1,0,97,115,1,10,1664420400,2542978799
3182,3000,105802,0,0,0,1,650,102,105802,1,0,97,115,1,10,1664420400,2542978799
3183,3000,108701,0,0,0,1,650,102,108701,1,0,97,115,1,10,1665457200,2542978799
3184,3000,107801,0,0,0,1,650,102,107801,1,0,97,115,1,10,1666148400,2542978799
3185,3000,102102,0,0,0,1,650,102,102102,1,0,97,115,1,10,1666926000,2542978799
3186,3000,103402,0,0,0,1,650,102,103402,1,0,97,115,1,10,1666926000,2542978799
3187,3000,104901,0,0,0,1,650,102,104901,1,0,97,115,1,10,1667962800,2542978799
3188,3000,110001,0,0,0,1,650,102,110001,1,0,97,115,1,10,1668654000,2542978799
3189,3000,100802,0,0,0,1,650,102,100802,1,0,97,115,1,10,1669604400,2542978799
3190,3000,100902,0,0,0,1,650,102,100902,1,0,97,115,1,10,1669604400,2542978799
3191,3000,104701,0,0,0,1,650,102,104701,1,0,97,115,1,10,1670814000,2542978799
3192,3000,101602,0,0,0,1,650,102,101602,1,0,97,115,1,10,1671505200,2542978799
3193,3000,106702,0,0,0,1,650,102,106702,1,0,97,115,1,10,1672282800,2542978799
3194,3000,106802,0,0,0,1,650,102,106802,1,0,97,115,1,10,1672282800,2542978799
3195,3000,109901,0,0,0,1,650,102,109901,1,0,97,115,1,10,1673319600,2542978799
3196,3000,106501,0,0,0,1,650,102,106501,1,0,97,115,1,10,1674183600,2542978799
3197,3000,102702,0,0,0,1,650,102,102702,1,0,97,115,1,10,1675047600,2542978799
3198,3000,103102,0,0,0,1,650,102,103102,1,0,97,115,1,10,1675047600,2542978799
3199,3000,104301,0,0,0,1,650,102,104301,1,0,97,115,1,10,1676257200,2542978799
3200,3000,105701,0,0,0,1,650,102,105701,1,0,97,115,1,10,1677207600,2542978799
3201,3000,100701,0,0,0,1,650,102,100701,1,0,97,115,1,10,1496242800,2542978799
3202,3000,100801,0,0,0,1,650,102,100801,1,0,97,115,1,10,1496242800,2542978799
3203,3000,100901,0,0,0,1,650,102,100901,1,0,97,115,1,10,1496242800,2542978799
3204,3000,101101,0,0,0,1,650,102,101101,1,0,97,115,1,10,1496242800,2542978799
3205,3000,101401,0,0,0,1,650,102,101401,1,0,97,115,1,10,1496242800,2542978799
3206,3000,101801,0,0,0,1,650,102,101801,1,0,97,115,1,10,1496242800,2542978799
3207,3000,102401,0,0,0,1,650,102,102401,1,0,97,115,1,10,1496242800,2542978799
3208,3000,104501,0,0,0,1,650,102,104501,1,0,97,115,1,10,1496242800,2542978799
3209,3000,106201,0,0,0,1,650,102,106201,1,0,97,115,1,10,1645671600,2542978799
3301,3000,102701,0,0,0,1,650,102,102701,1,0,97,115,1,10,1496242800,2542978799
3302,3000,103201,0,0,0,1,650,102,103201,1,0,97,115,1,10,1496242800,2542978799
3303,3000,103501,0,0,0,1,650,102,103501,1,0,97,115,1,10,1496242800,2542978799
3304,3000,104101,0,0,0,1,650,102,104101,1,0,97,115,1,10,1496242800,2542978799
3305,3000,105201,0,0,0,1,650,102,105201,1,0,97,115,1,10,1496242800,2542978799
3306,3000,105601,0,0,0,1,650,102,105601,1,0,97,115,1,10,1496242800,2542978799
3307,3000,106001,0,0,0,1,650,102,106001,1,0,97,115,1,10,1496242800,2542978799
3308,3000,106101,0,0,0,1,650,102,106101,1,0,97,115,1,10,1496242800,2542978799
3309,3000,106601,0,0,0,1,650,102,106601,1,0,97,115,1,10,1677207600,2542978799
4101,4000,101,0,0,0,4,2,40,41,1,0,99,57,200,0,1496242800,2542978799
4102,4000,102,0,0,0,4,2,40,111,1,0,99,57,200,0,1496242800,2542978799
4201,4000,201,0,0,0,0,0,91,59,5000,0,99,57,30,0,1496242800,2542978799
4301,4000,301,0,0,0,4,30,34,95,1,0,99,57,30,0,1496242800,2542978799
4401,4000,401,0,0,0,4,30,150,116,1,0,99,57,20,0,1496242800,2542978799
4402,4000,402,0,0,0,4,30,150,117,1,0,99,57,20,0,1496242800,2542978799
4403,4000,403,0,0,0,4,30,150,118,1,0,99,57,20,0,1496242800,2542978799
4404,4000,404,0,0,0,4,30,150,119,1,0,99,57,20,0,1496242800,2542978799
4405,4000,405,0,0,0,4,30,150,120,1,0,99,57,20,0,1496242800,2542978799
4601,4000,601,0,0,0,4,30,11,72,1,0,99,57,100,0,1496242800,2542978799
4602,4000,602,0,0,0,4,30,11,74,1,0,99,57,100,0,1496242800,2542978799
4603,4000,603,0,0,0,4,30,11,77,1,0,99,57,100,0,1496242800,2542978799
4604,4000,604,0,0,0,4,30,11,82,1,0,99,57,100,0,1496242800,2542978799
4605,4000,605,0,0,0,4,30,11,84,1,0,99,57,100,0,1496242800,2542978799
4606,4000,606,0,0,0,4,30,11,88,1,0,99,57,100,0,1496242800,2542978799
4607,4000,607,0,0,0,4,30,11,103,1,0,99,57,100,0,1660878000,2542978799
5001,5000,1,0,0,0,0,0,50,100101,1,60,41,130,1,0,1496242800,2542978799
5002,5000,2,0,0,0,0,0,50,100201,1,60,41,130,1,0,1496242800,2542978799
5003,5000,3,0,0,0,0,0,50,100301,1,60,41,130,1,0,1496242800,2542978799
5004,5000,4,0,0,0,0,0,50,100401,1,60,41,130,1,0,1496242800,2542978799
5005,5000,5,0,0,0,0,0,50,100601,1,60,41,130,1,0,1496242800,2542978799
5006,5000,6,0,0,0,0,0,50,101001,1,60,41,130,1,0,1496242800,2542978799
5007,5000,7,0,0,0,0,0,50,101301,1,60,41,130,1,0,1496242800,2542978799
5008,5000,8,0,0,0,0,0,50,101701,1,60,41,130,1,0,1496242800,2542978799
5009,5000,9,0,0,0,0,0,50,103001,1,60,41,130,1,0,1496242800,2542978799
5100,5001,0,0,0,0,0,0,50,100101,1,60,41,140,1,0,1629126000,2542978799
5101,5001,0,0,0,0,0,0,50,100102,1,60,41,140,1,0,1629126000,2542978799
5102,5001,0,0,0,0,0,0,50,100201,1,60,41,140,1,0,1629126000,2542978799
5103,5001,0,0,0,0,0,0,50,100301,1,60,41,140,1,0,1629126000,2542978799
5104,5001,0,0,0,0,0,0,50,100302,1,60,41,140,1,0,1629126000,2542978799
5105,5001,0,0,0,0,0,0,50,100401,1,60,41,140,1,0,1629126000,2542978799
5106,5001,0,0,0,0,0,0,50,100402,1,60,41,140,1,0,1629126000,2542978799
5107,5001,0,0,0,0,0,0,50,100501,1,60,41,140,1,0,1629126000,2542978799
5108,5001,0,0,0,0,0,0,50,100601,1,60,41,140,1,0,1629126000,2542978799
5109,5001,0,0,0,0,0,0,50,101001,1,60,41,140,1,0,1629126000,2542978799
5110,5001,0,0,0,0,0,0,50,101102,1,60,41,140,1,0,1629126000,2542978799
5111,5001,0,0,0,0,0,0,50,101201,1,60,41,140,1,0,1629126000,2542978799
5112,5001,0,0,0,0,0,0,50,101301,1,60,41,140,1,0,1629126000,2542978799
5113,5001,0,0,0,0,0,0,50,101302,1,60,41,140,1,0,1629126000,2542978799
5114,5001,0,0,0,0,0,0,50,101402,1,60,41,140,1,0,1629126000,2542978799
5115,5001,0,0,0,0,0,0,50,101501,1,60,41,140,1,0,1629126000,2542978799
5116,5001,0,0,0,0,0,0,50,101601,1,60,41,140,1,0,1629126000,2542978799
5117,5001,0,0,0,0,0,0,50,101701,1,60,41,140,1,0,1629126000,2542978799
5118,5001,0,0,0,0,0,0,50,101802,1,60,41,140,1,0,1629126000,2542978799
5119,5001,0,0,0,0,0,0,50,102001,1,60,41,140,1,0,1629126000,2542978799
5120,5001,0,0,0,0,0,0,50,102301,1,60,41,140,1,0,1629126000,2542978799
5121,5001,0,0,0,0,0,0,50,102402,1,60,41,140,1,0,1629126000,2542978799
5122,5001,0,0,0,0,0,0,50,102601,1,60,41,140,1,0,1629126000,2542978799
5123,5001,0,0,0,0,0,0,50,103001,1,60,41,140,1,0,1629126000,2542978799
5124,5001,0,0,0,0,0,0,50,103801,1,60,41,140,1,0,1629126000,2542978799
5125,5001,0,0,0,0,0,0,50,104001,1,60,41,140,1,0,1629126000,2542978799
5126,5001,0,0,0,0,0,0,50,104601,1,60,41,140,1,0,1629126000,2542978799
5127,5001,0,0,0,0,0,0,50,105001,1,60,41,140,1,0,1629126000,2542978799
5128,5001,0,0,0,0,0,0,50,105801,1,60,41,140,1,0,1629126000,2542978799
6001,5500,1,0,0,0,0,0,51,30001,1,0,42,131,1,0,1496242800,2542978799
6002,5500,2,0,0,0,0,0,51,30002,1,0,42,131,1,0,1496242800,2542978799
6003,5500,3,0,0,0,0,0,51,30003,1,0,42,131,1,0,1496242800,2542978799
6004,5500,4,0,0,0,0,0,51,30004,1,0,42,131,1,0,1496242800,2542978799
6005,5500,5,0,0,0,0,0,51,30005,1,0,42,131,1,0,1496242800,2542978799
6006,5500,6,0,0,0,0,0,51,30006,1,0,42,131,1,0,1496242800,2542978799
6007,5500,7,0,0,0,0,0,51,30007,1,0,42,131,1,0,1496242800,2542978799
6008,5500,8,0,0,0,0,0,51,30008,1,0,42,131,1,0,1496242800,2542978799
6009,5500,9,0,0,0,0,0,51,30009,1,0,42,131,1,0,1496242800,2542978799
6010,5500,10,0,0,0,0,0,51,30010,1,0,42,131,1,0,1496242800,2542978799
6011,5500,11,0,0,0,0,0,51,30011,1,0,42,131,1,0,1496242800,2542978799
6012,5500,12,0,0,0,0,0,51,30012,1,0,42,131,1,0,1496242800,2542978799
6013,5500,13,0,0,0,0,0,51,30013,1,0,42,131,1,0,1496242800,2542978799
6014,5500,14,0,0,0,0,0,51,30014,1,0,42,131,1,0,1496242800,2542978799
6015,5500,15,0,0,0,0,0,51,30015,1,0,42,131,1,0,1496242800,2542978799
6016,5500,16,0,0,0,0,0,51,30016,1,0,42,131,1,0,1496242800,2542978799
6017,5500,17,0,0,0,0,0,51,30017,1,0,42,131,1,0,1496242800,2542978799
6018,5500,18,0,0,0,0,0,51,30018,1,0,42,131,1,0,1496242800,2542978799
6020,5500,20,0,0,0,0,0,51,30020,1,0,42,131,1,0,1496242800,2542978799
6021,5500,21,0,0,0,0,0,51,30021,1,0,42,131,1,0,1496242800,2542978799
6022,5501,1,0,0,0,0,0,51,30001,1,0,42,141,1,0,1630292400,2544361199
6023,5501,2,0,0,0,0,0,51,30002,1,0,42,141,1,0,1630292400,2544361199
6024,5501,3,0,0,0,0,0,51,30003,1,0,42,141,1,0,1630292400,2544361199
6025,5501,4,0,0,0,0,0,51,30004,1,0,42,141,1,0,1630292400,2544361199
6026,5501,5,0,0,0,0,0,51,30005,1,0,42,141,1,0,1630292400,2544361199
6027,5501,6,0,0,0,0,0,51,30006,1,0,42,141,1,0,1630292400,2544361199
6028,5501,7,0,0,0,0,0,51,30007,1,0,42,141,1,0,1630292400,2544361199
6029,5501,8,0,0,0,0,0,51,30008,1,0,42,141,1,0,1630292400,2544361199
6030,5501,9,0,0,0,0,0,51,30009,1,0,42,141,1,0,1630292400,2544361199
6031,5501,10,0,0,0,0,0,51,30010,1,0,42,141,1,0,1630292400,2544361199
6032,5501,11,0,0,0,0,0,51,30011,1,0,42,141,1,0,1630292400,2544361199
6033,5501,12,0,0,0,0,0,51,30012,1,0,42,141,1,0,1630292400,2544361199
6034,5501,13,0,0,0,0,0,51,30013,1,0,42,141,1,0,1630292400,2544361199
6035,5501,14,0,0,0,0,0,51,30014,1,0,42,141,1,0,1630292400,2544361199
6036,5501,15,0,0,0,0,0,51,30015,1,0,42,141,1,0,1630292400,2544361199
6037,5501,16,0,0,0,0,0,51,30016,1,0,42,141,1,0,1630292400,2544361199
6038,5501,17,0,0,0,0,0,51,30017,1,0,42,141,1,0,1630292400,2544361199
6039,5501,18,0,0,0,0,0,51,30018,1,0,42,141,1,0,1630292400,2544361199
6040,5501,19,0,0,0,0,0,51,30020,1,0,42,141,1,0,1630292400,2544361199
6041,5501,20,0,0,0,0,0,51,30021,1,0,42,141,1,0,1630292400,2544361199
6042,5501,21,0,0,0,0,0,51,30024,1,0,42,141,1,0,1630292400,2544361199
6043,5501,22,0,0,0,0,0,51,30026,1,0,42,141,1,0,1630292400,2544361199
6044,5501,23,0,0,0,0,0,51,30027,1,0,42,141,1,0,1630292400,2544361199
6045,5501,24,0,0,0,0,0,51,30028,1,0,42,141,1,0,1630292400,2544361199
6046,5501,25,0,0,0,0,0,51,30029,1,0,42,141,1,0,1630292400,2544361199
6047,5501,26,0,0,0,0,0,51,30031,1,0,42,141,1,0,1630292400,2544361199
6048,5501,27,0,0,0,0,0,51,30032,1,0,42,141,1,0,1630292400,2544361199
6049,5501,28,0,0,0,0,0,51,30038,1,0,42,141,1,0,1630292400,2544361199
6050,5501,29,0,0,0,0,0,51,30039,1,0,42,141,1,0,1630292400,2544361199
6051,5501,30,0,0,0,0,0,51,30040,1,0,42,141,1,0,1630292400,2544361199
6052,5501,31,0,0,0,0,0,51,30042,1,0,42,141,1,0,1630292400,2544361199
6053,5501,32,0,0,0,0,0,51,30055,1,0,42,141,1,0,1630292400,2544361199
6054,5501,33,0,0,0,0,0,51,30056,1,0,42,141,1,0,1630292400,2544361199
6055,5501,34,0,0,0,0,0,51,30048,1,0,42,141,1,0,1630292400,2544361199
6056,5501,35,0,0,0,0,0,51,30045,1,0,42,141,1,0,1630292400,2544361199
6057,5501,36,0,0,0,0,0,51,30046,1,0,42,141,1,0,1630292400,2544361199
8001,8000,1,0,0,0,1,10,102,102401,5,0,161,134,600,0,1496242800,1617220799
8002,8000,1,0,0,0,1,10,102,103201,5,0,161,134,600,0,1617220800,1619812799
8003,8000,1,0,0,0,1,10,102,100901,5,0,161,134,600,0,1619812800,1622491199
8004,8000,1,0,0,0,1,10,102,101101,5,0,161,134,600,0,1622491200,1625083199
8005,8000,1,0,0,0,1,10,102,106001,5,0,161,134,600,0,1625083200,1627761599
8006,8000,1,0,0,0,1,10,102,101801,5,0,161,134,600,0,1627761600,1630439999
8007,8000,1,0,0,0,1,10,102,104501,5,0,161,134,600,0,1630440000,1633031999
8008,8000,1,0,0,0,1,10,102,100801,5,0,161,134,600,0,1633032000,1635710399
8009,8000,1,0,0,0,1,10,102,105601,5,0,161,134,600,0,1635710400,1638327599
8010,8000,1,0,0,0,1,10,102,105201,5,0,161,134,600,0,1638327600,1641005999
8011,8000,1,0,0,0,1,10,102,104101,5,0,161,134,600,0,1641006000,1643684399
8012,8000,1,0,0,0,1,10,102,101401,5,0,161,134,600,0,1643684400,1646103599
8013,8000,1,0,0,0,1,10,102,106101,5,0,161,134,600,0,1646103600,1648781999
8014,8000,1,0,0,0,1,10,102,100701,5,0,161,134,600,0,1648782000,1651373999
8015,8000,1,0,0,0,1,10,102,103501,5,0,161,134,600,0,1651374000,1654052399
8016,8000,1,0,0,0,1,10,102,102701,5,0,161,134,600,0,1654052400,1656644399
8017,8000,1,0,0,0,1,10,102,106201,5,0,161,134,600,0,1656644400,1659322799
8018,8000,1,0,0,0,1,10,102,104101,5,0,161,134,600,0,1659322800,1662001199
8019,8000,1,0,0,0,1,10,102,101401,5,0,161,134,600,0,1662001200,1664593199
8020,8000,1,0,0,0,1,10,102,101101,5,0,161,134,600,0,1664593200,1667271599
8021,8000,1,0,0,0,1,10,102,100801,5,0,161,134,600,0,1667271600,1669863599
8022,8000,1,0,0,0,1,10,102,100901,5,0,161,134,600,0,1669863600,1672541999
8023,8000,1,0,0,0,1,10,102,106101,5,0,161,134,600,0,1672542000,1675220399
8024,8000,1,0,0,0,1,10,102,105201,5,0,161,134,600,0,1675220400,1677639599
8025,8000,1,0,0,0,1,10,102,103201,5,0,161,134,600,0,1677639600,1680317999
8201,8000,201,1,1,14,1,4,51,30022,1,0,161,134,100,20,1496242800,2542978799
8202,8000,202,1,2,13,1,4,51,30023,1,0,161,134,100,20,1496242800,2542978799
8203,8000,203,1,3,13,1,4,51,30033,1,0,161,134,100,20,1619406000,2542978799
8204,8000,204,1,4,13,1,4,51,30044,1,0,161,134,100,20,1626750000,2542978799
8205,8000,205,1,5,13,1,4,51,30076,1,0,161,134,100,20,1640142000,2542978799
8206,8000,206,1,6,13,1,4,51,30081,1,0,161,134,100,20,1647572400,2542978799
8207,8000,207,1,7,24,1,4,51,30105,1,0,161,134,100,20,1658286000,2542978799
8301,8000,301,0,0,0,4,30,11,71,1,0,161,134,250,0,1496242800,2542978799
8302,8000,302,0,0,0,4,30,11,80,1,0,161,134,250,0,1496242800,2542978799
8303,8000,303,0,0,0,4,30,11,81,1,0,161,134,250,0,1496242800,2542978799
8304,8000,304,0,0,0,4,30,11,102,1,0,161,134,250,0,1496242800,2542978799
8305,8000,305,0,0,0,4,30,11,90,1,0,161,134,250,0,1496242800,2542978799
8306,8000,308,0,0,0,4,30,91,59,1500,0,161,134,50,0,1496242800,2542978799
8307,8000,306,0,0,0,4,30,11,105,1,0,161,134,250,0,1660878000,2542978799
8308,8000,307,0,0,0,4,30,11,179,1,0,161,134,250,0,1660878000,2542978799
9001,6,1,0,0,0,0,0,34,95,1,0,90,43,10,0,1496242800,2542978799
9002,7,1,0,0,0,0,0,34,95,1,0,90,43,10,0,1496242800,2542978799
10000,9000,0,0,0,0,1,1,102,100101,1,0,91,59,15000,0,1496242800,2542978799
10001,9000,0,0,0,0,1,1,102,100201,1,0,91,59,15000,0,1496242800,2542978799
10002,9000,0,0,0,0,1,1,102,100301,1,0,91,59,15000,0,1496242800,2542978799
10003,9000,0,0,0,0,1,1,102,100401,1,0,91,59,15000,0,1496242800,2542978799
10004,9000,0,0,0,0,1,1,102,100601,1,0,91,59,15000,0,1496242800,2542978799
10005,9000,0,0,0,0,1,1,102,100701,1,0,91,59,10000,0,1496242800,2542978799
10006,9000,0,0,0,0,1,1,102,100801,1,0,91,59,10000,0,1496242800,2542978799
10007,9000,0,0,0,0,1,1,102,100901,1,0,91,59,10000,0,1496242800,2542978799
