id,scenario_id,disp_order,group_id,rank,chara_data_id,user_show,receive_condition_type,start_date,end_date
82,0,3027,3027,3,1027,1,3,1483196400,2524575600
83,0,3010,3010,3,1010,1,3,1483196400,2524575600
84,0,3006,3006,3,1006,1,3,1483196400,2524575600
85,0,3012,3012,3,1012,1,3,1624244400,2524575600
86,0,3015,3015,3,1015,1,3,1614654000,2524575600
87,0,3026,3026,3,1026,1,3,1615258800,2524575600
88,0,3046,3046,3,1046,1,3,1620226800,2524575600
89,0,3038,3038,3,1038,1,3,1618282800,2524575600
90,0,2009,2009,2,0,1,3,1483196400,2524575600
91,0,5009,5009,3,0,1,3,1483196400,2524575600
92,0,46,46,1,0,1,3,1483196400,2524575600
97,0,5001,5001,3,0,1,3,1483196400,2524575600
98,0,5026,5026,3,0,1,3,1483196400,2524575600
99,0,2027,2027,2,0,1,3,1483196400,2524575600
100,0,2,2,1,0,1,3,1483196400,2524575600
101,0,1,1,1,0,1,3,1483196400,2524575600
102,0,5,5,1,0,1,3,1483196400,2524575600
103,0,2019,2019,2,0,1,3,1483196400,2524575600
104,0,2030,2030,2,0,1,3,1483196400,2524575600
105,0,2016,2016,2,0,1,3,1483196400,2524575600
106,0,2017,2017,2,0,1,3,1483196400,2524575600
107,0,2005,2005,2,0,1,3,1483196400,2524575600
108,0,2022,2022,2,0,1,2,1483196400,2524575600
109,0,2018,2018,2,0,1,3,1483196400,2524575600
110,0,2020,2020,2,0,1,3,1483196400,2524575600
112,0,2008,2008,2,0,1,3,1483196400,2524575600
113,0,5015,5015,3,0,1,3,1483196400,2524575600
114,0,5021,5021,3,0,1,3,1483196400,2524575600
115,0,2011,2011,2,0,1,1,1483196400,2524575600
116,0,2006,2006,2,0,1,3,1483196400,2524575600
117,0,5007,5007,3,0,1,3,1483196400,2524575600
118,0,2014,2014,2,0,1,3,1483196400,2524575600
119,0,2007,2007,2,0,1,3,1483196400,2524575600
120,0,25,25,1,0,1,3,1483196400,2524575600
121,0,24,24,1,0,1,3,1483196400,2524575600
122,0,26,26,1,0,1,3,1483196400,2524575600
123,0,28,28,1,0,1,3,1483196400,2524575600
124,0,27,27,1,0,1,3,1483196400,2524575600
125,0,21,21,1,0,1,3,1483196400,2524575600
126,0,3061,3061,3,1061,1,3,1483196400,2524575600
127,0,3013,3013,3,1013,1,3,1483196400,2524575600
128,0,45,45,1,0,1,3,1483196400,2524575600
129,0,44,44,1,0,1,3,1483196400,2524575600
130,0,2038,2038,2,0,1,3,1483196400,2524575600
131,0,39,39,1,0,1,3,1483196400,2524575600
132,0,30,30,1,0,1,1,1483196400,2524575600
133,0,19,19,1,0,1,3,1483196400,2524575600
134,0,12,12,1,0,1,3,1483196400,2524575600
135,0,5006,5006,3,0,1,3,1483196400,2524575600
136,0,5004,5004,3,0,1,3,1483196400,2524575600
137,0,5005,5005,3,0,1,3,1483196400,2524575600
138,0,5002,5002,3,0,1,3,1483196400,2524575600
139,0,5003,5003,3,0,1,3,1483196400,2524575600
140,0,2031,2031,2,0,1,3,1483196400,2524575600
141,0,11,11,1,0,1,3,1483196400,2524575600
142,0,2004,2004,2,0,1,3,1483196400,2524575600
143,0,2003,2003,2,0,1,1,1483196400,2524575600
144,0,2001,2001,2,0,1,1,1483196400,2524575600
145,0,5019,5019,3,0,1,3,1483196400,2524575600
146,0,5017,5017,3,0,1,3,1483196400,2524575600
147,0,2002,2002,2,0,1,1,1483196400,2524575600
148,0,5018,5018,3,0,1,3,1483196400,2524575600
149,0,5016,5016,3,0,1,3,1483196400,2524575600
150,0,5014,5014,3,0,1,3,1483196400,2524575600
151,0,3023,3023,3,1023,1,2,1616036400,2524575600
152,2,1002,1002,2,0,1,2,1630292400,2524575600
153,2,1001,1001,2,0,1,2,1630292400,2524575600
154,2,4001,4001,3,0,1,3,1630292400,2524575600
155,2,4002,4002,3,0,1,2,1630292400,2524575600
160,0,3050,3050,3,1050,1,3,1618887600,2524575600
161,0,3016,3016,3,1016,1,3,1621220400,2524575600
162,2,4003,4003,3,0,1,3,1630292400,2524575600
163,2,4004,4004,3,0,1,3,1630292400,2524575600
164,0,3020,3020,3,1020,1,3,1623294000,2524575600
165,0,3058,3058,3,1058,1,3,1628650800,2524575600
166,0,3028,3028,3,1028,1,3,1631242800,2524575600
167,0,3019,3019,3,1019,1,3,1632106800,2524575600
168,0,3039,3039,3,1039,1,3,1633921200,2524575600
169,0,3025,3025,3,1025,1,3,1634698800,2524575600
170,0,3048,3048,3,1048,1,3,1636340400,2524575600
171,0,3059,3059,3,1059,1,3,1637290800,2524575600
172,0,3022,3022,3,1022,1,3,1639450800,2524575600
173,0,3021,3021,3,1021,1,3,1640142000,2524575600
174,0,3069,3069,3,1069,1,3,1642647600,2524575600
175,0,3071,3071,3,1071,1,1,1644289200,2524575600
176,0,3033,3033,3,1033,1,3,1644980400,2524575600
177,0,3062,3062,3,1062,1,3,1645671600,2524575600
178,0,3068,3068,3,1068,1,3,1645671600,2524575600
179,0,3067,3067,3,1067,1,3,1646622000,2524575600
180,4,4005,4005,3,0,1,1,1645671600,2524575600
181,4,4006,4006,3,0,1,1,1645671600,2524575600
182,4,4007,4007,3,0,1,1,1645671600,2524575600
183,0,4008,4008,3,0,1,1,1645671600,2524575600
184,4,1003,1003,2,0,1,1,1645671600,2524575600
185,0,1004,1004,2,0,1,1,1645671600,2524575600
186,0,3074,3074,3,1074,1,3,1647572400,2524575600
187,4,5027,5027,3,0,1,3,1645671600,2524575600
188,4,5028,5028,3,0,1,3,1645671600,2524575600
189,4,5029,5029,3,0,1,3,1645671600,2524575600
190,4,5030,5030,3,0,1,3,1645671600,2524575600
191,4,5031,5031,3,0,1,3,1645671600,2524575600
192,4,2039,2039,2,0,1,3,1645671600,2524575600
193,4,2040,2040,2,0,1,3,1645671600,2524575600
194,4,5032,5032,3,0,1,3,1645671600,2524575600
195,4,2041,2041,2,0,1,3,1645671600,2524575600
196,4,2042,2042,2,0,1,3,1645671600,2524575600
197,4,2043,2043,2,0,1,3,1645671600,2524575600
198,4,5033,5033,3,0,1,3,1645671600,2524575600
199,4,5034,5034,3,0,1,3,1645671600,2524575600
200,4,2044,2044,2,0,1,3,1645671600,2524575600
201,4,2045,2045,2,0,1,3,1645671600,2524575600
202,4,2046,2046,2,0,1,3,1645671600,2524575600
203,4,2047,2047,2,0,1,3,1645671600,2524575600
204,4,2048,2048,2,0,1,3,1645671600,2524575600
205,4,5035,5035,3,0,1,3,1645671600,2524575600
206,4,2049,2049,2,0,1,3,1645671600,2524575600
207,4,2050,2050,2,0,1,3,1645671600,2524575600
208,4,2051,2051,2,0,1,3,1645671600,2524575600
209,4,2052,2052,2,0,1,3,1645671600,2524575600
210,4,2053,2053,2,0,1,3,1645671600,2524575600
211,4,2054,2054,2,0,1,3,1645671600,2524575600
212,4,2055,2055,2,0,1,3,1645671600,2524575600
213,4,2056,2056,2,0,1,3,1645671600,2524575600
214,4,2057,2057,2,0,1,3,1645671600,2524575600
215,4,2058,2058,2,0,1,3,1645671600,2524575600
216,4,2059,2059,2,0,1,3,1645671600,2524575600
217,4,47,47,1,0,1,3,1645671600,2524575600
218,4,48,48,1,0,1,3,1645671600,2524575600
219,4,49,49,1,0,1,3,1645671600,2524575600
220,4,50,50,1,0,1,3,1645671600,2524575600
221,4,51,51,1,0,1,3,1645671600,2524575600
222,4,52,52,1,0,1,3,1645671600,2524575600
223,0,3051,3051,3,1051,1,3,1649646000,2524575600
224,0,3072,3072,3,1072,1,3,1650337200,2524575600
225,0,3031,3031,3,1031,1,3,1652151600,2524575600
226,0,3064,3064,3,1064,1,3,1653015600,2524575600
227,0,3034,3034,3,1034,1,3,1654830000,2524575600
228,0,3044,3044,3,1044,1,3,1655694000,2524575600
229,0,3036,3036,3,1036,1,3,1657508400,2524575600
230,0,3053,3053,3,1053,1,3,1660100400,2524575600
231,0,3098,3098,3,1098,1,1,1660878000,2524575600
232,0,3029,3029,3,1029,1,3,1662951600,2524575600
233,3,1005,1005,2,0,1,2,1661310000,2524575600
234,3,1006,1006,2,0,1,2,1661310000,2524575600
235,3,4010,4009,3,0,1,3,1661310000,2524575600
236,3,4009,4010,3,0,1,2,1661310000,2524575600
237,3,4011,4011,3,0,1,2,1661310000,2524575600
238,3,4012,4012,3,0,1,2,1661310000,2524575600
239,3,4013,4013,3,0,1,2,1661310000,2524575600
240,3,4014,4014,3,0,1,2,1661310000,2524575600
241,3,4015,4015,3,0,1,2,1661310000,2524575600
242,0,53,53,1,0,1,3,1660878000,2524575600
243,0,54,54,1,0,1,3,1660878000,2524575600
244,0,55,55,1,0,1,3,1660878000,2524575600
245,0,56,56,1,0,1,3,1660878000,2524575600
246,0,57,57,1,0,1,3,1660878000,2524575600
247,0,2060,2060,2,0,1,3,1660878000,2524575600
248,0,2061,2061,2,0,1,3,1660878000,2524575600
249,0,2062,2062,2,0,1,3,1660878000,2524575600
250,0,2063,2063,2,0,1,3,1660878000,2524575600
251,0,2064,2064,2,0,1,3,1660878000,2524575600
252,0,2065,2065,2,0,1,3,1660878000,2524575600
253,0,2066,2066,2,0,1,3,1660878000,2524575600
254,0,2067,2067,2,0,1,3,1660878000,2524575600
255,0,2068,2068,2,0,1,3,1660878000,2524575600
256,0,5036,5036,3,0,1,3,1660878000,2524575600
257,0,5037,5037,3,0,1,3,1660878000,2524575600
258,0,3042,3042,3,1042,1,3,1663642800,2524575600
259,0,3087,3087,3,1087,1,2,1665457200,2524575600
260,0,3078,3078,3,1078,1,3,1666148400,2524575600
261,0,3049,3049,3,1049,1,1,1667962800,2524575600
262,0,3100,3100,3,1100,1,3,1668654000,2524575600
263,0,3047,3047,3,1047,1,3,1670814000,2524575600
264,0,3099,3099,3,1099,1,3,1673319600,2524575600
265,0,3065,3065,3,1065,1,1,1674183600,2524575600
266,0,3043,3043,3,1043,1,3,1676257200,2524575600
267,0,3066,3066,3,1066,1,3,1677207600,2524575600
268,0,3057,3057,3,1057,1,3,1677207600,2524575600
269,5,1007,1007,2,0,1,2,1677207600,2524575600
270,5,1008,1008,2,0,1,2,1677207600,2524575600
271,5,4020,4016,3,0,1,3,1677207600,2524575600
272,5,4021,4017,3,0,1,3,1677207600,2524575600
273,5,4022,4018,3,0,1,3,1677207600,2524575600
274,5,4016,4019,3,0,1,2,1677207600,2524575600
275,5,4017,4020,3,0,1,3,1677207600,2524575600
276,5,4018,4021,3,0,1,3,1677207600,2524575600
277,5,4019,4022,3,0,1,3,1677207600,2524575600
