gacha_id,card_id,card_type,rarity,odds,is_pickup,recommend_order,is_prize_selectable
20003,101001,1,3,3334,1,300,0
20003,101301,1,3,3333,1,200,0
20003,101701,1,3,3334,1,100,0
20003,103001,1,3,3334,1,50,0
20004,20001,2,2,46190,0,0,0
20004,20002,2,2,46190,0,0,0
20004,20003,2,2,46190,0,0,0
20004,20004,2,2,46190,0,0,0
20004,20005,2,2,46191,0,0,0
20004,20006,2,2,46191,0,0,0
20004,20007,2,2,46191,0,0,0
20004,20008,2,2,46191,0,0,0
20004,20009,2,2,46191,0,0,0
20004,20010,2,2,46190,0,0,0
20004,20011,2,2,46191,0,0,0
20004,20012,2,2,46191,0,0,0
20004,20013,2,2,46191,0,0,0
20004,20014,2,2,46190,0,0,0
20004,20015,2,2,46191,0,0,0
20004,20016,2,2,46191,0,0,0
20004,20017,2,2,46190,0,0,0
20004,20018,2,2,46190,0,0,0
20004,20019,2,2,46190,0,0,0
20004,20020,2,2,46190,0,0,0
20004,20021,2,2,46190,0,0,0
20004,30001,2,3,1500,1,100,0
20004,30002,2,3,1500,1,99,0
20004,30003,2,3,1500,1,98,0
20004,30004,2,3,1500,1,97,0
20004,30005,2,3,1500,1,96,0
20004,30006,2,3,1500,1,95,0
20004,30007,2,3,1500,1,94,0
20004,30008,2,3,1500,1,93,0
20004,30009,2,3,1500,1,92,0
20004,30010,2,3,1500,1,91,0
20004,30011,2,3,1500,1,90,0
20004,30012,2,3,1500,1,89,0
20004,30013,2,3,1500,1,88,0
20004,30014,2,3,1500,1,87,0
20004,30015,2,3,1500,1,86,0
20004,30016,2,3,1500,1,85,0
20004,30017,2,3,1500,1,84,0
20004,30018,2,3,1500,1,83,0
20004,30020,2,3,1500,1,81,0
20004,30021,2,3,1500,1,80,0
20005,100101,1,3,25642,1,1,0
20005,100201,1,3,25641,1,2,0
20005,100301,1,3,25641,1,3,0
20005,100401,1,3,25641,1,4,0
20005,100601,1,3,25641,1,5,0
20005,101001,1,3,25641,1,6,0
20005,101301,1,3,25641,1,7,0
20005,101501,1,3,25641,1,8,0
20005,101701,1,3,25641,1,9,0
20005,103001,1,3,25641,1,10,0
20005,102601,1,3,25641,1,11,0
20005,102301,1,3,25641,1,12,0
20005,100302,1,3,25641,1,13,0
20005,101302,1,3,25641,1,14,0
20005,103801,1,3,25641,1,15,0
20005,105001,1,3,25641,1,16,0
20005,104601,1,3,25641,1,38,0
20005,101601,1,3,25641,1,37,0
20005,102402,1,3,25641,1,17,0
20005,101802,1,3,25641,1,18,0
20005,102001,1,3,25641,1,19,0
20005,101201,1,3,25641,1,20,0
20005,101402,1,3,25641,1,21,0
20005,101102,1,3,25641,1,22,0
20005,100501,1,3,25641,1,23,0
20005,104001,1,3,25641,1,24,0
20005,100102,1,3,25641,1,25,0
20005,100402,1,3,25641,1,26,0
20005,105801,1,3,25641,1,27,0
20005,103701,1,3,25641,1,28,0
20005,105602,1,3,25641,1,29,0
20005,102801,1,3,25641,1,30,0
20005,101901,1,3,25641,1,31,0
20005,103002,1,3,25641,1,32,0
20005,104502,1,3,25641,1,33,0
20005,103901,1,3,25641,1,34,0
20005,102501,1,3,25641,1,39,0
20005,101702,1,3,25641,1,35,0
20005,104002,1,3,25641,1,36,0
20006,30001,2,3,22223,1,1,0
20006,30002,2,3,22223,1,2,0
20006,30003,2,3,22223,1,3,0
20006,30004,2,3,22223,1,4,0
20006,30005,2,3,22223,1,5,0
20006,30006,2,3,22223,1,6,0
20006,30007,2,3,22223,1,7,0
20006,30008,2,3,22223,1,8,0
20006,30009,2,3,22223,1,9,0
20006,30010,2,3,22223,1,10,0
20006,30011,2,3,22222,1,11,0
20006,30012,2,3,22222,1,12,0
20006,30013,2,3,22222,1,13,0
20006,30014,2,3,22222,1,14,0
20006,30015,2,3,22222,1,15,0
20006,30016,2,3,22222,1,16,0
20006,30017,2,3,22222,1,17,0
20006,30018,2,3,22222,1,18,0
20006,30020,2,3,22222,1,19,0
20006,30021,2,3,22222,1,20,0
20006,30024,2,3,22222,1,21,0
20006,30026,2,3,22222,1,22,0
20006,30027,2,3,22222,1,43,0
20006,30028,2,3,22222,1,23,0
20006,30029,2,3,22222,1,24,0
20006,30031,2,3,22222,1,25,0
20006,30032,2,3,22222,1,26,0
20006,30038,2,3,22222,1,27,0
20006,30039,2,3,22222,1,28,0
20006,30040,2,3,22222,1,29,0
20006,30042,2,3,22222,1,30,0
20006,30055,2,3,22222,1,31,0
20006,30056,2,3,22222,1,32,0
20006,30048,2,3,22222,1,33,0
20006,30045,2,3,22222,1,34,0
20006,30046,2,3,22222,1,35,0
20006,30054,2,3,22222,1,44,0
20006,30034,2,3,22222,1,36,0
20006,30036,2,3,22222,1,37,0
20006,30063,2,3,22222,1,38,0
20006,30064,2,3,22222,1,39,0
20006,30065,2,3,22222,1,40,0
20006,30043,2,3,22222,1,41,0
20006,30068,2,3,22222,1,45,0
20006,30069,2,3,22222,1,42,0
20007,100701,1,2,121250,0,0,0
20007,100801,1,2,121250,0,0,0
20007,100901,1,2,121250,0,0,0
20007,101101,1,2,121250,0,0,0
20007,101401,1,2,121250,0,0,0
20007,101801,1,2,121250,0,0,0
20007,102401,1,2,121250,0,0,0
20007,104501,1,2,121250,0,0,0
20007,100101,1,3,770,1,1,0
20007,100201,1,3,770,1,2,0
20007,100301,1,3,770,1,3,0
20007,100401,1,3,770,1,4,0
20007,100601,1,3,770,1,5,0
20007,101001,1,3,770,1,6,0
20007,101301,1,3,770,1,7,0
20007,101501,1,3,770,1,8,0
20007,101701,1,3,770,1,9,0
20007,103001,1,3,769,1,10,0
20007,102601,1,3,769,1,11,0
20007,102301,1,3,769,1,12,0
20007,100302,1,3,769,1,13,0
20007,101302,1,3,769,1,14,0
20007,103801,1,3,769,1,15,0
20007,105001,1,3,769,1,16,0
20007,104601,1,3,769,1,38,0
20007,101601,1,3,769,1,37,0
20007,102402,1,3,769,1,17,0
20007,101802,1,3,769,1,18,0
20007,102001,1,3,769,1,19,0
20007,101201,1,3,769,1,20,0
20007,101402,1,3,769,1,21,0
20007,101102,1,3,769,1,22,0
20007,100501,1,3,769,1,23,0
20007,104001,1,3,769,1,24,0
20007,100102,1,3,769,1,25,0
20007,100402,1,3,769,1,26,0
20007,105801,1,3,769,1,27,0
20007,103701,1,3,769,1,28,0
20007,105602,1,3,769,1,29,0
20007,102801,1,3,769,1,30,0
20007,101901,1,3,769,1,31,0
20007,103002,1,3,769,1,32,0
20007,104502,1,3,769,1,33,0
20007,103901,1,3,769,1,34,0
20007,102501,1,3,769,1,39,0
20007,101702,1,3,769,1,35,0
20007,104002,1,3,769,1,36,0
20008,20001,2,2,30313,0,0,0
20008,20002,2,2,30313,0,0,0
20008,20003,2,2,30313,0,0,0
20008,20004,2,2,30313,0,0,0
20008,20005,2,2,30313,0,0,0
20008,20006,2,2,30313,0,0,0
20008,20007,2,2,30313,0,0,0
20008,20008,2,2,30313,0,0,0
20008,20009,2,2,30313,0,0,0
20008,20010,2,2,30313,0,0,0
20008,20011,2,2,30313,0,0,0
20008,20012,2,2,30313,0,0,0
20008,20013,2,2,30313,0,0,0
20008,20014,2,2,30313,0,0,0
20008,20015,2,2,30313,0,0,0
20008,20016,2,2,30313,0,0,0
20008,20017,2,2,30312,0,0,0
20008,20018,2,2,30312,0,0,0
20008,20019,2,2,30312,0,0,0
20008,20020,2,2,30312,0,0,0
20008,20021,2,2,30312,0,0,0
20008,20023,2,2,30312,0,0,0
20008,20024,2,2,30312,0,0,0
20008,20025,2,2,30312,0,0,0
20008,20027,2,2,30312,0,0,0
20008,20028,2,2,30312,0,0,0
20008,20029,2,2,30312,0,0,0
20008,20031,2,2,30312,0,0,0
20008,20034,2,2,30312,0,0,0
20008,20035,2,2,30312,0,0,0
20008,20037,2,2,30312,0,0,0
20008,20038,2,2,30312,0,0,0
20008,30001,2,3,667,1,1,0
20008,30002,2,3,667,1,2,0
20008,30003,2,3,667,1,3,0
20008,30004,2,3,667,1,4,0
20008,30005,2,3,667,1,5,0
20008,30006,2,3,667,1,6,0
20008,30007,2,3,667,1,7,0
20008,30008,2,3,667,1,8,0
20008,30009,2,3,667,1,9,0
20008,30010,2,3,667,1,10,0
20008,30011,2,3,667,1,11,0
20008,30012,2,3,667,1,12,0
20008,30013,2,3,667,1,13,0
20008,30014,2,3,667,1,14,0
20008,30015,2,3,667,1,15,0
20008,30016,2,3,667,1,16,0
20008,30017,2,3,667,1,17,0
20008,30018,2,3,667,1,18,0
20008,30020,2,3,667,1,19,0
20008,30021,2,3,667,1,20,0
20008,30024,2,3,667,1,21,0
20008,30026,2,3,667,1,22,0
20008,30027,2,3,667,1,43,0
20008,30028,2,3,667,1,23,0
20008,30029,2,3,667,1,24,0
20008,30031,2,3,667,1,25,0
20008,30032,2,3,667,1,26,0
20008,30038,2,3,667,1,27,0
20008,30039,2,3,667,1,28,0
20008,30040,2,3,667,1,29,0
20008,30042,2,3,666,1,30,0
20008,30055,2,3,666,1,31,0
20008,30056,2,3,666,1,32,0
20008,30048,2,3,666,1,33,0
20008,30045,2,3,666,1,34,0
20008,30046,2,3,666,1,35,0
20008,30054,2,3,666,1,44,0
20008,30034,2,3,666,1,36,0
20008,30036,2,3,666,1,37,0
20008,30063,2,3,666,1,38,0
20008,30064,2,3,666,1,39,0
20008,30065,2,3,666,1,40,0
20008,30043,2,3,666,1,41,0
20008,30068,2,3,666,1,45,0
20008,30069,2,3,666,1,42,0
20009,100101,1,3,10310,1,1,0
20009,100201,1,3,10310,1,2,0
20009,100301,1,3,10310,1,3,0
20009,100401,1,3,10310,1,4,0
20009,100601,1,3,10310,1,5,0
20009,101001,1,3,10310,1,6,0
20009,101301,1,3,10310,1,7,0
20009,101501,1,3,10310,1,8,0
20009,101701,1,3,10310,1,9,0
20009,103001,1,3,10310,1,10,0
20009,102601,1,3,10310,1,11,0
20009,102301,1,3,10310,1,12,0
20009,100302,1,3,10310,1,13,0
20009,101302,1,3,10310,1,14,0
20009,103801,1,3,10310,1,15,0
20009,105001,1,3,10310,1,16,0
20009,104601,1,3,10310,1,17,0
20009,101601,1,3,10310,1,18,0
20009,102402,1,3,10310,1,19,0
20009,101802,1,3,10310,1,20,0
20009,102001,1,3,10310,1,21,0
20009,101201,1,3,10310,1,22,0
20009,101402,1,3,10310,1,23,0
20009,101102,1,3,10310,1,24,0
20009,100501,1,3,10310,1,25,0
20009,104001,1,3,10310,1,26,0
20009,100102,1,3,10310,1,27,0
20009,100402,1,3,10309,1,28,0
20009,105801,1,3,10309,1,29,0
20009,103701,1,3,10309,1,30,0
20009,105602,1,3,10309,1,31,0
20009,102801,1,3,10309,1,32,0
20009,101901,1,3,10309,1,33,0
20009,103002,1,3,10309,1,34,0
20009,104502,1,3,10309,1,35,0
20009,103901,1,3,10309,1,36,0
20009,102501,1,3,10309,1,37,0
20009,101702,1,3,10309,1,38,0
20009,104002,1,3,10309,1,39,0
20009,104801,1,3,10309,1,40,0
20009,105901,1,3,10309,1,41,0
20009,100602,1,3,10309,1,42,0
20009,102302,1,3,10309,1,43,0
20009,102201,1,3,10309,1,44,0
20009,102101,1,3,10309,1,96,0
20009,105202,1,3,10309,1,45,0
20009,101502,1,3,10309,1,46,0
20009,106901,1,3,10309,1,47,0
20009,102602,1,3,10309,1,48,0
20009,103702,1,3,10309,1,49,0
20009,107101,1,3,10309,1,50,0
20009,103301,1,3,10309,1,51,0
20009,106801,1,3,10309,1,52,0
20009,106701,1,3,10309,1,53,0
20009,107401,1,3,10309,1,54,0
20009,102002,1,3,10309,1,55,0
20009,100502,1,3,10309,1,56,0
20009,105101,1,3,10309,1,57,0
20009,107201,1,3,10309,1,58,0
20009,106002,1,3,10309,1,59,0
20009,106102,1,3,10309,1,60,0
20009,103101,1,3,10309,1,61,0
20009,106401,1,3,10309,1,62,0
20009,103802,1,3,10309,1,63,0
20009,102202,1,3,10309,1,64,0
20009,103401,1,3,10309,1,65,0
20009,104401,1,3,10309,1,66,0
20009,101002,1,3,10309,1,67,0
20009,105902,1,3,10309,1,68,0
20009,103601,1,3,10309,1,69,0
20009,101303,1,3,10309,1,70,0
20009,100702,1,3,10309,1,71,0
20009,105301,1,3,10309,1,72,0
20009,109801,1,3,10309,1,95,0
20009,104602,1,3,10309,1,73,0
20009,103502,1,3,10309,1,74,0
20009,105002,1,3,10309,1,75,0
20009,102901,1,3,10309,1,76,0
20009,104201,1,3,10309,1,77,0
20009,101902,1,3,10309,1,78,0
20009,105802,1,3,10309,1,79,0
20009,108701,1,3,10309,1,80,0
20009,107801,1,3,10309,1,81,0
20009,102102,1,3,10309,1,82,0
20009,103402,1,3,10309,1,83,0
20009,104901,1,3,10309,1,84,0
20009,110001,1,3,10309,1,85,0
20009,100802,1,3,10309,1,86,0
20009,100902,1,3,10309,1,87,0
20009,104701,1,3,10309,1,88,0
20009,101602,1,3,10309,1,89,0
20009,106802,1,3,10309,1,90,0
20009,106702,1,3,10309,1,91,0
20009,109901,1,3,10309,1,92,0
20009,106501,1,3,10309,1,97,0
20009,103102,1,3,10309,1,93,0
20009,102702,1,3,10309,1,94,0
20010,30001,2,3,10870,1,1,0
20010,30002,2,3,10870,1,2,0
20010,30003,2,3,10870,1,3,0
20010,30004,2,3,10870,1,4,0
20010,30005,2,3,10870,1,5,0
20010,30006,2,3,10870,1,6,0
20010,30007,2,3,10870,1,7,0
20010,30008,2,3,10870,1,8,0
20010,30009,2,3,10870,1,9,0
20010,30010,2,3,10870,1,10,0
20010,30011,2,3,10870,1,11,0
20010,30012,2,3,10870,1,12,0
20010,30013,2,3,10870,1,13,0
20010,30014,2,3,10870,1,14,0
20010,30015,2,3,10870,1,15,0
20010,30016,2,3,10870,1,16,0
20010,30017,2,3,10870,1,17,0
20010,30018,2,3,10870,1,18,0
20010,30020,2,3,10870,1,19,0
20010,30021,2,3,10870,1,20,0
20010,30024,2,3,10870,1,21,0
20010,30026,2,3,10870,1,22,0
20010,30027,2,3,10870,1,23,0
20010,30028,2,3,10870,1,24,0
20010,30029,2,3,10870,1,25,0
20010,30031,2,3,10870,1,26,0
20010,30032,2,3,10870,1,27,0
20010,30038,2,3,10870,1,28,0
20010,30039,2,3,10870,1,29,0
20010,30040,2,3,10870,1,30,0
20010,30042,2,3,10870,1,31,0
20010,30055,2,3,10870,1,32,0
20010,30056,2,3,10870,1,33,0
20010,30048,2,3,10870,1,34,0
20010,30045,2,3,10870,1,35,0
20010,30046,2,3,10870,1,36,0
20010,30054,2,3,10870,1,37,0
20010,30034,2,3,10870,1,38,0
20010,30036,2,3,10870,1,39,0
20010,30063,2,3,10870,1,40,0
20010,30064,2,3,10870,1,41,0
20010,30065,2,3,10870,1,42,0
20010,30043,2,3,10870,1,43,0
20010,30068,2,3,10870,1,44,0
20010,30069,2,3,10870,1,45,0
20010,30071,2,3,10870,1,46,0
20010,30072,2,3,10870,1,47,0
20010,30073,2,3,10870,1,48,0
20010,30075,2,3,10870,1,49,0
20010,30077,2,3,10870,1,50,0
20010,30078,2,3,10870,1,51,0
20010,30080,2,3,10870,1,52,0
20010,30082,2,3,10869,1,53,0
20010,30083,2,3,10869,1,54,0
20010,30085,2,3,10869,1,55,0
20010,30086,2,3,10869,1,56,0
20010,30089,2,3,10869,1,57,0
20010,30090,2,3,10869,1,58,0
20010,30091,2,3,10869,1,59,0
20010,30093,2,3,10869,1,60,0
20010,30094,2,3,10869,1,61,0
20010,30095,2,3,10869,1,62,0
20010,30097,2,3,10869,1,63,0
20010,30098,2,3,10869,1,64,0
20010,30099,2,3,10869,1,65,0
20010,30053,2,3,10869,1,66,0
20010,30102,2,3,10869,1,67,0
20010,30103,2,3,10869,1,68,0
20010,30106,2,3,10869,1,69,0
20010,30067,2,3,10869,1,70,0
20010,30107,2,3,10869,1,71,0
20010,30108,2,3,10869,1,72,0
20010,30110,2,3,10869,1,73,0
20010,30052,2,3,10869,1,74,0
20010,30101,2,3,10869,1,91,0
20010,30111,2,3,10869,1,75,0
20010,30112,2,3,10869,1,76,0
20010,30114,2,3,10869,1,77,0
20010,30115,2,3,10869,1,78,0
20010,30116,2,3,10869,1,79,0
20010,30118,2,3,10869,1,80,0
20010,30146,2,3,10869,1,81,0
20010,30120,2,3,10869,1,82,0
20010,30122,2,3,10869,1,83,0
20010,30123,2,3,10869,1,84,0
20010,30124,2,3,10869,1,85,0
20010,30126,2,3,10869,1,90,0
20010,30127,2,3,10869,1,86,0
20010,30128,2,3,10869,1,87,0
20010,30130,2,3,10869,1,88,0
20010,30131,2,3,10869,1,89,0
20010,30132,2,3,10869,1,92,0
20011,100701,1,2,107778,0,0,0
20011,100801,1,2,107778,0,0,0
20011,100901,1,2,107778,0,0,0
20011,101101,1,2,107778,0,0,0
20011,101401,1,2,107778,0,0,0
20011,101801,1,2,107778,0,0,0
20011,102401,1,2,107778,0,0,0
20011,104501,1,2,107777,0,0,0
20011,106201,1,2,107777,0,0,0
20011,100101,1,3,310,1,1,0
20011,100201,1,3,310,1,2,0
20011,100301,1,3,310,1,3,0
20011,100401,1,3,310,1,4,0
20011,100601,1,3,310,1,5,0
20011,101001,1,3,310,1,6,0
20011,101301,1,3,310,1,7,0
20011,101501,1,3,310,1,8,0
20011,101701,1,3,310,1,9,0
20011,103001,1,3,310,1,10,0
20011,102601,1,3,310,1,11,0
20011,102301,1,3,310,1,12,0
20011,100302,1,3,310,1,13,0
20011,101302,1,3,310,1,14,0
20011,103801,1,3,310,1,15,0
20011,105001,1,3,310,1,16,0
20011,104601,1,3,310,1,17,0
20011,101601,1,3,310,1,18,0
20011,102402,1,3,310,1,19,0
20011,101802,1,3,310,1,20,0
20011,102001,1,3,310,1,21,0
20011,101201,1,3,310,1,22,0
20011,101402,1,3,310,1,23,0
20011,101102,1,3,310,1,24,0
20011,100501,1,3,310,1,25,0
20011,104001,1,3,310,1,26,0
20011,100102,1,3,310,1,27,0
20011,100402,1,3,309,1,28,0
20011,105801,1,3,309,1,29,0
20011,103701,1,3,309,1,30,0
20011,105602,1,3,309,1,31,0
20011,102801,1,3,309,1,32,0
20011,101901,1,3,309,1,33,0
20011,103002,1,3,309,1,34,0
20011,104502,1,3,309,1,35,0
20011,103901,1,3,309,1,36,0
20011,102501,1,3,309,1,37,0
20011,101702,1,3,309,1,38,0
20011,104002,1,3,309,1,39,0
20011,104801,1,3,309,1,40,0
20011,105901,1,3,309,1,41,0
20011,100602,1,3,309,1,42,0
20011,102302,1,3,309,1,43,0
20011,102201,1,3,309,1,44,0
20011,102101,1,3,309,1,96,0
20011,105202,1,3,309,1,45,0
20011,101502,1,3,309,1,46,0
20011,106901,1,3,309,1,47,0
20011,102602,1,3,309,1,48,0
20011,103702,1,3,309,1,49,0
20011,107101,1,3,309,1,50,0
20011,103301,1,3,309,1,51,0
20011,106801,1,3,309,1,52,0
20011,106701,1,3,309,1,53,0
20011,107401,1,3,309,1,54,0
20011,102002,1,3,309,1,55,0
20011,100502,1,3,309,1,56,0
20011,105101,1,3,309,1,57,0
20011,107201,1,3,309,1,58,0
20011,106002,1,3,309,1,59,0
20011,106102,1,3,309,1,60,0
20011,103101,1,3,309,1,61,0
20011,106401,1,3,309,1,62,0
20011,103802,1,3,309,1,63,0
20011,102202,1,3,309,1,64,0
20011,103401,1,3,309,1,65,0
20011,104401,1,3,309,1,66,0
20011,101002,1,3,309,1,67,0
20011,105902,1,3,309,1,68,0
20011,103601,1,3,309,1,69,0
20011,101303,1,3,309,1,70,0
20011,100702,1,3,309,1,71,0
20011,105301,1,3,309,1,72,0
20011,109801,1,3,309,1,95,0
20011,104602,1,3,309,1,73,0
20011,103502,1,3,309,1,74,0
20011,105002,1,3,309,1,75,0
20011,102901,1,3,309,1,76,0
20011,104201,1,3,309,1,77,0
20011,101902,1,3,309,1,78,0
20011,105802,1,3,309,1,79,0
20011,108701,1,3,309,1,80,0
20011,107801,1,3,309,1,81,0
20011,102102,1,3,309,1,82,0
20011,103402,1,3,309,1,83,0
20011,104901,1,3,309,1,84,0
20011,110001,1,3,309,1,85,0
20011,100802,1,3,309,1,86,0
20011,100902,1,3,309,1,87,0
20011,104701,1,3,309,1,88,0
20011,101602,1,3,309,1,89,0
20011,106802,1,3,309,1,90,0
20011,106702,1,3,309,1,91,0
20011,109901,1,3,309,1,92,0
20011,106501,1,3,309,1,97,0
20011,103102,1,3,309,1,93,0
20011,102702,1,3,309,1,94,0
20012,20001,2,2,19020,0,0,0
20012,20002,2,2,19020,0,0,0
20012,20003,2,2,19020,0,0,0
20012,20004,2,2,19020,0,0,0
20012,20005,2,2,19020,0,0,0
20012,20006,2,2,19020,0,0,0
20012,20007,2,2,19020,0,0,0
20012,20008,2,2,19020,0,0,0
20012,20009,2,2,19020,0,0,0
20012,20010,2,2,19020,0,0,0
20012,20011,2,2,19020,0,0,0
20012,20012,2,2,19020,0,0,0
20012,20013,2,2,19020,0,0,0
20012,20014,2,2,19020,0,0,0
20012,20015,2,2,19020,0,0,0
20012,20016,2,2,19020,0,0,0
20012,20017,2,2,19020,0,0,0
20012,20018,2,2,19020,0,0,0
20012,20019,2,2,19020,0,0,0
20012,20020,2,2,19020,0,0,0
20012,20021,2,2,19020,0,0,0
20012,20023,2,2,19020,0,0,0
20012,20024,2,2,19020,0,0,0
20012,20025,2,2,19020,0,0,0
20012,20027,2,2,19020,0,0,0
20012,20028,2,2,19020,0,0,0
20012,20029,2,2,19020,0,0,0
20012,20031,2,2,19020,0,0,0
20012,20034,2,2,19020,0,0,0
20012,20035,2,2,19020,0,0,0
20012,20037,2,2,19020,0,0,0
20012,20038,2,2,19019,0,0,0
20012,20039,2,2,19019,0,0,0
20012,20032,2,2,19019,0,0,0
20012,20022,2,2,19019,0,0,0
20012,20030,2,2,19019,0,0,0
