id,skill_id1,skill_level1,skill_id2,skill_level2,skill_id3,skill_level3,skill_id4,skill_level4,skill_id5,skill_level5,skill_id6,skill_level6,skill_id7,skill_level7,skill_id8,skill_level8,skill_id9,skill_level9,skill_id10,skill_level10
8094,200032,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8095,0,1,200042,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8096,200252,1,200502,1,200632,1,200662,1,0,0,0,0,0,0,0,0,0,0,0,0
8097,200442,1,200672,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8098,200132,1,200622,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8099,200642,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8100,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8101,200362,1,200352,1,200552,1,200682,1,0,0,0,0,0,0,0,0,0,0,0,0
8102,200452,1,200532,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8103,200012,1,200052,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8104,200342,1,200542,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8105,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8106,200192,1,200562,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8107,200012,1,200372,1,200582,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8108,200032,1,200572,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8109,200462,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8110,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8111,200342,1,200592,1,200612,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8112,200433,1,200602,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8113,200071,1,200352,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8114,200012,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8115,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8116,200052,1,200622,1,200632,1,200692,1,0,0,0,0,0,0,0,0,0,0,0,0
8117,200022,1,200332,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8118,200382,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8119,200172,1,200642,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8120,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8121,200391,1,200352,1,200552,1,200712,1,0,0,0,0,0,0,0,0,0,0,0,0
8122,200162,1,200542,1,200732,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8123,200362,1,200532,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8124,200012,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8125,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8126,200163,1,200562,1,200582,1,200722,1,0,0,0,0,0,0,0,0,0,0,0,0
8127,200382,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8128,200071,1,200572,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8129,200442,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8130,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8131,200232,1,200592,1,200602,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8132,200162,1,200482,1,200612,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8133,200022,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8134,200332,1,200512,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8135,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8136,200372,1,200502,1,200622,1,200642,1,0,0,0,0,0,0,0,0,0,0,0,0
8137,200132,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8138,200032,1,200442,1,200632,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8139,200452,1,200492,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8140,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9000,200012,1,200032,1,200433,1,200531,1,201522,1,201601,1,202161,1,210011,1,0,0,0,0
9001,200332,1,200452,1,200642,1,201462,1,210012,1,0,0,0,0,0,0,0,0,0,0
9002,200342,1,200432,1,200452,1,201262,1,210012,1,0,0,0,0,0,0,0,0,0,0
9003,200352,1,200372,1,200492,1,200572,1,202031,1,210041,1,0,0,0,0,0,0,0,0
9004,200472,1,200602,1,200702,1,202152,1,210042,1,0,0,0,0,0,0,0,0,0,0
9005,200062,1,200632,1,200702,1,201452,1,201552,1,210042,1,0,0,0,0,0,0,0,0
9006,200381,1,201361,1,200582,1,200722,1,200371,1,200732,1,201902,1,210031,1,0,0,0,0
9007,200022,1,200352,1,200612,1,201112,1,210032,1,0,0,0,0,0,0,0,0,0,0
9008,200032,1,200562,1,200582,1,200722,1,210032,1,0,0,0,0,0,0,0,0,0,0
9009,200351,1,201441,1,201222,1,201232,1,200371,1,201392,1,202122,1,210021,1,0,0,0,0
9010,200302,1,200622,1,200642,1,201482,1,210022,1,0,0,0,0,0,0,0,0,0,0
9011,200352,1,200552,1,200742,1,201242,1,210022,1,0,0,0,0,0,0,0,0,0,0
9012,200192,1,200562,1,201312,1,202261,1,202362,1,202372,1,210051,1,0,0,0,0,0,0
9013,200012,1,200372,1,200582,1,202312,1,210052,1,0,0,0,0,0,0,0,0,0,0
9014,200032,1,200572,1,201682,1,202282,1,210052,1,0,0,0,0,0,0,0,0,0,0
9015,200211,1,200301,1,200572,1,201002,1,201352,1,202041,1,0,0,0,0,0,0,0,0
9016,200301,1,200131,1,200542,1,201082,1,201662,1,0,0,0,0,0,0,0,0,0,0
9017,200301,1,200512,1,200701,1,201591,1,0,0,0,0,0,0,0,0,0,0,0,0
9018,200301,1,201552,1,202112,1,202402,1,0,0,0,0,0,0,0,0,0,0,0,0
9019,200301,1,201102,1,201702,1,202032,1,202441,1,0,0,0,0,0,0,0,0,0,0
9020,200301,1,200492,1,200601,1,201102,1,0,0,0,0,0,0,0,0,0,0,0,0
9021,200301,1,200742,1,201192,1,201652,1,202051,1,0,0,0,0,0,0,0,0,0,0
9022,200301,1,200941,1,201422,1,202072,1,0,0,0,0,0,0,0,0,0,0,0,0
9023,200301,1,201171,1,201222,1,201692,1,0,0,0,0,0,0,0,0,0,0,0,0
9024,100981,1,200182,1,200152,1,200132,1,200301,1,201532,1,202261,1,202251,1,202332,1,0,0
9025,100421,1,200542,1,200652,1,200963,1,201241,1,201272,1,0,0,0,0,0,0,0,0
9026,200022,1,200682,1,201031,1,201322,1,202371,1,0,0,0,0,0,0,0,0,0,0
9027,200362,1,201072,1,201312,1,201321,1,201902,1,0,0,0,0,0,0,0,0,0,0
9028,200271,1,200432,1,200531,1,200722,1,201102,1,202132,1,0,0,0,0,0,0,0,0
9029,200301,1,201102,1,201382,1,201542,1,201702,1,202441,1,0,0,0,0,0,0,0,0
9030,200512,1,200642,1,200701,1,201032,1,201591,1,0,0,0,0,0,0,0,0,0,0
9031,200433,1,200622,1,200642,1,201471,1,201482,1,201591,1,202032,1,202382,1,0,0,0,0
9032,200742,1,200762,1,201182,1,201222,1,201422,1,0,0,0,0,0,0,0,0,0,0
9033,200012,1,200332,1,201182,1,201212,1,201692,1,0,0,0,0,0,0,0,0,0,0
9034,201672,1,202262,1,202281,1,202302,1,202332,1,0,0,0,0,0,0,0,0,0,0
9035,200433,1,201291,1,201302,1,202312,1,0,0,0,0,0,0,0,0,0,0,0,0
9036,200532,1,200981,1,201012,1,201242,1,201252,1,0,0,0,0,0,0,0,0,0,0
9037,200172,1,200641,1,200701,1,200692,1,201452,1,201502,1,0,0,0,0,0,0,0,0
9038,201531,1,202412,1,202432,1,202471,1,0,0,0,0,0,0,0,0,0,0,0,0
9039,200722,1,201142,1,201312,1,201352,1,202432,1,0,0,0,0,0,0,0,0,0,0
9040,201182,1,201322,1,201332,1,202011,1,202372,1,0,0,0,0,0,0,0,0,0,0
9041,200582,1,200742,1,201172,1,201212,1,201322,1,0,0,0,0,0,0,0,0,0,0
9042,200352,1,200572,1,201352,1,201902,1,202482,1,0,0,0,0,0,0,0,0,0,0
9043,201532,1,202252,1,202261,1,202312,1,202332,1,0,0,0,0,0,0,0,0,0,0
9044,200831,1,200841,1,200851,1,201022,1,201542,1,202401,1,202452,1,0,0,0,0,0,0
9045,200572,1,201042,1,201071,1,201532,1,201902,1,0,0,0,0,0,0,0,0,0,0
9046,200492,1,201342,1,201042,1,202372,1,0,0,0,0,0,0,0,0,0,0,0,0
9047,100321,1,201102,1,201112,1,201532,1,201702,1,202371,1,0,0,0,0,0,0,0,0
9048,200352,1,200552,1,201252,1,201651,1,202132,1,0,0,0,0,0,0,0,0,0,0
9049,200382,1,200432,1,200532,1,200542,1,202172,1,0,0,0,0,0,0,0,0,0,0
9050,200351,1,200592,1,201172,1,201432,1,201442,1,201472,1,0,0,0,0,0,0,0,0
9051,200532,1,200541,1,200552,1,201242,1,201252,1,0,0,0,0,0,0,0,0,0,0
9052,200342,1,200581,1,201322,1,201332,1,201532,1,0,0,0,0,0,0,0,0,0,0
9053,200064,1,200602,1,200702,1,201092,1,201422,1,201542,1,0,0,0,0,0,0,0,0
9054,200541,1,200552,1,201272,1,201522,1,201661,1,0,0,0,0,0,0,0,0,0,0
9055,200332,1,201111,1,201461,1,201552,1,0,0,0,0,0,0,0,0,0,0,0,0
9056,100131,1,200352,1,200562,1,202191,1,202482,1,201532,1,0,0,0,0,0,0,0,0
9057,200781,1,201182,1,201492,1,201552,1,202072,1,0,0,0,0,0,0,0,0,0,0
9058,200592,1,200611,1,201392,1,201542,1,202122,1,0,0,0,0,0,0,0,0,0,0
9059,200342,1,200582,1,201011,1,201312,1,201651,1,0,0,0,0,0,0,0,0,0,0
9060,200672,1,200962,1,200972,1,201022,1,0,0,0,0,0,0,0,0,0,0,0,0
9061,201041,1,201312,1,201351,1,201571,1,201902,1,202152,1,0,0,0,0,0,0,0,0
9062,201381,1,201431,1,201442,1,202472,1,0,0,0,0,0,0,0,0,0,0,0,0
9063,200611,1,200791,1,200861,1,201412,1,201611,1,202082,1,202092,1,0,0,0,0,0,0
9064,200352,1,200382,1,200472,1,200482,1,201142,1,201422,1,201541,1,0,0,0,0,0,0
9065,110071,1,201021,1,201481,1,202281,1,202311,1,202431,1,202481,1,0,0,0,0,0,0
9066,200352,1,200562,1,201322,1,202192,1,201532,1,0,0,0,0,0,0,0,0,0,0
9067,201322,1,201591,1,201681,1,202282,1,202312,1,0,0,0,0,0,0,0,0,0,0
9068,201452,1,201611,1,202322,1,202002,1,0,0,0,0,0,0,0,0,0,0,0,0
9069,200572,1,200772,1,201321,1,201532,1,201902,1,0,0,0,0,0,0,0,0,0,0
9070,100021,1,200031,1,200432,1,200551,1,200682,1,202051,1,201521,1,0,0,0,0,0,0
9071,200031,1,200511,1,200592,1,200602,1,201702,1,202452,1,0,0,0,0,0,0,0,0
9072,201102,1,201112,1,201532,1,201902,1,202372,1,0,0,0,0,0,0,0,0,0,0
9073,200492,1,200622,1,200632,1,200642,1,202382,1,0,0,0,0,0,0,0,0,0,0
9074,200352,1,200612,1,201172,1,201221,1,201422,1,0,0,0,0,0,0,0,0,0,0
9075,200332,1,201451,1,201492,1,201502,1,201552,1,0,0,0,0,0,0,0,0,0,0
9076,200532,1,200542,1,201252,1,201522,1,202311,1,0,0,0,0,0,0,0,0,0,0
9077,201532,1,202252,1,202262,1,202312,1,202332,1,0,0,0,0,0,0,0,0,0,0
9078,100611,1,200342,1,200602,1,200671,1,201382,1,201631,1,202402,1,0,0,0,0,0,0
9079,200342,1,200672,1,201382,1,201631,1,202402,1,0,0,0,0,0,0,0,0,0,0
9080,200332,1,201322,1,201532,1,201631,1,202371,1,0,0,0,0,0,0,0,0,0,0
9081,201322,1,201532,1,201631,1,202372,1,0,0,0,0,0,0,0,0,0,0,0,0
9082,200352,1,200611,1,201152,1,201631,1,202102,1,0,0,0,0,0,0,0,0,0,0
9083,200612,1,201152,1,201631,1,202102,1,0,0,0,0,0,0,0,0,0,0,0,0
9084,201172,1,201422,1,201631,1,201692,1,202421,1,0,0,0,0,0,0,0,0,0,0
9085,200352,1,201692,1,201631,1,202422,1,0,0,0,0,0,0,0,0,0,0,0,0
9086,200681,1,201042,1,201052,1,201631,1,201322,1,0,0,0,0,0,0,0,0,0,0
9087,200682,1,201052,1,201631,1,201322,1,0,0,0,0,0,0,0,0,0,0,0,0
9088,200601,1,201542,1,202402,1,201631,1,201651,1,0,0,0,0,0,0,0,0,0,0
9089,200612,1,201392,1,201631,1,201661,1,0,0,0,0,0,0,0,0,0,0,0,0
9090,100511,1,200361,1,201042,1,201052,1,201342,1,201631,1,201651,1,0,0,0,0,0,0
9091,200532,1,200542,1,201631,1,201661,1,0,0,0,0,0,0,0,0,0,0,0,0
9092,201482,1,201511,1,201631,1,201651,1,202161,1,0,0,0,0,0,0,0,0,0,0
9093,200532,1,201172,1,201631,1,201661,1,0,0,0,0,0,0,0,0,0,0,0,0
9094,200591,1,201212,1,201631,1,201651,1,201692,1,0,0,0,0,0,0,0,0,0,0
9095,201631,1,201661,1,202012,1,202192,1,0,0,0,0,0,0,0,0,0,0,0,0
9096,200242,1,201321,1,201341,1,201631,1,201661,1,0,0,0,0,0,0,0,0,0,0
9097,200242,1,200612,1,201391,1,201631,1,201651,1,0,0,0,0,0,0,0,0,0,0
9098,200281,1,200291,1,201311,1,202411,1,0,0,0,0,0,0,0,0,0,0,0,0
9099,200281,1,200291,1,200651,1,201391,1,0,0,0,0,0,0,0,0,0,0,0,0
9100,200281,1,200291,1,201311,1,201351,1,0,0,0,0,0,0,0,0,0,0,0,0
9101,200281,1,200291,1,200512,1,202371,1,0,0,0,0,0,0,0,0,0,0,0,0
9102,200281,1,200291,1,201282,1,202461,1,0,0,0,0,0,0,0,0,0,0,0,0
9103,200281,1,200291,1,200382,1,202451,1,0,0,0,0,0,0,0,0,0,0,0,0
9104,200281,1,200291,1,201692,1,202421,1,0,0,0,0,0,0,0,0,0,0,0,0
9105,200281,1,200291,1,200511,1,201392,1,0,0,0,0,0,0,0,0,0,0,0,0
9106,200281,1,200291,1,200582,1,201321,1,202281,1,100991,1,0,0,0,0,0,0,0,0
9107,200281,1,200291,1,202262,1,202301,1,0,0,0,0,0,0,0,0,0,0,0,0
9108,200963,1,201392,1,201542,1,202122,1,0,0,0,0,0,0,0,0,0,0,0,0
9109,200971,1,200991,1,201372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9110,200532,1,200551,1,201042,1,202051,1,0,0,0,0,0,0,0,0,0,0,0,0
9111,201031,1,201542,1,202112,1,202152,1,202452,1,0,0,0,0,0,0,0,0,0,0
9112,200562,1,200582,1,201322,1,201352,1,202431,1,0,0,0,0,0,0,0,0,0,0
9113,200332,1,200492,1,201462,1,202102,1,0,0,0,0,0,0,0,0,0,0,0,0
9114,100011,1,200492,1,200592,1,201182,1,202061,1,0,0,0,0,0,0,0,0,0,0
9115,200532,1,200542,1,201171,1,201522,1,0,0,0,0,0,0,0,0,0,0,0,0
9116,201241,1,201671,1,202262,1,202282,1,0,0,0,0,0,0,0,0,0,0,0,0
9117,201542,1,202111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9118,200342,1,200581,1,201322,1,201332,1,201532,1,0,0,0,0,0,0,0,0,0,0
9119,200461,1,201322,1,202372,1,201902,1,0,0,0,0,0,0,0,0,0,0,0,0
9120,200242,1,200492,1,200562,1,201342,1,0,0,0,0,0,0,0,0,0,0,0,0
9121,100231,1,200332,1,200561,1,201101,1,201111,1,201902,1,0,0,0,0,0,0,0,0
9122,201132,1,201141,1,201332,1,201902,1,0,0,0,0,0,0,0,0,0,0,0,0
9123,201392,1,201442,1,202082,1,202092,1,0,0,0,0,0,0,0,0,0,0,0,0
9124,200352,1,200492,1,201382,1,201391,1,202421,1,0,0,0,0,0,0,0,0,0,0
9125,200472,1,200482,1,200612,1,200742,1,0,0,0,0,0,0,0,0,0,0,0,0
9126,202302,1,202341,1,202352,1,202362,1,0,0,0,0,0,0,0,0,0,0,0,0
9127,202262,1,202252,1,200532,1,202312,1,201672,1,0,0,0,0,0,0,0,0,0,0
9128,202312,1,200512,1,200722,1,201532,1,202343,1,0,0,0,0,0,0,0,0,0,0
9129,202362,1,201052,1,200562,1,202282,1,200222,1,0,0,0,0,0,0,0,0,0,0
100001,100071,1,200622,1,200433,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,100061,1,200162,1,200512,1,200761,1,200611,1,200342,1,200602,1,200362,1,0,0,0,0
100003,200382,1,200432,1,200532,1,201521,1,200352,1,200452,1,0,0,0,0,0,0,0,0
100004,100131,1,200742,1,200582,1,200362,1,0,0,0,0,0,0,0,0,0,0,0,0
100005,100301,1,200741,1,200352,1,200572,1,0,0,0,0,0,0,0,0,0,0,0,0
100006,100261,1,200431,1,200531,1,201521,1,200352,1,200452,1,201262,1,200742,1,201192,1,200022,1
100007,100501,1,200642,1,200632,1,200382,1,201491,1,200622,1,200731,1,200592,1,200472,1,200452,1
100008,100231,1,200462,1,200562,1,200572,1,201531,1,200741,1,200582,1,200721,1,200352,1,200432,1
100009,200252,1,200371,1,201392,1,200602,1,200591,1,0,0,0,0,0,0,0,0,0,0
100010,201501,1,200632,1,201492,1,201112,1,200472,1,0,0,0,0,0,0,0,0,0,0
100011,100081,1,200512,1,200592,1,200491,1,201402,1,0,0,0,0,0,0,0,0,0,0
100012,200432,1,200532,1,200552,1,200541,1,200721,1,0,0,0,0,0,0,0,0,0,0
100013,100351,1,200591,1,201401,1,201392,1,201422,1,200492,1,200432,1,200612,1,200032,1,200732,1
100014,100131,1,200361,1,200561,1,200352,1,201331,1,200582,1,200432,1,200722,1,200062,1,200512,1
100015,100301,1,200581,1,200352,1,200372,1,200452,1,201342,1,0,0,0,0,0,0,0,0
100016,100071,1,200622,1,200433,1,201212,1,201472,1,0,0,0,0,0,0,0,0,0,0
100017,200531,1,200542,1,201272,1,200311,1,200521,1,200431,1,200282,1,0,0,0,0,0,0
100018,100121,1,200511,1,200502,1,200632,1,201472,1,200442,1,200331,1,0,0,0,0,0,0
100019,100601,1,200512,1,200302,1,200362,1,201422,1,201401,1,200592,1,0,0,0,0,0,0
100020,100301,1,200741,1,200372,1,200752,1,200581,1,200342,1,201342,1,0,0,0,0,0,0
100021,300071,1,100321,1,200342,1,200132,1,200581,1,201112,1,200721,1,0,0,0,0,0,0
100022,300081,1,100561,1,200512,1,201402,1,201212,1,201232,1,200601,1,0,0,0,0,0,0
100023,300091,1,100181,1,200732,1,200441,1,200462,1,201392,1,200591,1,0,0,0,0,0,0
100024,300101,1,100011,1,200512,1,200612,1,200602,1,200032,1,200491,1,0,0,0,0,0,0
