id,chara_id,rarity,exchange_item_id,effect_table_id,unique_effect_id,command_type,command_id,support_card_type,skill_set_id,detail_pos_x,detail_pos_y,detail_scale,detail_rot_z,start_date,outing_max,effect_id
10023,1009,1,48,10023,0,1,106,1,9081009,0,-50000,10000,0,1614092400,0,0
10024,1012,1,48,10024,0,1,102,1,9081012,0,450000,10000,0,1614092400,0,0
10025,1018,1,48,10025,0,1,103,1,9081018,0,-200000,10000,0,1614092400,0,0
10026,1019,1,48,10026,0,1,102,1,9081019,50000,200000,10000,0,1614092400,0,0
10027,1021,1,48,10027,0,1,105,1,9081021,0,0,10000,0,1614092400,0,0
10028,1022,1,48,10028,0,1,106,1,9081022,0,-900000,10000,0,1614092400,0,0
10029,1023,1,48,10029,0,1,102,1,9081023,0,0,10000,0,1614092400,0,0
10030,1024,1,48,10030,0,1,105,1,9081024,0,-100000,10000,0,1614092400,0,0
10031,1025,1,48,10031,0,1,105,1,9081025,0,-50000,10000,0,1614092400,0,0
10032,1026,1,48,10032,0,1,102,1,9081026,0,-550000,10000,0,1614092400,0,0
10033,1027,1,48,10033,0,1,102,1,9081027,0,-500000,10000,0,1614092400,0,0
10034,1029,1,48,10034,0,1,103,1,9081029,0,-400000,10000,0,1614092400,0,0
10035,1031,1,48,10035,0,1,103,1,9081031,0,-1100000,10000,0,1614092400,0,0
10036,1032,1,48,10036,0,1,106,1,9081032,0,-1100000,10000,0,1614092400,0,0
10037,1036,1,48,10037,0,1,106,1,9081036,0,-600000,10000,0,1614092400,0,0
10038,1037,1,48,10038,0,1,101,1,9081037,0,-1100000,10000,0,1614092400,0,0
10039,1046,1,48,10039,0,1,102,1,9081046,0,0,10000,0,1614092400,0,0
10040,1050,1,48,10040,0,1,101,1,9081050,0,-300000,10000,0,1614092400,0,0
10041,1051,1,48,10041,0,1,101,1,9081051,0,40000,10000,0,1614092400,0,0
10042,1054,1,48,10042,0,1,101,1,9081054,0,-300000,10000,0,1614092400,0,0
10043,1055,1,48,10043,0,1,106,1,9081055,0,-600000,10000,0,1614092400,0,0
10044,1056,1,48,10044,0,1,106,1,9081056,0,-1100000,10000,0,1614092400,0,0
10045,1058,1,48,10045,0,1,103,1,9081058,0,-800000,10000,0,1614092400,0,0
10046,1059,1,48,10046,0,1,106,1,9081059,0,-900000,10000,0,1614092400,0,0
10047,1060,1,48,10047,0,1,103,1,9081060,0,-600000,10000,0,1614092400,0,0
10048,1061,1,48,10048,0,1,101,1,9081061,0,-900000,10000,0,1614092400,0,0
10049,1005,1,48,10049,0,1,106,1,9081005,0,-950000,10000,0,1614092400,0,0
10050,1044,1,48,10050,0,1,101,1,9081044,0,-900000,10000,0,1614092400,0,0
10051,1066,1,48,10051,0,1,101,1,9081066,0,-1000000,10000,0,1614092400,0,0
10052,1065,1,48,10052,0,1,102,1,9081065,0,-650000,10000,0,1614092400,0,0
10053,1063,1,48,10053,0,1,106,1,9081063,0,-650000,10000,0,1614092400,0,0
10054,1064,1,48,10054,0,1,103,1,9081064,0,-650000,10000,0,1614092400,0,0
10055,1068,1,48,10055,0,1,101,1,9081068,0,-650000,10000,0,1614092400,0,0
10056,1067,1,48,10056,0,1,105,1,9081067,0,-650000,10000,0,1614092400,0,0
10057,1062,1,48,10057,0,1,103,1,9081062,0,-650000,10000,0,1614092400,0,0
10058,1072,1,48,10058,0,1,102,1,9081072,0,-650000,10000,0,1614092400,0,0
10059,1047,1,48,10059,0,1,105,1,9081047,0,-650000,10000,0,1614092400,0,0
10060,9006,1,48,10060,0,0,0,2,9089006,0,-650000,10000,0,1630292400,5,0
10061,1042,1,48,10061,0,1,103,1,9081042,0,-650000,10000,0,1614092400,0,0
10062,1069,1,48,10062,0,1,105,1,9081069,0,-650000,10000,0,1614092400,0,0
10063,1039,1,48,10063,0,1,101,1,9081039,0,-650000,10000,0,1614092400,0,0
10064,1028,1,48,10064,0,1,103,1,9081028,0,-650000,10000,0,1614092400,0,0
10065,1053,1,48,10065,0,1,102,1,9081053,0,-650000,10000,0,1614092400,0,0
10066,1043,1,48,10066,0,1,101,1,9081043,0,-650000,10000,0,1614092400,0,0
10067,1049,1,48,10067,0,1,105,1,9081049,0,-650000,10000,0,1634698800,0,0
10068,1034,1,48,10068,0,1,102,1,9081034,0,-650000,10000,0,1639450800,0,0
10069,1071,1,48,10069,0,1,106,1,9081071,0,-650000,10000,0,1614092400,0,0
10070,1048,1,48,10070,0,1,105,1,9081048,0,-650000,10000,0,1629428400,0,0
10071,1070,1,48,10071,0,1,103,1,9081070,0,-650000,10000,0,1634698800,0,0
10072,1016,1,48,10072,0,1,101,1,9081016,0,-650000,10000,0,1626750000,0,0
10073,1038,1,48,10073,0,1,106,1,9081038,0,-650000,10000,0,1635390000,0,0
10074,9005,1,48,10074,0,0,0,2,9089005,0,-650000,10000,0,1641870000,3,0
10075,1033,1,48,10075,0,1,102,1,9081033,0,-650000,10000,0,1640746800,0,0
10076,1074,1,48,10076,0,1,105,1,9081074,0,-650000,10000,0,1614135600,0,0
10077,1077,1,48,10077,0,1,101,1,9081077,0,-650000,10000,0,1614135600,0,0
10078,1057,1,48,10078,0,1,106,1,9081057,0,-650000,10000,0,1652151600,0,0
10079,1085,1,48,10079,0,1,102,1,9081085,0,-650000,10000,0,1663642800,0,0
10080,1093,1,48,10080,0,1,103,1,9081093,0,-650000,10000,0,1663642800,0,0
10081,1073,1,48,10081,0,1,103,1,9081073,0,-650000,10000,0,1658286000,0,0
10082,1083,1,48,10082,0,1,105,1,9081083,0,-650000,10000,0,1666148400,0,0
10083,9008,1,48,10083,0,0,0,2,9089008,0,-650000,10000,0,1661310000,5,0
10084,1084,1,48,10084,0,1,102,1,9081084,0,-650000,10000,0,1665975600,0,0
10085,1076,1,48,10085,0,1,105,1,9081076,0,-650000,10000,0,1669604400,0,0
10086,1078,1,48,10086,0,1,103,1,9081078,0,-650000,10000,0,1671505200,0,0
10087,1087,1,48,10087,0,1,101,1,9081087,0,-650000,10000,0,1674183600,0,0
10088,1086,1,48,10088,0,1,106,1,9081086,0,-650000,10000,0,1677207600,0,0
10089,1094,1,48,10089,0,1,101,1,9081094,0,-650000,10000,0,1677207600,0,0
10091,1104,1,48,10091,0,1,101,1,9081104,0,-650000,10000,0,1677207600,0,0
20001,1005,2,49,20001,20001,1,106,1,9081005,2150000,-1380000,14000,0,1614092400,0,0
20002,1009,2,49,20002,20002,1,106,1,9081009,0,-220000,10000,0,1614092400,0,0
20003,1012,2,49,20003,20003,1,102,1,9081012,0,-670000,10000,0,1614092400,0,0
20004,1018,2,49,20004,20004,1,103,1,9081018,-220000,-1610000,10000,0,1614092400,0,0
20005,1019,2,49,20005,20005,1,102,1,9081019,0,150000,10000,0,1614092400,0,0
20006,1023,2,49,20006,20006,1,102,1,9081023,0,-1020000,10000,0,1614092400,0,0
20007,1024,2,49,20007,20007,1,105,1,9081024,0,1240000,10000,0,1614092400,0,0
20008,1025,2,49,20008,20008,1,105,1,9081025,2090000,-1010000,14100,0,1614092400,0,0
20009,1026,2,49,20009,20009,1,102,1,9081026,0,-3140000,10000,0,1614092400,0,0
20010,1027,2,49,20010,20010,1,102,1,9081027,-140000,-740000,10000,0,1614092400,0,0
20011,1029,2,49,20011,20011,1,103,1,9081029,980000,-1270000,11700,0,1614092400,0,0
20012,1032,2,49,20012,20012,1,106,1,9081032,0,-550000,10000,0,1614092400,0,0
20013,1037,2,49,20013,20013,1,101,1,9081037,1890000,-2030000,13400,0,1614092400,0,0
20014,1050,2,49,20014,20014,1,101,1,9081050,0,-800000,10000,0,1614092400,0,0
20015,1055,2,49,20015,20015,1,106,1,9081055,0,270000,10000,0,1614092400,0,0
20016,1056,2,49,20016,20016,1,106,1,9081056,0,-1090000,10000,0,1614092400,0,0
20017,1058,2,49,20017,20017,1,103,1,9081058,0,-2350000,10000,0,1614092400,0,0
20018,1059,2,49,20018,20018,1,106,1,9081059,0,-290000,10000,0,1614092400,0,0
20019,1060,2,49,20019,20019,1,103,1,9081060,0,570000,10000,0,1614092400,0,0
20020,1061,2,49,20020,20020,1,101,1,9081061,100000,-1710000,10000,0,1614092400,0,0
20021,9004,2,49,20021,20021,0,0,2,9089004,1270000,-2750000,12200,0,1614092400,5,0
20022,1021,2,49,20022,20022,1,103,1,9081021,30000,-10000,10000,0,1610334000,0,0
20023,1044,2,49,20023,20023,1,101,1,9081044,125000,970000,10000,0,1614092400,0,0
20024,1065,2,49,20024,20024,1,102,1,9081065,-980000,-270000,11700,0,1614092400,0,0
20025,1063,2,49,20025,20025,1,106,1,9081063,0,-2340000,10000,0,1614092400,0,0
20026,1060,2,49,20026,20026,1,106,1,9081060,0,-1640000,10000,0,1614092400,0,0
20027,1051,2,49,20027,20027,1,102,1,9081051,0,-670000,10000,0,1614092400,0,0
20028,1047,2,49,20028,20028,1,105,1,9081047,0,-220000,10000,0,1614092400,0,0
20029,1042,2,49,20029,20029,1,103,1,9081042,0,-1570000,10000,0,1614092400,0,0
20030,1031,2,49,20030,20030,1,106,1,9081031,0,-1570000,10000,0,1644289200,0,0
20031,1043,2,49,20031,20031,1,101,1,9081043,1100000,-300000,13000,0,1614092400,0,0
20032,1034,2,49,20032,20032,1,102,1,9081034,0,-2750000,11500,0,1639450800,0,0
20033,1014,2,49,20033,20033,1,101,1,9081014,0,-2750000,11500,0,1658286000,0,0
20034,1071,2,49,20034,20034,1,106,1,9081071,0,-1500000,10000,0,1614092400,0,0
20035,1048,2,49,20035,20035,1,105,1,9081048,0,-3780000,14000,0,1629428400,0,0
20037,1022,2,49,20037,20037,1,102,1,9081022,200000,-650000,10000,0,1632106800,0,0
20038,1070,2,49,20038,20038,1,103,1,9081070,0,-2350000,11500,0,1634698800,0,0
20039,1008,2,49,20039,20039,1,101,1,9081008,0,-2750000,11500,0,1637290800,0,0
20040,1027,2,49,20040,20040,1,105,1,9081027,0,-2250000,11500,0,1645671600,0,0
20041,1033,2,49,20041,20041,1,103,1,9081033,2150000,-1380000,14000,0,1645671600,0,0
20042,1041,2,49,20042,20042,1,102,1,9081041,0,-2750000,11500,0,1645671600,0,0
20043,1001,2,49,20043,20043,1,102,1,9081001,0,-2350000,11500,0,1645671600,0,0
20044,1038,2,49,20044,20044,1,101,1,9081038,0,-2350000,11500,0,1646622000,0,0
20045,1046,2,49,20045,20045,1,103,1,9081046,0,-1550000,10000,0,1648782000,0,0
20046,1044,2,49,20046,20046,1,106,1,9081044,0,-1550000,10000,0,1649646000,0,0
20047,1003,2,49,20047,20047,1,105,1,9081003,0,-2350000,10000,0,1652151600,0,0
20048,1006,2,49,20048,20048,1,103,1,9081006,0,-650000,10000,0,1655694000,0,0
20049,1040,2,49,20049,20049,1,106,1,9081040,0,-650000,10000,0,1657508400,0,0
20050,1020,2,49,20050,20050,1,106,1,9081020,500000,-2950000,11500,0,1660878000,0,0
20051,1093,2,49,20051,20051,1,103,1,9081093,0,-1650000,10000,0,1663642800,0,0
20052,1073,2,49,20052,20052,1,103,1,9081073,0,-1650000,10000,0,1666148400,0,0
20053,1077,2,49,20053,20053,1,102,1,9081077,0,-1950000,10000,0,1668654000,0,0
20054,1015,2,49,20054,20054,1,105,1,9081015,0,-1950000,10000,0,1671505200,0,0
20055,1087,2,49,20055,20055,1,101,1,9081087,0,-1950000,10000,0,1674183600,0,0
20056,1094,2,49,20056,20056,1,101,1,9081094,500000,-2000000,12000,0,1677207600,0,0
20057,1059,2,49,20057,20057,1,103,1,9081059,0,-1950000,10000,0,1677207600,0,0
20058,1017,2,49,20058,20058,1,105,1,9081017,0,-1950000,10000,0,1677207600,0,0
20059,1032,2,49,20059,20059,1,102,1,9081032,0,-1950000,10000,0,1677207600,0,0
30001,1001,3,50,30001,30001,1,103,1,9081001,0,-890000,10000,0,1614092400,0,0
30002,1002,3,50,30002,30002,1,101,1,9081002,0,-2340000,10000,0,1614092400,0,0
30003,1003,3,50,30003,30003,1,101,1,9081003,680000,-250000,11000,0,1614092400,0,0
30004,1007,3,50,30004,30004,1,105,1,9081007,1800000,-3110000,13500,0,1614092400,0,0
30005,1008,3,50,30005,30005,1,102,1,9081008,0,-470000,10000,0,1614092400,0,0
30006,1011,3,50,30006,30006,1,103,1,9081011,0,-910000,10000,0,1614092400,0,0
30007,1014,3,50,30007,30007,1,102,1,9081014,0,-190000,10000,0,1614092400,0,0
30008,1020,3,50,30008,30008,1,105,1,9081020,2150000,-2630000,14000,0,1614092400,0,0
30009,1021,3,50,30009,30009,1,105,1,9081021,0,-1710000,10000,0,1614092400,0,0
30010,1022,3,50,30010,30010,1,106,1,9081022,0,-1380000,10000,0,1614092400,0,0
30011,1031,3,50,30011,30011,1,103,1,9081031,0,-1740000,10000,0,1614092400,0,0
30012,1035,3,50,30012,30012,1,103,1,9081035,0,-1260000,12000,0,1614092400,0,0
30013,1036,3,50,30013,30013,1,106,1,9081036,0,1950000,10000,0,1614092400,0,0
30014,1040,3,50,30014,30014,1,101,1,9081040,1360000,-1950000,12700,0,1614092400,0,0
30015,1041,3,50,30015,30015,1,101,1,9081041,0,-1530000,10000,0,1614092400,0,0
30016,1045,3,50,30016,30016,1,105,1,9081045,0,-770000,10000,0,1614092400,0,0
30017,1046,3,50,30017,30017,1,102,1,9081046,0,-1240000,10000,0,1614092400,0,0
30018,1051,3,50,30018,30018,1,101,1,9081051,0,-1410000,10000,0,1614092400,0,0
30019,1052,3,50,30019,30019,1,103,1,9081052,0,-1250000,10000,0,1614092400,0,0
30020,1054,3,50,30020,30020,1,101,1,9081054,3480000,-2190000,16250,0,1614092400,0,0
30021,9001,3,50,30021,30021,0,0,2,9089001,0,-1840000,10000,0,1614092400,5,0
30022,1013,3,50,30022,30022,1,105,1,9081013,-1140000,-2380000,12000,0,1614092400,0,0
30023,1030,3,50,30023,30023,1,105,1,9081030,1800000,-190000,13300,0,1614092400,0,0
30024,1006,3,50,30024,30024,1,102,1,9081006,0,-1950000,10000,0,1614092400,0,0
30025,1001,3,50,30025,30025,1,101,1,9081001,-20000,-890000,10000,0,1614092400,0,0
30026,1066,3,50,30026,30026,1,101,1,9081066,40000,0,10000,0,1614092400,0,0
30027,1064,3,50,30027,30027,1,103,1,9081064,680000,-200000,11000,0,1614092400,0,0
30028,1068,3,50,30028,30028,1,101,1,9081068,0,-2340000,10000,0,1614092400,0,0
30029,1067,3,50,30029,30029,1,105,1,9081067,0,-2340000,10000,0,1614092400,0,0
30030,1062,3,50,30030,30030,1,103,1,9081062,0,-1740000,10000,0,1614092400,0,0
30031,1029,3,50,30031,30031,1,106,1,9081029,0,-1470000,10000,0,1614092400,0,0
30032,1072,3,50,30032,30032,1,102,1,9081072,-220000,-2010000,10000,0,1614092400,0,0
30033,1035,3,50,30033,30033,1,102,1,9081035,100000,-1510000,10000,0,1614092400,0,0
30034,1030,3,50,30034,30034,1,102,1,9081030,0,-1710000,10000,0,1630292400,0,0
30036,9006,3,50,30036,30036,0,0,2,9089006,0,-1710000,10000,0,1630292400,5,0
30038,1069,3,50,30038,30038,1,105,1,9081069,0,-570000,10000,0,1614092400,0,0
30039,1039,3,50,30039,30039,1,101,1,9081039,0,-450000,10000,0,1614092400,0,0
30040,1028,3,50,30040,30040,1,103,1,9081028,2150000,-1480000,14000,0,1614092400,0,0
30041,1059,3,50,30041,30041,1,106,1,9081059,-1600000,-1480000,11000,0,1614092400,0,0
30042,1053,3,50,30042,30042,1,102,1,9081053,-130000,0,10000,0,1614092400,0,0
30043,1049,3,50,30043,30043,1,105,1,9081049,-1000000,-2740000,12000,0,1634698800,0,0
30044,1016,3,50,30044,30044,1,101,1,9081016,0,-1240000,10000,0,1626750000,0,0
30045,1044,3,50,30045,30045,1,101,1,9081044,0,-1210000,10000,0,1627527600,0,0
30046,1035,3,50,30046,30046,1,105,1,9081035,0,1050000,12000,0,1627527600,0,0
30047,1009,3,50,30047,30047,1,102,1,9081009,0,-1050000,12000,0,1627527600,0,0
30048,1027,3,50,30048,30048,1,103,1,9081027,-130000,0,10000,0,1614092400,0,0
30052,9008,3,50,30052,30052,0,0,2,9089008,0,-1940000,10000,0,1661310000,5,0
30053,1010,3,50,30053,30053,1,101,1,9081010,0,-2340000,10000,0,1655694000,0,0
30054,1060,3,50,30054,30054,1,106,1,9081060,550000,-5080000,14500,0,1629428400,0,0
30055,1020,3,50,30055,30055,1,106,1,9081020,0,-650000,11000,0,1624935600,0,0
30056,1061,3,50,30056,30056,1,102,1,9081061,0,-750000,10000,0,1624935600,0,0
30057,1007,3,50,30057,30057,1,101,1,9081007,2150000,-2780000,14000,0,1624935600,0,0
30058,1003,3,50,30058,30058,1,102,1,9081003,3480000,-1790000,16250,0,1614092400,0,0
30059,1026,3,50,30059,30059,1,105,1,9081026,-2480000,0,16250,0,1614092400,0,0
30060,1066,3,50,30060,30060,1,103,1,9081066,3480000,-3300000,16250,0,1626706800,0,0
30061,1023,3,50,30061,30061,1,106,1,9081023,3780000,-4300000,17250,0,1629126000,0,0
30062,1002,3,50,30062,30062,1,105,1,9081002,3780000,-5500000,17250,0,1629774000,0,0
30063,1063,3,50,30063,30063,1,103,1,9081063,0,-2240000,12000,0,1632106800,0,0
30064,1021,3,50,30064,30064,1,102,1,9081021,0,3300000,16250,0,1632884400,0,0
30065,1047,3,50,30065,30065,1,101,1,9081047,-1000000,-2240000,12000,0,1632884400,0,0
30066,1026,3,50,30066,30066,1,106,1,9081026,0,-1740000,10000,0,1632884400,0,0
30067,1017,3,50,30067,30067,1,0,3,9081017,0,-650000,10000,0,1658286000,2,101
30068,1038,3,50,30068,30068,1,106,1,9081038,0,-650000,10000,0,1635390000,0,0
30069,1016,3,50,30069,30069,1,105,1,9081016,0,-1740000,10000,0,1635390000,0,0
30070,1029,3,50,30070,30070,1,103,1,9081029,0,-550000,10000,0,1635390000,0,0
30071,1065,3,50,30071,30071,1,102,1,9081065,-300000,5500000,17250,0,1637290800,0,0
30072,1024,3,50,30072,30072,1,101,1,9081024,-200000,-850000,10000,0,1638154800,0,0
30073,1050,3,50,30073,30073,1,106,1,9081050,200000,-850000,10000,0,1638154800,0,0
30074,1055,3,50,30074,30074,1,102,1,9081055,0,-550000,10000,0,1638154800,0,0
30075,1025,3,50,30075,30075,1,105,1,9081025,0,-550000,10000,0,1639450800,0,0
30076,1002,3,50,30076,30076,1,101,1,9081002,0,-200000,10000,0,1640142000,0,0
30077,1033,3,50,30077,30077,1,102,1,9081033,0,-1300000,10000,0,1640746800,0,0
30078,1056,3,50,30078,30078,1,101,1,9081056,0,-1150000,10000,0,1640746800,0,0
30079,1058,3,50,30079,30079,1,105,1,9081058,0,-1050000,10000,0,1640746800,0,0
30080,9005,3,50,30080,30080,0,0,2,9089005,0,-550000,10000,0,1641870000,3,0
30081,1001,3,50,30081,30081,0,0,3,9081001,0,-1250000,11000,0,1647572400,1,100
30082,1051,3,50,30082,30082,1,106,1,9081051,0,-550000,10000,0,1643338800,0,0
30083,1041,3,50,30083,30083,1,103,1,9081041,0,-1530000,10000,0,1643338800,0,0
30084,1048,3,50,30084,30084,1,101,1,9081048,-3780000,-5500000,17250,0,1643338800,0,0
30085,1019,3,50,30085,30085,1,102,1,9081019,2150000,-3330000,14000,0,1644289200,0,0
30086,1077,3,50,30086,30086,1,101,1,9081077,0,-2340000,10000,0,1645671600,0,0
30087,1074,3,50,30087,30087,1,105,1,9081074,0,-650000,10000,0,1645671600,0,0
30088,1067,3,50,30088,30088,1,106,1,9081067,-3780000,1500000,17250,0,1645671600,0,0
30089,1055,3,50,30089,30089,1,103,1,9081055,0,-1550000,10000,0,1646622000,0,0
30090,1017,3,50,30090,30090,1,105,1,9081017,680000,-100000,11000,0,1648522800,0,0
30091,1070,3,50,30091,30091,1,106,1,9081070,0,-2000000,10000,0,1648522800,0,0
30092,1036,3,50,30092,30092,1,101,1,9081036,0,-1800000,10000,0,1648522800,0,0
30093,1009,3,50,30093,30093,1,102,1,9081009,0,-2340000,10000,0,1649646000,0,0
30094,1053,3,50,30094,30094,1,103,1,9081053,0,-2340000,10000,0,1651114800,0,0
30095,1042,3,50,30095,30095,1,101,1,9081042,0,-2000000,10000,0,1651114800,0,0
30096,1039,3,50,30096,30096,1,102,1,9081039,0,-2540000,10000,0,1651114800,0,0
30097,1057,3,50,30097,30097,1,106,1,9081057,1000000,0,12000,0,1652151600,0,0
30098,1052,3,50,30098,30098,1,102,1,9081052,1800000,-3110000,13500,0,1653879600,0,0
30099,1063,3,50,30099,30099,1,105,1,9081063,1600000,-2810000,13500,0,1653879600,0,0
30100,1030,3,50,30100,30100,1,106,1,9081030,0,-1100000,10000,0,1653879600,0,0
30101,1032,3,50,30101,30101,1,101,1,9081032,1800000,-2310000,13500,0,1661310000,0,0
30102,1014,3,50,30102,30102,1,103,1,9081014,1800000,-3110000,13500,0,1656558000,0,0
30103,1062,3,50,30103,30103,1,106,1,9081062,1600000,-2810000,13500,0,1656558000,0,0
30104,1047,3,50,30104,30104,1,105,1,9081047,0,-1100000,10000,0,1656558000,0,0
30105,1001,3,50,30105,30105,1,103,1,9081001,0,-1050000,10000,0,1658286000,0,0
30106,1018,3,50,30106,30106,1,102,1,9081018,1800000,-3710000,13500,0,1657508400,0,0
30107,1004,3,50,30107,30107,1,101,1,9081004,0,-2540000,10000,0,1659063600,0,0
30108,1049,3,50,30108,30108,1,106,1,9081049,0,-1740000,10000,0,1659063600,0,0
30109,1069,3,50,30109,30109,1,103,1,9081069,0,-2750000,11500,0,1659063600,0,0
30110,1025,3,50,30110,30110,1,105,1,9081025,0,-2050000,11500,0,1660878000,0,0
30111,1003,3,50,30111,30111,1,106,1,9081003,-500000,-1550000,11500,0,1661742000,0,0
30112,1066,3,50,30112,30112,1,103,1,9081066,500000,-2750000,11500,0,1661742000,0,0
30113,1023,3,50,30113,30113,1,105,1,9081023,500000,-2750000,11500,0,1661742000,0,0
30114,1085,3,50,30114,30114,1,102,1,9081085,-400000,-1850000,11500,0,1663642800,0,0
30115,1064,3,50,30115,30115,1,105,1,9081064,0,-2050000,11500,0,1664420400,0,0
30116,1065,3,50,30116,30116,1,101,1,9081065,500000,-550000,11500,0,1664420400,0,0
30117,1043,3,50,30117,30117,1,103,1,9081043,0,-2050000,11500,0,1664420400,0,0
30118,1083,3,50,30118,30118,1,105,1,9081083,-400000,-1900000,11500,0,1666148400,0,0
30119,1071,3,50,30119,30119,1,101,1,9081071,400000,-1550000,11500,0,1666926000,0,0
30120,1072,3,50,30120,30120,1,103,1,9081072,-400000,-2000000,11500,0,1666926000,0,0
30121,1026,3,50,30121,30121,1,101,1,9081026,-3780000,-6000000,17250,0,1661310000,0,0
30122,1037,3,50,30122,30122,1,101,1,9081037,0,-1800000,10000,0,1668654000,0,0
30123,1016,3,50,30123,30123,1,102,1,9081016,-1000000,-1000000,12000,0,1669604400,0,0
30124,1018,3,50,30124,30124,1,106,1,9081018,0,-1530000,10000,0,1669604400,0,0
30125,1076,3,50,30125,30125,1,105,1,9081076,-1000000,-3540000,12000,0,1669604400,0,0
30126,1078,3,50,30126,30126,1,103,1,9081078,-1000000,-1500000,12000,0,1671505200,0,0
30127,1001,3,50,30127,30127,1,105,1,9081001,-1000000,-1400000,12000,0,1672282800,0,0
30128,1044,3,50,30128,30128,1,106,1,9081044,-500000,-1600000,12000,0,1672282800,0,0
30129,1011,3,50,30129,30129,1,102,1,9081011,-500000,-1500000,12000,0,1672282800,0,0
30130,1093,3,50,30130,30130,1,103,1,9081093,-500000,-2300000,12000,0,1674183600,0,0
30131,1055,3,50,30131,30131,1,101,1,9081055,0,-1550000,10000,0,1675047600,0,0
30132,1054,3,50,30132,30132,1,102,1,9081054,-500000,-1300000,12000,0,1675047600,0,0
30133,1028,3,50,30133,30133,1,106,1,9081028,500000,-2000000,12000,0,1675047600,0,0
30134,1086,3,50,30134,30134,1,106,1,9081086,3280000,-3300000,16250,0,1677207600,0,0
30135,1104,3,50,30135,30135,1,101,1,9081104,-2480000,-6300000,17250,0,1677207600,0,0
30136,1083,3,50,30136,30136,1,103,1,9081083,-2280000,-6300000,17250,0,1677207600,0,0
30145,1084,3,50,30145,30145,1,102,1,9081084,-3780000,-6300000,17250,0,1665975600,0,0
30146,1006,3,50,30146,30146,1,106,1,9081006,0,-550000,11500,0,1666926000,0,0
