id,command,inequality,horse1,horse2,param1,param2
164,14,4,10,11,3,0
166,14,3,11,12,5,0
167,14,3,11,12,9,0
168,14,3,11,12,11,0
169,14,3,11,12,13,0
170,14,4,11,12,5,0
171,14,3,11,12,1,0
172,15,0,10,0,1,0
173,15,0,10,0,2,0
174,15,0,10,0,3,0
175,15,0,10,0,4,0
176,15,0,11,0,1,0
177,15,0,11,0,2,0
178,15,0,11,0,3,0
179,15,0,11,0,4,0
180,15,0,12,0,1,0
181,15,0,12,0,2,0
182,15,0,12,0,3,0
183,15,0,12,0,4,0
184,15,0,1,0,1,0
185,15,0,1,0,2,0
186,15,0,1,0,3,0
187,15,0,1,0,4,0
188,16,0,1,0,0,0
189,16,0,2,0,0,0
190,16,0,2,0,1,0
191,16,0,2,0,2,0
192,16,3,2,0,3,0
193,17,0,1,0,0,0
194,17,0,41,0,0,0
195,17,3,2,0,2,0
196,18,0,0,0,3,1
197,18,0,0,0,3,2
198,18,0,0,0,3,3
199,18,3,0,0,3,4
200,18,0,0,0,1,1
201,18,0,0,0,1,2
202,18,0,0,0,1,3
203,18,0,0,0,1,4
204,18,3,0,0,1,5
205,19,5,10,28,8,0
206,19,3,10,28,16,0
207,20,0,10,0,0,0
208,20,1,10,0,0,0
209,20,0,11,0,0,0
210,20,1,11,0,0,0
211,22,3,2,0,-5,3
212,22,3,1,0,-5,1
213,22,0,41,0,-3,0
214,24,3,10,11,-5,1
215,24,4,10,11,-5,1
216,25,3,10,11,-5,1
217,25,4,10,11,-5,1
218,35,0,0,0,0,0
219,40,0,10,0,800,0
220,40,0,10,0,1000,0
221,40,0,10,0,0,3000
222,40,0,10,0,0,2600
223,40,0,10,0,0,2400
224,40,0,10,0,0,2200
225,40,0,10,0,0,2000
226,40,0,10,0,0,1800
227,40,0,10,0,0,1600
228,40,0,10,0,0,1500
229,40,0,10,0,0,1400
230,40,0,10,0,0,1300
231,40,0,10,0,0,1200
232,40,0,10,0,0,1100
233,40,0,10,0,0,1000
234,40,0,10,0,0,800
235,40,0,10,0,0,600
236,40,0,10,0,0,400
237,40,0,10,0,0,200
238,41,0,10,0,1,0
239,41,0,10,0,2,0
240,41,0,10,0,3,0
241,41,0,10,0,4,0
242,42,0,10,0,0,0
243,13,0,10,11,2,0
244,13,0,10,11,0,0
245,13,0,10,11,1,0
246,13,0,12,13,2,0
247,13,0,12,13,0,0
248,13,0,12,13,1,0
249,13,0,12,13,2,1
250,13,0,12,13,0,1
251,13,0,12,13,1,1
252,13,0,13,14,2,0
253,13,0,13,14,0,0
254,13,0,13,14,1,0
255,13,0,13,14,2,1
256,13,0,13,14,0,1
257,13,0,13,14,1,1
258,13,0,14,15,2,0
259,13,0,14,15,0,0
260,13,0,14,15,1,0
261,13,0,14,15,2,1
262,13,0,14,15,0,1
263,13,0,14,15,1,1
264,13,0,15,16,2,0
265,13,0,15,16,0,0
266,13,0,15,16,1,0
267,13,0,15,16,2,1
268,13,0,15,16,0,1
269,13,0,15,16,1,1
270,13,0,16,17,2,0
271,13,0,16,17,0,0
272,13,0,16,17,1,0
273,13,0,16,17,2,1
274,13,0,16,17,0,1
275,13,0,16,17,1,1
276,13,0,17,18,2,0
277,13,0,17,18,0,0
278,13,0,17,18,1,0
279,13,0,17,18,2,1
280,13,0,17,18,0,1
281,13,0,17,18,1,1
282,13,0,18,19,2,0
283,13,0,18,19,0,0
284,13,0,18,19,1,0
285,13,0,18,19,2,1
286,13,0,18,19,0,1
287,13,0,18,19,1,1
288,13,0,19,20,2,0
289,13,0,19,20,0,0
290,13,0,19,20,1,0
291,13,0,19,20,2,1
292,13,0,19,20,0,1
293,13,0,19,20,1,1
294,13,0,20,21,2,0
295,13,0,20,21,0,0
296,13,0,20,21,1,0
297,13,0,20,21,2,1
298,13,0,20,21,0,1
299,13,0,20,21,1,1
300,13,0,21,22,2,0
301,13,0,21,22,0,0
302,13,0,21,22,1,0
303,13,0,21,22,2,1
304,13,0,21,22,0,1
305,13,0,21,22,1,1
306,13,0,22,23,2,0
307,13,0,22,23,0,0
308,13,0,22,23,1,0
309,13,0,22,23,2,1
310,13,0,22,23,0,1
311,13,0,22,23,1,1
312,13,0,23,24,2,0
313,13,0,23,24,0,0
314,13,0,23,24,1,0
315,13,0,23,24,2,1
316,13,0,23,24,0,1
317,13,0,23,24,1,1
318,13,0,24,25,2,0
319,13,0,24,25,0,0
320,13,0,24,25,1,0
321,13,0,24,25,2,1
322,13,0,24,25,0,1
323,13,0,24,25,1,1
324,13,0,25,26,2,0
325,13,0,25,26,0,0
326,13,0,25,26,1,0
327,13,0,25,26,2,1
328,13,0,25,26,0,1
329,13,0,25,26,1,1
330,13,0,26,27,2,0
331,13,0,26,27,0,0
332,13,0,26,27,1,0
333,13,0,26,27,2,1
334,13,0,26,27,0,1
335,13,0,26,27,1,1
336,27,0,1,0,0,-1
337,27,0,1,0,1,-1
338,27,0,1,0,2,-1
339,27,0,1,0,3,-1
340,27,3,1,0,3,1
341,29,0,0,0,1,0
342,29,0,0,0,2,0
343,29,0,0,0,3,0
344,29,0,0,0,4,0
345,30,0,1,0,-1,1
346,30,0,1,0,-1,8
347,30,0,1,0,-1,2
348,30,0,1,0,-1,3
349,30,0,1,0,-1,4
350,30,0,1,0,-1,5
351,30,0,1,0,6,1
352,30,0,1,0,6,8
353,30,0,1,0,6,2
354,30,0,1,0,6,3
355,30,0,1,0,6,4
356,30,0,1,0,6,5
357,47,0,1,0,-1,2
358,22,3,1,0,-5,1
359,22,5,1,0,-5,-1
360,31,5,10,0,0,0
361,31,5,11,0,0,0
362,31,5,12,0,0,0
363,31,5,1,0,0,0
364,31,3,1,0,30,0
365,31,4,1,0,20,0
366,31,3,10,0,30,0
367,31,4,10,0,30,0
368,31,3,33,0,50,0
369,33,0,34,0,1002,0
370,54,3,0,0,0,0
371,51,0,0,0,1,0
372,51,0,0,0,2,0
373,51,0,0,0,3,0
374,51,0,0,0,4,0
375,52,0,0,0,1,0
376,52,0,0,0,2,0
377,52,0,0,0,3,0
378,52,0,0,0,4,0
379,24,3,10,11,-5,1
380,24,3,10,12,-5,1
381,24,3,10,13,-5,1
382,24,3,10,14,-5,1
383,24,3,10,15,-5,1
384,24,3,10,16,-5,1
385,24,3,10,17,-5,1
386,24,3,10,18,-5,1
387,24,3,10,19,-5,1
388,24,3,10,20,-5,1
389,24,3,10,21,-5,1
390,9,2,1,0,1,0
391,9,2,1,0,2,0
392,56,0,10,0,2,0
393,22,0,10,0,-10,0
394,22,1,11,0,-10,0
395,14,3,11,12,5,0
396,14,3,11,12,9,0
397,14,3,11,12,11,0
398,14,3,11,12,13,0
399,14,3,11,12,14,0
400,14,3,11,12,15,0
401,14,3,11,12,16,0
402,14,3,11,12,17,0
403,14,3,11,12,18,0
404,14,3,11,12,19,0
405,14,4,11,12,5,0
406,14,4,11,12,9,0
407,14,4,11,12,11,0
408,14,4,11,12,13,0
409,14,4,11,12,14,0
410,14,4,11,12,15,0
411,14,4,11,12,16,0
412,14,4,11,12,17,0
413,14,4,11,12,18,0
414,14,4,11,12,19,0
415,14,3,12,13,5,0
416,14,3,12,13,9,0
417,14,3,12,13,11,0
418,14,3,12,13,13,0
419,14,3,12,13,14,0
420,14,3,12,13,15,0
421,14,3,12,13,16,0
422,14,3,12,13,17,0
423,14,3,12,13,18,0
424,14,3,12,13,19,0
425,14,4,12,13,5,0
426,14,4,12,13,9,0
427,14,4,12,13,11,0
428,14,4,12,13,13,0
429,14,4,12,13,14,0
430,14,4,12,13,15,0
431,14,4,12,13,16,0
432,14,4,12,13,17,0
433,14,4,12,13,18,0
434,14,4,12,13,19,0
435,14,3,13,14,5,0
436,14,3,13,14,9,0
437,14,3,13,14,11,0
438,14,3,13,14,13,0
439,14,3,13,14,14,0
440,14,3,13,14,15,0
441,14,3,13,14,16,0
442,14,3,13,14,17,0
443,14,3,13,14,18,0
444,14,3,13,14,19,0
445,14,4,13,14,5,0
446,14,4,13,14,9,0
447,14,4,13,14,11,0
448,14,4,13,14,13,0
449,14,4,13,14,14,0
450,14,4,13,14,15,0
451,14,4,13,14,16,0
452,14,4,13,14,17,0
453,14,4,13,14,18,0
454,14,4,13,14,19,0
455,34,0,0,0,3,0
456,15,1,1,0,1,0
457,12,0,41,0,0,0
458,12,0,41,0,1,0
459,12,0,41,0,2,0
460,40,3,0,0,50,50
461,40,4,0,0,50,50
462,22,3,11,0,-2,1
463,22,5,11,0,-2,-1
464,22,3,12,0,-1,1
465,22,5,12,0,-2,-1
466,20,0,12,0,0,0
467,22,3,2,0,-1,2
468,30,0,1,0,4,1
469,30,0,1,0,4,2
470,30,0,1,0,4,3
471,30,0,1,0,4,4
472,30,0,1,0,4,5
473,30,0,1,0,4,6
474,30,0,1,0,4,7
475,30,0,1,0,4,8
476,30,0,1,0,4,10
477,30,0,1,0,4,11
478,30,0,1,0,4,12
479,30,0,1,0,4,13
480,30,0,1,0,4,14
481,30,0,1,0,4,15
482,30,0,1,0,4,16
483,30,0,1,0,4,19
484,30,0,1,0,4,20
485,30,0,1,0,3,1
486,30,0,1,0,3,2
487,30,0,1,0,3,3
488,30,0,1,0,3,4
489,30,0,1,0,3,5
490,30,0,1,0,3,6
491,30,0,1,0,3,7
492,30,0,1,0,3,8
493,30,0,1,0,3,10
494,30,0,1,0,3,11
495,30,0,1,0,3,12
496,30,0,1,0,3,13
497,30,0,1,0,3,14
498,30,0,1,0,3,15
499,30,0,1,0,3,16
500,30,0,1,0,3,19
501,30,0,1,0,3,20
502,49,0,0,0,2,0
503,30,0,1,0,0,0
504,30,0,1,0,0,0
505,41,0,10,0,1,1
506,41,0,10,0,2,1
507,41,0,10,0,3,1
508,41,0,10,0,4,1
509,41,0,10,0,1,2
510,41,0,10,0,2,2
511,41,0,10,0,3,2
512,41,0,10,0,4,2
513,51,0,10,0,1,1
514,51,0,10,0,2,1
515,51,0,10,0,3,1
516,51,0,10,0,4,1
517,51,0,10,0,1,2
518,51,0,10,0,2,2
519,51,0,10,0,3,2
520,51,0,10,0,4,2
521,52,0,10,0,1,1
522,52,0,10,0,2,1
523,52,0,10,0,3,1
524,52,0,10,0,4,1
525,52,0,10,0,1,2
526,52,0,10,0,2,2
527,52,0,10,0,3,2
528,52,0,10,0,4,2
529,53,0,10,0,1,1
530,53,0,10,0,2,1
531,53,0,10,0,3,1
532,53,0,10,0,4,1
533,53,0,10,0,1,2
534,53,0,10,0,2,2
535,53,0,10,0,3,2
536,53,0,10,0,4,2
537,55,5,10,0,0,3000
538,55,5,10,0,0,2600
539,55,5,10,0,0,2400
540,55,5,10,0,0,2200
541,55,5,10,0,0,2000
542,55,5,10,0,0,1800
543,55,5,10,0,0,1600
544,55,5,10,0,0,1500
545,55,5,10,0,0,1400
546,55,5,10,0,0,1300
547,55,5,10,0,0,1200
548,55,5,10,0,0,1100
549,55,5,10,0,0,1000
550,55,5,10,0,0,800
551,55,5,10,0,0,600
552,55,5,10,0,0,400
553,55,5,10,0,0,200
554,55,5,10,0,0,50
555,15,1,1,0,2,0
557,20,0,12,0,0,0
558,20,0,13,0,0,0
559,20,0,14,0,0,0
560,20,0,15,0,0,0
561,20,0,16,0,0,0
562,20,0,17,0,0,0
563,20,0,18,0,0,0
564,20,0,19,0,0,0
565,20,0,20,0,0,0
566,20,0,21,0,0,0
567,20,0,22,0,0,0
568,20,0,23,0,0,0
569,20,0,24,0,0,0
570,20,0,25,0,0,0
571,20,0,26,0,0,0
572,20,0,27,0,0,0
573,20,1,12,0,0,0
574,20,1,13,0,0,0
575,20,1,14,0,0,0
576,20,1,15,0,0,0
577,20,1,16,0,0,0
578,20,1,17,0,0,0
579,20,1,18,0,0,0
580,20,1,19,0,0,0
581,20,1,20,0,0,0
582,20,1,21,0,0,0
583,20,1,22,0,0,0
584,20,1,23,0,0,0
585,20,1,24,0,0,0
586,20,1,25,0,0,0
587,20,1,26,0,0,0
588,20,1,27,0,0,0
589,22,5,13,0,-2,-1
590,22,5,14,0,-2,-1
591,16,0,41,0,0,0
592,15,0,41,0,4,0
593,20,2,11,0,1,0
594,20,4,11,0,1,0
595,20,2,12,0,1,0
596,20,4,12,0,1,0
597,20,2,13,0,1,0
598,20,4,13,0,1,0
599,20,2,14,0,1,0
600,20,4,14,0,1,0
601,20,2,15,0,1,0
602,20,4,15,0,1,0
603,20,2,16,0,1,0
604,20,4,16,0,1,0
605,20,2,17,0,1,0
606,20,4,17,0,1,0
607,20,2,18,0,1,0
608,20,4,18,0,1,0
609,20,2,19,0,1,0
610,20,4,19,0,1,0
611,20,2,20,0,1,0
612,20,4,20,0,1,0
613,20,2,21,0,1,0
614,20,4,21,0,1,0
615,20,2,22,0,1,0
616,20,4,22,0,1,0
617,20,2,23,0,1,0
618,20,4,23,0,1,0
619,20,2,24,0,1,0
620,20,4,24,0,1,0
621,20,2,25,0,1,0
622,20,4,25,0,1,0
623,20,2,26,0,1,0
624,20,4,26,0,1,0
625,20,2,27,0,1,0
626,20,4,27,0,1,0
627,31,5,41,0,0,0
628,10,2,41,0,6,0
629,58,0,0,0,396,0
630,31,2,3,0,30,0
631,31,2,3,0,15,0
632,24,3,15,10,-3,3
633,24,3,16,10,-3,3
634,24,3,17,10,-3,3
635,24,3,18,10,-3,3
636,24,3,19,10,-3,3
637,24,3,20,10,-3,3
638,24,3,21,10,-3,3
639,24,3,22,10,-3,3
640,24,3,23,10,-3,3
641,24,3,24,10,-3,3
642,24,3,25,10,-3,3
643,24,3,26,10,-3,3
644,58,0,0,0,69,0
645,58,0,0,0,70,0
646,58,0,0,0,71,0
647,58,0,0,0,72,0
648,58,0,0,0,73,0
649,59,3,2,10,15000,0
650,24,3,3,10,-3,3
651,31,2,10,0,30,0
652,40,0,10,0,0,100
653,58,0,0,0,286,0
654,55,3,10,0,10,10
655,55,3,10,0,20,20
656,55,3,10,0,30,30
657,55,3,10,0,40,40
658,55,3,10,0,50,50
659,55,3,10,0,60,60
660,55,3,10,0,70,70
661,55,3,10,0,80,80
662,55,3,10,0,90,90
663,55,4,10,0,10,10
664,55,4,10,0,20,20
665,55,4,10,0,30,30
666,55,4,10,0,40,40
667,55,4,10,0,50,50
668,55,4,10,0,60,60
669,55,4,10,0,70,70
670,55,4,10,0,80,80
671,55,4,10,0,90,90
672,15,1,10,0,1,0
673,11,5,41,0,3,0
674,55,5,10,0,600,0
675,60,0,0,0,0,0
676,14,3,4,3,0,0
677,14,3,4,3,1,0
678,14,3,4,3,2,0
679,14,3,4,3,3,0
680,14,4,4,3,0,0
681,14,4,4,3,1,0
682,14,4,4,3,2,0
683,14,4,4,3,3,0
684,14,3,4,3,5,0
685,14,3,4,3,9,0
686,14,3,4,3,11,0
687,14,3,4,3,13,0
688,14,3,4,3,14,0
689,14,3,4,3,15,0
690,14,3,4,3,16,0
691,14,3,4,3,17,0
692,14,3,4,3,18,0
693,14,3,4,3,19,0
694,14,4,4,3,5,0
695,14,4,4,3,9,0
696,14,4,4,3,11,0
697,14,4,4,3,13,0
698,14,4,4,3,14,0
699,14,4,4,3,15,0
700,14,4,4,3,16,0
701,14,4,4,3,17,0
702,14,4,4,3,18,0
703,14,4,4,3,19,0
704,13,0,4,3,2,0
705,13,0,4,3,0,0
706,13,0,4,3,1,0
707,13,0,4,3,2,1
708,13,0,4,3,0,1
709,13,0,4,3,1,1
710,61,1,3,0,1,1
711,11,0,3,0,1,0
712,20,3,3,0,0,0
713,55,3,10,0,400,0
714,55,3,10,0,0,400
715,13,0,9,3,2,-1
716,13,0,9,3,0,-1
717,13,0,9,3,1,-1
718,20,4,3,0,0,0
719,55,3,10,0,0,1000
720,34,3,0,0,5,0
721,14,3,10,28,0,0
722,12,0,3,0,0,0
723,12,0,3,0,1,0
724,12,0,3,0,2,0
725,12,0,3,0,3,0
726,10,0,6,0,2,0
727,31,3,6,0,10,0
728,14,4,7,6,3,0
729,10,0,6,0,1,0
730,31,5,6,0,0,0
731,21,3,2,0,-5,10000
732,24,3,10,6,-5,1
733,26,5,3,0,3,0
734,22,1,10,0,-5,0
735,22,1,10,0,-5,0
736,14,3,10,28,0,0
737,24,3,10,1,-5,1
738,21,3,1,0,-5,10000
739,21,3,1,0,-5,15000
740,34,1,0,0,14,0
741,10,0,3,0,3,0
742,10,0,3,0,4,0
743,10,0,3,0,5,0
744,10,0,3,0,6,0
745,10,0,3,0,7,0
746,10,0,3,0,8,0
747,10,0,3,0,9,0
748,10,0,3,0,10,0
749,10,0,3,0,11,0
750,10,0,3,0,12,0
751,10,0,3,0,13,0
752,10,0,3,0,14,0
753,10,0,3,0,15,0
754,10,0,3,0,16,0
755,10,0,3,0,17,0
756,10,0,3,0,18,0
757,26,0,3,0,1,0
758,26,0,3,0,2,0
759,26,0,3,0,3,0
760,55,3,10,0,0,600
761,62,3,34,35,9,0
762,59,3,10,11,10000,0
763,59,3,11,10,10000,0
764,26,0,10,0,1,0
765,14,3,10,11,0,0
766,10,0,3,0,0,0
767,37,0,3,9,0,0
768,37,0,9,3,0,0
769,30,3,1,0,1,6
770,30,3,10,0,1,6
771,30,3,41,0,1,6
772,30,3,34,0,1,6
773,30,3,35,0,1,6
774,30,3,36,0,1,6
775,30,3,1,0,1,21
776,30,3,10,0,1,21
777,30,3,41,0,1,21
778,30,3,34,0,1,21
779,30,3,35,0,1,21
780,30,3,36,0,1,21
781,22,3,34,0,-3,1
782,11,0,3,0,2,0
783,59,3,11,10,1000,0
784,1,0,0,0,0,0
785,34,2,0,0,6,0
786,34,4,0,0,7,0
787,15,3,41,0,2,0
788,9,0,3,0,1,0
789,55,0,10,0,0,3000
790,55,0,10,0,0,2600
791,55,0,10,0,0,2400
792,55,0,10,0,0,2200
793,55,0,10,0,0,2000
794,55,0,10,0,0,1800
795,55,0,10,0,0,1600
796,55,0,10,0,0,1400
797,55,0,10,0,0,1200
798,55,0,10,0,0,1000
799,55,0,10,0,0,800
800,55,0,10,0,0,600
801,13,0,3,9,2,-1
802,13,0,3,9,0,-1
803,13,0,3,9,1,-1
804,10,0,3,0,1,0
805,10,1,6,0,1,0
806,31,1,10,0,0,0
807,21,4,41,0,-5,5000
808,22,3,3,0,-5,1
809,21,3,2,0,-5,10000
810,10,0,3,0,2,0
811,14,5,3,9,2,0
812,23,0,3,0,0,0
813,54,0,1,0,0,0
814,39,0,0,0,1,1
815,39,0,0,0,1,2
816,39,0,0,0,2,1
817,39,0,0,0,2,2
818,48,0,0,0,18,0
819,48,0,0,0,12,0
820,48,0,0,0,8,0
821,14,4,10,1,11,0
822,62,4,34,35,3,0
823,62,3,34,35,3,0
824,62,3,35,36,3,0
825,62,3,36,37,3,0
826,62,4,34,35,3,0
827,62,4,34,36,3,0
828,62,4,35,37,4,1
829,57,3,41,0,1,0
830,68,0,0,0,0,0
831,28,3,41,0,5,0
832,28,3,1,0,5,0
833,31,3,10,0,3,0
834,43,1,0,0,8000,8999
835,59,3,10,11,0,0
836,26,0,10,0,1,0
837,59,5,11,10,3000,0
838,22,3,10,0,-2,1
839,43,0,0,0,8000,8999
840,59,3,2,10,10000,0
841,14,3,28,29,5,0
842,14,3,10,28,9,0
843,14,4,10,28,9,0
844,55,3,10,0,0,200
845,57,0,11,0,1,0
846,57,0,12,0,1,0
847,57,0,13,0,1,0
848,57,0,14,0,1,0
849,57,0,15,0,1,0
850,57,0,16,0,1,0
851,57,0,17,0,1,0
852,57,0,18,0,1,0
853,57,0,19,0,1,0
854,57,0,20,0,1,0
855,57,0,21,0,1,0
856,57,0,22,0,1,0
857,57,0,23,0,1,0
858,57,0,24,0,1,0
859,57,0,25,0,1,0
860,57,0,26,0,1,0
861,57,0,27,0,1,0
862,28,3,11,0,5,0
863,28,3,12,0,5,0
864,28,3,13,0,5,0
865,28,3,14,0,5,0
866,28,3,15,0,5,0
867,28,3,16,0,5,0
868,28,3,17,0,5,0
869,28,3,18,0,5,0
870,28,3,19,0,5,0
871,28,3,20,0,5,0
872,28,3,21,0,5,0
873,28,3,22,0,5,0
874,28,3,23,0,5,0
875,28,3,24,0,5,0
876,28,3,25,0,5,0
877,28,3,26,0,5,0
878,28,3,27,0,5,0
879,55,3,10,0,800,0
883,26,5,3,0,4,0
884,44,0,1,0,0,0
885,44,0,41,0,0,0
886,26,5,1,0,0,50
887,24,3,10,1,-3,2
888,14,5,1,10,9,0
889,59,3,1,10,5000,0
890,14,5,1,10,3,0
891,20,5,1,10,3,0
892,31,1,1,0,0,0
893,26,5,1,0,3,0
894,26,5,1,0,6,0
895,26,5,1,0,9,0
896,26,5,1,0,12,0
897,26,5,1,0,18,0
898,40,3,10,0,15,15
899,63,5,1,0,30,0
900,64,5,1,0,30,0
901,65,5,1,0,30,0
902,66,5,1,0,30,0
903,67,5,1,0,30,0
904,63,3,1,0,70,0
905,64,3,1,0,70,0
906,65,3,1,0,70,0
907,66,3,1,0,70,0
908,67,3,1,0,70,0
909,63,2,1,0,30,0
910,64,2,1,0,30,0
911,65,2,1,0,30,0
912,66,2,1,0,30,0
913,67,2,1,0,30,0
914,63,4,1,0,70,0
915,64,4,1,0,70,0
916,65,4,1,0,70,0
917,66,4,1,0,70,0
918,67,4,1,0,70,0
919,71,3,1,0,50,0
920,71,4,1,0,50,0
921,57,0,46,0,1,1
922,57,0,47,0,1,1
923,57,0,48,0,1,1
924,57,0,49,0,1,1
925,57,0,50,0,1,1
926,57,0,51,0,1,1
927,57,0,52,0,1,1
928,57,0,53,0,1,1
929,57,0,54,0,1,1
930,57,0,55,0,1,1
931,57,0,56,0,1,1
932,57,0,57,0,1,1
933,57,0,58,0,1,1
934,57,0,59,0,1,1
935,57,0,60,0,1,1
936,57,0,61,0,1,1
937,57,0,62,0,1,1
938,57,0,63,0,1,1
939,44,1,46,0,0,0
940,44,1,47,0,0,0
941,44,1,48,0,0,0
942,44,1,49,0,0,0
943,44,1,50,0,0,0
944,44,1,51,0,0,0
945,44,1,52,0,0,0
946,44,1,53,0,0,0
947,44,1,54,0,0,0
948,44,1,55,0,0,0
949,44,1,56,0,0,0
950,44,1,57,0,0,0
951,44,1,58,0,0,0
952,44,1,59,0,0,0
953,44,1,60,0,0,0
954,44,1,61,0,0,0
955,44,1,62,0,0,0
956,44,1,63,0,0,0
957,44,1,1,0,0,0
958,71,4,10,0,50,0
959,44,0,3,0,0,0
960,44,0,34,0,0,0
961,44,0,35,0,0,0
962,44,0,36,0,0,0
963,44,0,37,0,0,0
966,74,5,1,0,20,0
967,74,5,1,0,40,0
968,74,5,1,0,60,0
969,74,5,1,0,80,0
970,74,2,1,0,80,0
971,55,5,10,0,66,66
972,40,3,10,0,60,60
973,72,0,0,0,1,0
974,72,0,0,0,2,0
975,15,0,34,0,1,0
976,15,0,35,0,1,0
977,15,0,36,0,1,0
978,15,0,37,0,1,0
979,15,0,34,0,2,0
980,15,0,35,0,2,0
981,15,0,36,0,2,0
982,15,0,37,0,2,0
983,15,0,34,0,3,0
984,15,0,35,0,3,0
985,15,0,36,0,3,0
986,15,0,37,0,3,0
987,15,0,34,0,4,0
988,15,0,35,0,4,0
