id,mission_type,condition_type,condition_value_1,condition_value_2,condition_value_3,condition_value_4,condition_num,step_group_id,step_order,disp_order,item_category,item_id,item_num,event_id,date_check_flg,transition_type,start_date,end_date
301027,3,100004,1,0,0,0,550,20,28,29,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301028,3,100004,1,0,0,0,600,20,29,29,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301029,3,100004,1,0,0,0,650,20,30,29,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301030,3,100004,1,0,0,0,700,20,31,29,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301031,3,100004,1,0,0,0,750,20,32,29,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301032,3,100004,1,0,0,0,800,20,33,29,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301033,3,100004,1,0,0,0,850,20,34,29,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301034,3,100004,1,0,0,0,900,20,35,29,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301035,3,100004,1,0,0,0,950,20,36,29,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301036,3,100004,1,0,0,0,1000,20,37,29,90,43,500,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301037,3,100004,1,0,0,0,1050,20,38,29,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301038,3,100004,1,0,0,0,1100,20,39,29,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301039,3,100004,1,0,0,0,1150,20,40,29,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301040,3,100004,1,0,0,0,1200,20,41,29,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301041,3,100004,1,0,0,0,1250,20,42,29,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301042,3,100004,1,0,0,0,1300,20,43,29,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301043,3,100004,1,0,0,0,1350,20,44,29,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301044,3,100004,1,0,0,0,1400,20,45,29,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301045,3,100004,1,0,0,0,1450,20,46,29,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301046,3,100004,1,0,0,0,1500,20,47,29,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301047,3,100004,1,0,0,0,1550,20,48,29,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301048,3,100004,1,0,0,0,1600,20,49,29,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301049,3,100004,1,0,0,0,1650,20,50,29,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301050,3,100004,1,0,0,0,1700,20,51,29,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301051,3,100004,1,0,0,0,1750,20,52,29,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301052,3,100004,1,0,0,0,1800,20,53,29,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301053,3,100004,1,0,0,0,1850,20,54,29,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301054,3,100004,1,0,0,0,1900,20,55,29,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301055,3,100004,1,0,0,0,1950,20,56,29,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301056,3,100004,1,0,0,0,2000,20,57,29,90,43,500,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301100,3,100007,100,1,0,0,1,30,1,30,91,59,1000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301101,3,100007,100,1,0,0,5,30,2,30,91,59,2000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301102,3,100007,100,1,0,0,10,30,3,30,91,59,3000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301103,3,100007,100,1,0,0,20,30,4,30,91,59,3000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301104,3,100007,100,1,0,0,30,30,5,30,91,59,3000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301105,3,100007,100,1,0,0,40,30,6,30,91,59,4000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301106,3,100007,100,1,0,0,50,30,7,30,91,59,4000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301107,3,100007,100,1,0,0,60,30,8,30,91,59,5000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301108,3,100007,100,1,0,0,70,30,9,30,91,59,5000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301109,3,100007,100,1,0,0,80,30,10,30,91,59,5000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301110,3,100007,100,1,0,0,90,30,11,30,91,59,5000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301111,3,100007,100,1,0,0,100,30,12,30,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301200,3,100007,200,1,0,0,1,40,1,40,91,59,1000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301201,3,100007,200,1,0,0,5,40,2,40,91,59,2000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301202,3,100007,200,1,0,0,10,40,3,40,91,59,3000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301203,3,100007,200,1,0,0,20,40,4,40,91,59,3000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301204,3,100007,200,1,0,0,30,40,5,40,91,59,3000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301205,3,100007,200,1,0,0,40,40,6,40,91,59,4000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301206,3,100007,200,1,0,0,50,40,7,40,91,59,4000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301207,3,100007,200,1,0,0,60,40,8,40,91,59,5000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301208,3,100007,200,1,0,0,70,40,9,40,91,59,5000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301209,3,100007,200,1,0,0,80,40,10,40,91,59,5000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301210,3,100007,200,1,0,0,90,40,11,40,91,59,5000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301211,3,100007,200,1,0,0,100,40,12,40,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301300,3,100007,300,1,0,0,1,50,1,50,20,32,2,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301301,3,100007,300,1,0,0,5,50,2,50,20,32,2,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301302,3,100007,300,1,0,0,10,50,3,50,20,32,2,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301303,3,100007,300,1,0,0,20,50,4,50,20,32,2,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301304,3,100007,300,1,0,0,30,50,5,50,20,32,2,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301305,3,100007,300,1,0,0,40,50,6,50,20,32,2,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301306,3,100007,300,1,0,0,50,50,7,50,20,32,2,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301307,3,100007,300,1,0,0,60,50,8,50,20,32,2,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301308,3,100007,300,1,0,0,70,50,9,50,20,32,2,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301309,3,100007,300,1,0,0,80,50,10,50,20,32,2,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301310,3,100007,300,1,0,0,90,50,11,50,20,32,2,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301311,3,100007,300,1,0,0,100,50,12,50,20,32,2,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301400,3,100005,100,1,0,0,3,60,1,60,90,43,30,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301401,3,100005,100,1,0,0,5,60,2,60,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301402,3,100005,100,1,0,0,10,60,3,60,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301403,3,100005,100,1,0,0,15,60,4,60,90,43,150,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301404,3,100005,100,1,0,0,20,60,5,60,90,43,300,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301500,3,100005,0,1,0,0,10,70,1,70,90,43,30,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301501,3,100005,0,1,0,0,15,70,2,70,90,43,30,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301502,3,100005,0,1,0,0,20,70,3,70,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301503,3,100005,0,1,0,0,25,70,4,70,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301504,3,100005,0,1,0,0,30,70,5,70,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301505,3,100005,0,1,0,0,35,70,6,70,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301506,3,100005,0,1,0,0,40,70,7,70,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301507,3,100005,0,1,0,0,45,70,8,70,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301508,3,100005,0,1,0,0,50,70,9,70,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301509,3,100005,0,1,0,0,55,70,10,70,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301510,3,100005,0,1,0,0,60,70,11,70,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301511,3,100005,0,1,0,0,65,70,12,70,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301512,3,100005,0,1,0,0,70,70,13,70,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301513,3,100005,0,1,0,0,75,70,14,70,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301514,3,100005,0,1,0,0,80,70,15,70,90,43,150,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301515,3,100005,0,1,0,0,85,70,16,70,90,43,150,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301516,3,100005,0,1,0,0,90,70,17,70,90,43,150,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301517,3,100005,0,1,0,0,95,70,18,70,90,43,150,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
301518,3,100005,0,1,0,0,100,70,19,70,90,43,300,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
302700,3,100022,0,0,0,0,1,140,1,140,30,110,1000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
302701,3,100022,0,0,0,0,5,140,2,140,30,110,2000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
302702,3,100022,0,0,0,0,10,140,3,140,30,110,3000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
302703,3,100022,0,0,0,0,30,140,4,140,30,110,5000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303000,3,100012,5,0,0,0,1,151,1,151,90,43,30,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303001,3,100012,10,0,0,0,1,152,2,152,90,43,30,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303002,3,100012,15,0,0,0,1,153,3,153,90,43,30,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303003,3,100012,20,0,0,0,1,154,4,154,90,43,30,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303004,3,100012,21,0,0,0,1,155,5,155,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303005,3,100012,22,0,0,0,1,156,6,156,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303006,3,100012,23,0,0,0,1,157,7,157,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303007,3,100012,24,0,0,0,1,158,8,158,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303008,3,100012,25,0,0,0,1,159,9,159,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303009,3,100012,26,0,0,0,1,160,10,160,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303010,3,100012,27,0,0,0,1,161,11,161,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303011,3,100012,28,0,0,0,1,162,12,162,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303012,3,100012,29,0,0,0,1,163,13,163,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303013,3,100012,30,0,0,0,1,164,14,164,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303100,3,100004,3,0,0,0,1,171,1,171,90,43,30,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303101,3,100004,4,0,0,0,1,172,2,172,90,43,30,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303102,3,100004,5,0,0,0,1,173,3,173,90,43,30,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303103,3,100004,6,0,0,0,1,174,4,174,90,43,30,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303104,3,100004,7,0,0,0,1,175,5,175,90,43,30,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303105,3,100004,8,0,0,0,1,176,5,176,90,43,30,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303106,3,100004,9,0,0,0,1,177,5,177,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303107,3,100004,10,0,0,0,1,178,5,178,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303108,3,100004,11,0,0,0,1,179,5,179,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303109,3,100004,12,0,0,0,1,180,5,180,90,43,100,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303110,3,100004,13,0,0,0,1,181,5,181,90,43,150,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303111,3,100004,14,0,0,0,1,182,5,182,90,43,150,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303112,3,100004,15,0,0,0,1,183,5,183,90,43,300,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303113,3,100004,16,0,0,0,1,184,5,184,90,43,300,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303114,3,100004,17,0,0,0,1,185,5,185,90,43,300,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303200,3,100010,1,0,0,0,1,210,1,210,90,43,150,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303201,3,100010,3,0,0,0,1,220,1,220,90,43,150,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303202,3,100010,4,0,0,0,1,230,1,230,90,43,150,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303203,3,100010,5,0,0,0,1,240,1,240,90,43,150,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303204,3,100010,7,0,0,0,1,250,1,250,90,43,150,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303205,3,100010,8,0,0,0,1,260,1,260,90,43,150,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303206,3,100010,10,0,0,0,1,270,1,270,90,43,150,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303207,3,100010,11,0,0,0,1,280,1,280,90,43,150,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303208,3,100010,12,0,0,0,1,290,1,290,90,43,150,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303300,3,100003,100101,0,0,0,1,300,1,300,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303301,3,100003,100201,0,0,0,1,310,1,310,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303302,3,100003,100301,0,0,0,1,320,1,320,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303303,3,100003,100401,0,0,0,1,330,1,330,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303304,3,100003,100501,0,0,0,1,340,1,340,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303305,3,100003,100601,0,0,0,1,350,1,350,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303306,3,100003,100701,0,0,0,1,360,1,360,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303307,3,100003,100801,0,0,0,1,370,1,370,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303308,3,100003,100901,0,0,0,1,380,1,380,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303309,3,100003,101001,0,0,0,1,390,1,390,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303310,3,100003,101101,0,0,0,1,400,1,400,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303311,3,100003,101201,0,0,0,1,410,1,410,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303312,3,100003,101301,0,0,0,1,420,1,420,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303313,3,100003,101401,0,0,0,1,430,1,430,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303314,3,100003,101501,0,0,0,1,440,1,440,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303315,3,100003,101601,0,0,0,1,450,1,450,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303316,3,100003,101701,0,0,0,1,460,1,460,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303317,3,100003,101801,0,0,0,1,470,1,470,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303318,3,100003,101901,0,0,0,1,480,1,480,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303319,3,100003,102001,0,0,0,1,490,1,490,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303320,3,100003,102101,0,0,0,1,500,1,500,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303321,3,100003,102201,0,0,0,1,510,1,510,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303322,3,100003,102301,0,0,0,1,520,1,520,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303323,3,100003,102401,0,0,0,1,530,1,530,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303325,3,100003,110101,0,0,0,1,540,1,540,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303326,3,100003,110201,0,0,0,1,550,1,550,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303327,3,100003,110301,0,0,0,1,560,1,560,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303328,3,100003,110401,0,0,0,1,570,1,570,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303329,3,100003,110501,0,0,0,1,580,1,580,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303330,3,100003,110601,0,0,0,1,590,1,590,91,59,10000,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
303331,3,100003,110701,0,0,0,1,610,1,591,91,59,10000,0,1,10001,2022/08/19 12:00:00,2050/01/01 4:59:59
303332,3,100003,110801,0,0,0,1,620,1,592,91,59,10000,0,1,10001,2022/08/19 12:00:00,2050/01/01 4:59:59
303333,3,100003,110901,0,0,0,1,630,1,593,91,59,10000,0,1,10001,2022/08/19 12:00:00,2050/01/01 4:59:59
303334,3,100003,111001,0,0,0,1,640,1,594,91,59,10000,0,1,10001,2022/08/19 12:00:00,2050/01/01 4:59:59
304000,3,100024,6,0,0,0,1,821,1,821,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
304001,3,100024,6,0,0,0,2,821,2,821,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
304002,3,100024,6,0,0,0,3,821,3,821,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
304003,3,100024,6,0,0,0,4,821,4,821,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
304004,3,100024,6,0,0,0,5,821,5,821,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
304005,3,100024,6,0,0,0,6,821,6,821,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
304006,3,100024,6,0,0,0,7,821,7,821,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
304007,3,100024,6,0,0,0,8,821,8,821,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
304008,3,100024,6,0,0,0,9,821,9,821,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
304009,3,100024,6,0,0,0,10,821,10,821,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
304010,3,100024,6,0,0,0,11,821,11,821,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
304011,3,100024,6,0,0,0,12,821,12,821,90,43,50,0,0,10001,2017/07/01 1:00:00,2050/01/01 4:59:59
