id,group_id,bracket_number,chara_id,mob_id,is_player,dress_id,chara_color_type,motivation,running_style,speed,stamina,pow,guts,wiz,proper_distance_short,proper_distance_mile,proper_distance_middle,proper_distance_long,proper_running_style_nige,proper_running_style_senko,proper_running_style_sashi,proper_running_style_oikomi,proper_ground_turf,proper_ground_dirt,skill_set_id,show_skill_type
92,12,1,1,8009,0,1,0,3,1,100,112,132,141,116,2,5,6,6,6,5,4,3,6,1,8064,0
93,12,2,1,8010,0,1,0,4,2,131,129,131,127,104,2,4,5,6,5,6,5,4,6,2,8068,0
94,12,3,1,8011,0,1,0,1,3,115,130,147,129,123,2,4,5,6,5,4,6,2,6,1,8073,0
95,12,4,1,8012,0,1,0,3,4,141,148,107,145,124,2,3,4,6,3,4,5,6,6,3,8078,0
96,12,5,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,13,1,1,8021,0,11,0,5,1,235,239,234,234,240,3,5,7,3,7,5,3,1,7,3,8041,0
98,13,2,1,8022,0,11,0,2,2,212,246,209,222,215,3,6,7,5,6,7,4,3,7,1,8047,0
99,13,3,1,8023,0,11,0,4,3,212,222,215,216,215,2,5,7,3,1,3,7,1,7,1,8054,0
100,13,4,1,8024,0,11,0,4,4,239,218,228,240,217,2,6,7,3,3,4,5,7,7,1,8059,0
101,13,5,1,8025,0,11,0,5,1,240,225,213,239,206,4,5,7,3,7,5,4,2,7,2,8044,0
102,13,6,1,8026,0,8,0,3,2,244,243,203,180,233,2,3,7,3,5,7,5,4,7,3,8046,0
103,13,7,1,8027,0,12,0,4,3,219,200,219,207,226,2,3,7,5,5,6,7,6,7,1,8051,0
104,13,8,1,8028,0,8,0,4,4,239,223,198,218,243,2,6,7,3,2,5,6,7,7,1,8056,0
105,13,9,1,8029,0,11,0,2,1,220,246,201,226,213,4,5,7,2,7,5,3,1,7,1,8043,0
106,13,10,1,8030,0,11,0,5,2,247,215,205,220,243,1,3,7,6,6,7,4,3,7,3,8048,0
107,13,11,1,8031,0,11,0,3,3,187,221,224,237,246,2,3,7,5,4,5,7,5,7,3,8053,0
108,13,12,1,8032,0,11,0,2,4,245,245,210,220,215,2,6,7,3,3,4,5,7,7,3,8058,0
109,13,13,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,13,14,1,8033,0,12,0,1,1,213,234,230,229,237,2,3,7,2,7,5,4,2,7,3,8044,0
111,13,15,1026,0,0,102601,0,4,1,1183,1073,960,879,734,6,6,7,7,7,6,4,1,7,1,100006,0
112,13,16,1,8035,0,8,0,1,3,244,228,247,210,200,3,5,7,3,5,6,7,3,7,3,8053,0
113,13,17,1,8036,0,12,0,5,4,180,244,245,200,223,2,6,7,3,2,5,6,7,7,3,8058,0
114,13,18,1,8037,0,12,0,4,1,227,229,223,206,239,1,2,7,3,7,5,3,1,7,3,8042,0
115,14,1,1,8038,0,1,0,2,2,259,279,229,284,263,1,1,3,7,5,7,5,4,7,1,8069,0
116,14,2,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,14,3,1,8039,0,1,0,4,3,280,237,287,243,246,3,4,5,7,5,6,7,5,7,1,8074,0
118,14,4,1,8040,0,1,0,1,4,272,270,290,268,268,2,5,6,7,3,4,5,7,7,1,8079,0
119,14,5,1007,0,0,1,0,5,4,122,121,152,180,120,1,5,7,7,1,6,6,7,7,1,100001,0
120,14,6,1,8041,0,1,0,1,1,256,215,259,254,290,3,4,5,7,7,5,3,3,7,1,8064,0
121,15,1,1,8042,0,1,0,5,2,312,349,321,307,305,2,4,5,7,5,7,5,4,7,1,8066,0
122,15,2,1,8043,0,1,0,5,3,327,295,364,327,317,2,4,5,7,5,6,7,3,7,3,8071,0
123,15,3,1,8044,0,1,0,3,4,346,318,316,359,332,3,3,6,7,3,4,5,7,7,1,8077,0
124,15,4,1,8045,0,1,0,1,1,328,319,328,345,335,2,2,3,7,7,5,4,3,7,1,8061,0
125,15,5,1,8046,0,1,0,1,2,349,349,359,349,330,1,5,6,7,6,7,4,3,7,3,8067,0
126,15,6,1,8047,0,1,0,1,3,315,338,326,306,343,2,4,5,7,5,6,7,3,7,1,8072,0
127,15,7,1,8048,0,1,0,3,4,347,344,299,341,342,2,5,6,7,2,5,6,7,7,3,8077,0
128,15,8,1,8049,0,1,0,2,1,313,306,331,314,317,2,2,3,7,7,5,4,3,7,3,8064,0
129,15,9,1,8050,0,1,0,3,2,339,346,321,338,309,2,4,5,7,5,7,4,3,7,1,8068,0
130,15,10,1,8051,0,1,0,4,3,305,316,321,322,327,2,4,5,7,4,5,7,5,7,3,8073,0
131,15,11,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,15,12,1,8052,0,1,0,5,4,314,344,312,343,325,3,3,6,7,3,4,5,7,7,1,8077,0
133,16,1,1,8053,0,1,0,3,1,458,477,496,499,483,1,2,3,7,7,5,3,1,7,2,8061,0
134,16,2,1007,0,0,1,0,4,4,186,186,217,197,176,1,5,7,7,1,6,6,7,7,1,100001,0
135,16,3,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,16,4,1,8055,0,1,0,4,3,459,488,472,468,444,2,4,5,7,4,5,7,5,7,1,8071,0
137,16,5,1,8056,0,1,0,2,4,491,499,477,493,469,2,5,6,7,2,5,6,7,7,3,8077,0
138,16,6,1,8057,0,1,0,5,2,490,494,497,430,496,2,4,5,7,6,7,4,3,7,1,8066,0
139,17,1,1013,0,0,1,0,4,2,417,493,419,446,464,1,2,7,7,6,7,4,2,7,3,100004,0
140,17,2,1030,0,0,1,0,3,2,408,442,439,482,433,3,5,7,7,6,7,5,1,7,1,100005,0
141,17,3,1,8058,0,1,0,3,4,472,451,435,481,443,1,5,7,4,2,2,5,7,7,5,8098,0
142,17,4,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,17,5,1007,0,0,1,0,4,4,368,382,400,410,398,1,5,7,7,1,6,6,7,7,1,100001,0
144,17,6,1,8059,0,1,0,5,1,438,476,471,495,474,3,7,7,5,7,6,3,2,7,3,8092,0
145,18,1,1,8060,0,1,0,3,3,510,520,492,520,498,2,3,7,3,1,3,7,2,7,3,8052,0
146,18,2,1,8061,0,1,0,4,2,482,486,503,485,517,2,3,7,2,3,7,5,2,7,2,8126,0
147,18,3,1,8062,0,1,0,3,2,481,484,517,488,516,2,4,7,3,5,7,3,2,7,3,8046,0
148,18,4,1,8063,0,1,0,2,1,481,506,516,485,507,3,4,7,3,7,6,4,2,7,1,8048,0
149,18,5,1,8064,0,1,0,3,3,503,515,482,500,501,2,3,7,2,2,5,7,3,7,3,8053,0
150,18,6,1,8065,0,1,0,2,2,519,517,512,482,518,2,5,7,3,3,7,5,2,7,1,8066,0
151,18,7,1,8066,0,1,0,5,4,485,508,501,514,499,5,7,7,2,2,4,5,7,7,2,8073,0
152,18,8,1,8067,0,1,0,1,1,507,519,498,520,495,3,4,7,4,7,4,5,3,7,1,8081,0
153,18,9,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,19,1,1,8068,0,11,0,5,1,510,536,545,522,537,2,4,7,3,7,6,3,2,7,1,8041,0
155,19,2,1,8069,0,12,0,2,3,520,512,508,520,503,2,5,7,4,2,5,7,3,7,1,8054,0
156,19,3,1,8070,0,11,0,4,2,517,530,524,526,523,1,2,4,7,3,7,4,2,7,3,8046,0
157,19,4,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,19,5,1,8071,0,11,0,5,1,513,549,533,525,516,2,5,7,3,7,5,3,1,7,3,8042,0
159,19,6,1,8072,0,8,0,3,3,523,512,550,532,534,2,3,7,5,2,5,7,3,7,1,8053,0
160,19,7,1,8073,0,12,0,4,3,506,510,526,522,520,2,3,7,5,1,3,7,5,7,1,8052,0
161,19,8,1,8074,0,8,0,4,4,550,521,513,533,522,3,5,7,5,2,3,5,7,7,1,8059,0
162,19,9,1,8080,0,11,0,2,2,530,509,531,531,526,2,3,5,7,3,7,4,1,7,1,8048,0
163,19,10,1,8076,0,12,0,5,2,500,540,519,504,530,2,3,5,7,3,7,4,2,7,3,8049,0
164,19,11,1,8077,0,11,0,3,3,546,510,507,509,544,3,5,7,6,2,5,7,3,7,1,8051,0
165,19,12,1,8081,0,12,0,2,3,520,500,521,546,507,3,5,7,5,1,3,7,5,7,1,400025,0
166,19,13,1,8079,0,11,0,3,4,538,521,521,531,511,3,5,7,4,3,3,5,7,7,1,8056,0
167,19,14,1050,0,0,105001,0,5,4,1032,839,1097,924,967,2,4,7,7,1,2,6,7,7,1,100007,0
168,19,15,1,8075,0,8,0,3,2,561,537,516,525,540,1,2,4,7,4,7,3,1,7,3,8067,0
169,19,16,1,8078,0,11,0,1,3,516,515,518,543,550,3,5,7,5,1,3,7,5,7,1,400027,0
170,19,17,1,8082,0,12,0,5,2,544,544,546,505,525,1,2,4,7,3,7,3,2,7,1,400021,0
171,19,18,1023,0,0,102301,0,4,2,961,1047,957,831,1058,2,5,7,7,3,7,6,3,7,2,100008,0
172,20,1,1037,0,0,103701,0,5,3,591,532,682,464,553,1,1,7,6,1,6,7,1,7,2,100009,0
173,20,2,1033,0,0,103301,0,5,4,578,519,515,598,662,1,4,7,5,1,5,6,7,7,1,100010,0
174,20,3,1008,0,0,100801,0,5,3,660,524,678,494,522,2,7,7,2,5,6,7,2,7,1,100011,0
175,20,4,1,8083,0,11,0,3,2,500,474,550,513,479,2,5,7,3,5,7,6,2,7,2,8067,0
176,20,5,1,8084,0,12,0,3,2,542,370,551,543,496,2,3,7,5,6,7,5,3,7,3,8046,0
177,20,6,1,8094,0,11,0,3,2,566,440,535,491,533,2,3,7,5,5,7,6,2,7,1,8127,0
178,20,7,1,8086,0,8,0,4,3,486,451,538,553,511,2,3,7,5,3,4,7,5,7,1,8052,0
179,20,8,1,8087,0,11,0,4,2,452,404,531,575,567,1,5,7,3,6,7,4,3,7,3,8088,0
180,20,9,1,8091,0,8,0,2,3,514,394,542,540,481,2,5,7,3,3,5,7,4,7,1,8053,0
181,20,10,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,20,11,1,8089,0,8,0,3,3,517,441,545,548,526,2,5,7,3,2,5,7,4,7,1,8091,0
183,20,12,1031,0,0,103101,0,5,1,592,565,546,559,513,2,7,7,2,7,6,1,1,7,1,100012,0
184,20,13,1,8090,0,8,0,3,2,567,447,549,504,521,1,2,7,5,6,7,5,4,7,3,8049,0
185,20,14,1,8088,0,12,0,1,1,523,452,563,515,491,1,2,7,5,7,5,3,2,7,3,8044,0
186,20,15,1,8092,0,11,0,4,2,499,413,576,523,492,2,5,7,3,5,7,4,3,7,1,8048,0
187,20,16,1,8093,0,8,0,1,3,516,509,536,517,477,2,5,7,3,2,4,7,5,7,1,8051,0
188,20,17,1,8085,0,12,0,3,4,512,487,518,473,530,1,3,7,5,1,4,6,7,7,3,8058,0
189,20,18,1,8095,0,11,0,4,1,495,451,555,514,488,2,5,7,3,7,5,3,2,7,1,8042,0
190,21,1,1,8100,0,8,0,2,2,402,417,507,602,512,6,7,6,2,5,7,6,2,7,2,8029,0
191,21,2,1,8101,0,12,0,1,3,483,403,513,450,422,4,7,6,5,2,5,7,4,7,1,8114,0
192,21,3,1,8102,0,8,0,5,1,465,441,622,355,415,4,7,6,5,7,6,4,2,7,1,8023,0
193,21,4,1,8103,0,11,0,4,4,423,496,558,351,568,6,7,6,2,3,4,5,7,7,1,8037,0
194,21,5,1,8104,0,8,0,2,2,452,622,557,447,505,6,7,6,2,6,7,5,3,7,3,8026,0
195,21,6,1,8105,0,12,0,3,3,524,489,416,415,458,4,7,6,5,2,5,7,4,7,1,8112,0
196,21,7,1,8106,0,8,0,3,2,547,450,425,482,422,6,7,6,2,6,7,5,3,7,3,8028,0
197,21,8,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,21,9,1,8107,0,12,0,4,2,627,405,575,476,402,6,7,6,2,6,7,5,3,7,3,8107,0
199,21,10,1,8108,0,11,0,3,1,607,437,485,392,532,4,7,6,5,7,5,3,1,7,3,8021,0
200,21,11,1,8109,0,12,0,4,3,423,374,483,501,535,4,7,6,5,1,3,7,5,7,1,8031,0
201,21,12,1,8110,0,8,0,5,2,581,435,590,460,415,6,7,6,2,6,7,5,3,7,3,8109,0
202,21,13,1,8111,0,12,0,3,4,593,449,530,337,472,6,7,6,2,1,4,5,7,7,2,8037,0
203,21,14,1,8112,0,11,0,1,3,520,411,493,453,529,4,7,6,5,2,5,7,3,7,1,8033,0
204,22,1,1,8113,0,8,0,4,1,487,469,505,332,552,2,5,6,7,7,6,3,2,7,1,8064,0
205,22,2,1,8114,0,8,0,3,4,475,521,553,371,642,1,5,6,7,3,4,5,7,7,1,8079,0
206,22,3,1,8115,0,8,0,5,3,600,520,465,473,426,2,5,6,7,2,4,7,5,7,1,8071,0
207,22,4,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,22,5,1,8116,0,11,0,3,1,597,531,477,502,585,2,5,6,7,7,6,4,2,7,1,8063,0
209,22,6,1,8117,0,11,0,1,2,458,495,566,477,448,3,3,6,7,5,7,6,2,7,2,8069,0
210,22,7,1,8118,0,12,0,5,4,533,547,447,491,637,3,3,6,7,2,2,5,7,7,5,8078,0
211,22,8,1,8119,0,8,0,4,3,591,495,546,459,384,3,3,3,7,2,4,7,5,7,1,8011,0
212,22,9,1,8120,0,12,0,2,2,631,559,576,431,422,2,5,6,7,6,7,5,3,7,3,8028,0
213,22,10,1,8121,0,11,0,4,2,458,514,566,477,448,2,5,6,7,6,7,5,3,7,3,8066,0
214,22,11,1,8122,0,8,0,3,3,582,576,612,545,429,3,3,6,7,1,3,7,5,7,1,8074,0
215,22,12,1,8123,0,8,0,2,4,519,582,656,436,415,2,4,5,7,2,2,5,7,7,5,8077,0
216,22,13,1,8124,0,12,0,1,1,637,487,629,448,403,2,5,6,7,7,5,4,3,7,3,8061,0
217,22,14,1,8125,0,12,0,5,2,518,548,599,504,480,2,5,6,7,5,7,6,2,7,2,8067,0
218,22,15,1,8126,0,11,0,3,3,603,582,592,418,492,3,3,6,7,2,5,7,3,7,1,8051,0
219,23,1,1,8127,0,1,0,3,3,486,451,538,453,472,3,5,7,6,2,5,7,3,7,1,8031,0
220,23,2,1030,0,0,1,0,4,2,583,624,578,415,438,3,5,7,7,6,7,5,1,7,1,100015,0
221,23,3,1013,0,0,1,0,4,2,1013,1062,812,976,914,1,2,7,7,6,7,4,2,7,3,100014,0
222,23,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,23,5,1007,0,0,1,0,4,4,427,451,532,413,420,1,5,7,7,1,6,6,7,7,1,100016,0
224,23,6,1035,0,0,1,0,5,3,1024,972,1093,934,842,1,2,7,6,1,6,7,1,7,1,100013,0
225,24,1,1,8128,0,11,0,4,2,515,491,637,537,504,2,5,7,3,3,7,5,2,7,1,8048,0
226,24,2,1,8129,0,12,0,3,1,593,474,553,582,478,1,2,7,5,7,5,3,1,7,1,8041,0
227,24,3,1,8130,0,11,0,2,3,669,414,618,520,435,3,3,7,3,2,5,7,3,7,1,8011,0
228,24,4,1066,0,0,106601,0,4,1,916,552,816,423,416,3,6,7,5,7,1,1,1,7,3,100017,0
229,24,5,1,8131,0,12,0,4,2,641,469,606,472,448,1,2,7,5,6,7,4,3,7,1,8028,0
230,24,6,1,8132,0,8,0,1,4,615,621,516,467,435,2,3,7,5,2,5,6,7,7,1,8037,0
231,24,7,1012,0,0,101201,0,5,4,783,643,794,423,474,6,6,7,7,1,6,5,7,7,1,100018,0
232,24,8,1060,0,0,106001,0,4,3,742,623,716,434,489,1,5,7,7,2,6,7,4,7,1,100019,0
233,24,9,1030,0,0,103001,0,5,2,629,678,583,415,438,3,5,7,7,6,7,5,1,7,1,100020,0
234,24,10,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,24,11,1,8133,0,8,0,2,2,592,497,520,525,505,1,3,7,5,5,7,6,2,7,2,8046,0
236,24,12,1,8134,0,12,0,3,1,608,475,645,509,415,2,3,7,5,7,6,3,2,7,1,8082,0
237,24,13,1,8135,0,12,0,2,3,572,490,437,690,561,2,5,7,3,5,6,7,3,7,3,8053,0
238,25,1,1,8128,0,1,0,3,2,398,552,360,345,545,2,4,7,5,5,7,6,2,7,1,8046,0
239,25,2,1,8131,0,1,0,5,2,345,485,562,392,512,2,5,7,5,5,7,6,2,7,1,8007,0
240,25,3,1,8236,0,1,0,5,3,380,521,450,448,492,3,5,7,7,2,4,7,5,7,1,8091,0
241,25,4,1,8242,0,1,0,2,3,529,389,514,570,343,3,5,7,7,2,4,7,5,7,1,8051,0
242,25,5,1,8137,0,1,0,4,1,476,478,492,532,308,1,2,7,5,7,5,3,1,7,1,8042,0
243,25,6,1,8155,0,1,0,3,2,500,397,565,317,532,6,6,7,2,6,7,5,3,7,3,8047,0
244,25,7,1,8596,0,1,0,2,4,449,490,545,443,443,2,6,7,3,3,4,5,7,7,3,8137,0
245,25,8,1,8239,0,1,0,1,3,504,499,405,499,411,3,5,7,6,1,3,7,5,7,1,8053,0
246,25,9,1,8158,0,1,0,3,2,456,545,518,307,421,1,2,7,5,6,7,5,4,7,3,8053,0
247,25,10,1,8161,0,1,0,1,2,442,467,453,466,392,1,2,7,5,6,7,5,4,7,3,8048,0
248,25,11,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,25,12,1056,0,0,1,0,5,3,541,587,573,426,411,2,5,7,7,1,6,7,2,7,7,1105601,0
250,25,13,1,8248,0,1,0,3,3,537,384,483,317,585,3,3,7,7,1,3,7,5,7,1,8052,0
251,25,14,1,8509,0,1,0,5,4,460,492,505,272,517,2,6,7,3,3,4,5,7,7,3,8057,0
252,25,15,1,8140,0,1,0,5,1,535,391,542,340,531,1,2,7,5,7,5,3,1,7,1,8023,0
253,25,16,1,8254,0,1,0,5,3,594,493,597,301,414,3,5,7,4,2,4,7,5,7,1,8053,0
254,26,1,1013,0,0,1,0,4,2,547,623,513,491,437,1,2,7,7,6,7,4,2,7,3,100036,0
255,26,2,1030,0,0,1,0,4,2,578,616,573,439,443,3,5,7,7,6,7,5,1,7,1,100015,0
256,26,3,1035,0,0,1,0,3,3,542,504,621,489,426,1,2,7,6,1,6,7,1,7,1,100037,0
257,26,4,1016,0,0,1,0,5,3,1041,973,1088,941,820,6,6,7,7,4,7,7,2,7,1,100038,0
258,26,5,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,26,6,1007,0,0,1,0,3,4,536,513,603,436,513,1,5,7,7,1,6,6,7,7,1,100039,0
260,27,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,27,2,1,20000,0,11,1,5,3,789,580,648,428,468,2,5,7,7,1,7,7,5,7,1,100025,0
262,27,3,1,20001,0,8,1,5,3,632,512,622,461,417,2,5,7,3,4,6,7,5,7,5,100026,0
263,27,4,1,20002,0,8,1,5,4,604,579,675,432,414,1,5,7,7,3,4,6,7,7,1,100027,0
264,27,5,1,20003,0,12,1,5,4,663,534,686,534,778,1,5,7,6,4,7,6,4,7,4,100028,0
265,27,6,1,20004,0,12,1,5,1,968,937,968,687,676,1,5,7,1,7,5,4,3,7,2,100029,0
266,27,7,1,20005,0,8,1,5,1,748,725,649,497,548,1,5,7,1,7,5,4,3,7,1,100030,0
267,27,8,1,20006,0,12,1,5,4,766,571,814,467,405,1,5,7,1,3,4,5,7,7,2,100031,0
268,27,9,1,20007,0,11,1,5,3,600,557,695,421,438,1,2,7,7,4,5,7,5,7,2,100032,0
269,27,10,1,20008,0,12,1,5,2,921,781,917,581,560,1,2,7,7,5,7,6,4,7,2,100033,0
270,27,11,1,20009,0,8,1,5,3,613,684,630,427,481,2,5,7,1,4,5,7,5,7,2,100034,0
271,27,12,1,20010,0,8,1,5,4,644,597,695,421,438,2,7,7,1,3,4,5,7,7,7,100035,0
272,28,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,28,2,1,8215,0,11,0,4,3,689,582,592,428,468,3,3,7,7,2,4,7,5,7,1,8054,0
274,28,3,1,8164,0,8,0,3,2,652,593,684,440,484,2,3,7,5,5,7,6,2,7,1,8046,0
275,28,4,1,8218,0,8,0,2,3,504,529,775,461,471,3,3,7,6,1,3,7,5,7,1,8052,0
276,28,5,1001,0,0,100101,0,4,3,638,573,645,533,575,2,5,7,7,1,7,7,5,7,1,100024,0
277,28,6,1,8146,0,12,0,1,1,649,567,612,490,438,3,6,7,5,7,5,4,1,7,3,8041,0
278,28,7,1032,0,0,103201,0,4,2,722,614,684,419,697,1,4,7,6,3,7,6,2,7,1,100021,0
279,28,8,1,8299,0,12,0,2,4,616,521,614,567,405,1,5,7,4,2,2,5,7,7,5,8037,0
280,28,9,1056,0,0,105601,0,5,3,677,734,707,534,514,2,5,7,7,1,6,7,2,7,7,100022,0
281,28,10,1,8170,0,12,0,4,2,652,656,623,578,445,2,3,7,5,5,7,6,2,7,1,8047,0
282,28,11,1,8221,0,8,0,1,3,711,568,686,520,438,3,3,7,4,2,4,7,5,7,1,8011,0
283,28,12,1018,0,0,101801,0,5,3,653,632,732,512,636,5,6,7,3,4,7,7,1,7,1,100023,0
284,29,1,1,8506,0,1,0,5,4,448,530,468,385,443,2,5,7,6,2,4,5,7,7,1,8059,0
285,29,2,1,8137,0,1,0,1,1,513,479,493,478,308,2,6,7,5,7,5,4,1,7,1,8042,0
286,29,3,1061,0,0,1,0,5,3,554,487,584,510,519,7,6,6,5,1,6,7,4,7,6,100040,0
287,29,4,1,8191,0,1,0,3,2,471,537,501,303,408,2,5,7,6,5,7,5,4,7,1,8048,0
288,29,5,1,8248,0,1,0,2,3,513,370,465,305,563,2,6,7,5,4,5,7,5,7,5,8052,0
289,29,6,1,8146,0,1,0,4,1,568,430,413,448,435,2,6,7,5,7,5,4,3,7,1,8041,0
290,29,7,1,8161,0,1,0,5,2,526,498,437,442,368,2,5,7,6,5,7,5,4,7,3,8048,0
291,29,8,1,8488,0,1,0,3,3,460,523,455,525,548,2,5,7,6,4,5,7,5,7,3,8051,0
292,29,9,1,8491,0,1,0,4,3,535,449,582,477,448,2,6,7,5,4,5,7,5,7,1,8054,0
293,29,10,1020,0,0,1,0,5,1,541,598,524,475,577,1,5,7,7,7,6,4,3,7,1,100041,0
294,29,11,1,8470,0,1,0,4,2,532,422,478,438,441,2,5,7,6,5,7,5,4,7,3,8047,0
295,29,12,1,8293,0,1,0,2,4,478,562,597,440,278,2,6,7,5,3,4,5,7,7,1,8059,0
296,29,13,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,30,1,1018,0,0,101801,0,5,2,1042,934,1020,895,950,5,6,7,3,4,6,7,1,7,1,100042,0
298,30,2,1,8467,0,11,0,3,1,541,558,513,385,379,2,5,7,4,7,5,4,2,7,1,8041,0
299,30,3,1,8155,0,12,0,3,2,508,469,570,393,475,2,6,7,3,4,7,5,4,7,1,8047,0
300,30,4,1,8494,0,11,0,5,3,555,568,589,317,528,1,6,7,3,2,5,7,4,7,1,8052,0
301,30,5,1,8485,0,11,0,2,3,527,432,510,472,431,2,6,7,6,2,5,7,5,7,1,8053,0
302,30,6,1,8182,0,11,0,4,2,537,570,597,305,443,2,6,7,6,5,7,5,2,7,1,8049,0
303,30,7,1,8479,0,8,0,3,2,421,359,581,504,458,2,5,7,4,5,7,5,3,7,3,8046,0
304,30,8,1,8164,0,8,0,4,2,594,423,525,480,393,2,5,7,4,5,7,5,4,7,1,8046,0
305,30,9,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,30,10,1,8506,0,12,0,1,4,501,594,524,431,496,2,6,7,6,3,4,5,6,7,1,8059,0
307,30,11,1014,0,0,101401,0,5,2,1089,1040,946,857,932,2,7,7,6,3,7,7,5,7,6,100043,0
308,30,12,1,8167,0,8,0,3,2,524,595,481,367,528,1,6,7,3,4,7,5,3,7,3,8049,0
309,30,13,1,8152,0,11,0,2,1,451,474,571,592,483,2,6,7,6,6,5,4,3,7,1,8042,0
310,30,14,1,8212,0,12,0,5,3,589,438,546,499,399,1,6,7,3,2,5,7,5,7,3,8051,0
311,30,15,1,8230,0,8,0,4,3,542,499,582,361,476,2,6,7,6,2,5,7,5,7,1,8054,0
312,31,1,1,8350,0,1,0,4,3,588,550,485,340,550,2,5,6,7,4,5,7,5,7,1,8074,0
313,31,2,1,8344,0,1,0,2,2,559,553,499,411,533,1,3,4,7,5,7,5,2,7,1,8068,0
