id,body_motion,body_motion_type,body_motion_play_type,face_type,cheek,eye_default,ear_motion,tail_motion,tail_motion_type
7018,mot06,2,2,CloseA,0,0,EarC,,0
7019,mot06,2,2,CloseC,0,0,EarC,,0
7020,mot06,2,2,CloseE,0,0,EarC,,0
8000,sudachi01,3,2,FutuA,0,0,EarC,,0
8001,sudachi01,3,2,WaraiA,0,0,EarC,,0
8002,sudachi01,3,2,WaraiC,0,0,EarC,,0
8003,sudachi01,3,2,IkariA,0,0,EarC,,0
8004,sudachi01,3,2,IkariC,0,0,EarC,,0
8005,sudachi01,3,2,KanasiA,0,0,EarC,,0
8006,sudachi01,3,2,KanasiC,0,0,EarC,,0
8007,sudachi01,3,2,KomariA,0,0,EarC,,0
8008,sudachi01,3,2,KomariC,0,0,EarC,,0
8009,sudachi01,3,2,DoyaA,0,0,EarC,,0
8010,sudachi01,3,2,OdorokiA,0,0,EarC,,0
8011,sudachi01,3,2,OdorokiC,0,0,EarC,,0
8012,sudachi01,3,2,JitomeA,0,0,EarC,,0
8013,sudachi01,3,2,DereA,0,0,EarC,,0
8014,sudachi01,3,2,KusyoAL,0,0,EarC,,0
8015,sudachi01,3,2,KusyoCL,0,0,EarC,,0
8016,sudachi01,3,2,KusyoEL,0,0,EarC,,0
8017,sudachi01,3,2,FutuC,0,0,EarC,,0
8018,sudachi01,3,2,CloseA,0,0,EarC,,0
8019,sudachi01,3,2,CloseC,0,0,EarC,,0
8020,sudachi01,3,2,CloseE,0,0,EarC,,0
9000,sudachi02,3,2,FutuA,0,0,EarC,,0
9001,sudachi02,3,2,WaraiA,0,0,EarC,,0
9002,sudachi02,3,2,WaraiC,0,0,EarC,,0
9003,sudachi02,3,2,IkariA,0,0,EarC,,0
9004,sudachi02,3,2,IkariC,0,0,EarC,,0
9005,sudachi02,3,2,KanasiA,0,0,EarC,,0
9006,sudachi02,3,2,KanasiC,0,0,EarC,,0
9007,sudachi02,3,2,KomariA,0,0,EarC,,0
9008,sudachi02,3,2,KomariC,0,0,EarC,,0
9009,sudachi02,3,2,DoyaA,0,0,EarC,,0
9010,sudachi02,3,2,OdorokiA,0,0,EarC,,0
9011,sudachi02,3,2,OdorokiC,0,0,EarC,,0
9012,sudachi02,3,2,JitomeA,0,0,EarC,,0
9013,sudachi02,3,2,DereA,0,0,EarC,,0
9014,sudachi02,3,2,KusyoAL,0,0,EarC,,0
9015,sudachi02,3,2,KusyoCL,0,0,EarC,,0
9016,sudachi02,3,2,KusyoEL,0,0,EarC,,0
9017,sudachi02,3,2,FutuC,0,0,EarC,,0
9018,sudachi02,3,2,CloseA,0,0,EarC,,0
9019,sudachi02,3,2,CloseC,0,0,EarC,,0
9020,sudachi02,3,2,CloseE,0,0,EarC,,0
10000,sudachi03,3,2,FutuA,0,0,EarC,,0
10001,sudachi03,3,2,WaraiA,0,0,EarC,,0
10002,sudachi03,3,2,WaraiC,0,0,EarC,,0
10003,sudachi03,3,2,IkariA,0,0,EarC,,0
10004,sudachi03,3,2,IkariC,0,0,EarC,,0
10005,sudachi03,3,2,KanasiA,0,0,EarC,,0
10006,sudachi03,3,2,KanasiC,0,0,EarC,,0
10007,sudachi03,3,2,KomariA,0,0,EarC,,0
10008,sudachi03,3,2,KomariC,0,0,EarC,,0
10009,sudachi03,3,2,DoyaA,0,0,EarC,,0
10010,sudachi03,3,2,OdorokiA,0,0,EarC,,0
10011,sudachi03,3,2,OdorokiC,0,0,EarC,,0
10012,sudachi03,3,2,JitomeA,0,0,EarC,,0
10013,sudachi03,3,2,DereA,0,0,EarC,,0
10014,sudachi03,3,2,KusyoAL,0,0,EarC,,0
10015,sudachi03,3,2,KusyoCL,0,0,EarC,,0
10016,sudachi03,3,2,KusyoEL,0,0,EarC,,0
10017,sudachi03,3,2,FutuC,0,0,EarC,,0
10018,sudachi03,3,2,CloseA,0,0,EarC,,0
10019,sudachi03,3,2,CloseC,0,0,EarC,,0
10020,sudachi03,3,2,CloseE,0,0,EarC,,0
11000,sudachi04,3,2,FutuA,0,0,EarC,,0
11001,sudachi04,3,2,WaraiA,0,0,EarC,,0
11002,sudachi04,3,2,WaraiC,0,0,EarC,,0
11003,sudachi04,3,2,IkariA,0,0,EarC,,0
11004,sudachi04,3,2,IkariC,0,0,EarC,,0
11005,sudachi04,3,2,KanasiA,0,0,EarC,,0
11006,sudachi04,3,2,KanasiC,0,0,EarC,,0
11007,sudachi04,3,2,KomariA,0,0,EarC,,0
11008,sudachi04,3,2,KomariC,0,0,EarC,,0
11009,sudachi04,3,2,DoyaA,0,0,EarC,,0
11010,sudachi04,3,2,OdorokiA,0,0,EarC,,0
11011,sudachi04,3,2,OdorokiC,0,0,EarC,,0
11012,sudachi04,3,2,JitomeA,0,0,EarC,,0
11013,sudachi04,3,2,DereA,0,0,EarC,,0
11014,sudachi04,3,2,KusyoAL,0,0,EarC,,0
11015,sudachi04,3,2,KusyoCL,0,0,EarC,,0
11016,sudachi04,3,2,KusyoEL,0,0,EarC,,0
11017,sudachi04,3,2,FutuC,0,0,EarC,,0
11018,sudachi04,3,2,CloseA,0,0,EarC,,0
11019,sudachi04,3,2,CloseC,0,0,EarC,,0
11020,sudachi04,3,2,CloseE,0,0,EarC,,0
12000,sudachi05,3,2,FutuA,0,0,EarC,,0
12001,sudachi05,3,2,WaraiA,0,0,EarC,,0
12002,sudachi05,3,2,WaraiC,0,0,EarC,,0
12003,sudachi05,3,2,IkariA,0,0,EarC,,0
12004,sudachi05,3,2,IkariC,0,0,EarC,,0
12005,sudachi05,3,2,KanasiA,0,0,EarC,,0
12006,sudachi05,3,2,KanasiC,0,0,EarC,,0
12007,sudachi05,3,2,KomariA,0,0,EarC,,0
12008,sudachi05,3,2,KomariC,0,0,EarC,,0
12009,sudachi05,3,2,DoyaA,0,0,EarC,,0
12010,sudachi05,3,2,OdorokiA,0,0,EarC,,0
12011,sudachi05,3,2,OdorokiC,0,0,EarC,,0
12012,sudachi05,3,2,JitomeA,0,0,EarC,,0
12013,sudachi05,3,2,DereA,0,0,EarC,,0
12014,sudachi05,3,2,KusyoAL,0,0,EarC,,0
12015,sudachi05,3,2,KusyoCL,0,0,EarC,,0
12016,sudachi05,3,2,KusyoEL,0,0,EarC,,0
12017,sudachi05,3,2,FutuC,0,0,EarC,,0
12018,sudachi05,3,2,CloseA,0,0,EarC,,0
12019,sudachi05,3,2,CloseC,0,0,EarC,,0
12020,sudachi05,3,2,CloseE,0,0,EarC,,0
13000,sudachi06,3,2,FutuA,0,0,EarC,,0
13001,sudachi06,3,2,WaraiA,0,0,EarC,,0
13002,sudachi06,3,2,WaraiC,0,0,EarC,,0
13003,sudachi06,3,2,IkariA,0,0,EarC,,0
13004,sudachi06,3,2,IkariC,0,0,EarC,,0
13005,sudachi06,3,2,KanasiA,0,0,EarC,,0
13006,sudachi06,3,2,KanasiC,0,0,EarC,,0
13007,sudachi06,3,2,KomariA,0,0,EarC,,0
13008,sudachi06,3,2,KomariC,0,0,EarC,,0
13009,sudachi06,3,2,DoyaA,0,0,EarC,,0
13010,sudachi06,3,2,OdorokiA,0,0,EarC,,0
13011,sudachi06,3,2,OdorokiC,0,0,EarC,,0
13012,sudachi06,3,2,JitomeA,0,0,EarC,,0
13013,sudachi06,3,2,DereA,0,0,EarC,,0
13014,sudachi06,3,2,KusyoAL,0,0,EarC,,0
13015,sudachi06,3,2,KusyoCL,0,0,EarC,,0
13016,sudachi06,3,2,KusyoEL,0,0,EarC,,0
13017,sudachi06,3,2,FutuC,0,0,EarC,,0
13018,sudachi06,3,2,CloseA,0,0,EarC,,0
13019,sudachi06,3,2,CloseC,0,0,EarC,,0
13020,sudachi06,3,2,CloseE,0,0,EarC,,0
14000,check01,3,1,WaraiA,0,0,EarC,,0
15000,check02,3,1,WaraiA,0,0,EarC,,0
16000,check03,3,1,WaraiA,0,0,EarC,,0
17000,check04,3,1,WaraiA,0,0,EarC,,0
18000,check05,3,1,WaraiA,0,0,EarC,,0
19000,stretch09,3,2,WaraiA,0,1,EarC,,0
20000,stretch03,3,1,DereA,0,1,EarC,,0
21000,stretch01,3,1,DoyaA,0,1,EarC,,0
22000,stretch22,3,1,WaraiA,0,1,EarC,,0
23000,think09,3,2,WaraiA,0,1,EarC,,0
24000,idle01_mirror,2,2,FutuA,0,0,EarC,,0
24001,idle01_mirror,2,2,WaraiA,0,0,EarC,,0
24002,idle01_mirror,2,2,WaraiC,0,0,EarC,,0
24003,idle01_mirror,2,2,IkariA,0,0,EarC,,0
24004,idle01_mirror,2,2,IkariC,0,0,EarC,,0
24005,idle01_mirror,2,2,KanasiA,0,0,EarC,,0
24006,idle01_mirror,2,2,KanasiC,0,0,EarC,,0
24007,idle01_mirror,2,2,KomariA,0,0,EarC,,0
24008,idle01_mirror,2,2,KomariC,0,0,EarC,,0
24009,idle01_mirror,2,2,DoyaA,0,0,EarC,,0
24010,idle01_mirror,2,2,OdorokiA,0,0,EarC,,0
24011,idle01_mirror,2,2,OdorokiC,0,0,EarC,,0
24012,idle01_mirror,2,2,JitomeA,0,0,EarC,,0
24013,idle01_mirror,2,2,DereA,0,0,EarC,,0
24014,idle01_mirror,2,2,KusyoAL,0,0,EarC,,0
24015,idle01_mirror,2,2,KusyoCL,0,0,EarC,,0
24016,idle01_mirror,2,2,Base,0,0,EarC,,0
25000,idle02_mirror,2,2,FutuA,0,0,EarC,,0
25001,idle02_mirror,2,2,WaraiA,0,0,EarC,,0
25002,idle02_mirror,2,2,WaraiC,0,0,EarC,,0
25003,idle02_mirror,2,2,IkariA,0,0,EarC,,0
25004,idle02_mirror,2,2,IkariC,0,0,EarC,,0
25005,idle02_mirror,2,2,KanasiA,0,0,EarC,,0
25006,idle02_mirror,2,2,KanasiC,0,0,EarC,,0
25007,idle02_mirror,2,2,KomariA,0,0,EarC,,0
25008,idle02_mirror,2,2,KomariC,0,0,EarC,,0
25009,idle02_mirror,2,2,DoyaA,0,0,EarC,,0
25010,idle02_mirror,2,2,OdorokiA,0,0,EarC,,0
25011,idle02_mirror,2,2,OdorokiC,0,0,EarC,,0
25012,idle02_mirror,2,2,JitomeA,0,0,EarC,,0
25013,idle02_mirror,2,2,DereA,0,0,EarC,,0
25014,idle02_mirror,2,2,KusyoAL,0,0,EarC,,0
25015,idle02_mirror,2,2,KusyoCL,0,0,EarC,,0
26000,mot01_mirror,2,2,FutuA,0,0,EarC,,0
26001,mot01_mirror,2,2,WaraiA,0,0,EarC,,0
26002,mot01_mirror,2,2,WaraiC,0,0,EarC,,0
26003,mot01_mirror,2,2,IkariA,0,0,EarC,,0
26004,mot01_mirror,2,2,IkariC,0,0,EarC,,0
26005,mot01_mirror,2,2,KanasiA,0,0,EarC,,0
26006,mot01_mirror,2,2,KanasiC,0,0,EarC,,0
26007,mot01_mirror,2,2,KomariA,0,0,EarC,,0
26008,mot01_mirror,2,2,KomariC,0,0,EarC,,0
26009,mot01_mirror,2,2,DoyaA,0,0,EarC,,0
26010,mot01_mirror,2,2,OdorokiA,0,0,EarC,,0
26011,mot01_mirror,2,2,OdorokiC,0,0,EarC,,0
26012,mot01_mirror,2,2,JitomeA,0,0,EarC,,0
26013,mot01_mirror,2,2,DereA,0,0,EarC,,0
26014,mot01_mirror,2,2,KusyoAL,0,0,EarC,,0
26015,mot01_mirror,2,2,KusyoCL,0,0,EarC,,0
27000,mot02_mirror,2,2,FutuA,0,0,EarC,,0
27001,mot02_mirror,2,2,WaraiA,0,0,EarC,,0
27002,mot02_mirror,2,2,WaraiC,0,0,EarC,,0
27003,mot02_mirror,2,2,IkariA,0,0,EarC,,0
27004,mot02_mirror,2,2,IkariC,0,0,EarC,,0
27005,mot02_mirror,2,2,KanasiA,0,0,EarC,,0
27006,mot02_mirror,2,2,KanasiC,0,0,EarC,,0
27007,mot02_mirror,2,2,KomariA,0,0,EarC,,0
27008,mot02_mirror,2,2,KomariC,0,0,EarC,,0
27009,mot02_mirror,2,2,DoyaA,0,0,EarC,,0
27010,mot02_mirror,2,2,OdorokiA,0,0,EarC,,0
27011,mot02_mirror,2,2,OdorokiC,0,0,EarC,,0
27012,mot02_mirror,2,2,JitomeA,0,0,EarC,,0
27013,mot02_mirror,2,2,DereA,0,0,EarC,,0
27014,mot02_mirror,2,2,KusyoAL,0,0,EarC,,0
27015,mot02_mirror,2,2,KusyoCL,0,0,EarC,,0
28000,mot03_mirror,2,2,FutuA,0,0,EarC,,0
28001,mot03_mirror,2,2,WaraiA,0,0,EarC,,0
28002,mot03_mirror,2,2,WaraiC,0,0,EarC,,0
28003,mot03_mirror,2,2,IkariA,0,0,EarC,,0
28004,mot03_mirror,2,2,IkariC,0,0,EarC,,0
28005,mot03_mirror,2,2,KanasiA,0,0,EarC,,0
28006,mot03_mirror,2,2,KanasiC,0,0,EarC,,0
28007,mot03_mirror,2,2,KomariA,0,0,EarC,,0
28008,mot03_mirror,2,2,KomariC,0,0,EarC,,0
28009,mot03_mirror,2,2,DoyaA,0,0,EarC,,0
28010,mot03_mirror,2,2,OdorokiA,0,0,EarC,,0
28011,mot03_mirror,2,2,OdorokiC,0,0,EarC,,0
28012,mot03_mirror,2,2,JitomeA,0,0,EarC,,0
28013,mot03_mirror,2,2,DereA,0,0,EarC,,0
28014,mot03_mirror,2,2,KusyoAL,0,0,EarC,,0
28015,mot03_mirror,2,2,KusyoCL,0,0,EarC,,0
29000,mot04_mirror,2,2,FutuA,0,0,EarC,,0
29001,mot04_mirror,2,2,WaraiA,0,0,EarC,,0
29002,mot04_mirror,2,2,WaraiC,0,0,EarC,,0
29003,mot04_mirror,2,2,IkariA,0,0,EarC,,0
29004,mot04_mirror,2,2,IkariC,0,0,EarC,,0
29005,mot04_mirror,2,2,KanasiA,0,0,EarC,,0
29006,mot04_mirror,2,2,KanasiC,0,0,EarC,,0
29007,mot04_mirror,2,2,KomariA,0,0,EarC,,0
29008,mot04_mirror,2,2,KomariC,0,0,EarC,,0
29009,mot04_mirror,2,2,DoyaA,0,0,EarC,,0
29010,mot04_mirror,2,2,OdorokiA,0,0,EarC,,0
29011,mot04_mirror,2,2,OdorokiC,0,0,EarC,,0
29012,mot04_mirror,2,2,JitomeA,0,0,EarC,,0
29013,mot04_mirror,2,2,DereA,0,0,EarC,,0
29014,mot04_mirror,2,2,KusyoAL,0,0,EarC,,0
29015,mot04_mirror,2,2,KusyoCL,0,0,EarC,,0
30000,mot05_mirror,2,2,FutuA,0,0,EarC,,0
30001,mot05_mirror,2,2,WaraiA,0,0,EarC,,0
30002,mot05_mirror,2,2,WaraiC,0,0,EarC,,0
30003,mot05_mirror,2,2,IkariA,0,0,EarC,,0
30004,mot05_mirror,2,2,IkariC,0,0,EarC,,0
30005,mot05_mirror,2,2,KanasiA,0,0,EarC,,0
30006,mot05_mirror,2,2,KanasiC,0,0,EarC,,0
30007,mot05_mirror,2,2,KomariA,0,0,EarC,,0
30008,mot05_mirror,2,2,KomariC,0,0,EarC,,0
30009,mot05_mirror,2,2,DoyaA,0,0,EarC,,0
30010,mot05_mirror,2,2,OdorokiA,0,0,EarC,,0
30011,mot05_mirror,2,2,OdorokiC,0,0,EarC,,0
30012,mot05_mirror,2,2,JitomeA,0,0,EarC,,0
30013,mot05_mirror,2,2,DereA,0,0,EarC,,0
30014,mot05_mirror,2,2,KusyoAL,0,0,EarC,,0
30015,mot05_mirror,2,2,KusyoCL,0,0,EarC,,0
31000,mot06_mirror,2,2,FutuA,0,0,EarC,,0
31001,mot06_mirror,2,2,WaraiA,0,0,EarC,,0
31002,mot06_mirror,2,2,WaraiC,0,0,EarC,,0
31003,mot06_mirror,2,2,IkariA,0,0,EarC,,0
31004,mot06_mirror,2,2,IkariC,0,0,EarC,,0
31005,mot06_mirror,2,2,KanasiA,0,0,EarC,,0
31006,mot06_mirror,2,2,KanasiC,0,0,EarC,,0
31007,mot06_mirror,2,2,KomariA,0,0,EarC,,0
31008,mot06_mirror,2,2,KomariC,0,0,EarC,,0
31009,mot06_mirror,2,2,DoyaA,0,0,EarC,,0
31010,mot06_mirror,2,2,OdorokiA,0,0,EarC,,0
31011,mot06_mirror,2,2,OdorokiC,0,0,EarC,,0
31012,mot06_mirror,2,2,JitomeA,0,0,EarC,,0
31013,mot06_mirror,2,2,DereA,0,0,EarC,,0
31014,mot06_mirror,2,2,KusyoAL,0,0,EarC,,0
31015,mot06_mirror,2,2,KusyoCL,0,0,EarC,,0
40000,mot01,2,2,DoyaA,0,0,EarC,,0
40001,mot02_mirror,2,2,WaraiA,0,0,EarC,,0
40002,idea02,3,2,WaraiC,0,0,EarC,,0
40003,mot02,2,2,FutuA,0,0,EarC,,0
40004,pose04_mirror,3,2,DoyaA,0,0,EarC,,0
40005,ikaku01,3,2,DoyaA,0,0,EarC,,0
40006,gatts04,3,2,DoyaA,0,0,EarC,,0
40007,good02,3,2,WaraiC,0,0,EarC,,0
40008,mot01,2,2,WaraiC,0,0,EarC,,0
40009,mot04,2,2,WaraiA,0,0,EarC,,0
40010,mot02_mirror,2,2,DoyaA,0,0,EarC,,0
40011,idle02,2,2,WaraiA,0,0,EarC,,0
40012,happy01,3,2,WaraiC,0,0,EarC,,0
40013,mot06,2,2,WaraiA,0,0,EarC,,0
40014,mot02,2,2,DoyaA,0,0,EarC,,0
40015,oh10,3,2,DoyaA,0,-1,EarC,,0
40016,koshiate08,3,2,DoyaA,0,0,EarC,,0
40017,joy07,3,2,WaraiC,0,0,EarC,,0
40018,fight06,3,2,DoyaA,0,0,EarC,,0
40019,gatts03,3,2,DoyaA,0,-1,EarC,,0
40020,mot01,2,2,DoyaA,0,0,EarC,,0
40021,mot02_mirror,2,2,WaraiA,0,0,EarC,,0
40022,idea02,3,2,WaraiC,0,0,EarC,,0
40023,mot02,2,2,FutuA,0,0,EarC,,0
40024,pose04_mirror,3,2,DoyaA,0,0,EarC,,0
40025,ikaku01,3,2,DoyaA,0,0,EarC,,0
40026,gatts04,3,2,DoyaA,0,0,EarC,,0
40027,good02,3,2,WaraiC,0,0,EarC,,0
40028,mot01,2,2,WaraiC,0,0,EarC,,0
40029,mot04,2,2,WaraiA,0,0,EarC,,0
40030,mot02_mirror,2,2,DoyaA,0,0,EarC,,0
40031,idle02,2,2,WaraiA,0,0,EarC,,0
40032,happy01,3,2,WaraiC,0,0,EarC,,0
40033,mot06,2,2,IkariA,0,0,EarC,,0
40034,mot02,2,2,DoyaA,0,0,EarC,,0
40035,oh10,3,2,DoyaA,0,0,EarC,,0
40036,koshiate08,3,2,DoyaA,0,0,EarC,,0
40037,joy07,3,2,WaraiC,0,0,EarC,,0
