id,npc_group_id,chara_id,mob_id,race_dress_id,race_instance_id,speed,stamina,pow,guts,wiz,proper_distance_short,proper_distance_mile,proper_distance_middle,proper_distance_long,proper_running_style_nige,proper_running_style_senko,proper_running_style_sashi,proper_running_style_oikomi,proper_ground_turf,proper_ground_dirt,skill_set_id
411,23,1,8388,12,0,474,239,420,525,605,6,5,1,1,5,6,5,4,6,1,32838801
412,23,1,8398,12,0,515,243,446,438,498,6,5,2,1,4,5,6,5,6,1,32839801
413,23,1,8411,8,0,420,300,539,548,515,6,5,2,1,3,4,5,6,6,1,32841101
414,23,1038,0,103801,0,593,275,611,458,538,7,5,1,1,2,7,6,1,7,1,32103801
415,23,1010,0,101001,0,569,310,593,435,480,7,7,3,1,5,7,3,1,7,5,32101001
501,24,1,8001,8,0,526,290,446,366,608,6,5,1,1,6,5,4,3,6,1,32800101
502,24,1,8004,8,0,376,130,435,528,730,6,5,1,1,6,5,4,3,6,1,32800401
503,24,1,8007,11,0,429,290,446,366,608,6,5,1,1,5,6,5,4,6,1,32800701
504,24,1,8010,11,0,610,407,310,330,408,6,5,1,1,5,6,5,4,6,1,32801001
505,24,1,8013,8,0,410,245,325,443,613,6,5,1,1,5,6,5,4,6,1,32801301
506,24,1,8022,11,0,418,157,419,529,536,6,5,2,1,4,5,6,5,6,1,32802201
507,24,1,8025,11,0,543,204,446,341,594,6,5,2,1,4,5,6,5,6,1,32802501
508,24,1,8028,8,0,495,187,405,542,460,6,5,2,1,4,5,6,5,6,1,32802801
509,24,1,8040,12,0,496,269,305,498,635,6,5,2,1,3,4,5,6,6,1,32804001
510,24,1,8385,8,0,455,169,426,520,511,6,5,1,1,6,5,4,3,6,1,32838501
511,24,1,8388,12,0,474,239,420,525,605,6,5,1,1,5,6,5,4,6,1,32838801
512,24,1,8398,12,0,515,243,446,438,498,6,5,2,1,4,5,6,5,6,1,32839801
513,24,1,8411,8,0,420,300,539,548,515,6,5,2,1,3,4,5,6,6,1,32841101
514,24,1028,0,102801,0,609,289,551,435,500,7,6,1,1,5,7,6,2,7,1,32102801
515,24,1054,0,105401,0,620,290,662,385,550,7,6,1,1,1,6,7,6,7,1,32105401
601,25,1,8001,8,0,526,290,446,366,608,6,5,1,1,6,5,4,3,6,1,32800101
602,25,1,8004,8,0,376,130,435,528,730,6,5,1,1,6,5,4,3,6,1,32800401
603,25,1,8007,11,0,429,290,446,366,608,6,5,1,1,5,6,5,4,6,1,32800701
604,25,1,8010,11,0,610,407,310,330,408,6,5,1,1,5,6,5,4,6,1,32801001
605,25,1,8013,8,0,410,245,325,443,613,6,5,1,1,5,6,5,4,6,1,32801301
606,25,1,8022,11,0,418,157,419,529,536,6,5,2,1,4,5,6,5,6,1,32802201
607,25,1,8025,11,0,543,204,446,341,594,6,5,2,1,4,5,6,5,6,1,32802501
608,25,1,8028,8,0,495,187,405,542,460,6,5,2,1,4,5,6,5,6,1,32802801
609,25,1,8040,12,0,496,269,305,498,635,6,5,2,1,3,4,5,6,6,1,32804001
610,25,1,8385,8,0,455,169,426,520,511,6,5,1,1,6,5,4,3,6,1,32838501
611,25,1,8388,12,0,474,239,420,525,605,6,5,1,1,5,6,5,4,6,1,32838801
612,25,1,8398,12,0,515,243,446,438,498,6,5,2,1,4,5,6,5,6,1,32839801
613,25,1,8411,8,0,420,300,539,548,515,6,5,2,1,3,4,5,6,6,1,32841101
614,25,1051,0,105101,0,600,345,593,577,501,7,7,4,1,5,7,5,1,7,1,32105101
615,25,1054,0,105401,0,620,290,662,385,550,7,6,1,1,1,6,7,6,7,1,32105401
701,26,1,8001,8,0,526,290,446,366,608,6,5,1,1,6,5,4,3,6,1,32800101
702,26,1,8004,8,0,376,130,435,528,730,6,5,1,1,6,5,4,3,6,1,32800401
703,26,1,8007,11,0,429,290,446,366,608,6,5,1,1,5,6,5,4,6,1,32800701
704,26,1,8010,11,0,610,407,310,330,408,6,5,1,1,5,6,5,4,6,1,32801001
705,26,1,8013,8,0,410,245,325,443,613,6,5,1,1,5,6,5,4,6,1,32801301
706,26,1,8022,11,0,418,157,419,529,536,6,5,2,1,4,5,6,5,6,1,32802201
707,26,1,8025,11,0,543,204,446,341,594,6,5,2,1,4,5,6,5,6,1,32802501
708,26,1,8028,8,0,495,187,405,542,460,6,5,2,1,4,5,6,5,6,1,32802801
709,26,1,8040,12,0,496,269,305,498,635,6,5,2,1,3,4,5,6,6,1,32804001
710,26,1,8385,8,0,455,169,426,520,511,6,5,1,1,6,5,4,3,6,1,32838501
711,26,1,8388,12,0,474,239,420,525,605,6,5,1,1,5,6,5,4,6,1,32838801
712,26,1,8398,12,0,515,243,446,438,498,6,5,2,1,4,5,6,5,6,1,32839801
713,26,1,8411,8,0,420,300,539,548,515,6,5,2,1,3,4,5,6,6,1,32841101
714,26,1028,0,102801,0,609,289,551,435,500,7,6,1,1,5,7,6,2,7,1,32102801
715,26,1054,0,105401,0,620,290,662,385,550,7,6,1,1,1,6,7,6,7,1,32105401
801,27,1,8136,12,0,433,508,277,502,521,2,5,6,5,6,5,4,3,6,1,32813601
802,27,1,8148,12,0,442,502,478,542,352,2,5,6,5,6,5,4,3,6,1,32814801
803,27,1,8160,11,0,431,548,519,440,460,2,5,6,5,5,6,5,4,6,1,32816001
804,27,1,8190,8,0,452,524,436,526,284,2,5,6,5,5,6,5,4,6,1,32819001
805,27,1,8205,12,0,426,512,508,573,193,2,5,6,5,5,6,5,4,6,1,32820501
806,27,1,8217,8,0,443,550,487,401,447,2,5,6,5,4,5,6,5,6,1,32821701
807,27,1,8232,11,0,436,530,350,608,398,2,5,6,5,4,5,6,5,6,1,32823201
808,27,1,8247,11,0,460,502,458,586,223,2,5,6,5,4,5,6,5,6,1,32824701
809,27,1,8295,11,0,442,598,586,353,326,2,5,6,5,3,4,5,6,6,1,32829501
810,27,1,8298,8,0,496,582,468,433,246,2,5,6,5,3,4,5,6,6,1,32829801
811,27,1,8310,8,0,408,367,485,451,564,2,5,6,5,3,4,5,6,6,1,32831001
812,27,1,8313,8,0,435,488,422,557,374,2,5,6,5,3,4,5,6,6,1,32831301
813,27,1,8475,12,0,359,563,387,656,352,2,5,6,5,5,6,5,4,6,1,32847501
814,27,1,8493,12,0,466,540,470,566,268,2,5,6,5,4,5,6,5,6,1,32849301
815,27,1,8505,11,0,458,605,453,347,299,2,5,6,5,3,4,5,6,6,1,32850501
816,27,1050,0,105001,0,568,636,604,406,415,5,6,7,5,1,1,6,7,7,1,32105001
817,27,1023,0,102301,0,544,588,552,517,441,6,6,7,7,1,7,5,1,7,1,32102301
901,28,1,8136,12,0,433,508,277,502,521,2,5,6,5,6,5,4,3,6,1,32813601
902,28,1,8148,12,0,442,502,478,542,352,2,5,6,5,6,5,4,3,6,1,32814801
903,28,1,8160,11,0,431,548,519,440,460,2,5,6,5,5,6,5,4,6,1,32816001
904,28,1,8190,8,0,452,524,436,526,284,2,5,6,5,5,6,5,4,6,1,32819001
905,28,1,8205,12,0,426,512,508,573,193,2,5,6,5,5,6,5,4,6,1,32820501
906,28,1,8217,8,0,443,550,487,401,447,2,5,6,5,4,5,6,5,6,1,32821701
907,28,1,8232,11,0,436,530,350,608,398,2,5,6,5,4,5,6,5,6,1,32823201
908,28,1,8247,11,0,460,502,458,586,223,2,5,6,5,4,5,6,5,6,1,32824701
909,28,1,8295,11,0,442,598,586,353,326,2,5,6,5,3,4,5,6,6,1,32829501
910,28,1,8298,8,0,496,582,468,433,246,2,5,6,5,3,4,5,6,6,1,32829801
911,28,1,8310,8,0,408,367,485,451,564,2,5,6,5,3,4,5,6,6,1,32831001
912,28,1,8313,8,0,435,488,422,557,374,2,5,6,5,3,4,5,6,6,1,32831301
913,28,1,8475,12,0,359,563,387,656,352,2,5,6,5,5,6,5,4,6,1,32847501
914,28,1,8493,12,0,466,540,470,566,268,2,5,6,5,4,5,6,5,6,1,32849301
915,28,1,8505,11,0,458,605,453,347,299,2,5,6,5,3,4,5,6,6,1,32850501
916,28,1007,0,100701,0,522,643,486,473,559,1,5,7,7,1,6,6,7,7,1,32100701
917,28,1009,0,100901,0,542,580,512,498,512,2,7,7,6,6,7,3,1,7,1,32100901
1001,29,1,8136,12,0,433,508,277,502,521,2,5,6,5,6,5,4,3,6,1,32813601
1002,29,1,8148,12,0,442,502,478,542,352,2,5,6,5,6,5,4,3,6,1,32814801
1003,29,1,8160,11,0,431,548,519,440,460,2,5,6,5,5,6,5,4,6,1,32816001
1004,29,1,8190,8,0,452,524,436,526,284,2,5,6,5,5,6,5,4,6,1,32819001
1005,29,1,8205,12,0,426,512,508,573,193,2,5,6,5,5,6,5,4,6,1,32820501
1006,29,1,8217,8,0,443,550,487,401,447,2,5,6,5,4,5,6,5,6,1,32821701
1007,29,1,8232,11,0,436,530,350,608,398,2,5,6,5,4,5,6,5,6,1,32823201
1008,29,1,8247,11,0,460,502,458,586,223,2,5,6,5,4,5,6,5,6,1,32824701
1009,29,1,8295,11,0,442,598,586,353,326,2,5,6,5,3,4,5,6,6,1,32829501
1010,29,1,8298,8,0,496,582,468,433,246,2,5,6,5,3,4,5,6,6,1,32829801
1011,29,1,8310,8,0,408,367,485,451,564,2,5,6,5,3,4,5,6,6,1,32831001
1012,29,1,8313,8,0,435,488,422,557,374,2,5,6,5,3,4,5,6,6,1,32831301
1013,29,1,8475,12,0,359,563,387,656,352,2,5,6,5,5,6,5,4,6,1,32847501
1014,29,1,8493,12,0,466,540,470,566,268,2,5,6,5,4,5,6,5,6,1,32849301
1015,29,1,8505,11,0,458,605,453,347,299,2,5,6,5,3,4,5,6,6,1,32850501
1016,29,1026,0,102601,0,521,573,538,491,477,7,7,7,5,7,6,4,1,7,1,32102601
1017,29,1031,0,103101,0,567,601,557,500,389,2,7,7,2,7,6,1,1,7,1,32103101
1101,30,1,8319,12,0,460,626,360,458,374,1,1,5,6,6,5,4,3,6,1,32831901
1102,30,1,8322,8,0,467,537,428,469,445,1,1,5,6,6,5,4,3,6,1,32832201
1103,30,1,8325,12,0,453,599,381,360,416,1,1,5,6,6,5,4,3,6,1,32832501
1104,30,1,8328,8,0,426,534,450,454,418,1,1,5,6,5,6,5,4,6,1,32832801
1105,30,1,8331,12,0,440,677,367,466,371,1,1,5,6,5,6,5,4,6,1,32833101
1106,30,1,8337,11,0,497,603,457,500,331,1,1,5,6,5,6,5,4,6,1,32833701
1107,30,1,8340,8,0,441,526,433,554,341,1,1,5,6,5,6,5,4,6,1,32834001
1108,30,1,8343,11,0,451,592,430,494,373,1,1,5,6,5,6,5,4,6,1,32834301
1109,30,1,8352,8,0,444,634,542,352,324,1,1,5,6,4,5,6,5,6,1,32835201
1110,30,1,8355,8,0,477,546,435,493,355,1,1,5,6,4,5,6,5,6,1,32835502
1111,30,1,8358,11,0,478,620,541,358,285,1,1,5,6,4,5,6,5,6,1,32835802
1112,30,1,8361,8,0,446,566,430,456,338,1,1,5,6,4,5,6,5,6,1,32836101
1113,30,1,8376,11,0,474,567,469,466,371,1,1,5,6,3,4,5,6,6,1,32837601
1114,30,1,8379,11,0,442,599,493,455,272,1,1,5,6,3,4,5,6,6,1,32837901
1115,30,1,8382,12,0,448,567,529,461,336,1,1,5,6,3,4,5,6,6,1,32838201
1116,30,1021,0,102101,0,466,602,526,516,348,1,3,7,7,5,6,7,6,7,4,32102101
1117,30,1040,0,104001,0,523,648,506,554,389,6,7,6,7,6,6,7,2,7,7,32104001
1201,31,1,8319,12,0,460,626,360,458,374,1,1,5,6,6,5,4,3,6,1,32831901
1202,31,1,8322,8,0,467,537,428,469,445,1,1,5,6,6,5,4,3,6,1,32832201
1203,31,1,8325,12,0,453,599,381,360,416,1,1,5,6,6,5,4,3,6,1,32832501
1204,31,1,8328,8,0,426,534,450,454,418,1,1,5,6,5,6,5,4,6,1,32832801
1205,31,1,8331,12,0,440,677,367,466,371,1,1,5,6,5,6,5,4,6,1,32833101
1206,31,1,8337,11,0,497,603,457,500,331,1,1,5,6,5,6,5,4,6,1,32833701
1207,31,1,8340,8,0,441,526,433,554,341,1,1,5,6,5,6,5,4,6,1,32834001
1208,31,1,8343,11,0,451,592,430,494,373,1,1,5,6,5,6,5,4,6,1,32834301
1209,31,1,8352,8,0,444,634,542,352,324,1,1,5,6,4,5,6,5,6,1,32835201
1210,31,1,8355,8,0,477,546,435,493,355,1,1,5,6,4,5,6,5,6,1,32835502
1211,31,1,8358,11,0,478,620,541,358,285,1,1,5,6,4,5,6,5,6,1,32835802
1212,31,1,8361,8,0,446,566,430,456,338,1,1,5,6,4,5,6,5,6,1,32836101
1213,31,1,8376,11,0,474,567,469,466,371,1,1,5,6,3,4,5,6,6,1,32837601
1214,31,1,8379,11,0,442,599,493,455,272,1,1,5,6,3,4,5,6,6,1,32837901
1215,31,1,8382,12,0,448,567,529,461,336,1,1,5,6,3,4,5,6,6,1,32838201
1216,31,1003,0,100301,0,523,594,443,490,488,2,3,7,7,1,7,4,2,7,1,32100301
1217,31,1027,0,102701,0,465,613,498,531,448,3,5,7,7,2,6,7,2,7,1,32102701
1301,32,1,8319,12,0,460,626,360,458,374,1,1,5,6,6,5,4,3,6,1,32831901
1302,32,1,8322,8,0,467,537,428,469,445,1,1,5,6,6,5,4,3,6,1,32832201
1303,32,1,8325,12,0,453,599,381,360,416,1,1,5,6,6,5,4,3,6,1,32832501
1304,32,1,8328,8,0,426,534,450,454,418,1,1,5,6,5,6,5,4,6,1,32832801
1305,32,1,8331,12,0,440,677,367,466,371,1,1,5,6,5,6,5,4,6,1,32833101
1306,32,1,8337,11,0,497,603,457,500,331,1,1,5,6,5,6,5,4,6,1,32833701
1307,32,1,8340,8,0,441,526,433,554,341,1,1,5,6,5,6,5,4,6,1,32834001
1308,32,1,8343,11,0,451,592,430,494,373,1,1,5,6,5,6,5,4,6,1,32834301
1309,32,1,8352,8,0,444,634,542,352,324,1,1,5,6,4,5,6,5,6,1,32835201
1310,32,1,8355,8,0,477,546,435,493,355,1,1,5,6,4,5,6,5,6,1,32835502
1311,32,1,8358,11,0,478,620,541,358,285,1,1,5,6,4,5,6,5,6,1,32835802
1312,32,1,8361,8,0,446,566,430,456,338,1,1,5,6,4,5,6,5,6,1,32836101
1313,32,1,8376,11,0,474,567,469,466,371,1,1,5,6,3,4,5,6,6,1,32837601
1314,32,1,8379,11,0,442,599,493,455,272,1,1,5,6,3,4,5,6,6,1,32837901
1315,32,1,8382,12,0,448,567,529,461,336,1,1,5,6,3,4,5,6,6,1,32838201
1316,32,1058,0,105801,0,489,611,456,502,383,1,1,7,7,2,7,6,2,7,1,32105801
1317,32,1025,0,102501,0,481,594,497,468,421,1,1,6,7,1,5,7,5,7,1,32102501
1401,33,1,8319,12,0,460,626,360,458,374,1,1,5,6,6,5,4,3,6,1,32831901
1402,33,1,8322,8,0,467,537,428,469,445,1,1,5,6,6,5,4,3,6,1,32832201
1403,33,1,8325,12,0,453,599,381,360,416,1,1,5,6,6,5,4,3,6,1,32832501
1404,33,1,8328,8,0,426,534,450,454,418,1,1,5,6,5,6,5,4,6,1,32832801
1405,33,1,8331,12,0,440,677,367,466,371,1,1,5,6,5,6,5,4,6,1,32833101
1406,33,1,8337,11,0,497,603,457,500,331,1,1,5,6,5,6,5,4,6,1,32833701
1407,33,1,8340,8,0,441,526,433,554,341,1,1,5,6,5,6,5,4,6,1,32834001
1408,33,1,8343,11,0,451,592,430,494,373,1,1,5,6,5,6,5,4,6,1,32834301
1409,33,1,8352,8,0,444,634,542,352,324,1,1,5,6,4,5,6,5,6,1,32835201
1410,33,1,8355,8,0,477,546,435,493,355,1,1,5,6,4,5,6,5,6,1,32835502
1411,33,1,8358,11,0,478,620,541,358,285,1,1,5,6,4,5,6,5,6,1,32835802
1412,33,1,8361,8,0,446,566,430,456,338,1,1,5,6,4,5,6,5,6,1,32836101
1413,33,1,8376,11,0,474,567,469,466,371,1,1,5,6,3,4,5,6,6,1,32837601
1414,33,1,8379,11,0,442,599,493,455,272,1,1,5,6,3,4,5,6,6,1,32837901
1415,33,1,8382,12,0,448,567,529,461,336,1,1,5,6,3,4,5,6,6,1,32838201
1416,33,1016,0,101601,0,510,630,460,544,366,2,5,7,7,1,7,6,3,7,1,32101601
1417,33,1001,0,100101,0,486,615,521,497,433,2,5,7,7,1,6,7,5,7,1,32100103
1501,34,1,8136,12,0,433,508,277,502,521,2,5,6,5,6,5,4,3,6,1,32813601
1502,34,1,8130,11,0,343,608,353,603,333,2,5,6,5,6,5,4,3,6,1,32813001
1503,34,1,8160,11,0,431,548,519,440,460,2,5,6,5,5,6,5,4,6,1,32816001
1504,34,1,8205,12,0,426,512,508,573,193,2,5,6,5,5,6,5,4,6,1,32820501
1505,34,1,8475,12,0,359,563,387,656,352,2,5,6,5,5,6,5,4,6,1,32847501
1506,34,1,8175,11,0,370,348,505,618,351,2,5,6,5,5,6,5,4,6,1,32817501
1507,34,1,8217,8,0,443,550,487,401,447,2,5,6,5,4,5,6,5,6,1,32821701
1508,34,1,8232,11,0,436,530,350,608,398,2,5,6,5,4,5,6,5,6,1,32823201
1509,34,1,8247,11,0,460,502,458,586,223,2,5,6,5,4,5,6,5,6,1,32824701
1510,34,1,8493,12,0,466,540,470,566,268,2,5,6,5,4,5,6,5,6,1,32849301
1511,34,1,8295,11,0,442,598,586,353,326,2,5,6,5,3,4,5,6,6,1,32829501
1512,34,1,8298,8,0,496,582,468,433,246,2,5,6,5,3,4,5,6,6,1,32829801
1513,34,1,8310,8,0,408,367,485,451,564,2,5,6,5,3,4,5,6,6,1,32831001
1514,34,1,8313,8,0,435,488,422,557,374,2,5,6,5,3,4,5,6,6,1,32831301
1515,34,1,8505,11,0,458,605,453,347,299,2,5,6,5,3,4,5,6,6,1,32850501
1516,34,1013,0,101301,0,544,588,447,433,559,1,2,7,7,6,7,4,2,7,1,32101301
1517,34,1006,0,100601,0,519,441,569,512,519,6,7,7,6,2,7,6,4,7,6,32100601
1601,35,1,8136,12,0,433,508,277,502,521,2,5,6,5,6,5,4,3,6,1,32813601
1602,35,1,8127,8,0,360,625,433,458,303,2,5,6,5,6,5,4,3,6,1,32812701
1603,35,1,8160,11,0,431,548,519,440,460,2,5,6,5,5,6,5,4,6,1,32816001
1604,35,1,8205,12,0,426,512,508,573,193,2,5,6,5,5,6,5,4,6,1,32820501
1605,35,1,8475,12,0,359,563,387,656,352,2,5,6,5,5,6,5,4,6,1,32847501
1606,35,1,8175,11,0,370,348,505,618,351,2,5,6,5,5,6,5,4,6,1,32817501
1607,35,1,8217,8,0,443,550,487,401,447,2,5,6,5,4,5,6,5,6,1,32821701
1608,35,1,8232,11,0,436,530,350,608,398,2,5,6,5,4,5,6,5,6,1,32823201
1609,35,1,8247,11,0,460,502,458,586,223,2,5,6,5,4,5,6,5,6,1,32824701
1610,35,1,8493,12,0,466,540,470,566,268,2,5,6,5,4,5,6,5,6,1,32849301
1611,35,1,8295,11,0,442,598,586,353,326,2,5,6,5,3,4,5,6,6,1,32829501
1612,35,1,8298,8,0,496,582,468,433,246,2,5,6,5,3,4,5,6,6,1,32829801
1613,35,1,8310,8,0,408,367,485,451,564,2,5,6,5,3,4,5,6,6,1,32831001
1614,35,1,8313,8,0,435,488,422,557,374,2,5,6,5,3,4,5,6,6,1,32831301
1615,35,1,8505,11,0,458,605,453,347,299,2,5,6,5,3,4,5,6,6,1,32850501
1616,35,1018,0,101801,0,521,466,532,548,581,5,6,7,3,4,7,6,1,7,1,32101802
1617,35,1011,0,101101,0,508,468,491,523,538,1,7,7,7,2,6,7,2,7,1,32101101
1701,36,1,8136,12,0,433,508,277,502,521,2,5,6,5,6,5,4,3,6,1,32813601
1702,36,1,8127,8,0,360,625,433,458,303,2,5,6,5,6,5,4,3,6,1,32812701
1703,36,1,8160,11,0,431,548,519,440,460,2,5,6,5,5,6,5,4,6,1,32816001
1704,36,1,8205,12,0,426,512,508,573,193,2,5,6,5,5,6,5,4,6,1,32820501
1705,36,1,8475,12,0,359,563,387,656,352,2,5,6,5,5,6,5,4,6,1,32847501
1706,36,1,8175,11,0,370,348,505,618,351,2,5,6,5,5,6,5,4,6,1,32817501
1707,36,1,8217,8,0,443,550,487,401,447,2,5,6,5,4,5,6,5,6,1,32821701
1708,36,1,8232,11,0,436,530,350,608,398,2,5,6,5,4,5,6,5,6,1,32823201
1709,36,1,8247,11,0,460,502,458,586,223,2,5,6,5,4,5,6,5,6,1,32824701
1710,36,1,8493,12,0,466,540,470,566,268,2,5,6,5,4,5,6,5,6,1,32849301
1711,36,1,8295,11,0,442,598,586,353,326,2,5,6,5,3,4,5,6,6,1,32829501
1712,36,1,8298,8,0,496,582,468,433,246,2,5,6,5,3,4,5,6,6,1,32829801
1713,36,1,8310,8,0,408,367,485,451,564,2,5,6,5,3,4,5,6,6,1,32831001
1714,36,1,8313,8,0,435,488,422,557,374,2,5,6,5,3,4,5,6,6,1,32831301
1715,36,1,8505,11,0,458,605,453,347,299,2,5,6,5,3,4,5,6,6,1,32850501
1716,36,1013,0,101301,0,544,588,447,433,559,1,2,7,7,6,7,4,2,7,1,32101301
1717,36,1048,0,104801,0,593,584,495,478,527,5,5,7,6,4,7,6,1,7,1,32104801
1801,37,1,8049,12,0,537,389,554,455,244,5,6,5,1,6,5,4,3,6,1,32804901
1802,37,1,8052,8,0,495,285,440,633,293,5,6,5,1,6,5,4,3,6,1,32805201
1803,37,1,8061,12,0,527,522,407,396,239,5,6,5,1,5,6,5,4,6,1,32806101
1804,37,1,8064,11,0,328,543,326,405,568,5,6,5,2,5,6,5,4,6,1,32806401
1805,37,1,8082,12,0,416,484,416,218,528,5,6,5,2,4,5,6,5,6,1,32808201
1806,37,1,8085,12,0,477,435,372,267,544,5,6,5,2,4,5,6,5,6,1,32808501
1807,37,1,8088,12,0,363,517,447,447,487,5,6,5,2,4,5,6,5,6,1,32808801
1808,37,1,8115,8,0,387,414,378,541,403,5,6,5,2,3,4,5,6,6,1,32811501
