id,race_track_id,season,weather,timezone,resource
85,10002,1,2,1,122
86,10002,1,2,2,122
87,10002,1,2,3,123
88,10002,1,2,4,123
89,10002,1,3,1,132
90,10002,1,3,2,132
91,10002,1,3,3,133
92,10002,1,3,4,133
93,10002,1,4,1,132
94,10002,1,4,2,132
95,10002,1,4,3,133
96,10002,1,4,4,133
97,10002,2,1,1,212
98,10002,2,1,2,212
99,10002,2,1,3,213
100,10002,2,1,4,213
101,10002,2,2,1,222
102,10002,2,2,2,222
103,10002,2,2,3,223
104,10002,2,2,4,223
105,10002,2,3,1,232
106,10002,2,3,2,232
107,10002,2,3,3,233
108,10002,2,3,4,233
109,10002,2,4,1,232
110,10002,2,4,2,232
111,10002,2,4,3,233
112,10002,2,4,4,233
113,10002,3,1,1,312
114,10002,3,1,2,312
115,10002,3,1,3,313
116,10002,3,1,4,313
117,10002,3,2,1,322
118,10002,3,2,2,322
119,10002,3,2,3,323
120,10002,3,2,4,323
121,10002,3,3,1,332
122,10002,3,3,2,332
123,10002,3,3,3,333
124,10002,3,3,4,333
125,10002,3,4,1,332
126,10002,3,4,2,332
127,10002,3,4,3,333
128,10002,3,4,4,333
129,10002,4,1,1,412
130,10002,4,1,2,412
131,10002,4,1,3,413
132,10002,4,1,4,413
133,10002,4,2,1,422
134,10002,4,2,2,422
135,10002,4,2,3,423
136,10002,4,2,4,423
137,10002,4,3,1,432
138,10002,4,3,2,432
139,10002,4,3,3,433
140,10002,4,3,4,433
141,10002,4,4,1,442
142,10002,4,4,2,442
143,10002,4,4,3,443
144,10002,4,4,4,443
145,10002,5,1,1,512
146,10002,5,1,2,512
147,10002,5,1,3,513
148,10002,5,1,4,513
149,10002,5,2,1,522
150,10002,5,2,2,522
151,10002,5,2,3,523
152,10002,5,2,4,523
153,10002,5,3,1,532
154,10002,5,3,2,532
155,10002,5,3,3,533
156,10002,5,3,4,533
157,10002,5,4,1,532
158,10002,5,4,2,532
159,10002,5,4,3,533
160,10002,5,4,4,533
161,10003,1,1,1,112
162,10003,1,1,2,112
163,10003,1,1,3,113
164,10003,1,1,4,113
165,10003,1,2,1,122
166,10003,1,2,2,122
167,10003,1,2,3,123
168,10003,1,2,4,123
169,10003,1,3,1,132
170,10003,1,3,2,132
171,10003,1,3,3,133
172,10003,1,3,4,133
173,10003,1,4,1,132
174,10003,1,4,2,132
175,10003,1,4,3,133
176,10003,1,4,4,133
177,10003,2,1,1,212
178,10003,2,1,2,212
179,10003,2,1,3,213
180,10003,2,1,4,213
181,10003,2,2,1,222
182,10003,2,2,2,222
183,10003,2,2,3,223
184,10003,2,2,4,223
185,10003,2,3,1,232
186,10003,2,3,2,232
187,10003,2,3,3,233
188,10003,2,3,4,233
189,10003,2,4,1,232
190,10003,2,4,2,232
191,10003,2,4,3,233
192,10003,2,4,4,233
193,10003,3,1,1,312
194,10003,3,1,2,312
195,10003,3,1,3,313
196,10003,3,1,4,313
197,10003,3,2,1,322
198,10003,3,2,2,322
199,10003,3,2,3,323
200,10003,3,2,4,323
201,10003,3,3,1,332
202,10003,3,3,2,332
203,10003,3,3,3,333
204,10003,3,3,4,333
205,10003,3,4,1,332
206,10003,3,4,2,332
207,10003,3,4,3,333
208,10003,3,4,4,333
209,10003,4,1,1,412
210,10003,4,1,2,412
211,10003,4,1,3,413
212,10003,4,1,4,413
213,10003,4,2,1,422
214,10003,4,2,2,422
215,10003,4,2,3,423
216,10003,4,2,4,423
217,10003,4,3,1,432
218,10003,4,3,2,432
219,10003,4,3,3,433
220,10003,4,3,4,433
221,10003,4,4,1,442
222,10003,4,4,2,442
223,10003,4,4,3,443
224,10003,4,4,4,443
225,10003,5,1,1,512
226,10003,5,1,2,512
227,10003,5,1,3,513
228,10003,5,1,4,513
229,10003,5,2,1,522
230,10003,5,2,2,522
231,10003,5,2,3,523
232,10003,5,2,4,523
233,10003,5,3,1,532
234,10003,5,3,2,532
235,10003,5,3,3,533
236,10003,5,3,4,533
237,10003,5,4,1,532
238,10003,5,4,2,532
239,10003,5,4,3,533
240,10003,5,4,4,533
241,10004,1,1,1,112
242,10004,1,1,2,112
243,10004,1,1,3,113
244,10004,1,1,4,113
245,10004,1,2,1,122
246,10004,1,2,2,122
247,10004,1,2,3,123
248,10004,1,2,4,123
249,10004,1,3,1,132
250,10004,1,3,2,132
251,10004,1,3,3,133
252,10004,1,3,4,133
253,10004,1,4,1,132
254,10004,1,4,2,132
255,10004,1,4,3,133
256,10004,1,4,4,133
257,10004,2,1,1,212
258,10004,2,1,2,212
259,10004,2,1,3,213
260,10004,2,1,4,213
261,10004,2,2,1,222
262,10004,2,2,2,222
263,10004,2,2,3,223
264,10004,2,2,4,223
265,10004,2,3,1,232
266,10004,2,3,2,232
267,10004,2,3,3,233
268,10004,2,3,4,233
269,10004,2,4,1,232
270,10004,2,4,2,232
271,10004,2,4,3,233
272,10004,2,4,4,233
273,10004,3,1,1,312
274,10004,3,1,2,312
275,10004,3,1,3,313
276,10004,3,1,4,313
277,10004,3,2,1,322
278,10004,3,2,2,322
279,10004,3,2,3,323
280,10004,3,2,4,323
281,10004,3,3,1,332
282,10004,3,3,2,332
283,10004,3,3,3,333
284,10004,3,3,4,333
285,10004,3,4,1,332
286,10004,3,4,2,332
287,10004,3,4,3,333
288,10004,3,4,4,333
289,10004,4,1,1,412
290,10004,4,1,2,412
291,10004,4,1,3,413
292,10004,4,1,4,413
293,10004,4,2,1,422
294,10004,4,2,2,422
295,10004,4,2,3,423
296,10004,4,2,4,423
297,10004,4,3,1,432
298,10004,4,3,2,432
299,10004,4,3,3,433
300,10004,4,3,4,433
301,10004,4,4,1,442
302,10004,4,4,2,442
303,10004,4,4,3,443
304,10004,4,4,4,443
305,10004,5,1,1,512
306,10004,5,1,2,512
307,10004,5,1,3,513
308,10004,5,1,4,513
309,10004,5,2,1,522
310,10004,5,2,2,522
311,10004,5,2,3,523
312,10004,5,2,4,523
313,10004,5,3,1,532
314,10004,5,3,2,532
315,10004,5,3,3,533
316,10004,5,3,4,533
317,10004,5,4,1,532
318,10004,5,4,2,532
319,10004,5,4,3,533
320,10004,5,4,4,533
321,10005,1,1,1,112
322,10005,1,1,2,112
323,10005,1,1,3,113
324,10005,1,1,4,113
325,10005,1,2,1,122
326,10005,1,2,2,122
327,10005,1,2,3,123
328,10005,1,2,4,123
329,10005,1,3,1,132
330,10005,1,3,2,132
331,10005,1,3,3,133
332,10005,1,3,4,133
333,10005,1,4,1,132
334,10005,1,4,2,132
335,10005,1,4,3,133
336,10005,1,4,4,133
337,10005,2,1,1,212
338,10005,2,1,2,212
339,10005,2,1,3,213
340,10005,2,1,4,213
341,10005,2,2,1,222
342,10005,2,2,2,222
343,10005,2,2,3,223
344,10005,2,2,4,223
345,10005,2,3,1,232
346,10005,2,3,2,232
347,10005,2,3,3,233
348,10005,2,3,4,233
349,10005,2,4,1,232
350,10005,2,4,2,232
351,10005,2,4,3,233
352,10005,2,4,4,233
353,10005,3,1,1,312
354,10005,3,1,2,312
355,10005,3,1,3,313
356,10005,3,1,4,313
357,10005,3,2,1,322
358,10005,3,2,2,322
359,10005,3,2,3,323
360,10005,3,2,4,323
361,10005,3,3,1,332
362,10005,3,3,2,332
363,10005,3,3,3,333
364,10005,3,3,4,333
365,10005,3,4,1,332
366,10005,3,4,2,332
367,10005,3,4,3,333
368,10005,3,4,4,333
369,10005,4,1,1,412
370,10005,4,1,2,412
371,10005,4,1,3,413
372,10005,4,1,4,413
373,10005,4,2,1,422
374,10005,4,2,2,422
375,10005,4,2,3,423
376,10005,4,2,4,423
377,10005,4,3,1,432
378,10005,4,3,2,432
379,10005,4,3,3,433
380,10005,4,3,4,433
381,10005,4,4,1,442
382,10005,4,4,2,442
383,10005,4,4,3,443
384,10005,4,4,4,443
385,10005,5,1,1,512
386,10005,5,1,2,512
387,10005,5,1,3,513
388,10005,5,1,4,513
389,10005,5,2,1,522
390,10005,5,2,2,522
391,10005,5,2,3,523
392,10005,5,2,4,523
393,10005,5,3,1,532
394,10005,5,3,2,532
395,10005,5,3,3,533
396,10005,5,3,4,533
397,10005,5,4,1,532
398,10005,5,4,2,532
399,10005,5,4,3,533
400,10005,5,4,4,533
401,10006,1,1,1,112
402,10006,1,1,2,112
403,10006,1,1,3,113
404,10006,1,1,4,113
405,10006,1,2,1,122
406,10006,1,2,2,122
407,10006,1,2,3,123
408,10006,1,2,4,123
409,10006,1,3,1,132
410,10006,1,3,2,132
411,10006,1,3,3,133
412,10006,1,3,4,133
413,10006,1,4,1,132
414,10006,1,4,2,132
415,10006,1,4,3,133
416,10006,1,4,4,133
417,10006,2,1,1,212
418,10006,2,1,2,212
419,10006,2,1,3,213
420,10006,2,1,4,213
421,10006,2,2,1,222
422,10006,2,2,2,222
423,10006,2,2,3,223
424,10006,2,2,4,223
425,10006,2,3,1,232
426,10006,2,3,2,232
427,10006,2,3,3,233
428,10006,2,3,4,233
429,10006,2,4,1,232
430,10006,2,4,2,232
431,10006,2,4,3,233
432,10006,2,4,4,233
433,10006,3,1,1,312
434,10006,3,1,2,312
435,10006,3,1,3,313
436,10006,3,1,4,313
437,10006,3,2,1,322
438,10006,3,2,2,322
439,10006,3,2,3,323
440,10006,3,2,4,323
441,10006,3,3,1,332
442,10006,3,3,2,332
443,10006,3,3,3,333
444,10006,3,3,4,333
445,10006,3,4,1,332
446,10006,3,4,2,332
447,10006,3,4,3,333
448,10006,3,4,4,333
449,10006,4,1,1,412
450,10006,4,1,2,412
451,10006,4,1,3,413
452,10006,4,1,4,413
453,10006,4,2,1,422
454,10006,4,2,2,422
455,10006,4,2,3,423
456,10006,4,2,4,423
457,10006,4,3,1,432
458,10006,4,3,2,432
459,10006,4,3,3,433
460,10006,4,3,4,433
461,10006,4,4,1,442
462,10006,4,4,2,442
463,10006,4,4,3,443
464,10006,4,4,4,443
465,10006,5,1,1,512
466,10006,5,1,2,512
467,10006,5,1,3,513
468,10006,5,1,4,513
469,10006,5,2,1,522
470,10006,5,2,2,522
471,10006,5,2,3,523
472,10006,5,2,4,523
473,10006,5,3,1,532
474,10006,5,3,2,532
475,10006,5,3,3,533
476,10006,5,3,4,533
477,10006,5,4,1,532
478,10006,5,4,2,532
479,10006,5,4,3,533
480,10006,5,4,4,533
481,10007,1,1,1,112
482,10007,1,1,2,112
483,10007,1,1,3,113
484,10007,1,1,4,113
485,10007,1,2,1,122
486,10007,1,2,2,122
487,10007,1,2,3,123
488,10007,1,2,4,123
489,10007,1,3,1,132
490,10007,1,3,2,132
491,10007,1,3,3,133
492,10007,1,3,4,133
493,10007,1,4,1,132
494,10007,1,4,2,132
495,10007,1,4,3,133
496,10007,1,4,4,133
497,10007,2,1,1,212
498,10007,2,1,2,212
499,10007,2,1,3,213
500,10007,2,1,4,213
501,10007,2,2,1,222
502,10007,2,2,2,222
503,10007,2,2,3,223
504,10007,2,2,4,223
505,10007,2,3,1,232
506,10007,2,3,2,232
507,10007,2,3,3,233
508,10007,2,3,4,233
509,10007,2,4,1,232
510,10007,2,4,2,232
511,10007,2,4,3,233
512,10007,2,4,4,233
513,10007,3,1,1,312
514,10007,3,1,2,312
515,10007,3,1,3,313
516,10007,3,1,4,313
517,10007,3,2,1,322
518,10007,3,2,2,322
519,10007,3,2,3,323
520,10007,3,2,4,323
521,10007,3,3,1,332
522,10007,3,3,2,332
523,10007,3,3,3,333
524,10007,3,3,4,333
525,10007,3,4,1,332
526,10007,3,4,2,332
527,10007,3,4,3,333
528,10007,3,4,4,333
529,10007,4,1,1,412
530,10007,4,1,2,412
531,10007,4,1,3,413
532,10007,4,1,4,413
533,10007,4,2,1,422
534,10007,4,2,2,422
535,10007,4,2,3,423
536,10007,4,2,4,423
537,10007,4,3,1,432
538,10007,4,3,2,432
539,10007,4,3,3,433
540,10007,4,3,4,433
541,10007,4,4,1,442
542,10007,4,4,2,442
543,10007,4,4,3,443
544,10007,4,4,4,443
545,10007,5,1,1,512
546,10007,5,1,2,512
547,10007,5,1,3,513
548,10007,5,1,4,513
549,10007,5,2,1,522
550,10007,5,2,2,522
551,10007,5,2,3,523
552,10007,5,2,4,523
553,10007,5,3,1,532
554,10007,5,3,2,532
555,10007,5,3,3,533
556,10007,5,3,4,533
557,10007,5,4,1,532
558,10007,5,4,2,532
559,10007,5,4,3,533
560,10007,5,4,4,533
561,10008,1,1,1,112
562,10008,1,1,2,112
563,10008,1,1,3,113
564,10008,1,1,4,113
565,10008,1,2,1,122
566,10008,1,2,2,122
567,10008,1,2,3,123
568,10008,1,2,4,123
569,10008,1,3,1,132
570,10008,1,3,2,132
571,10008,1,3,3,133
572,10008,1,3,4,133
573,10008,1,4,1,132
574,10008,1,4,2,132
575,10008,1,4,3,133
576,10008,1,4,4,133
577,10008,2,1,1,212
578,10008,2,1,2,212
579,10008,2,1,3,213
580,10008,2,1,4,213
581,10008,2,2,1,222
582,10008,2,2,2,222
583,10008,2,2,3,223
584,10008,2,2,4,223
585,10008,2,3,1,232
586,10008,2,3,2,232
587,10008,2,3,3,233
588,10008,2,3,4,233
589,10008,2,4,1,232
590,10008,2,4,2,232
591,10008,2,4,3,233
592,10008,2,4,4,233
593,10008,3,1,1,312
594,10008,3,1,2,312
595,10008,3,1,3,313
596,10008,3,1,4,313
597,10008,3,2,1,322
598,10008,3,2,2,322
599,10008,3,2,3,323
600,10008,3,2,4,323
601,10008,3,3,1,332
602,10008,3,3,2,332
603,10008,3,3,3,333
604,10008,3,3,4,333
605,10008,3,4,1,332
606,10008,3,4,2,332
607,10008,3,4,3,333
608,10008,3,4,4,333
609,10008,4,1,1,412
610,10008,4,1,2,412
611,10008,4,1,3,413
612,10008,4,1,4,413
613,10008,4,2,1,422
614,10008,4,2,2,422
615,10008,4,2,3,423
616,10008,4,2,4,423
617,10008,4,3,1,432
618,10008,4,3,2,432
619,10008,4,3,3,433
620,10008,4,3,4,433
621,10008,4,4,1,442
622,10008,4,4,2,442
623,10008,4,4,3,443
624,10008,4,4,4,443
625,10008,5,1,1,512
626,10008,5,1,2,512
627,10008,5,1,3,513
628,10008,5,1,4,513
629,10008,5,2,1,522
630,10008,5,2,2,522
631,10008,5,2,3,523
632,10008,5,2,4,523
633,10008,5,3,1,532
634,10008,5,3,2,532
635,10008,5,3,3,533
636,10008,5,3,4,533
637,10008,5,4,1,532
638,10008,5,4,2,532
639,10008,5,4,3,533
640,10008,5,4,4,533
641,10009,1,1,1,112
642,10009,1,1,2,112
643,10009,1,1,3,113
644,10009,1,1,4,113
645,10009,1,2,1,122
646,10009,1,2,2,122
647,10009,1,2,3,123
648,10009,1,2,4,123
649,10009,1,3,1,132
650,10009,1,3,2,132
651,10009,1,3,3,133
652,10009,1,3,4,133
653,10009,1,4,1,132
654,10009,1,4,2,132
655,10009,1,4,3,133
656,10009,1,4,4,133
657,10009,2,1,1,212
658,10009,2,1,2,212
659,10009,2,1,3,213
660,10009,2,1,4,213
661,10009,2,2,1,222
662,10009,2,2,2,222
663,10009,2,2,3,223
664,10009,2,2,4,223
665,10009,2,3,1,232
666,10009,2,3,2,232
667,10009,2,3,3,233
668,10009,2,3,4,233
669,10009,2,4,1,232
670,10009,2,4,2,232
671,10009,2,4,3,233
672,10009,2,4,4,233
673,10009,3,1,1,312
674,10009,3,1,2,312
675,10009,3,1,3,313
676,10009,3,1,4,313
677,10009,3,2,1,322
678,10009,3,2,2,322
679,10009,3,2,3,323
680,10009,3,2,4,323
681,10009,3,3,1,332
682,10009,3,3,2,332
683,10009,3,3,3,333
684,10009,3,3,4,333
685,10009,3,4,1,332
686,10009,3,4,2,332
687,10009,3,4,3,333
688,10009,3,4,4,333
689,10009,4,1,1,412
690,10009,4,1,2,412
691,10009,4,1,3,413
692,10009,4,1,4,413
693,10009,4,2,1,422
694,10009,4,2,2,422
695,10009,4,2,3,423
696,10009,4,2,4,423
697,10009,4,3,1,432
698,10009,4,3,2,432
699,10009,4,3,3,433
700,10009,4,3,4,433
701,10009,4,4,1,442
702,10009,4,4,2,442
703,10009,4,4,3,443
704,10009,4,4,4,443
705,10009,5,1,1,512
706,10009,5,1,2,512
707,10009,5,1,3,513
708,10009,5,1,4,513
709,10009,5,2,1,522
710,10009,5,2,2,522
711,10009,5,2,3,523
712,10009,5,2,4,523
713,10009,5,3,1,532
714,10009,5,3,2,532
715,10009,5,3,3,533
716,10009,5,3,4,533
717,10009,5,4,1,532
718,10009,5,4,2,532
719,10009,5,4,3,533
720,10009,5,4,4,533
721,10010,1,1,1,112
722,10010,1,1,2,112
723,10010,1,1,3,113
724,10010,1,1,4,113
725,10010,1,2,1,122
726,10010,1,2,2,122
727,10010,1,2,3,123
728,10010,1,2,4,123
729,10010,1,3,1,132
730,10010,1,3,2,132
731,10010,1,3,3,133
732,10010,1,3,4,133
733,10010,1,4,1,132
734,10010,1,4,2,132
735,10010,1,4,3,133
736,10010,1,4,4,133
737,10010,2,1,1,212
738,10010,2,1,2,212
739,10010,2,1,3,213
740,10010,2,1,4,213
741,10010,2,2,1,222
742,10010,2,2,2,222
743,10010,2,2,3,223
744,10010,2,2,4,223
745,10010,2,3,1,232
746,10010,2,3,2,232
747,10010,2,3,3,233
748,10010,2,3,4,233
749,10010,2,4,1,232
750,10010,2,4,2,232
751,10010,2,4,3,233
752,10010,2,4,4,233
753,10010,3,1,1,312
754,10010,3,1,2,312
755,10010,3,1,3,313
756,10010,3,1,4,313
757,10010,3,2,1,322
758,10010,3,2,2,322
759,10010,3,2,3,323
760,10010,3,2,4,323
761,10010,3,3,1,332
762,10010,3,3,2,332
763,10010,3,3,3,333
764,10010,3,3,4,333
765,10010,3,4,1,332
766,10010,3,4,2,332
767,10010,3,4,3,333
768,10010,3,4,4,333
769,10010,4,1,1,412
770,10010,4,1,2,412
771,10010,4,1,3,413
772,10010,4,1,4,413
773,10010,4,2,1,422
774,10010,4,2,2,422
775,10010,4,2,3,423
776,10010,4,2,4,423
777,10010,4,3,1,432
778,10010,4,3,2,432
779,10010,4,3,3,433
780,10010,4,3,4,433
781,10010,4,4,1,442
782,10010,4,4,2,442
783,10010,4,4,3,443
784,10010,4,4,4,443
785,10010,5,1,1,512
786,10010,5,1,2,512
787,10010,5,1,3,513
788,10010,5,1,4,513
789,10010,5,2,1,522
790,10010,5,2,2,522
791,10010,5,2,3,523
792,10010,5,2,4,523
793,10010,5,3,1,532
794,10010,5,3,2,532
795,10010,5,3,3,533
796,10010,5,3,4,533
797,10010,5,4,1,532
798,10010,5,4,2,532
799,10010,5,4,3,533
800,10010,5,4,4,533
801,10101,1,1,1,111
802,10101,1,1,2,112
803,10101,1,1,3,113
804,10101,1,1,4,114
805,10101,1,2,1,121
806,10101,1,2,2,122
807,10101,1,2,3,123
808,10101,1,2,4,124
809,10101,1,3,1,131
810,10101,1,3,2,132
811,10101,1,3,3,133
812,10101,1,3,4,134
813,10101,1,4,1,141
814,10101,1,4,2,142
815,10101,1,4,3,143
816,10101,1,4,4,144
817,10101,2,1,1,211
818,10101,2,1,2,212
819,10101,2,1,3,213
820,10101,2,1,4,214
821,10101,2,2,1,221
822,10101,2,2,2,222
823,10101,2,2,3,223
824,10101,2,2,4,224
825,10101,2,3,1,231
826,10101,2,3,2,232
827,10101,2,3,3,233
828,10101,2,3,4,234
829,10101,2,4,1,241
830,10101,2,4,2,242
831,10101,2,4,3,243
832,10101,2,4,4,244
833,10101,3,1,1,311
834,10101,3,1,2,312
835,10101,3,1,3,313
836,10101,3,1,4,314
837,10101,3,2,1,321
838,10101,3,2,2,322
839,10101,3,2,3,323
840,10101,3,2,4,324
841,10101,3,3,1,331
842,10101,3,3,2,332
843,10101,3,3,3,333
844,10101,3,3,4,334
845,10101,3,4,1,341
846,10101,3,4,2,342
847,10101,3,4,3,343
848,10101,3,4,4,344
849,10101,4,1,1,411
850,10101,4,1,2,412
851,10101,4,1,3,413
852,10101,4,1,4,414
853,10101,4,2,1,421
854,10101,4,2,2,422
855,10101,4,2,3,423
856,10101,4,2,4,424
857,10101,4,3,1,431
858,10101,4,3,2,432
859,10101,4,3,3,433
860,10101,4,3,4,434
861,10101,4,4,1,441
862,10101,4,4,2,442
863,10101,4,4,3,443
864,10101,4,4,4,444
865,10101,5,1,1,512
866,10101,5,1,2,512
867,10101,5,1,3,513
868,10101,5,1,4,514
869,10101,5,2,1,522
870,10101,5,2,2,522
871,10101,5,2,3,523
872,10101,5,2,4,524
873,10101,5,3,1,532
874,10101,5,3,2,532
875,10101,5,3,3,533
876,10101,5,3,4,534
877,10101,5,4,1,532
878,10101,5,4,2,532
879,10101,5,4,3,533
880,10101,5,4,4,534
881,10201,1,1,1,112
882,10201,1,1,2,112
883,10201,1,1,3,113
884,10201,1,1,4,113
885,10201,1,2,1,122
886,10201,1,2,2,122
887,10201,1,2,3,123
888,10201,1,2,4,123
889,10201,1,3,1,132
890,10201,1,3,2,132
891,10201,1,3,3,133
892,10201,1,3,4,133
893,10201,1,4,1,132
894,10201,1,4,2,132
895,10201,1,4,3,133
896,10201,1,4,4,133
897,10201,2,1,1,212
898,10201,2,1,2,212
899,10201,2,1,3,213
900,10201,2,1,4,213
901,10201,2,2,1,222
902,10201,2,2,2,222
903,10201,2,2,3,223
904,10201,2,2,4,223
905,10201,2,3,1,232
906,10201,2,3,2,232
907,10201,2,3,3,233
908,10201,2,3,4,233
909,10201,2,4,1,232
910,10201,2,4,2,232
911,10201,2,4,3,233
912,10201,2,4,4,233
913,10201,3,1,1,312
914,10201,3,1,2,312
915,10201,3,1,3,313
916,10201,3,1,4,313
917,10201,3,2,1,322
918,10201,3,2,2,322
919,10201,3,2,3,323
920,10201,3,2,4,323
921,10201,3,3,1,332
922,10201,3,3,2,332
923,10201,3,3,3,333
924,10201,3,3,4,333
925,10201,3,4,1,332
926,10201,3,4,2,332
927,10201,3,4,3,333
928,10201,3,4,4,333
929,10201,4,1,1,412
930,10201,4,1,2,412
931,10201,4,1,3,413
932,10201,4,1,4,413
933,10201,4,2,1,422
934,10201,4,2,2,422
935,10201,4,2,3,423
936,10201,4,2,4,423
937,10201,4,3,1,432
938,10201,4,3,2,432
939,10201,4,3,3,433
940,10201,4,3,4,433
941,10201,4,4,1,442
942,10201,4,4,2,442
943,10201,4,4,3,443
944,10201,4,4,4,443
945,10201,5,1,1,512
946,10201,5,1,2,512
947,10201,5,1,3,513
948,10201,5,1,4,513
949,10201,5,2,1,522
950,10201,5,2,2,522
951,10201,5,2,3,523
952,10201,5,2,4,523
953,10201,5,3,1,532
954,10201,5,3,2,532
955,10201,5,3,3,533
956,10201,5,3,4,533
957,10201,5,4,1,532
958,10201,5,4,2,532
959,10201,5,4,3,533
960,10201,5,4,4,533
961,10103,1,1,1,111
962,10103,1,1,2,112
963,10103,1,1,3,113
964,10103,1,1,4,114
965,10103,1,2,1,121
966,10103,1,2,2,122
967,10103,1,2,3,123
968,10103,1,2,4,124
969,10103,1,3,1,131
970,10103,1,3,2,132
971,10103,1,3,3,133
972,10103,1,3,4,134
973,10103,1,4,1,141
974,10103,1,4,2,142
975,10103,1,4,3,143
976,10103,1,4,4,144
977,10103,2,1,1,211
978,10103,2,1,2,212
979,10103,2,1,3,213
980,10103,2,1,4,214
981,10103,2,2,1,221
982,10103,2,2,2,222
983,10103,2,2,3,223
984,10103,2,2,4,224
985,10103,2,3,1,231
986,10103,2,3,2,232
987,10103,2,3,3,233
988,10103,2,3,4,234
989,10103,2,4,1,241
990,10103,2,4,2,242
991,10103,2,4,3,243
992,10103,2,4,4,244
993,10103,3,1,1,311
994,10103,3,1,2,312
995,10103,3,1,3,313
996,10103,3,1,4,314
997,10103,3,2,1,321
998,10103,3,2,2,322
999,10103,3,2,3,323
1000,10103,3,2,4,324
1001,10103,3,3,1,331
1002,10103,3,3,2,332
1003,10103,3,3,3,333
1004,10103,3,3,4,334
1005,10103,3,4,1,341
1006,10103,3,4,2,342
1007,10103,3,4,3,343
1008,10103,3,4,4,344
1009,10103,4,1,1,411
1010,10103,4,1,2,412
1011,10103,4,1,3,413
1012,10103,4,1,4,414
1013,10103,4,2,1,421
1014,10103,4,2,2,422
1015,10103,4,2,3,423
1016,10103,4,2,4,424
1017,10103,4,3,1,431
1018,10103,4,3,2,432
1019,10103,4,3,3,433
1020,10103,4,3,4,434
1021,10103,4,4,1,441
1022,10103,4,4,2,442
1023,10103,4,4,3,443
1024,10103,4,4,4,444
1025,10103,5,1,1,512
1026,10103,5,1,2,512
1027,10103,5,1,3,513
1028,10103,5,1,4,514
1029,10103,5,2,1,522
1030,10103,5,2,2,522
1031,10103,5,2,3,523
1032,10103,5,2,4,524
1033,10103,5,3,1,532
1034,10103,5,3,2,532
1035,10103,5,3,3,533
1036,10103,5,3,4,534
1037,10103,5,4,1,532
1038,10103,5,4,2,532
1039,10103,5,4,3,533
1040,10103,5,4,4,534
1041,10104,1,1,1,111
1042,10104,1,1,2,112
1043,10104,1,1,3,113
1044,10104,1,1,4,114
1045,10104,1,2,1,121
1046,10104,1,2,2,122
1047,10104,1,2,3,123
1048,10104,1,2,4,124
1049,10104,1,3,1,131
1050,10104,1,3,2,132
1051,10104,1,3,3,133
1052,10104,1,3,4,134
1053,10104,1,4,1,141
1054,10104,1,4,2,142
1055,10104,1,4,3,143
1056,10104,1,4,4,144
1057,10104,2,1,1,211
1058,10104,2,1,2,212
1059,10104,2,1,3,213
1060,10104,2,1,4,214
1061,10104,2,2,1,221
1062,10104,2,2,2,222
1063,10104,2,2,3,223
1064,10104,2,2,4,224
1065,10104,2,3,1,231
1066,10104,2,3,2,232
1067,10104,2,3,3,233
1068,10104,2,3,4,234
