id,sheet_id,se_cue_name,se_cuesheet_name,skip_se_cue_name,skip_se_cuesheet_name,chara_index,voice_trigger_id
43,Suc01_101031_001_01_001,trc_101031_001_01_001_suc,snd_sfx_training_000,trc_101031,snd_sfx_training_000,0,0
44,Suc01_101031_001_01_002,trc_101031_001_01_002_suc,snd_sfx_training_000,trc_101031,snd_sfx_training_000,0,0
45,Bad01_101031_001_02_001,trc_101031_001_02_001_bad,snd_sfx_training_000,trc_101031,snd_sfx_training_000,0,0
46,Bad01_101031_001_02_002,trc_101031_001_02_002_bad,snd_sfx_training_000,trc_101031,snd_sfx_training_000,0,0
47,Suc01_101031_001_02_001,trc_101031_001_02_001_suc,snd_sfx_training_000,trc_101031,snd_sfx_training_000,0,0
48,Suc01_101031_001_02_002,trc_101031_001_02_002_suc,snd_sfx_training_000,trc_101031,snd_sfx_training_000,0,0
49,Suc01_101031_001_01_003,trc_101031_001_01_003_suc,snd_sfx_training_000,trc_101031,snd_sfx_training_000,0,0
50,Bad01_101031_001_01_003,trc_101031_001_01_003_bad,snd_sfx_training_000,trc_101031,snd_sfx_training_000,0,0
51,Suc01_101031_001_02_003,trc_101031_001_02_003_suc,snd_sfx_training_000,trc_101031,snd_sfx_training_000,0,0
52,Bad01_101031_001_02_003,trc_101031_001_02_003_bad,snd_sfx_training_000,trc_101031,snd_sfx_training_000,0,0
53,Bad01_101032_001_01_001,trc_101032_001_01_001_bad,snd_sfx_training_000,trc_101032,snd_sfx_training_000,0,0
54,Bad01_101032_001_01_002,trc_101032_001_01_002_bad,snd_sfx_training_000,trc_101032,snd_sfx_training_000,0,0
55,Suc01_101032_001_01_001,trc_101032_001_01_001_suc,snd_sfx_training_000,trc_101032,snd_sfx_training_000,0,0
56,Suc01_101032_001_01_002,trc_101032_001_01_002_suc,snd_sfx_training_000,trc_101032,snd_sfx_training_000,0,0
57,Bad01_101032_001_02_001,trc_101032_001_02_001_bad,snd_sfx_training_000,trc_101032,snd_sfx_training_000,0,0
58,Bad01_101032_001_02_002,trc_101032_001_02_002_bad,snd_sfx_training_000,trc_101032,snd_sfx_training_000,0,0
59,Suc01_101032_001_02_001,trc_101032_001_02_001_suc,snd_sfx_training_000,trc_101032,snd_sfx_training_000,0,0
60,Suc01_101032_001_02_002,trc_101032_001_02_002_suc,snd_sfx_training_000,trc_101032,snd_sfx_training_000,0,0
61,Suc01_101032_001_01_003,trc_101032_001_01_003_suc,snd_sfx_training_000,trc_101032,snd_sfx_training_000,0,0
62,Bad01_101032_001_01_003,trc_101032_001_01_003_bad,snd_sfx_training_000,trc_101032,snd_sfx_training_000,0,0
63,Suc01_101032_001_02_003,trc_101032_001_02_001_suc,snd_sfx_training_000,trc_101032,snd_sfx_training_000,0,0
64,Bad01_101032_001_02_003,trc_101032_001_02_001_bad,snd_sfx_training_000,trc_101032,snd_sfx_training_000,0,0
65,Bad01_101033_001_01_001,trc_101033_001_01_001_bad,snd_sfx_training_000,trc_101033,snd_sfx_training_000,0,0
66,Bad01_101033_001_01_002,trc_101033_001_01_002_bad,snd_sfx_training_000,trc_101033,snd_sfx_training_000,0,0
67,Suc01_101033_001_01_001,trc_101033_001_01_001_suc,snd_sfx_training_000,trc_101033,snd_sfx_training_000,0,0
68,Suc01_101033_001_01_002,trc_101033_001_01_002_suc,snd_sfx_training_000,trc_101033,snd_sfx_training_000,0,0
69,Bad01_101033_001_02_001,trc_101033_001_02_001_bad,snd_sfx_training_000,trc_101033,snd_sfx_training_000,0,0
70,Bad01_101033_001_02_002,trc_101033_001_02_002_bad,snd_sfx_training_000,trc_101033,snd_sfx_training_000,0,0
71,Suc01_101033_001_02_001,trc_101033_001_02_001_suc,snd_sfx_training_000,trc_101033,snd_sfx_training_000,0,0
72,Suc01_101033_001_02_002,trc_101033_001_02_002_suc,snd_sfx_training_000,trc_101033,snd_sfx_training_000,0,0
73,Suc01_101033_001_01_003,trc_101033_001_01_003_suc,snd_sfx_training_000,trc_101033,snd_sfx_training_000,0,0
74,Bad01_101033_001_01_003,trc_101033_001_01_003_bad,snd_sfx_training_000,trc_101033,snd_sfx_training_000,0,0
75,Suc01_101033_001_02_003,trc_101033_001_02_003_suc,snd_sfx_training_000,trc_101033,snd_sfx_training_000,0,0
76,Bad01_101033_001_02_003,trc_101033_001_02_003_bad,snd_sfx_training_000,trc_101033,snd_sfx_training_000,0,0
77,Bad01_101034_001_01_001,trc_101034_001_01_001_bad,snd_sfx_training_000,trc_101034,snd_sfx_training_000,0,0
78,Bad01_101034_001_01_002,trc_101034_001_01_002_bad,snd_sfx_training_000,trc_101034,snd_sfx_training_000,0,0
79,Suc01_101034_001_01_001,trc_101034_001_01_001_suc,snd_sfx_training_000,trc_101034,snd_sfx_training_000,0,0
80,Suc01_101034_001_01_002,trc_101034_001_01_002_suc,snd_sfx_training_000,trc_101034,snd_sfx_training_000,0,0
81,Bad01_101034_001_02_001,trc_101034_001_02_001_bad,snd_sfx_training_000,trc_101034,snd_sfx_training_000,0,0
82,Bad01_101034_001_02_002,trc_101034_001_02_002_bad,snd_sfx_training_000,trc_101034,snd_sfx_training_000,0,0
83,Suc01_101034_001_02_001,trc_101034_001_02_001_suc,snd_sfx_training_000,trc_101034,snd_sfx_training_000,0,0
84,Suc01_101034_001_02_002,trc_101034_001_02_002_suc,snd_sfx_training_000,trc_101034,snd_sfx_training_000,0,0
85,Suc01_101034_001_01_003,trc_101034_001_01_003_suc,snd_sfx_training_000,trc_101034,snd_sfx_training_000,0,0
86,Bad01_101034_001_01_003,trc_101034_001_01_003_bad,snd_sfx_training_000,trc_101034,snd_sfx_training_000,0,0
87,Suc01_101034_001_02_003,trc_101034_001_02_003_suc,snd_sfx_training_000,trc_101034,snd_sfx_training_000,0,0
88,Bad01_101034_001_02_003,trc_101034_001_02_003_bad,snd_sfx_training_000,trc_101034,snd_sfx_training_000,0,0
89,Bad01_101035_001_01_000,trc_101035_001_01_000_bad,snd_sfx_training_000,trc_101035,snd_sfx_training_000,0,0
90,Suc01_101035_001_01_000,trc_101035_001_01_000_suc,snd_sfx_training_000,trc_101035,snd_sfx_training_000,0,0
91,Bad01_101035_001_02_000,trc_101035_001_02_000_bad,snd_sfx_training_000,trc_101035,snd_sfx_training_000,0,0
92,Suc01_101035_001_02_000,trc_101035_001_02_000_suc,snd_sfx_training_000,trc_101035,snd_sfx_training_000,0,0
93,Bad01_101041_001_01_000,trc_101041_001_01_000_bad,snd_sfx_training_000,trc_101041,snd_sfx_training_000,0,0
94,Suc01_101041_001_01_000,trc_101041_001_01_000_suc,snd_sfx_training_000,trc_101041,snd_sfx_training_000,0,0
95,Bad01_101041_001_02_000,trc_101041_001_02_000_bad,snd_sfx_training_000,trc_101041,snd_sfx_training_000,0,0
96,Suc01_101041_001_02_000,trc_101041_001_02_000_suc,snd_sfx_training_000,trc_101041,snd_sfx_training_000,0,0
97,Bad01_101042_001_01_000,trc_101042_001_01_000_bad,snd_sfx_training_000,trc_101042,snd_sfx_training_000,0,0
98,Suc01_101042_001_01_000,trc_101042_001_01_000_suc,snd_sfx_training_000,trc_101042,snd_sfx_training_000,0,0
99,Bad01_101042_001_02_000,trc_101042_001_02_000_bad,snd_sfx_training_000,trc_101042,snd_sfx_training_000,0,0
100,Suc01_101042_001_02_000,trc_101042_001_02_000_suc,snd_sfx_training_000,trc_101042,snd_sfx_training_000,0,0
101,Bad01_101043_001_01_000,trc_101043_001_01_000_bad,snd_sfx_training_000,trc_101043,snd_sfx_training_000,0,0
102,Suc01_101043_001_01_000,trc_101043_001_01_000_suc,snd_sfx_training_000,trc_101043,snd_sfx_training_000,0,0
103,Bad01_101043_001_02_000,trc_101043_001_02_000_bad,snd_sfx_training_000,trc_101043,snd_sfx_training_000,0,0
104,Suc01_101043_001_02_000,trc_101043_001_02_000_suc,snd_sfx_training_000,trc_101043,snd_sfx_training_000,0,0
105,Bad01_101044_001_01_000,trc_101044_001_01_000_bad,snd_sfx_training_000,trc_101044,snd_sfx_training_000,0,0
106,Suc01_101044_001_01_000,trc_101044_001_01_000_suc,snd_sfx_training_000,trc_101044,snd_sfx_training_000,0,0
107,Bad01_101044_001_02_000,trc_101044_001_02_000_bad,snd_sfx_training_000,trc_101044,snd_sfx_training_000,0,0
108,Suc01_101044_001_02_000,trc_101044_001_02_000_suc,snd_sfx_training_000,trc_101044,snd_sfx_training_000,0,0
109,Bad01_101045_001_01_000,trc_101045_001_01_000_bad,snd_sfx_training_000,trc_101045,snd_sfx_training_000,0,0
110,Suc01_101045_001_01_000,trc_101045_001_01_000_suc,snd_sfx_training_000,trc_101045,snd_sfx_training_000,0,0
111,Bad01_101045_001_02_001,trc_101045_001_02_001_bad,snd_sfx_training_000,trc_101045,snd_sfx_training_000,0,0
112,Suc01_101045_001_02_001,trc_101045_001_02_001_suc,snd_sfx_training_000,trc_101045,snd_sfx_training_000,0,0
113,Bad01_101045_001_02_002,trc_101045_001_02_002_bad,snd_sfx_training_000,trc_101045,snd_sfx_training_000,0,0
114,Suc01_101045_001_02_002,trc_101045_001_02_002_suc,snd_sfx_training_000,trc_101045,snd_sfx_training_000,0,0
115,Bad01_101045_001_02_003,trc_101045_001_02_003_bad,snd_sfx_training_000,trc_101045,snd_sfx_training_000,0,0
116,Suc01_101045_001_02_003,trc_101045_001_02_003_suc,snd_sfx_training_000,trc_101045,snd_sfx_training_000,0,0
117,Bad01_101045_001_02_004,trc_101045_001_02_004_bad,snd_sfx_training_000,trc_101045,snd_sfx_training_000,0,0
118,Suc01_101045_001_02_004,trc_101045_001_02_004_suc,snd_sfx_training_000,trc_101045,snd_sfx_training_000,0,0
119,Bad01_101045_001_02_005,trc_101045_001_02_005_bad,snd_sfx_training_000,trc_101045,snd_sfx_training_000,0,0
120,Suc01_101045_001_02_005,trc_101045_001_02_005_suc,snd_sfx_training_000,trc_101045,snd_sfx_training_000,0,0
121,Bad01_101045_001_02_006,trc_101045_001_02_006_bad,snd_sfx_training_000,trc_101045,snd_sfx_training_000,0,0
122,Suc01_101045_001_02_006,trc_101045_001_02_006_suc,snd_sfx_training_000,trc_101045,snd_sfx_training_000,0,0
123,Bad01_101051_001_01_000,trc_101051_001_01_000_bad,snd_sfx_training_000,trc_101051,snd_sfx_training_000,0,0
124,Suc01_101051_001_01_000,trc_101051_001_01_000_suc,snd_sfx_training_000,trc_101051,snd_sfx_training_000,0,0
125,Bad01_101051_001_02_000,trc_101051_001_02_000_bad,snd_sfx_training_000,trc_101051,snd_sfx_training_000,0,0
126,Suc01_101051_001_02_000,trc_101051_001_02_000_suc,snd_sfx_training_000,trc_101051,snd_sfx_training_000,0,0
127,Bad01_101052_001_01_000,trc_101052_001_01_000_bad,snd_sfx_training_000,trc_101052,snd_sfx_training_000,0,0
128,Suc01_101052_001_01_000,trc_101052_001_01_000_suc,snd_sfx_training_000,trc_101052,snd_sfx_training_000,0,0
129,Bad01_101052_001_02_000,trc_101052_001_02_000_bad,snd_sfx_training_000,trc_101052,snd_sfx_training_000,0,0
130,Suc01_101052_001_02_000,trc_101052_001_02_000_suc,snd_sfx_training_000,trc_101052,snd_sfx_training_000,0,0
131,Bad01_101053_001_01_000,trc_101053_001_01_000_bad,snd_sfx_training_000,trc_101053,snd_sfx_training_000,0,0
132,Suc01_101053_001_01_000,trc_101053_001_01_000_suc,snd_sfx_training_000,trc_101053,snd_sfx_training_000,0,0
133,Bad01_101053_001_02_000,trc_101053_001_02_000_bad,snd_sfx_training_000,trc_101053,snd_sfx_training_000,0,0
134,Suc01_101053_001_02_000,trc_101053_001_02_000_suc,snd_sfx_training_000,trc_101053,snd_sfx_training_000,0,0
135,Bad01_101054_001_01_000,trc_101054_001_01_000_bad,snd_sfx_training_000,trc_101054,snd_sfx_training_000,0,0
136,Suc01_101054_001_01_000,trc_101054_001_01_000_suc,snd_sfx_training_000,trc_101054,snd_sfx_training_000,0,0
137,Bad01_101054_001_02_000,trc_101054_001_02_000_bad,snd_sfx_training_000,trc_101054,snd_sfx_training_000,0,0
138,Suc01_101054_001_02_000,trc_101054_001_02_000_suc,snd_sfx_training_000,trc_101054,snd_sfx_training_000,0,0
139,Bad01_101055_001_01_000,trc_101055_001_01_000_bad,snd_sfx_training_000,trc_101055,snd_sfx_training_000,0,0
140,Suc01_101055_001_01_000,trc_101055_001_01_000_suc,snd_sfx_training_000,trc_101055,snd_sfx_training_000,0,0
141,Bad01_101055_001_02_000,trc_101055_001_02_000_bad,snd_sfx_training_000,trc_101055,snd_sfx_training_000,0,0
142,Suc01_101055_001_02_000,trc_101055_001_02_000_suc,snd_sfx_training_000,trc_101055,snd_sfx_training_000,0,0
143,Bad01_102010_001_01_000,trc_102010_001_01_000_bad,snd_sfx_training_000,trc_102010,snd_sfx_training_000,0,0
144,Suc01_102010_001_01_000,trc_102010_001_01_000_suc,snd_sfx_training_000,trc_102010,snd_sfx_training_000,0,0
145,Bad01_102010_001_02_000,trc_102010_001_02_000_bad,snd_sfx_training_000,trc_102010,snd_sfx_training_000,0,0
146,Suc01_102010_001_02_000,trc_102010_001_02_000_suc,snd_sfx_training_000,trc_102010,snd_sfx_training_000,0,0
147,Bad01_102020_001_01_000,trc_102020_001_01_000_bad,snd_sfx_training_000,trc_102020,snd_sfx_training_000,0,0
148,Suc01_102020_001_01_000,trc_102020_001_01_000_suc,snd_sfx_training_000,trc_102020,snd_sfx_training_000,0,0
149,Bad01_102020_001_02_000,trc_102020_001_02_000_bad,snd_sfx_training_000,trc_102020,snd_sfx_training_000,0,0
150,Suc01_102020_001_02_000,trc_102020_001_02_000_suc,snd_sfx_training_000,trc_102020,snd_sfx_training_000,0,0
151,Bad01_102030_001_01_001,trc_102030_001_01_001_bad,snd_sfx_training_000,trc_102030,snd_sfx_training_000,0,0
152,Bad01_102030_001_01_002,trc_102030_001_01_002_bad,snd_sfx_training_000,trc_102030,snd_sfx_training_000,0,0
153,Suc01_102030_001_01_001,trc_102030_001_01_001_suc,snd_sfx_training_000,trc_102030,snd_sfx_training_000,0,0
154,Suc01_102030_001_01_002,trc_102030_001_01_002_suc,snd_sfx_training_000,trc_102030,snd_sfx_training_000,0,0
155,Bad01_102030_001_02_001,trc_102030_001_02_001_bad,snd_sfx_training_000,trc_102030,snd_sfx_training_000,0,0
156,Bad01_102030_001_02_002,trc_102030_001_02_002_bad,snd_sfx_training_000,trc_102030,snd_sfx_training_000,0,0
157,Suc01_102030_001_02_001,trc_102030_001_02_001_suc,snd_sfx_training_000,trc_102030,snd_sfx_training_000,0,0
158,Suc01_102030_001_02_002,trc_102030_001_02_002_suc,snd_sfx_training_000,trc_102030,snd_sfx_training_000,0,0
159,Suc01_102030_001_01_003,trc_102030_001_01_003_suc,snd_sfx_training_000,trc_102030,snd_sfx_training_000,0,0
160,Bad01_102030_001_01_003,trc_102030_001_01_003_bad,snd_sfx_training_000,trc_102030,snd_sfx_training_000,0,0
161,Suc01_102030_001_02_003,trc_102030_001_02_003_suc,snd_sfx_training_000,trc_102030,snd_sfx_training_000,0,0
162,Bad01_102030_001_02_003,trc_102030_001_02_003_bad,snd_sfx_training_000,trc_102030,snd_sfx_training_000,0,0
163,Bad01_102040_001_01_000,trc_102040_001_01_000_bad,snd_sfx_training_000,trc_102040,snd_sfx_training_000,0,0
164,Suc01_102040_001_01_000,trc_102040_001_01_000_suc,snd_sfx_training_000,trc_102040,snd_sfx_training_000,0,0
165,Bad01_102040_001_02_001,trc_102040_001_02_001_bad,snd_sfx_training_000,trc_102040,snd_sfx_training_000,0,0
166,Suc01_102040_001_02_001,trc_102040_001_02_001_suc,snd_sfx_training_000,trc_102040,snd_sfx_training_000,0,0
167,Bad01_102040_001_02_002,trc_102040_001_02_002_bad,snd_sfx_training_000,trc_102040,snd_sfx_training_000,0,0
168,Suc01_102040_001_02_002,trc_102040_001_02_002_suc,snd_sfx_training_000,trc_102040,snd_sfx_training_000,0,0
169,Bad01_102040_001_02_003,trc_102040_001_02_003_bad,snd_sfx_training_000,trc_102040,snd_sfx_training_000,0,0
170,Suc01_102040_001_02_003,trc_102040_001_02_003_suc,snd_sfx_training_000,trc_102040,snd_sfx_training_000,0,0
171,Bad01_102040_001_02_004,trc_102040_001_02_004_bad,snd_sfx_training_000,trc_102040,snd_sfx_training_000,0,0
172,Suc01_102040_001_02_004,trc_102040_001_02_004_suc,snd_sfx_training_000,trc_102040,snd_sfx_training_000,0,0
173,Bad01_102040_001_02_005,trc_102040_001_02_005_bad,snd_sfx_training_000,trc_102040,snd_sfx_training_000,0,0
174,Suc01_102040_001_02_005,trc_102040_001_02_005_suc,snd_sfx_training_000,trc_102040,snd_sfx_training_000,0,0
175,Bad01_102040_001_02_006,trc_102040_001_02_006_bad,snd_sfx_training_000,trc_102040,snd_sfx_training_000,0,0
176,Suc01_102040_001_02_006,trc_102040_001_02_006_suc,snd_sfx_training_000,trc_102040,snd_sfx_training_000,0,0
177,Bad01_102050_001_01_000,trc_102050_001_01_000_bad,snd_sfx_training_000,trc_102050,snd_sfx_training_000,0,0
178,Suc01_102050_001_01_000,trc_102050_001_01_000_suc,snd_sfx_training_000,trc_102050,snd_sfx_training_000,0,0
179,Bad01_102050_001_02_000,trc_102050_001_02_000_bad,snd_sfx_training_000,trc_102050,snd_sfx_training_000,0,0
180,Suc01_102050_001_02_000,trc_102050_001_02_000_suc,snd_sfx_training_000,trc_102050,snd_sfx_training_000,0,0
181,Suc01_103010_001_01_001,trc_103010_001_01_001_suc,snd_sfx_training_000,trc_103010,snd_sfx_training_000,0,0
182,Suc01_103010_001_01_002,trc_103010_001_01_002_suc,snd_sfx_training_000,trc_103010,snd_sfx_training_000,0,0
183,Suc01_103010_001_01_003,trc_103010_001_01_003_suc,snd_sfx_training_000,trc_103010,snd_sfx_training_000,0,0
184,Suc01_103010_001_01_004,trc_103010_001_01_004_suc,snd_sfx_training_000,trc_103010,snd_sfx_training_000,0,0
185,Suc01_103010_001_01_005,trc_103010_001_01_005_suc,snd_sfx_training_000,trc_103010,snd_sfx_training_000,0,0
186,Suc01_103010_001_01_006,trc_103010_001_01_006_suc,snd_sfx_training_000,trc_103010,snd_sfx_training_000,0,0
187,Suc01_103020_001_01_001,trc_103020_001_01_001_suc,snd_sfx_training_000,trc_103020,snd_sfx_training_000,0,0
188,Suc01_103020_001_01_002,trc_103020_001_01_002_suc,snd_sfx_training_000,trc_103020,snd_sfx_training_000,0,0
189,Suc01_103020_001_01_003,trc_103020_001_01_003_suc,snd_sfx_training_000,trc_103020,snd_sfx_training_000,0,0
190,Suc01_103020_001_01_004,trc_103020_001_01_004_suc,snd_sfx_training_000,trc_103020,snd_sfx_training_000,0,0
191,Suc01_103020_001_01_005,trc_103020_001_01_005_suc,snd_sfx_training_000,trc_103020,snd_sfx_training_000,0,0
192,Suc01_103020_001_01_006,trc_103020_001_01_006_suc,snd_sfx_training_000,trc_103020,snd_sfx_training_000,0,0
193,Suc01_103020_001_01_007,trc_103020_001_01_007_suc,snd_sfx_training_000,trc_103020,snd_sfx_training_000,0,0
194,Suc01_103030_001_01_001,trc_103030_001_01_001_suc,snd_sfx_training_000,trc_103030,snd_sfx_training_000,0,0
195,Suc01_103030_001_01_002,trc_103030_001_01_002_suc,snd_sfx_training_000,trc_103030,snd_sfx_training_000,0,0
196,Suc01_103030_001_01_003,trc_103030_001_01_003_suc,snd_sfx_training_000,trc_103030,snd_sfx_training_000,0,0
197,Suc01_103030_001_01_004,trc_103030_001_01_004_suc,snd_sfx_training_000,trc_103030,snd_sfx_training_000,0,0
198,Suc01_103030_001_01_005,trc_103030_001_01_005_suc,snd_sfx_training_000,trc_103030,snd_sfx_training_000,0,0
199,Suc01_103030_002_01_001,trc_103030_002_01_001_suc,snd_sfx_training_000,trc_103030,snd_sfx_training_000,0,0
200,Suc01_103030_002_01_002,trc_103030_002_01_002_suc,snd_sfx_training_000,trc_103030,snd_sfx_training_000,0,0
201,Suc01_103030_002_01_003,trc_103030_002_01_003_suc,snd_sfx_training_000,trc_103030,snd_sfx_training_000,0,0
202,Suc01_103030_002_01_004,trc_103030_002_01_004_suc,snd_sfx_training_000,trc_103030,snd_sfx_training_000,0,0
203,Suc01_103030_002_01_005,trc_103030_002_01_005_suc,snd_sfx_training_000,trc_103030,snd_sfx_training_000,0,0
204,Suc01_103030_003_01_001,trc_103030_003_01_001_suc,snd_sfx_training_000,trc_103030,snd_sfx_training_000,0,0
205,Suc01_103030_003_01_002,trc_103030_003_01_002_suc,snd_sfx_training_000,trc_103030,snd_sfx_training_000,0,0
206,Suc01_103030_003_01_003,trc_103030_003_01_003_suc,snd_sfx_training_000,trc_103030,snd_sfx_training_000,0,0
207,Suc01_103030_003_01_004,trc_103030_003_01_004_suc,snd_sfx_training_000,trc_103030,snd_sfx_training_000,0,0
208,Suc01_103030_003_01_005,trc_103030_003_01_005_suc,snd_sfx_training_000,trc_103030,snd_sfx_training_000,0,0
209,Suc01_103040_001_01_001,trc_103040_001_01_001_suc,snd_sfx_training_000,trc_103040,snd_sfx_training_000,0,0
210,Suc01_103040_001_01_002,trc_103040_001_01_002_suc,snd_sfx_training_000,trc_103040,snd_sfx_training_000,0,0
211,Suc01_103040_001_01_003,trc_103040_001_01_003_suc,snd_sfx_training_000,trc_103040,snd_sfx_training_000,0,0
212,Suc01_103040_001_01_004,trc_103040_001_01_004_suc,snd_sfx_training_000,trc_103040,snd_sfx_training_000,0,0
213,Suc01_103040_001_01_005,trc_103040_001_01_005_suc,snd_sfx_training_000,trc_103040,snd_sfx_training_000,0,0
214,Suc01_103040_001_01_006,trc_103040_001_01_006_suc,snd_sfx_training_000,trc_103040,snd_sfx_training_000,0,0
215,Suc01_103050_001_01_001,trc_103050_001_01_001_suc,snd_sfx_training_000,trc_103050,snd_sfx_training_000,0,0
216,Suc01_103050_001_01_002,trc_103050_001_01_002_suc,snd_sfx_training_000,trc_103050,snd_sfx_training_000,0,0
217,Suc01_103050_001_01_003,trc_103050_001_01_003_suc,snd_sfx_training_000,trc_103050,snd_sfx_training_000,0,0
218,Suc01_103050_001_01_004,trc_103050_001_01_004_suc,snd_sfx_training_000,trc_103050,snd_sfx_training_000,0,0
219,Suc01_103050_001_01_005,trc_103050_001_01_005_suc,snd_sfx_training_000,trc_103050,snd_sfx_training_000,0,0
220,Suc01_103050_001_01_006,trc_103050_001_01_006_suc,snd_sfx_training_000,trc_103050,snd_sfx_training_000,0,0
