id,mode,sub_mode,sub_mode_jump,situation,sub_situation,situation_end,disable_reentry_situation,trigger0,trigger1,trigger2,trigger3,trigger4,trigger5,trigger6,trigger7,trigger8,trigger9,message_group,comment_group,priority,per,immediate,discard,tension,camera_id,camera_horse1,camera_horse2,disable_reuse
64,6,0,-1,6,0,0,0,1263,1185,0,0,0,0,0,0,0,0,115402,0,900,100,0,0,2,103003,11,0,0
65,6,0,-1,0,0,0,0,0,1159,1258,0,0,0,0,0,0,0,115403,0,800,100,0,0,2,0,0,0,0
66,6,0,-1,0,0,0,0,111,1245,1184,831,0,0,0,0,0,0,115404,0,900,100,0,0,2,103005,41,0,0
67,6,0,-1,0,0,0,0,111,1245,1187,831,0,0,0,0,0,0,115405,0,900,100,0,0,2,103006,41,0,0
68,6,0,-1,0,0,0,0,111,1245,1185,831,0,0,0,0,0,0,115406,0,900,100,0,0,2,103007,41,0,0
69,6,0,-1,0,0,0,0,1620,149,393,0,0,0,0,0,0,0,115407,0,1000,100,0,0,2,0,0,0,0
70,6,0,-1,0,0,0,0,135,0,0,0,0,0,0,0,0,0,115409,0,1000,100,0,0,2,102002,10,0,0
71,6,0,-1,0,0,0,0,734,0,0,0,0,0,0,0,0,0,117034,0,1200,100,0,0,2,0,0,0,1
72,6,0,-1,0,0,0,0,111,807,831,0,0,0,0,0,0,0,115601,0,900,100,0,0,2,0,0,0,0
73,6,0,-1,0,0,0,0,172,134,0,0,0,0,0,0,0,0,115603,0,900,100,0,0,2,0,0,0,0
75,7,0,-1,0,0,0,0,344,1182,1183,1345,0,0,0,0,0,0,306000,0,9999,100,0,0,2,104001,10,0,1
76,7,0,-1,0,0,0,0,148,844,0,0,0,0,0,0,0,0,115108,0,1000,100,0,0,2,105000,10,0,1
78,7,0,-1,0,0,0,0,1135,1148,0,0,0,0,0,0,0,0,306001,0,1000,100,0,0,3,104000,10,0,1
81,7,0,-1,0,0,0,0,135,958,844,1061,0,0,0,0,0,0,315103,0,1900,100,0,0,3,104002,10,0,1
83,7,0,-1,0,0,0,0,142,958,1150,1149,1061,0,0,0,0,0,315101,0,2000,100,0,0,3,106000,10,0,1
84,7,0,-1,0,0,0,0,134,149,958,844,1153,0,0,0,0,0,115102,0,1000,100,0,0,3,103010,10,0,0
85,7,0,-1,0,0,0,0,172,958,1166,1149,1061,0,0,0,0,0,115104,0,1000,100,0,0,3,107005,10,0,0
86,7,0,-1,24,0,0,1,143,1148,0,0,0,0,0,0,0,0,115105,0,1000,100,0,0,3,103008,10,11,1
91,7,0,-1,24,0,0,1,143,844,1166,1160,0,0,0,0,0,0,308001,0,1100,100,0,0,3,103009,10,11,1
93,7,0,-1,24,0,0,1,146,844,1272,1269,1167,0,0,0,0,0,308002,0,1200,100,0,0,3,107000,10,0,1
94,7,0,-1,24,0,0,1,147,1149,0,0,0,0,0,0,0,0,108003,0,1300,100,0,0,3,107000,10,0,1
95,7,0,-1,24,0,0,1,1101,1172,0,0,0,0,0,0,0,0,308000,0,1400,100,0,0,3,107000,10,0,1
96,7,0,-1,0,0,0,0,1170,960,1142,1149,1189,1243,0,0,0,0,115216,0,2000,100,0,0,3,106009,3,0,1
97,7,0,-1,0,0,0,0,1023,1061,1168,0,0,0,0,0,0,0,315215,0,1000,100,0,0,3,104005,10,0,1
98,7,0,-1,49,0,0,0,208,1167,0,0,0,0,0,0,0,0,115223,0,6000,100,0,0,3,107001,10,0,0
99,7,0,-1,49,0,1,0,208,1060,1061,0,0,0,0,0,0,0,115227,0,9000,100,0,0,3,106001,10,0,1
100,0,0,-1,26,1,0,1,2170,1149,0,0,0,0,0,0,0,0,115223,0,3100,100,0,0,3,107001,10,0,1
101,7,0,-1,0,0,0,0,0,1061,0,0,0,0,0,0,0,0,308007,0,900,100,0,0,3,0,0,0,1
102,7,0,-1,25,0,1,1,1156,1158,1160,133,1164,844,0,0,0,0,308008,0,900,100,0,0,3,0,0,0,1
103,7,0,-1,25,0,1,1,134,844,1060,0,0,0,0,0,0,0,108009,0,900,100,0,0,3,106002,10,0,1
105,7,0,-1,0,0,0,0,826,1056,1057,0,0,0,0,0,0,0,315222,0,2000,0,0,0,3,107001,10,0,0
106,7,0,-1,0,0,0,0,1146,1152,0,0,0,0,0,0,0,0,115223,0,2500,0,0,0,3,107001,10,0,1
107,10,0,-1,0,0,0,0,1624,0,0,0,0,0,0,0,0,0,309003,0,1600,100,0,0,3,0,0,0,0
109,10,0,-1,0,0,0,0,1109,0,0,0,0,0,0,0,0,0,309000,0,1500,100,0,0,3,0,0,0,0
111,10,0,-1,0,0,0,0,1107,0,0,0,0,0,0,0,0,0,309005,0,1400,100,0,0,3,0,0,0,0
113,10,0,-1,0,0,0,0,1106,0,0,0,0,0,0,0,0,0,309007,0,1300,100,0,0,3,0,0,0,0
115,10,0,-1,0,0,0,0,1105,0,0,0,0,0,0,0,0,0,309006,0,1200,100,0,0,3,0,0,0,0
117,10,0,3,0,0,0,0,1098,1096,0,0,0,0,0,0,0,0,309001,0,5000,100,0,0,3,0,0,0,0
120,10,0,3,0,0,0,0,1101,1096,0,0,0,0,0,0,0,0,309004,0,5000,100,0,0,3,0,0,0,0
122,10,0,3,0,0,0,0,1102,0,0,0,0,0,0,0,0,0,309001,0,5000,100,0,0,3,0,0,0,0
125,10,0,3,0,0,0,0,1104,0,0,0,0,0,0,0,0,0,309004,0,5000,100,0,0,3,0,0,0,0
127,10,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309009,0,1000,100,0,0,3,0,0,0,0
128,10,0,-1,0,0,0,0,672,781,0,0,0,0,0,0,0,0,309010,0,2000,100,0,0,3,0,0,0,0
129,10,1,-1,0,0,0,0,672,781,0,0,0,0,0,0,0,0,109013,0,1100,100,0,0,3,0,0,0,0
131,10,1,-1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,309012,0,1000,100,0,0,3,0,0,0,0
132,10,1,-1,0,0,0,0,1091,820,0,0,0,0,0,0,0,0,109015,0,1100,100,0,0,3,0,0,0,0
133,10,1,-1,0,0,0,0,1092,819,0,0,0,0,0,0,0,0,109015,0,1100,100,0,0,3,0,0,0,0
134,10,1,-1,0,0,0,0,1093,1089,0,0,0,0,0,0,0,0,109015,0,1100,100,0,0,3,0,0,0,0
135,10,1,-1,0,0,0,0,1094,1090,0,0,0,0,0,0,0,0,109015,0,1100,100,0,0,3,0,0,0,0
136,10,1,-1,0,0,0,0,1095,818,0,0,0,0,0,0,0,0,109015,0,1100,100,0,0,3,0,0,0,0
142,10,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309011,0,1000,100,0,0,3,0,0,0,0
144,11,0,-1,86,0,0,0,1098,1096,0,0,0,0,0,0,0,0,309012,0,1000,100,0,0,3,0,0,0,0
145,11,1,-1,0,0,0,0,1091,820,1098,1096,0,0,0,0,0,0,109015,0,1100,100,0,0,3,0,0,0,0
146,11,1,-1,0,0,0,0,1092,819,1098,1096,0,0,0,0,0,0,109015,0,1100,100,0,0,3,0,0,0,0
147,11,1,-1,0,0,0,0,1093,1089,1098,1096,0,0,0,0,0,0,109015,0,1100,100,0,0,3,0,0,0,0
148,11,1,-1,0,0,0,0,1094,1090,1098,1096,0,0,0,0,0,0,109015,0,1100,100,0,0,3,0,0,0,0
149,11,1,-1,0,0,0,0,1095,818,1098,1096,0,0,0,0,0,0,109015,0,1100,100,0,0,3,0,0,0,0
156,11,0,-1,86,0,0,0,1102,0,0,0,0,0,0,0,0,0,309012,0,1000,100,0,0,3,0,0,0,0
157,11,1,-1,0,0,0,0,1091,820,1102,0,0,0,0,0,0,0,109015,0,1100,100,0,0,3,0,0,0,0
158,11,1,-1,0,0,0,0,1092,819,1102,0,0,0,0,0,0,0,109015,0,1100,100,0,0,3,0,0,0,0
159,11,1,-1,0,0,0,0,1093,1089,1102,0,0,0,0,0,0,0,109015,0,1100,100,0,0,3,0,0,0,0
160,11,1,-1,0,0,0,0,1094,1090,1102,0,0,0,0,0,0,0,109015,0,1100,100,0,0,3,0,0,0,0
161,11,1,-1,0,0,0,0,1095,818,1102,0,0,0,0,0,0,0,109015,0,1100,100,0,0,3,0,0,0,0
167,11,1,-1,0,0,0,0,1098,1096,0,0,0,0,0,0,0,0,309011,0,1000,100,0,0,3,0,0,0,0
168,11,1,-1,0,0,0,0,1102,0,0,0,0,0,0,0,0,0,309011,0,1000,100,0,0,3,0,0,0,0
169,13,0,-1,0,0,0,0,233,88,0,0,0,0,0,0,0,0,112009,0,1000,100,0,1,1,0,0,0,0
170,13,0,-1,0,0,0,0,236,0,0,0,0,0,0,0,0,0,112012,0,1000,100,0,1,1,0,0,0,0
171,13,0,-1,0,0,0,0,237,0,0,0,0,0,0,0,0,0,112013,0,1000,100,0,1,1,0,0,0,0
172,13,0,-1,0,0,0,0,238,0,0,0,0,0,0,0,0,0,112015,0,1000,100,0,1,1,0,0,0,0
174,13,0,-1,31,0,0,0,241,549,0,0,0,0,0,0,0,0,312020,0,2000,100,0,1,1,0,0,0,0
175,13,0,-1,10,0,0,1,238,0,0,0,0,0,0,0,0,0,112015,0,1300,100,0,1,1,0,0,0,0
176,13,0,-1,10,0,0,1,239,1244,0,0,0,0,0,0,0,0,312016,0,1300,100,0,1,1,0,0,0,0
177,13,0,-1,0,0,0,0,12,240,550,0,0,0,0,0,0,0,312100,0,1200,100,0,1,1,0,0,0,0
178,13,0,-1,90,0,0,1,10,241,549,1694,1695,0,0,0,0,0,112101,0,1200,100,0,1,1,0,0,0,0
179,13,0,-1,0,0,0,0,13,236,0,0,0,0,0,0,0,0,312102,0,5000,60,0,1,1,0,0,0,0
180,13,0,-1,0,0,0,0,14,239,0,0,0,0,0,0,0,0,112105,0,1200,100,0,1,1,0,0,0,0
182,13,0,-1,0,0,0,0,11,240,547,86,0,0,0,0,0,0,312107,0,1000,100,0,1,1,0,0,0,0
183,13,0,-1,0,0,0,0,9,236,0,0,0,0,0,0,0,0,312108,0,5000,60,0,1,1,0,0,0,0
184,13,0,-1,0,0,0,0,2171,502,0,0,0,0,0,0,0,0,112200,0,1000,100,0,1,1,0,0,0,0
185,14,0,-1,14,0,1,1,879,2157,719,0,0,0,0,0,0,0,313033,0,2000,100,0,0,1,0,0,0,1
186,14,0,-1,14,0,1,1,1139,0,0,0,0,0,0,0,0,0,313133,0,2000,100,0,0,1,0,0,0,1
187,14,0,2,0,0,0,0,675,710,208,0,0,0,0,0,0,0,313103,0,1300,100,0,0,1,102007,10,0,0
189,14,1,-1,0,0,0,0,675,110,674,0,0,0,0,0,0,0,303001,0,2100,100,0,0,1,101004,10,0,0
190,14,1,-1,0,0,0,0,675,88,674,0,0,0,0,0,0,0,103019,0,2100,100,0,0,1,101004,10,0,0
191,14,1,-1,0,0,0,0,675,110,172,674,0,0,0,0,0,0,103008,0,2100,100,0,0,1,102001,10,0,0
192,14,1,-1,0,0,0,0,675,134,674,0,0,0,0,0,0,0,103005,0,2200,100,0,0,1,101000,10,0,0
194,14,1,-1,0,0,0,0,675,133,172,674,0,0,0,0,0,0,303006,0,2300,100,0,0,1,101004,10,0,0
195,14,1,-1,0,0,0,0,675,146,674,0,0,0,0,0,0,0,303007,0,2300,100,0,0,1,102000,10,0,0
196,14,1,-1,0,0,0,0,675,674,0,0,0,0,0,0,0,0,103000,0,2000,100,0,0,1,102001,10,0,0
198,14,1,-1,0,0,0,0,675,0,0,0,0,0,0,0,0,0,113102,0,1000,100,0,0,1,102001,10,0,0
199,14,1,-1,0,0,0,0,675,393,765,133,0,0,0,0,0,0,313101,0,1200,100,0,0,1,102001,10,0,0
200,14,1,-1,14,0,0,1,675,1139,143,0,0,0,0,0,0,0,103000,0,1200,100,0,0,1,102001,10,0,0
201,14,2,-1,0,0,0,0,675,810,0,0,0,0,0,0,0,0,303009,0,1200,100,0,0,1,102001,11,0,0
202,14,2,-1,0,0,0,0,675,768,133,674,0,0,0,0,0,0,103011,0,2100,100,0,0,1,101005,11,0,0
203,14,2,-1,0,0,0,0,675,768,135,0,0,0,0,0,0,0,103012,0,2200,100,0,0,1,101005,11,0,0
204,14,2,-1,0,0,0,0,675,768,683,0,0,0,0,0,0,0,113012,0,1200,100,0,0,1,0,0,0,0
205,14,2,-1,0,0,0,0,675,768,694,0,0,0,0,0,0,0,113013,0,1100,100,0,0,1,0,0,0,0
206,14,2,-1,0,0,0,0,675,768,684,695,0,0,0,0,0,0,113015,0,1100,100,0,0,1,0,0,0,0
207,14,2,-1,0,0,0,0,675,768,685,696,0,0,0,0,0,0,113016,0,1100,100,0,0,1,0,0,0,0
208,14,2,-1,0,0,0,0,675,768,685,697,0,0,0,0,0,0,113017,0,1100,100,0,0,1,0,0,0,0
209,14,2,-1,0,0,0,0,675,768,686,697,0,0,0,0,0,0,113018,0,1100,100,0,0,1,0,0,0,0
210,14,2,-1,0,0,0,0,675,768,686,698,0,0,0,0,0,0,113019,0,1100,100,0,0,1,102005,11,0,0
211,14,2,-1,0,0,0,0,675,768,687,698,0,0,0,0,0,0,113020,0,1100,100,0,0,1,102005,11,0,0
212,14,2,-1,0,0,0,0,675,768,688,699,0,0,0,0,0,0,113021,0,1100,100,0,0,1,102005,11,0,0
213,14,2,-1,0,0,0,0,675,768,689,0,0,0,0,0,0,0,113027,0,1100,100,0,0,1,102005,11,0,0
214,14,2,-1,0,0,0,0,675,768,689,0,0,0,0,0,0,0,113105,0,1100,200,0,0,1,102005,11,0,0
215,14,2,-1,0,0,0,0,675,768,716,0,0,0,0,0,0,0,113107,0,1100,200,0,0,1,0,0,0,0
216,14,2,-1,0,0,0,0,675,768,715,0,0,0,0,0,0,0,113109,0,1100,200,0,0,1,0,0,0,0
217,14,2,-1,0,0,0,0,675,804,710,208,0,0,0,0,0,0,313103,0,1100,200,0,0,1,0,0,0,0
218,14,2,-1,0,0,0,0,675,811,0,0,0,0,0,0,0,0,113007,0,1100,100,0,0,1,0,0,0,0
220,14,3,-1,43,0,0,1,143,166,674,1355,1057,0,0,0,0,0,303010,0,2100,100,0,0,1,101001,10,11,1
221,14,3,-1,0,0,0,0,143,674,0,0,0,0,0,0,0,0,103013,0,2000,100,0,0,1,101003,10,0,0
222,14,4,-1,0,0,0,0,675,768,707,0,0,0,0,0,0,0,113002,0,1100,100,0,0,1,0,0,0,0
223,14,4,-1,0,0,0,0,675,768,715,0,0,0,0,0,0,0,113000,0,1100,100,0,0,1,0,0,0,0
224,14,4,-1,0,0,0,0,675,768,717,0,0,0,0,0,0,0,113004,0,1100,100,0,0,1,0,0,0,0
225,14,4,-1,0,0,0,0,675,768,708,0,0,0,0,0,0,0,113003,0,1100,100,0,0,1,0,0,0,0
226,14,4,-1,0,0,0,0,675,768,716,0,0,0,0,0,0,0,113001,0,1100,100,0,0,1,0,0,0,0
227,14,4,-1,0,0,0,0,675,768,683,0,0,0,0,0,0,0,113012,0,1100,100,0,0,1,0,0,0,0
228,14,4,-1,0,0,0,0,675,768,694,0,0,0,0,0,0,0,113013,0,1100,100,0,0,1,0,0,0,0
229,14,4,-1,0,0,0,0,675,768,684,695,0,0,0,0,0,0,113015,0,1100,100,0,0,1,0,0,0,0
230,14,4,-1,0,0,0,0,675,768,685,696,0,0,0,0,0,0,113016,0,1100,100,0,0,1,0,0,0,0
231,14,4,-1,0,0,0,0,675,768,685,697,0,0,0,0,0,0,113017,0,1100,100,0,0,1,0,0,0,0
232,14,4,-1,0,0,0,0,675,768,686,697,0,0,0,0,0,0,113018,0,1100,100,0,0,1,0,0,0,0
233,14,4,-1,0,0,0,0,675,768,686,698,0,0,0,0,0,0,113019,0,1100,100,0,0,1,0,0,0,0
234,14,4,-1,0,0,0,0,675,768,687,698,0,0,0,0,0,0,113020,0,1100,100,0,0,1,0,0,0,0
235,14,4,-1,0,0,0,0,675,768,688,699,0,0,0,0,0,0,113021,0,1100,100,0,0,1,0,0,0,0
236,14,4,-1,0,0,0,0,675,768,689,0,0,0,0,0,0,0,113027,0,1100,100,0,0,1,0,0,0,0
237,14,4,-1,0,0,0,0,675,741,0,0,0,0,0,0,0,0,313112,0,1100,100,0,0,1,0,0,0,0
238,14,4,-1,0,0,0,0,675,0,0,0,0,0,0,0,0,0,113032,0,1100,20,0,0,1,0,0,0,0
239,14,4,-1,0,0,0,0,675,788,0,0,0,0,0,0,0,0,113031,0,1100,100,0,0,1,102000,41,0,0
240,14,4,-1,0,0,0,0,675,767,802,0,0,0,0,0,0,0,113029,0,1100,100,0,0,1,0,0,0,0
241,14,4,-1,0,0,0,0,675,767,801,0,0,0,0,0,0,0,113028,0,1100,100,0,0,1,0,0,0,0
242,14,4,-1,0,0,0,0,675,767,802,811,0,0,0,0,0,0,113006,0,1100,100,0,0,1,0,0,0,0
243,14,4,-1,0,0,0,0,675,767,801,811,0,0,0,0,0,0,113005,0,1100,100,0,0,1,0,0,0,0
244,14,4,-1,0,0,0,0,675,768,715,811,0,0,0,0,0,0,113006,0,1100,100,0,0,1,0,0,0,0
245,14,4,-1,0,0,0,0,675,768,716,811,0,0,0,0,0,0,113005,0,1100,100,0,0,1,0,0,0,0
246,14,4,-1,0,0,0,0,675,811,0,0,0,0,0,0,0,0,113007,0,1100,100,0,0,1,0,0,0,0
247,14,5,-1,0,0,0,0,675,768,707,0,0,0,0,0,0,0,113002,0,1100,100,0,0,1,0,0,0,0
248,14,5,-1,0,0,0,0,675,768,715,0,0,0,0,0,0,0,113000,0,1100,100,0,0,1,0,0,0,0
249,14,5,-1,0,0,0,0,675,768,717,0,0,0,0,0,0,0,113004,0,1100,100,0,0,1,0,0,0,0
250,14,5,-1,0,0,0,0,675,768,708,0,0,0,0,0,0,0,113003,0,1100,100,0,0,1,0,0,0,0
251,14,5,-1,0,0,0,0,675,768,716,0,0,0,0,0,0,0,113001,0,1100,100,0,0,1,0,0,0,0
252,14,5,-1,0,0,0,0,675,768,683,0,0,0,0,0,0,0,113012,0,1100,100,0,0,1,0,0,0,0
253,14,5,-1,0,0,0,0,675,768,694,0,0,0,0,0,0,0,113013,0,1100,100,0,0,1,0,0,0,0
254,14,5,-1,0,0,0,0,675,768,684,695,0,0,0,0,0,0,113015,0,1100,100,0,0,1,0,0,0,0
255,14,5,-1,0,0,0,0,675,768,685,696,0,0,0,0,0,0,113016,0,1100,100,0,0,1,0,0,0,0
256,14,5,-1,0,0,0,0,675,768,685,697,0,0,0,0,0,0,113017,0,1100,100,0,0,1,0,0,0,0
257,14,5,-1,0,0,0,0,675,768,686,697,0,0,0,0,0,0,113018,0,1100,100,0,0,1,0,0,0,0
258,14,5,-1,0,0,0,0,675,768,686,698,0,0,0,0,0,0,113019,0,1100,100,0,0,1,0,0,0,0
259,14,5,-1,0,0,0,0,675,768,687,698,0,0,0,0,0,0,113020,0,1100,100,0,0,1,0,0,0,0
260,14,5,-1,0,0,0,0,675,768,688,699,0,0,0,0,0,0,113021,0,1100,100,0,0,1,0,0,0,0
261,14,5,-1,0,0,0,0,675,768,689,0,0,0,0,0,0,0,113027,0,1100,100,0,0,1,0,0,0,0
262,14,5,-1,0,0,0,0,675,742,0,0,0,0,0,0,0,0,313113,0,1100,100,0,0,1,0,0,0,0
263,14,5,-1,0,0,0,0,675,0,0,0,0,0,0,0,0,0,113032,0,1100,20,0,0,1,0,0,0,0
264,14,5,-1,0,0,0,0,675,788,0,0,0,0,0,0,0,0,113031,0,1100,100,0,0,1,102000,41,0,0
265,14,5,-1,0,0,0,0,675,767,802,0,0,0,0,0,0,0,113029,0,1100,100,0,0,1,0,0,0,0
266,14,5,-1,0,0,0,0,675,767,801,0,0,0,0,0,0,0,113028,0,1100,100,0,0,1,0,0,0,0
267,14,5,-1,0,0,0,0,675,767,802,811,0,0,0,0,0,0,113006,0,1100,100,0,0,1,0,0,0,0
268,14,5,-1,0,0,0,0,675,767,801,811,0,0,0,0,0,0,113005,0,1100,100,0,0,1,0,0,0,0
269,14,5,-1,0,0,0,0,675,768,715,811,0,0,0,0,0,0,113006,0,1100,100,0,0,1,0,0,0,0
270,14,5,-1,0,0,0,0,675,768,716,811,0,0,0,0,0,0,113005,0,1100,100,0,0,1,0,0,0,0
271,14,5,-1,0,0,0,0,675,811,0,0,0,0,0,0,0,0,113007,0,1100,100,0,0,1,0,0,0,0
273,14,6,-1,13,0,0,1,1139,1140,86,0,0,0,0,0,0,0,313131,0,1100,100,0,0,1,0,0,0,1
274,14,7,-1,0,0,0,0,675,768,707,0,0,0,0,0,0,0,113002,0,1100,100,0,0,1,0,0,0,0
275,14,7,-1,0,0,0,0,675,768,715,0,0,0,0,0,0,0,113000,0,1100,100,0,0,1,0,0,0,0
276,14,7,-1,0,0,0,0,675,768,717,0,0,0,0,0,0,0,113004,0,1100,100,0,0,1,0,0,0,0
277,14,7,-1,0,0,0,0,675,768,708,0,0,0,0,0,0,0,113003,0,1100,100,0,0,1,0,0,0,0
278,14,7,-1,0,0,0,0,675,768,716,0,0,0,0,0,0,0,113001,0,1100,100,0,0,1,0,0,0,0
279,14,7,-1,0,0,0,0,675,768,683,0,0,0,0,0,0,0,113012,0,1200,100,0,0,1,0,0,0,0
280,14,7,-1,0,0,0,0,675,768,694,0,0,0,0,0,0,0,113013,0,1100,100,0,0,1,0,0,0,0
281,14,7,-1,0,0,0,0,675,768,684,695,0,0,0,0,0,0,113015,0,1100,100,0,0,1,0,0,0,0
282,14,7,-1,0,0,0,0,675,768,685,696,0,0,0,0,0,0,113016,0,1100,100,0,0,1,0,0,0,0
283,14,7,-1,0,0,0,0,675,768,685,697,0,0,0,0,0,0,113017,0,1100,100,0,0,1,0,0,0,0
284,14,7,-1,0,0,0,0,675,768,686,697,0,0,0,0,0,0,113018,0,1100,100,0,0,1,0,0,0,0
285,14,7,-1,0,0,0,0,675,768,686,698,0,0,0,0,0,0,113019,0,1100,100,0,0,1,0,0,0,0
286,14,7,-1,0,0,0,0,675,768,687,698,0,0,0,0,0,0,113020,0,1100,100,0,0,1,0,0,0,0
287,14,7,-1,0,0,0,0,675,768,688,699,0,0,0,0,0,0,113021,0,1100,100,0,0,1,0,0,0,0
288,14,7,-1,0,0,0,0,675,768,689,0,0,0,0,0,0,0,113027,0,1100,100,0,0,1,0,0,0,0
289,14,7,-1,0,0,0,0,675,743,0,0,0,0,0,0,0,0,313114,0,1100,100,0,0,1,0,0,0,0
290,14,7,-1,0,0,0,0,675,0,0,0,0,0,0,0,0,0,113032,0,1100,20,0,0,1,0,0,0,0
291,14,7,-1,0,0,0,0,675,788,0,0,0,0,0,0,0,0,113031,0,1100,100,0,0,1,102000,41,0,0
292,14,7,-1,0,0,0,0,675,767,802,0,0,0,0,0,0,0,113029,0,1100,100,0,0,1,0,0,0,0
293,14,7,-1,0,0,0,0,675,767,801,0,0,0,0,0,0,0,113028,0,1100,100,0,0,1,0,0,0,0
294,14,7,-1,0,0,0,0,675,767,802,811,0,0,0,0,0,0,113006,0,1100,100,0,0,1,0,0,0,0
295,14,7,-1,0,0,0,0,675,767,801,811,0,0,0,0,0,0,113005,0,1100,100,0,0,1,0,0,0,0
296,14,7,-1,0,0,0,0,675,768,715,811,0,0,0,0,0,0,113006,0,1100,100,0,0,1,0,0,0,0
297,14,7,-1,0,0,0,0,675,768,716,811,0,0,0,0,0,0,113005,0,1100,100,0,0,1,0,0,0,0
298,14,7,-1,0,0,0,0,675,811,0,0,0,0,0,0,0,0,113007,0,1100,100,0,0,1,0,0,0,0
299,14,8,-1,13,0,0,1,1139,1141,86,0,0,0,0,0,0,0,313131,0,1100,100,0,0,1,0,0,0,1
300,14,9,-1,0,0,0,0,675,768,707,0,0,0,0,0,0,0,113002,0,1100,100,0,0,1,0,0,0,0
301,14,9,-1,0,0,0,0,675,768,715,0,0,0,0,0,0,0,113000,0,1100,100,0,0,1,0,0,0,0
302,14,9,-1,0,0,0,0,675,768,717,0,0,0,0,0,0,0,113004,0,1100,100,0,0,1,0,0,0,0
303,14,9,-1,0,0,0,0,675,768,708,0,0,0,0,0,0,0,113003,0,1100,100,0,0,1,0,0,0,0
304,14,9,-1,0,0,0,0,675,768,716,0,0,0,0,0,0,0,113001,0,1100,100,0,0,1,0,0,0,0
