id,category,index,text
269,269,90002,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90003,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90004,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90005,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90006,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90007,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90008,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90009,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90010,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90011,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90012,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90013,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90014,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90015,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90016,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90017,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90018,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90019,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90020,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90021,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90022,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
187,187,1,報酬獲得量UP
187,187,2,挑戦回数UP
187,187,3,TVアニメ第2期最終回応援ミッション
187,187,4,リリース記念ミッション 第1弾
187,187,5,リリース記念ミッション 第2弾
187,187,11,春のG1記念ミッション第2弾(NHKマイル)
187,187,13,春のG1記念ミッション 第1弾(桜花賞)
187,187,15,挑戦回数UP
187,187,16,春のG1記念ミッション 第1弾(皐月賞)
187,187,17,ゴルシちゃんのGW特別ミッション
187,187,18,春のG1記念ミッション 第1弾(天皇賞（春）)
187,187,23,レンタル回数UP
187,187,24,挑戦回数UP
187,187,26,挑戦回数UP
187,187,27,挑戦回数UP
187,187,30,春のG1記念ミッション 第2弾(ヴィクトリアマイル)
187,187,35,春のG1記念ミッション 第2弾(オークス)
187,187,40,春のG1記念ミッション 第2弾(日本ダービー)
187,187,45,春のGⅠ記念ミッション 第2弾\n安田記念
187,187,47,春のGⅠ記念ミッション 第2弾\n宝塚記念
187,187,49,トレセン学園特別\n名トレーナーへの道！
187,187,50,リリース記念ミッション 第2弾
187,187,61,ゴルシちゃんモード
187,187,62,ショータイムモード
187,187,63,ゴルシちゃんモード
187,187,64,ショータイムモード
187,187,90,メインストーリー第4章\n公開記念ミッション
187,187,91,挑戦回数UP
187,187,97,特定レース報酬ピース追加
187,187,100,Half Anniversary記念ミッション\n第1弾
187,187,101,Half Anniversary記念ミッション\n第2弾
187,187,102,Half Anniversary記念ミッション\n第3弾
187,187,103,特定レース報酬ピース追加
187,187,105,秋のGⅠ記念ミッション 第1弾\nスプリンターズS
187,187,106,秋のGⅠ記念ミッション 第2弾\n秋華賞
187,187,107,秋のGⅠ記念ミッション 第2弾\n菊花賞
187,187,108,秋のGⅠ記念ミッション 第2弾\n天皇賞（秋）
187,187,109,秋のGⅠ記念ミッション 第3弾\nエリザベス女王杯
187,187,110,秋のGⅠ記念ミッション 第3弾\nマイルCS
187,187,111,秋のGⅠ記念ミッション 第3弾\nジャパンC
187,187,112,秋のGⅠ記念ミッション 第3弾\nチャンピオンズC
187,187,113,秋のGⅠ記念ミッション 第3弾\n阪神ジュベナイルF
187,187,114,秋のGⅠ記念ミッション 第3弾\n朝日杯FS
187,187,115,秋のGⅠ記念ミッション 第3弾\n有馬記念
187,187,116,秋のGⅠ記念ミッション 第3弾\nホープフルS
187,187,117,挑戦回数UP
187,187,118,挑戦回数UP
187,187,119,挑戦回数UP
187,187,120,トレセン学園特別\n名トレーナーへの道！第2弾
187,187,121,特定レース報酬ピース追加
187,187,122,特定レース報酬ピース追加
187,187,123,温泉旅行券当選確率UP
187,187,124,TP消費 1/2
187,187,125,「WINで確定」確率UP
187,187,126,挑戦回数UP
187,187,130,報酬獲得量UP
187,187,131,挑戦回数UP
187,187,132,TP消費 1/2
187,187,133,特定レース報酬ピース追加
187,187,134,GⅠ記念ミッション\nフェブラリーステークス
187,187,137,1st Anniversary記念ミッション\n第1弾
187,187,138,1st Anniversary記念ミッション\n第2弾
187,187,139,1st Anniversary記念ミッション\n第3弾
187,187,141,トレセン学園特別\n名トレーナーへの道！第3弾
187,187,146,春のGⅠ記念ミッション 第1弾\n高松宮記念
187,187,147,春のGⅠ記念ミッション 第1弾\n大阪杯
187,187,148,春のGⅠ記念ミッション 第1弾\n桜花賞
187,187,149,春のGⅠ記念ミッション 第1弾\n皐月賞
187,187,150,特定レース報酬ピース追加
187,187,151,特定レース報酬ピース追加
187,187,152,特定レース報酬ピース追加
187,187,153,特定レース報酬ピース追加
187,187,155,春のGⅠ記念ミッション 第2弾\n天皇賞（春）
187,187,156,春のGⅠ記念ミッション 第2弾\nNHKマイルC
187,187,157,春のGⅠ記念ミッション 第2弾\nヴィクトリアマイル
187,187,158,春のGⅠ記念ミッション 第2弾\nオークス
187,187,159,春のGⅠ記念ミッション 第2弾\n日本ダービー
187,187,160,春のGⅠ記念ミッション 第2弾\n安田記念
187,187,161,春のGⅠ記念ミッション 第2弾\n宝塚記念
187,187,165,特定レース報酬ピース追加
187,187,166,特定レース報酬ピース追加
187,187,167,特定レース報酬ピース追加
187,187,168,特定レース報酬ピース追加
187,187,169,特定レース報酬ピース追加
187,187,170,特定レース報酬ピース追加
187,187,171,特定レース報酬ピース追加
187,187,176,挑戦回数UP
187,187,177,「WINで確定」確率UP
187,187,180,GⅠ記念ミッション\n帝王賞
187,187,181,特定レース報酬ピース追加
187,187,183,GⅠ記念ミッション\nジャパンダートダービー
187,187,184,特定レース報酬ピース追加
187,187,188,挑戦回数UP
187,187,191,無料コンティニュー回数UP
187,187,194,秋のGⅠ記念ミッション 第1弾\nスプリンターズS
187,187,195,秋のGⅠ記念ミッション 第1弾\nマイルCS南部杯
187,187,196,秋のGⅠ記念ミッション 第1弾\n秋華賞
187,187,197,秋のGⅠ記念ミッション 第1弾\n菊花賞
187,187,198,秋のGⅠ記念ミッション 第2弾\n天皇賞（秋）
187,187,199,秋のGⅠ記念ミッション 第2弾\nJBC2022
187,187,200,秋のGⅠ記念ミッション 第2弾\nエリザベス女王杯
187,187,201,秋のGⅠ記念ミッション 第2弾\nマイルCS
187,187,202,秋のGⅠ記念ミッション 第2弾\nジャパンカップ
187,187,203,秋のGⅠ記念ミッション 第2弾\nチャンピオンズC
187,187,204,秋のGⅠ記念ミッション 第3弾\n阪神JF
187,187,205,秋のGⅠ記念ミッション 第3弾\n全日本ジュニア優駿
187,187,206,秋のGⅠ記念ミッション 第3弾\n朝日杯FS
187,187,207,秋のGⅠ記念ミッション 第3弾\n有馬記念
187,187,208,秋のGⅠ記念ミッション 第3弾\nホープフルS
187,187,209,秋のGⅠ記念ミッション 第3弾\n東京大賞典
187,187,210,挑戦回数UP
187,187,217,1.5th Anniversary\n記念ミッション 第1弾
187,187,218,1.5th Anniversary\n記念ミッション 第2弾
187,187,219,トレセン学園特別\n名トレーナーへの道！第4弾
187,187,223,報酬獲得量UP
187,187,224,挑戦回数UP
187,187,225,TP消費 1/2
187,187,226,ウマさんぽキャンペーン
187,187,231,特定レース報酬ピース追加
187,187,232,特定レース報酬ピース追加
187,187,233,特定レース報酬ピース追加
187,187,234,特定レース報酬ピース追加
187,187,238,特定レース報酬ピース追加
187,187,239,特定レース報酬ピース追加
187,187,240,特定レース報酬ピース追加
187,187,241,特定レース報酬ピース追加
187,187,242,特定レース報酬ピース追加
187,187,244,挑戦回数UP
187,187,246,特定レース報酬ピース追加
187,187,247,特定レース報酬ピース追加
187,187,248,特定レース報酬ピース追加
187,187,251,育成報酬3倍キャンペーン
187,187,253,【正月特別版】報酬獲得量UP
187,187,254,TP消費 1/2
187,187,255,報酬獲得量UP
187,187,257,親愛度獲得量UP
187,187,258,親愛度獲得量UP
187,187,259,挑戦回数UP
187,187,260,特定レース報酬ピース追加
187,187,261,特定レース報酬ピース追加
187,187,262,特定レース報酬ピース追加
187,187,263,特定レース報酬ピース追加
187,187,264,特定レース報酬ピース追加
187,187,265,特定レース報酬ピース追加
187,187,271,挑戦回数UP
187,187,272,「WINで確定」確率UP
187,187,273,報酬獲得量UP
187,187,274,挑戦回数UP
187,187,275,TP消費 1/2
187,187,277,GⅠ記念ミッション\n川崎記念
187,187,278,GⅠ記念ミッション\nフェブラリーS
187,187,279,ウマさんぽキャンペーン
187,187,280,特定レース報酬ピース追加
187,187,281,特定レース報酬ピース追加
187,187,282,特定レース報酬ピース追加
187,187,283,特定レース報酬ピース追加
187,187,284,特定レース報酬ピース追加
187,187,285,TP消費 1/2
187,187,286,温泉旅行券当選確率UP
187,187,288,温泉旅行券当選確率UP
187,187,289,温泉旅行券当選確率UP
187,187,290,TP消費 1/2
187,187,291,報酬獲得量UP
187,187,293,継承ウマ娘レンタル消費マニー1/2
187,187,295,特定レース報酬ピース追加
187,187,296,特定レース報酬ピース追加
187,187,301,2nd Anniversary\n記念ミッション 第1弾
187,187,302,2nd Anniversary\n記念ミッション 第2弾
187,187,314,親愛度獲得量UP
187,187,315,親愛度獲得量UP
187,187,318,親愛度獲得量UP
187,187,319,親愛度獲得量UP
188,188,1,育成中に獲得できる対象アイテムの量が2倍になります
188,188,2,毎日補充されるチケットの枚数が3枚増えます
188,188,15,毎日補充されるチケットの枚数が3枚増えます
188,188,23,継承ウマ娘のレンタル回数が2回増えます
188,188,24,毎日補充されるチケットの枚数が3枚増えます
188,188,26,毎日補充されるチケットの枚数が3枚増えます
188,188,27,毎日補充されるチケットの枚数が3枚増えます
188,188,61,このモードで育成すると、育成したウマ娘の\n目標達成に応じてマニーを追加で獲得できます
188,188,62,追加報酬が獲得できる「ショータイムモード」\nで育成することができます
188,188,63,レース相手がちょっと強くなります\n育成の進捗に応じてマニー報酬を獲得できます
188,188,64,追加報酬が獲得できる「ショータイムモード」\nで育成することができます
188,188,91,毎日補充されるチケットの枚数が3枚増えます
188,188,97,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,103,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,117,毎日補充されるチケットの枚数が3枚増えます
188,188,118,毎日補充されるチケットの枚数が3枚増えます
188,188,119,毎日補充されるチケットの枚数が3枚増えます
188,188,121,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,122,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,123,温泉旅行券の当選確率がアップします
188,188,124,育成開始に必要な消費TPが1/2になります
188,188,125,WINでウイニング報酬獲得が確定する\nレースの発生確率がアップします
188,188,126,毎日補充されるチケットの枚数が3枚増えます
188,188,130,育成中に獲得できる対象アイテムの量が2倍になります
188,188,131,毎日補充されるチケットの枚数が3枚増えます
188,188,132,育成開始に必要な消費TPが1/2になります
188,188,133,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,150,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,151,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,152,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,153,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,165,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,166,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,167,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,168,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,169,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,170,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,171,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,176,毎日補充されるチケットの枚数が3枚増えます
188,188,177,WINでウイニング報酬獲得が確定する\nレースの発生確率がアップします
188,188,181,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,184,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,188,毎日補充されるチケットの枚数が3枚増えます
188,188,191,無料でコンティニューできる回数が2回増えます
188,188,210,毎日補充されるチケットの枚数が3枚増えます
188,188,223,育成中に獲得できる対象アイテムの量が2倍になります
188,188,224,毎日補充されるチケットの枚数が3枚増えます
188,188,225,育成開始に必要な消費TPが1/2になります
188,188,226,おさんぽゲージを溜めると\nウマ娘とおさんぽへ行くことができます
188,188,231,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,232,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,233,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,234,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,238,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,239,育成中にJBCクラシックで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,240,育成中にJBCスプリントで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,241,育成中にJBCLクラシックで出走・勝利すると\n1日1回ピースが獲得できます
188,188,242,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,244,毎日補充されるチケットの枚数が3枚増えます
188,188,246,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,247,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,248,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,251,育成で得られる報酬が3倍になります
188,188,253,おみくじを引いてから72時間、育成中に\n獲得できる対象アイテムの量が3倍になります
188,188,254,新設！URAファイナルズ限定で\n育成開始に必要な消費TPが1/2になります
188,188,255,新設！URAファイナルズ限定で、育成中に\n獲得できる対象アイテムの量が2倍になります
188,188,257,育成で獲得できる\n親愛度の量がアップします
188,188,258,チーム競技場で獲得できる\n親愛度の量がアップします
188,188,259,毎日補充されるチケットの枚数が3枚増えます
188,188,260,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,261,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,262,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,263,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,264,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,265,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,271,毎日補充されるチケットの枚数が3枚増えます
188,188,272,WINでウイニング報酬獲得が確定する\nレースの発生確率がアップします
188,188,273,育成中に獲得できる対象アイテムの量が2倍になります
188,188,274,毎日補充されるチケットの枚数が3枚増えます
188,188,275,育成開始に必要な消費TPが1/2になります
188,188,279,おさんぽゲージを溜めると\nウマ娘とおさんぽへ行くことができます
188,188,280,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,281,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,282,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,283,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,284,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,285,育成開始に必要な消費TPが1/2になります
188,188,286,温泉旅行券の当選確率がアップします
188,188,288,温泉旅行券の当選確率がアップします
188,188,289,温泉旅行券の当選確率がアップします
188,188,290,アオハル杯限定で\n育成開始に必要な消費TPが1/2になります
188,188,291,アオハル杯限定で、育成中に\n獲得できる対象アイテムの量が2倍になります
188,188,293,育成開始時に継承ウマ娘のレンタルで\n消費するマニーが1/2になります\n※トレーナー技能試験は割引対象外です
188,188,295,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,296,育成中に特定レースで出走・勝利すると、\n1日1回ピースが獲得できます
188,188,314,育成で獲得できる\n親愛度の量がアップします
188,188,315,チーム競技場で獲得できる\n親愛度の量がアップします
188,188,318,育成で獲得できる\n親愛度の量がアップします
188,188,319,チーム競技場で獲得できる\n親愛度の量がアップします
236,236,62,フジキセキのショータイム
236,236,64,フジキセキのショータイム
268,268,1,お食事
268,268,2,お食事
268,268,3,お食事
268,268,4,屋外スポット
268,268,5,屋外スポット
268,268,6,屋外スポット
268,268,7,屋外スポット
268,268,8,屋外スポット
268,268,9,屋外スポット
268,268,10,屋外スポット
268,268,11,屋外スポット
268,268,12,屋外スポット
268,268,13,屋外スポット
268,268,14,屋外スポット
268,268,15,屋外スポット
268,268,16,屋外スポット
268,268,17,屋外スポット
268,268,18,屋外スポット
268,268,19,屋外スポット
268,268,20,屋外スポット
268,268,21,屋外スポット
268,268,22,屋外スポット
268,268,23,屋外スポット
268,268,24,屋外スポット
268,268,25,屋外スポット
268,268,26,屋外スポット
268,268,27,屋外スポット
268,268,28,屋外スポット
268,268,29,屋外スポット
268,268,30,屋外スポット
268,268,31,屋外スポット
268,268,32,屋外スポット
268,268,33,屋外スポット
268,268,34,屋外スポット
268,268,35,屋外スポット
268,268,36,屋外スポット
268,268,37,屋内スポット
268,268,38,屋内スポット
268,268,39,屋内スポット
268,268,40,屋内スポット
268,268,41,屋内スポット
268,268,42,屋内スポット
268,268,43,屋内スポット
268,268,44,屋内スポット
268,268,45,屋内スポット
268,268,46,屋内スポット
268,268,47,屋内スポット
268,268,48,屋内スポット
268,268,49,屋内スポット
268,268,50,屋内スポット
268,268,51,屋内スポット
268,268,52,屋内スポット
268,268,53,屋内スポット
268,268,54,屋内スポット
268,268,55,屋内スポット
268,268,56,屋内スポット
268,268,57,屋内スポット
268,268,58,屋内スポット
268,268,59,屋内スポット
268,268,60,屋内スポット
268,268,61,屋内スポット
268,268,62,屋内スポット
268,268,63,屋内スポット
268,268,64,屋内スポット
268,268,65,屋内スポット
268,268,66,屋内スポット
268,268,67,屋内スポット
268,268,68,屋外スポット
268,268,69,屋外スポット
268,268,70,屋外スポット
268,268,71,屋内スポット
268,268,72,屋内スポット
271,271,100101,私の気持ちを、チョコに詰めました！\n悲しい時も、悔しい時も元気にしてくれた\nトレーナーさんは、にんじんみたいだなって！\nだからこれまでも、これからも走れるんです。\nこの想いが、伝わりますように！　スペより
271,271,100102,私の気持ちを、チョコに詰めました！\n悲しい時も、悔しい時も元気にしてくれた\nトレーナーさんは、にんじんみたいだなって！\nだからこれまでも、これからも走れるんです。\nこの想いが、伝わりますように！　スペより
271,271,100103,私の気持ちを、チョコに詰めました！\n悲しい時も、悔しい時も元気にしてくれた\nトレーナーさんは、にんじんみたいだなって！\nだからこれまでも、これからも走れるんです。\nこの想いが、伝わりますように！　スペより
271,271,100201,故郷の雪は静かで、まっさらで、\nどこまでも白く続いていました。\n私の大切な、思い出の風景。あなたにも\n伝えられたら……と思って。この景色の先へ、\nこれからも駆けていきたいです。
271,271,100301,いつも頑張ってるトレーナーにプレゼント！\nボクからの贈り物、光栄に思いたまえ～♪\n手作りなんだから、じっくり味わってよね！\nどう美味しかったか感想も教えること！\n絶対だよ？　楽しみにしてるからね！
271,271,100302,いつも頑張ってるトレーナーにプレゼント！\nボクからの贈り物、光栄に思いたまえ～♪\n手作りなんだから、じっくり味わってよね！\nどう美味しかったか感想も教えること！\n絶対だよ？　楽しみにしてるからね！
271,271,100401,もとからブイブイ飛ばすのに夢中だったけど、\n先頭でゴールしたい気持ちは前よりも\n大きく膨らんでるの。だってゴールでは\n君が待っているんだもの。\nこれからも最速で飛び込んでいくわね♪
271,271,100402,もとからブイブイ飛ばすのに夢中だったけど、\n先頭でゴールしたい気持ちは前よりも\n大きく膨らんでるの。だってゴールでは\n君が待っているんだもの。\nこれからも最速で飛び込んでいくわね♪
271,271,100501,『私にはリズムが、音楽が、大切な人がいる。\nこれ以上何が必要だというんだい？』\n\n今日という特別な日に、この想いを\n一層噛みしめることといたしましょう。
271,271,100502,『私にはリズムが、音楽が、大切な人がいる。\nこれ以上何が必要だというんだい？』\n\n今日という特別な日に、この想いを\n一層噛みしめることといたしましょう。
271,271,100601,たくさん食べると、温かい気分になれる。\nキミにもそんな気持ちを味わってほしくて、\nなるべく大きく、たっぷり作ってみた。\nお腹いっぱいになってもらえると嬉しい。\n追伸：食べきれなかったら、言ってくれ。
271,271,100602,たくさん食べると、温かい気分になれる。\nキミにもそんな気持ちを味わってほしくて、\nなるべく大きく、たっぷり作ってみた。\nお腹いっぱいになってもらえると嬉しい。\n追伸：食べきれなかったら、言ってくれ。
271,271,100701,薬味シンポジウム　アリーナS席
271,271,100702,薬味シンポジウム　アリーナS席
271,271,100801,トレーナーへ\n本物そっくりに作ってみたんだ！\nカッコいいだろ？　いつか一緒に\nツーリングしようぜ！　スッゲー遠くまで！\n（タンデムとかも、いいかもな）
271,271,100802,トレーナーへ\n本物そっくりに作ってみたんだ！\nカッコいいだろ？　いつか一緒に\nツーリングしようぜ！　スッゲー遠くまで！\n（タンデムとかも、いいかもな）
271,271,100901,アンタだけのティアラよ。\n\n　　　　　　　大切にしなさい。
271,271,100902,アンタだけのティアラよ。\n\n　　　　　　　大切にしなさい。
271,271,101001,"Dear Trainer,\nI filled this candy burger\nwith lots of love,\njust for you! Enjoy!\nワタシのきもち、どうぞ！"
271,271,101002,"Dear Trainer,\nI filled this candy burger\nwith lots of love,\njust for you! Enjoy!\nワタシのきもち、どうぞ！"
271,271,101101,移りゆく時の流れは早く、山野を流れる\n川のように過ぎていきます。せわしない\n日々の中、少しでも癒しを得られるよう、\n和菓子を用意しました。あなたの行く道に、\nひと時の安らぎが訪れますように。
271,271,101102,移りゆく時の流れは早く、山野を流れる\n川のように過ぎていきます。せわしない\n日々の中、少しでも癒しを得られるよう、\n和菓子を用意しました。あなたの行く道に、\nひと時の安らぎが訪れますように。
271,271,101201,いつもお疲れさん。栄養のあるものとか\n睡眠とかはしっかり取ってるかい？　なんて\nトレ公にはつい口うるさくなっちまうね。\nけど、相棒を心配するのは当たり前のこと。\nこれからもきっちり世話焼かせてもらうよ！
271,271,101301,メジロの名にふさわしくありたいと\n願うように、いつしか貴方の隣にも\nふさわしくいたいと願うようになりました。\nいつも傍で支え見守ってくれる貴方へ、\nあらん限りの感謝と敬慕を込めて。
271,271,101302,メジロの名にふさわしくありたいと\n願うように、いつしか貴方の隣にも\nふさわしくいたいと願うようになりました。\nいつも傍で支え見守ってくれる貴方へ、\nあらん限りの感謝と敬慕を込めて。
271,271,101303,メジロの名にふさわしくありたいと\n願うように、いつしか貴方の隣にも\nふさわしくいたいと願うようになりました。\nいつも傍で支え見守ってくれる貴方へ、\nあらん限りの感謝と敬慕を込めて。
271,271,101401,アタシとトレーナーさんのタッグは世界最強！\nこれからもホットに、エネルギッシュに、\n世界に羽ばたいていきましょう！\nちなみに、ディアブロ満点なので、\n熱いお茶と食べる時は要注意デス。
271,271,101402,アタシとトレーナーさんのタッグは世界最強！\nこれからもホットに、エネルギッシュに、\n世界に羽ばたいていきましょう！\nちなみに、ディアブロ満点なので、\n熱いお茶と食べる時は要注意デス。
271,271,101501,ボクの手により、ボクをかたどって作られた\nチョコレートさ。まばゆい輝き、しなやかな\nフォルム、煌めく『T.M. Opera O』！！\n全て君のものだ！　存分に味わうがいい！！\n　　　　　　　　　　　　　――　by 覇王
271,271,101502,ボクの手により、ボクをかたどって作られた\nチョコレートさ。まばゆい輝き、しなやかな\nフォルム、煌めく『T.M. Opera O』！！\n全て君のものだ！　存分に味わうがいい！！\n　　　　　　　　　　　　　――　by 覇王
271,271,101601,礼だ　ブライアン\n\n簡素なあいさつとなりすまない。\nだが彼女なりの感謝が詰まっているはずだ。\nこれからも妹を頼む。　ビワハヤヒデ
271,271,101602,礼だ　ブライアン\n\n簡素なあいさつとなりすまない。\nだが彼女なりの感謝が詰まっているはずだ。\nこれからも妹を頼む。　ビワハヤヒデ
271,271,101701,拝啓　君と出会い、共に歩むことにより、\n視座高く万事に励めるようになったと感じる。\nこれもひとえに君の支えあってのこと。\n肝胆相照の間柄とはいえ、感謝は形に起こし\n伝えるべきだろう。いつもありがとう。　敬具
