id,hint_id,support_card_id,hint_group,hint_gain_type,hint_value_1,hint_value_2,group_id,condition_set_id,priority
170,9081010,10008,7,1,1,6,0,0,0
171,9081010,10008,7,1,3,2,0,0,0
172,9081011,30006,1,0,200042,1,0,0,0
173,9081011,30006,2,0,200282,1,0,0,0
174,9081011,30006,3,0,200512,1,0,0,0
175,9081011,30006,4,0,200592,1,0,0,0
176,9081011,30006,5,0,200602,1,0,0,0
177,9081011,30006,6,0,200702,1,0,0,0
178,9081011,30006,7,0,200871,1,0,0,0
179,9081011,30006,8,0,201152,1,0,0,0
180,9081011,30006,9,1,1,1,0,0,0
181,9081011,30006,9,1,3,1,0,0,0
182,9081011,30006,9,1,4,6,0,0,0
183,9081011,10009,1,0,200042,1,0,0,0
184,9081011,10009,2,0,200282,1,0,0,0
185,9081011,10009,3,0,200512,1,0,0,0
186,9081011,10009,4,0,200592,1,0,0,0
187,9081011,10009,5,0,200602,1,0,0,0
188,9081011,10009,6,0,200702,1,0,0,0
189,9081011,10009,7,0,200871,1,0,0,0
190,9081011,10009,8,0,201152,1,0,0,0
191,9081011,10009,9,1,1,1,0,0,0
192,9081011,10009,9,1,3,1,0,0,0
193,9081011,10009,9,1,4,6,0,0,0
194,9081012,20003,1,0,200562,1,0,0,0
195,9081012,20003,2,0,200642,1,0,0,0
196,9081012,20003,3,0,201452,1,0,0,0
197,9081012,20003,4,0,201532,1,0,0,0
198,9081012,20003,5,0,201552,1,0,0,0
199,9081012,20003,6,1,2,2,0,0,0
200,9081012,20003,6,1,3,6,0,0,0
201,9081013,30022,1,0,200062,1,0,0,0
202,9081013,30022,2,0,200162,1,0,0,0
203,9081013,30022,3,0,200232,1,0,0,0
204,9081013,30022,4,0,200332,1,0,0,0
205,9081013,30022,5,0,200362,1,0,0,0
206,9081013,30022,6,0,200562,1,0,0,0
207,9081013,30022,7,0,200582,1,0,0,0
208,9081013,30022,8,0,200742,1,0,0,0
209,9081013,30022,9,0,200752,1,0,0,0
210,9081013,30022,10,0,200762,1,0,0,0
211,9081013,30022,11,1,2,6,0,0,0
212,9081013,30022,11,1,4,2,0,0,0
213,9081013,10010,1,0,200062,1,0,0,0
214,9081013,10010,2,0,200172,1,0,0,0
215,9081013,10010,3,0,200562,1,0,0,0
216,9081013,10010,4,0,200742,1,0,0,0
217,9081013,10010,5,0,201182,1,0,0,0
218,9081013,10010,6,0,201192,1,0,0,0
219,9081013,10010,7,0,201352,1,0,0,0
220,9081013,10010,8,0,201372,1,0,0,0
221,9081013,10010,9,1,2,6,0,0,0
222,9081013,10010,9,1,4,2,0,0,0
223,9081014,30007,1,0,200132,1,0,0,0
224,9081014,30007,2,0,200212,1,0,0,0
225,9081014,30007,3,0,200582,1,0,0,0
226,9081014,30007,4,0,200722,1,0,0,0
227,9081014,30007,5,0,201102,1,0,0,0
228,9081014,30007,6,0,201122,1,0,0,0
229,9081014,30007,7,0,201312,1,0,0,0
230,9081014,30007,8,1,2,2,0,0,0
231,9081014,30007,8,1,3,6,0,0,0
232,9081014,10011,1,0,200132,1,0,0,0
233,9081014,10011,2,0,200212,1,0,0,0
234,9081014,10011,3,0,200582,1,0,0,0
235,9081014,10011,4,0,200722,1,0,0,0
236,9081014,10011,5,0,201102,1,0,0,0
237,9081014,10011,6,0,201122,1,0,0,0
238,9081014,10011,7,0,201312,1,0,0,0
239,9081014,10011,8,1,2,2,0,0,0
240,9081014,10011,8,1,3,6,0,0,0
241,9081015,10012,1,0,200562,1,0,0,0
242,9081015,10012,2,0,200722,1,0,0,0
243,9081015,10012,3,0,201182,1,0,0,0
244,9081015,10012,4,0,201312,1,0,0,0
245,9081015,10012,5,0,201362,1,0,0,0
246,9081015,10012,6,0,201382,1,0,0,0
247,9081015,10012,7,0,201432,1,0,0,0
248,9081015,10012,8,1,2,6,0,0,0
249,9081015,10012,8,1,4,2,0,0,0
250,9081012,10024,1,0,200562,1,0,0,0
251,9081012,10024,2,0,200642,1,0,0,0
252,9081012,10024,3,0,201452,1,0,0,0
253,9081012,10024,4,0,201532,1,0,0,0
254,9081012,10024,5,0,201552,1,0,0,0
255,9081012,10024,6,1,2,2,0,0,0
256,9081012,10024,6,1,3,6,0,0,0
257,9081017,10013,1,0,200572,1,0,0,0
258,9081017,10013,2,0,200831,1,0,0,0
259,9081017,10013,3,0,200861,1,0,0,0
260,9081017,10013,4,0,200891,1,0,0,0
261,9081017,10013,5,0,200921,1,0,0,0
262,9081017,10013,6,0,201152,1,0,0,0
263,9081017,10013,7,0,201532,1,0,0,0
264,9081017,10013,8,0,201601,1,0,0,0
265,9081017,10013,9,1,5,6,0,0,0
266,9081017,10013,9,1,30,5,0,0,0
267,9081018,20004,1,0,200472,1,0,0,0
268,9081018,20004,2,0,200722,1,0,0,0
269,9081018,20004,3,0,200931,1,0,0,0
270,9081018,20004,4,0,200941,1,0,0,0
271,9081018,20004,5,0,201102,1,0,0,0
272,9081018,20004,6,0,201601,1,0,0,0
273,9081018,20004,7,1,1,1,0,0,0
274,9081018,20004,7,1,3,1,0,0,0
275,9081018,20004,7,1,4,6,0,0,0
276,9081018,10025,1,0,200472,1,0,0,0
277,9081018,10025,2,0,200722,1,0,0,0
278,9081018,10025,3,0,200931,1,0,0,0
279,9081018,10025,4,0,200941,1,0,0,0
280,9081018,10025,5,0,201102,1,0,0,0
281,9081018,10025,6,0,201601,1,0,0,0
282,9081018,10025,7,1,1,1,0,0,0
283,9081018,10025,7,1,3,1,0,0,0
284,9081018,10025,7,1,4,6,0,0,0
285,9081020,30008,1,0,200252,1,0,0,0
286,9081020,30008,2,0,200302,1,0,0,0
287,9081020,30008,3,0,200771,1,0,0,0
288,9081020,30008,4,0,200811,1,0,0,0
289,9081020,30008,5,0,200881,1,0,0,0
290,9081020,30008,6,0,201611,1,0,0,0
291,9081020,30008,7,1,2,6,0,0,0
292,9081020,30008,7,1,4,2,0,0,0
293,9081020,10014,1,0,200252,1,0,0,0
294,9081020,10014,2,0,200302,1,0,0,0
295,9081020,10014,3,0,200771,1,0,0,0
296,9081020,10014,4,0,200811,1,0,0,0
297,9081020,10014,5,0,200881,1,0,0,0
298,9081020,10014,6,0,201611,1,0,0,0
299,9081020,10014,7,1,2,6,0,0,0
300,9081020,10014,7,1,4,2,0,0,0
301,9081021,30009,1,0,200712,1,0,0,0
302,9081021,30009,2,0,200811,1,0,0,0
303,9081021,30009,3,0,200901,1,0,0,0
304,9081021,30009,4,0,201112,1,0,0,0
305,9081021,30009,5,0,201132,1,0,0,0
306,9081021,30009,6,0,201142,1,0,0,0
307,9081021,30009,7,0,201412,1,0,0,0
308,9081021,30009,8,1,2,6,0,0,0
309,9081021,30009,8,1,4,2,0,0,0
310,9081021,10027,1,0,200712,1,0,0,0
311,9081021,10027,2,0,200811,1,0,0,0
312,9081021,10027,3,0,200901,1,0,0,0
313,9081021,10027,4,0,201112,1,0,0,0
314,9081021,10027,5,0,201132,1,0,0,0
315,9081021,10027,6,0,201142,1,0,0,0
316,9081021,10027,7,0,201412,1,0,0,0
317,9081021,10027,8,1,2,6,0,0,0
318,9081021,10027,8,1,4,2,0,0,0
319,9081022,30010,1,0,200012,1,0,0,0
320,9081022,30010,2,0,200192,1,0,0,0
321,9081022,30010,3,0,200262,1,0,0,0
322,9081022,30010,4,0,200372,1,0,0,0
323,9081022,30010,5,0,200492,1,0,0,0
324,9081022,30010,6,1,5,6,0,0,0
325,9081022,30010,6,1,30,5,0,0,0
326,9081022,10028,1,0,200012,1,0,0,0
327,9081022,10028,2,0,200192,1,0,0,0
328,9081022,10028,3,0,200262,1,0,0,0
329,9081022,10028,4,0,200372,1,0,0,0
330,9081022,10028,5,0,200492,1,0,0,0
331,9081022,10028,6,1,5,6,0,0,0
332,9081022,10028,6,1,30,5,0,0,0
333,9081023,20006,1,0,200052,1,0,0,0
334,9081023,20006,2,0,200162,1,0,0,0
335,9081023,20006,3,0,200222,1,0,0,0
336,9081023,20006,4,0,200262,1,0,0,0
337,9081023,20006,5,0,200821,1,0,0,0
338,9081023,20006,6,1,2,2,0,0,0
339,9081023,20006,6,1,3,6,0,0,0
340,9081023,10029,1,0,200052,1,0,0,0
341,9081023,10029,2,0,200162,1,0,0,0
342,9081023,10029,3,0,200222,1,0,0,0
343,9081023,10029,4,0,200262,1,0,0,0
344,9081023,10029,5,0,200821,1,0,0,0
345,9081023,10029,6,1,2,2,0,0,0
346,9081023,10029,6,1,3,6,0,0,0
347,9081024,20007,1,0,200142,1,0,0,0
348,9081024,20007,2,0,200332,1,0,0,0
349,9081024,20007,3,0,200362,1,0,0,0
350,9081024,20007,4,0,200382,1,0,0,0
351,9081024,20007,5,0,200492,1,0,0,0
352,9081024,20007,6,0,200502,1,0,0,0
353,9081024,20007,7,1,2,6,0,0,0
354,9081024,20007,7,1,4,2,0,0,0
355,9081024,10030,1,0,200142,1,0,0,0
356,9081024,10030,2,0,200332,1,0,0,0
357,9081024,10030,3,0,200362,1,0,0,0
358,9081024,10030,4,0,200382,1,0,0,0
359,9081024,10030,5,0,200492,1,0,0,0
360,9081024,10030,6,0,200502,1,0,0,0
361,9081024,10030,7,1,2,6,0,0,0
362,9081024,10030,7,1,4,2,0,0,0
363,9081025,20008,1,0,200162,1,0,0,0
364,9081025,20008,2,0,200232,1,0,0,0
365,9081025,20008,3,0,201172,1,0,0,0
366,9081025,20008,4,0,201202,1,0,0,0
367,9081025,20008,5,0,201222,1,0,0,0
368,9081025,20008,6,0,201581,1,0,0,0
369,9081025,20008,7,1,2,6,0,0,0
370,9081025,20008,7,1,4,2,0,0,0
371,9081025,10031,1,0,200162,1,0,0,0
372,9081025,10031,2,0,200232,1,0,0,0
373,9081025,10031,3,0,201172,1,0,0,0
374,9081025,10031,4,0,201202,1,0,0,0
375,9081025,10031,5,0,201222,1,0,0,0
376,9081025,10031,6,0,201581,1,0,0,0
377,9081025,10031,7,1,2,6,0,0,0
378,9081025,10031,7,1,4,2,0,0,0
379,9081027,20010,1,0,200162,1,0,0,0
380,9081027,20010,2,0,200232,1,0,0,0
381,9081027,20010,3,0,200722,1,0,0,0
382,9081027,20010,4,0,201102,1,0,0,0
383,9081027,20010,5,1,2,2,0,0,0
384,9081027,20010,5,1,3,6,0,0,0
385,9081027,10033,1,0,200162,1,0,0,0
386,9081027,10033,2,0,200232,1,0,0,0
387,9081027,10033,3,0,200722,1,0,0,0
388,9081027,10033,4,0,201102,1,0,0,0
389,9081027,10033,5,1,2,2,0,0,0
390,9081027,10033,5,1,3,6,0,0,0
391,9081029,20011,1,0,200042,1,0,0,0
392,9081029,20011,2,0,200202,1,0,0,0
393,9081029,20011,3,0,200732,1,0,0,0
394,9081029,20011,4,0,201112,1,0,0,0
395,9081029,20011,5,1,1,1,0,0,0
396,9081029,20011,5,1,3,1,0,0,0
397,9081029,20011,5,1,4,6,0,0,0
398,9081029,10034,1,0,200042,1,0,0,0
399,9081029,10034,2,0,200202,1,0,0,0
400,9081029,10034,3,0,200732,1,0,0,0
401,9081029,10034,4,0,201112,1,0,0,0
402,9081029,10034,5,1,1,1,0,0,0
403,9081029,10034,5,1,3,1,0,0,0
404,9081029,10034,5,1,4,6,0,0,0
405,9081029,30031,1,0,200042,1,0,0,0
406,9081029,30031,2,0,200202,1,0,0,0
407,9081029,30031,3,0,200732,1,0,0,0
408,9081029,30031,4,0,201112,1,0,0,0
409,9081029,30031,5,1,5,6,0,0,0
410,9081029,30031,5,1,30,5,0,0,0
411,9081030,30023,1,0,200062,1,0,0,0
412,9081030,30023,2,0,200272,1,0,0,0
413,9081030,30023,3,0,200742,1,0,0,0
414,9081030,30023,4,0,200801,1,0,0,0
415,9081030,30023,5,0,200861,1,0,0,0
416,9081030,30023,6,0,200871,1,0,0,0
417,9081030,30023,7,0,201342,1,0,0,0
418,9081030,30023,8,0,201372,1,0,0,0
419,9081030,30023,9,0,201581,1,0,0,0
420,9081030,30023,10,1,2,6,0,0,0
421,9081030,30023,10,1,4,2,0,0,0
422,9081030,10015,1,0,200062,1,0,0,0
423,9081030,10015,2,0,200272,1,0,0,0
424,9081030,10015,3,0,200742,1,0,0,0
425,9081030,10015,4,0,200801,1,0,0,0
426,9081030,10015,5,0,200861,1,0,0,0
427,9081030,10015,6,0,200871,1,0,0,0
428,9081030,10015,7,0,201342,1,0,0,0
429,9081030,10015,8,0,201372,1,0,0,0
430,9081030,10015,9,0,201581,1,0,0,0
431,9081030,10015,10,1,2,6,0,0,0
432,9081030,10015,10,1,4,2,0,0,0
433,9081031,30011,1,0,200732,1,0,0,0
434,9081031,30011,2,0,201082,1,0,0,0
435,9081031,30011,3,0,201282,1,0,0,0
436,9081031,30011,4,0,201651,1,0,0,0
437,9081031,30011,5,0,201661,1,0,0,0
438,9081031,30011,6,1,1,1,0,0,0
439,9081031,30011,6,1,3,1,0,0,0
440,9081031,30011,6,1,4,6,0,0,0
441,9081031,10035,1,0,200732,1,0,0,0
442,9081031,10035,2,0,201082,1,0,0,0
443,9081031,10035,3,0,201282,1,0,0,0
444,9081031,10035,4,0,201651,1,0,0,0
445,9081031,10035,5,0,201661,1,0,0,0
446,9081031,10035,6,1,1,1,0,0,0
447,9081031,10035,6,1,3,1,0,0,0
448,9081031,10035,6,1,4,6,0,0,0
449,9081032,20012,1,0,200722,1,0,0,0
450,9081032,20012,2,0,201102,1,0,0,0
451,9081032,20012,3,0,201112,1,0,0,0
452,9081032,20012,4,0,201152,1,0,0,0
453,9081032,20012,5,1,5,6,0,0,0
454,9081032,20012,5,1,30,5,0,0,0
455,9081032,10036,1,0,200722,1,0,0,0
456,9081032,10036,2,0,201102,1,0,0,0
457,9081032,10036,3,0,201112,1,0,0,0
458,9081032,10036,4,0,201152,1,0,0,0
459,9081032,10036,5,1,5,6,0,0,0
460,9081032,10036,5,1,30,5,0,0,0
461,9081035,30012,1,0,200152,1,0,0,0
462,9081035,30012,2,0,200222,1,0,0,0
463,9081035,30012,3,0,200592,1,0,0,0
464,9081035,30012,4,0,200602,1,0,0,0
465,9081035,30012,5,0,200612,1,0,0,0
466,9081035,30012,6,1,1,1,0,0,0
467,9081035,30012,6,1,3,1,0,0,0
468,9081035,30012,6,1,4,6,0,0,0
469,9081035,30033,1,0,200152,1,0,0,0
470,9081035,30033,2,0,200222,1,0,0,0
471,9081035,30033,3,0,200592,1,0,0,0
472,9081035,30033,4,0,200602,1,0,0,0
473,9081035,30033,5,0,200612,1,0,0,0
474,9081035,30033,6,1,2,2,0,0,0
475,9081035,30033,6,1,3,6,0,0,0
476,9081035,10016,1,0,200152,1,0,0,0
477,9081035,10016,2,0,200222,1,0,0,0
478,9081035,10016,3,0,200592,1,0,0,0
479,9081035,10016,4,0,200602,1,0,0,0
480,9081035,10016,5,0,200612,1,0,0,0
481,9081035,10016,6,1,1,1,0,0,0
482,9081035,10016,6,1,3,1,0,0,0
483,9081035,10016,6,1,4,6,0,0,0
484,9081037,20013,1,0,200132,1,0,0,0
485,9081037,20013,2,0,200372,1,0,0,0
486,9081037,20013,3,0,201382,1,0,0,0
487,9081037,20013,4,0,201392,1,0,0,0
488,9081037,20013,5,0,201402,1,0,0,0
489,9081037,20013,6,1,1,6,0,0,0
490,9081037,20013,6,1,3,2,0,0,0
491,9081037,10038,1,0,200132,1,0,0,0
492,9081037,10038,2,0,200372,1,0,0,0
493,9081037,10038,3,0,201382,1,0,0,0
494,9081037,10038,4,0,201392,1,0,0,0
495,9081037,10038,5,0,201402,1,0,0,0
496,9081037,10038,6,1,1,6,0,0,0
497,9081037,10038,6,1,3,2,0,0,0
498,9081040,30014,1,0,200082,1,0,0,0
499,9081040,30014,2,0,200692,1,0,0,0
500,9081040,30014,3,0,201062,1,0,0,0
501,9081040,30014,4,1,1,6,0,0,0
502,9081040,30014,4,1,3,2,0,0,0
503,9081040,10017,1,0,200082,1,0,0,0
504,9081040,10017,2,0,200692,1,0,0,0
505,9081040,10017,3,0,201062,1,0,0,0
506,9081040,10017,4,1,1,6,0,0,0
507,9081040,10017,4,1,3,2,0,0,0
508,9081041,30015,1,0,200652,1,0,0,0
509,9081041,30015,2,0,200791,1,0,0,0
510,9081041,30015,3,0,200841,1,0,0,0
511,9081041,30015,4,0,200962,1,0,0,0
512,9081041,30015,5,0,200972,1,0,0,0
513,9081041,30015,6,0,200982,1,0,0,0
514,9081041,30015,7,0,200992,1,0,0,0
515,9081041,30015,8,0,201012,1,0,0,0
516,9081041,30015,9,1,1,6,0,0,0
517,9081041,30015,9,1,3,2,0,0,0
518,9081041,10018,1,0,200652,1,0,0,0
519,9081041,10018,2,0,200791,1,0,0,0
520,9081041,10018,3,0,200841,1,0,0,0
521,9081041,10018,4,0,200962,1,0,0,0
522,9081041,10018,5,0,200972,1,0,0,0
523,9081041,10018,6,0,200982,1,0,0,0
524,9081041,10018,7,0,200992,1,0,0,0
525,9081041,10018,8,0,201012,1,0,0,0
526,9081041,10018,9,1,1,6,0,0,0
527,9081041,10018,9,1,3,2,0,0,0
528,9081045,30016,1,0,200152,1,0,0,0
529,9081045,30016,2,0,200352,1,0,0,0
530,9081045,30016,3,0,200462,1,0,0,0
531,9081045,30016,4,0,200512,1,0,0,0
532,9081045,30016,5,0,200881,1,0,0,0
533,9081045,30016,6,1,2,6,0,0,0
534,9081045,30016,6,1,4,2,0,0,0
535,9081045,10019,1,0,200152,1,0,0,0
536,9081045,10019,2,0,200352,1,0,0,0
537,9081045,10019,3,0,200462,1,0,0,0
538,9081045,10019,4,0,200512,1,0,0,0
539,9081045,10019,5,0,200881,1,0,0,0
540,9081045,10019,6,1,2,6,0,0,0
541,9081045,10019,6,1,4,2,0,0,0
542,9081046,30017,1,0,200162,1,0,0,0
543,9081046,30017,2,0,200222,1,0,0,0
544,9081046,30017,3,0,200262,1,0,0,0
545,9081046,30017,4,0,200352,1,0,0,0
546,9081046,30017,5,0,200952,1,0,0,0
547,9081046,30017,6,0,201292,1,0,0,0
548,9081046,30017,7,0,201302,1,0,0,0
549,9081046,30017,8,0,201522,1,0,0,0
550,9081046,30017,9,1,2,2,0,0,0
551,9081046,30017,9,1,3,6,0,0,0
552,9081046,10039,1,0,200162,1,0,0,0
553,9081046,10039,2,0,200222,1,0,0,0
554,9081046,10039,3,0,200262,1,0,0,0
555,9081046,10039,4,0,200352,1,0,0,0
556,9081046,10039,5,0,200952,1,0,0,0
557,9081046,10039,6,0,201292,1,0,0,0
558,9081046,10039,7,0,201302,1,0,0,0
559,9081046,10039,8,0,201522,1,0,0,0
560,9081046,10039,9,1,2,2,0,0,0
561,9081046,10039,9,1,3,6,0,0,0
562,9081051,30018,1,0,200052,1,0,0,0
563,9081051,30018,2,0,200132,1,0,0,0
564,9081051,30018,3,0,200152,1,0,0,0
565,9081051,30018,4,0,200702,1,0,0,0
566,9081051,30018,5,0,201322,1,0,0,0
567,9081051,30018,6,1,1,6,0,0,0
568,9081051,30018,6,1,3,2,0,0,0
569,9081051,20027,1,0,200052,1,0,0,0
570,9081051,20027,2,0,200132,1,0,0,0
571,9081051,20027,3,0,200152,1,0,0,0
572,9081051,20027,4,0,200702,1,0,0,0
573,9081051,20027,5,0,201322,1,0,0,0
574,9081051,20027,6,1,2,2,0,0,0
575,9081051,20027,6,1,3,6,0,0,0
576,9081051,10041,1,0,200052,1,0,0,0
577,9081051,10041,2,0,200132,1,0,0,0
578,9081051,10041,3,0,200152,1,0,0,0
579,9081051,10041,4,0,200702,1,0,0,0
580,9081051,10041,5,0,201322,1,0,0,0
581,9081051,10041,6,1,1,6,0,0,0
582,9081051,10041,6,1,3,2,0,0,0
583,9081052,30019,1,1,1,1,0,0,0
584,9081052,30019,1,1,3,1,0,0,0
585,9081052,30019,1,1,4,6,0,0,0
586,9081052,10020,1,1,1,1,0,0,0
587,9081052,10020,1,1,3,1,0,0,0
