id,support_card_id,pattern,pos_index,pos_x,pos_y,scale_x,scale_y,rot_z
81,10006,3,3,-10000,-7550000,9355,9355,0
82,10006,4,1,-2670000,2015000,10000,9995,0
83,10006,4,2,3120000,2350000,10000,10000,0
84,10006,4,3,-2670000,-6570000,10000,10000,0
85,10006,4,4,3020000,-6570000,10000,10000,0
86,10006,5,1,-2700000,3915000,8522,8526,0
87,10006,5,2,3015000,3555000,8608,8608,0
88,10006,5,3,60000,-1985000,9789,9794,0
89,10006,5,4,-2500000,-7135000,8382,8382,0
90,10006,5,5,3230000,-7090000,8339,8343,0
91,10007,1,1,0,20000,9408,9408,0
92,10007,2,1,-5000,2480000,9427,9427,0
93,10007,2,2,55000,-6390000,9347,9347,0
94,10007,3,1,-10000,4205000,9380,9380,0
95,10007,3,2,0,-2145000,9481,9481,0
96,10007,3,3,-10000,-7550000,9355,9355,0
97,10007,4,1,-2670000,2015000,10000,9995,0
98,10007,4,2,3420000,2350000,10000,10000,0
99,10007,4,3,-2670000,-6570000,10000,10000,0
100,10007,4,4,3020000,-6570000,10000,10000,0
101,10007,5,1,-2500000,3915000,8522,8526,0
102,10007,5,2,3015000,3555000,8608,8608,0
103,10007,5,3,60000,-1785000,9789,9794,0
104,10007,5,4,-2500000,-7135000,8382,8382,0
105,10007,5,5,3230000,-7090000,8339,8343,0
106,10008,1,1,0,20000,9408,9408,0
107,10008,2,1,-5000,2480000,9427,9427,0
108,10008,2,2,55000,-6390000,9347,9347,0
109,10008,3,1,-10000,4205000,9380,9380,0
110,10008,3,2,0,-2145000,9481,9481,0
111,10008,3,3,-10000,-7550000,9355,9355,0
112,10008,4,1,-2670000,2015000,10000,9995,0
113,10008,4,2,3420000,2350000,10000,10000,0
114,10008,4,3,-2670000,-6570000,10000,10000,0
115,10008,4,4,3020000,-6570000,10000,10000,0
116,10008,5,1,-2500000,3915000,8522,8526,0
117,10008,5,2,3015000,3555000,8608,8608,0
118,10008,5,3,60000,-1785000,9789,9794,0
119,10008,5,4,-2500000,-7135000,8382,8382,0
120,10008,5,5,3230000,-7090000,8339,8343,0
121,10009,1,1,0,20000,9408,9408,0
122,10009,2,1,-5000,2480000,9427,9427,0
123,10009,2,2,55000,-6390000,9347,9347,0
124,10009,3,1,-10000,4805000,9380,9380,0
125,10009,3,2,0,-1545000,9481,9481,0
126,10009,3,3,-10000,-6950000,9355,9355,0
127,10009,4,1,-2670000,2015000,10000,9995,0
128,10009,4,2,3420000,2350000,10000,10000,0
129,10009,4,3,-2670000,-6570000,10000,10000,0
130,10009,4,4,3020000,-6570000,10000,10000,0
131,10009,5,1,-2500000,4315000,8522,8526,0
132,10009,5,2,3015000,3555000,8608,8608,0
133,10009,5,3,60000,-1085000,9789,9794,0
134,10009,5,4,-2500000,-6535000,8382,8382,0
135,10009,5,5,3230000,-6590000,8339,8343,0
136,10010,1,1,0,20000,9408,9408,0
137,10010,2,1,-5000,2480000,9427,9427,0
138,10010,2,2,55000,-6390000,9347,9347,0
139,10010,3,1,-10000,4205000,9380,9380,0
140,10010,3,2,0,-2145000,9481,9481,0
141,10010,3,3,-10000,-7550000,9355,9355,0
142,10010,4,1,-2670000,2015000,10000,9995,0
143,10010,4,2,3420000,2350000,10000,10000,0
144,10010,4,3,-2670000,-6570000,10000,10000,0
145,10010,4,4,3020000,-6570000,10000,10000,0
146,10010,5,1,-2500000,3915000,8522,8526,0
147,10010,5,2,3015000,3555000,8608,8608,0
148,10010,5,3,60000,-1785000,9789,9794,0
149,10010,5,4,-2500000,-7135000,8382,8382,0
150,10010,5,5,3230000,-7090000,8339,8343,0
151,10011,1,1,0,20000,9408,9408,0
152,10011,2,1,-5000,2480000,9427,9427,0
153,10011,2,2,55000,-6390000,9347,9347,0
154,10011,3,1,-10000,4205000,9380,9380,0
155,10011,3,2,0,-2145000,9481,9481,0
156,10011,3,3,-10000,-7550000,9355,9355,0
157,10011,4,1,-2670000,2015000,10000,9995,0
158,10011,4,2,3420000,2350000,10000,10000,0
159,10011,4,3,-2670000,-6570000,10000,10000,0
160,10011,4,4,3020000,-6570000,10000,10000,0
161,10011,5,1,-2500000,3915000,8522,8526,0
162,10011,5,2,3015000,3555000,8608,8608,0
163,10011,5,3,60000,-1785000,9789,9794,0
164,10011,5,4,-2500000,-7135000,8382,8382,0
165,10011,5,5,3230000,-7090000,8339,8343,0
166,10012,1,1,0,20000,9408,9408,0
167,10012,2,1,-5000,2480000,9427,9427,0
168,10012,2,2,55000,-6390000,9347,9347,0
169,10012,3,1,-10000,4205000,9380,9380,0
170,10012,3,2,0,-2145000,9481,9481,0
171,10012,3,3,-10000,-7550000,9355,9355,0
172,10012,4,1,-2670000,2015000,10000,9995,0
173,10012,4,2,3420000,2350000,10000,10000,0
174,10012,4,3,-2670000,-6570000,10000,10000,0
175,10012,4,4,3020000,-6570000,10000,10000,0
176,10012,5,1,-2500000,3915000,8522,8526,0
177,10012,5,2,3015000,3555000,8608,8608,0
178,10012,5,3,60000,-1785000,9789,9794,0
179,10012,5,4,-2500000,-7135000,8382,8382,0
180,10012,5,5,3230000,-7090000,8339,8343,0
181,10013,1,1,0,20000,9408,9408,0
182,10013,2,1,-5000,2480000,9427,9427,0
183,10013,2,2,55000,-6390000,9347,9347,0
184,10013,3,1,-10000,4205000,9380,9380,0
185,10013,3,2,0,-2145000,9481,9481,0
186,10013,3,3,-10000,-7550000,9355,9355,0
187,10013,4,1,-2670000,2015000,10000,9995,0
188,10013,4,2,3420000,2350000,10000,10000,0
189,10013,4,3,-2670000,-6570000,10000,10000,0
190,10013,4,4,3020000,-6570000,10000,10000,0
191,10013,5,1,-2500000,3915000,8522,8526,0
192,10013,5,2,3015000,3555000,8608,8608,0
193,10013,5,3,60000,-1785000,9789,9794,0
194,10013,5,4,-2500000,-7135000,8382,8382,0
195,10013,5,5,3230000,-7090000,8339,8343,0
196,10014,1,1,0,20000,9408,9408,0
197,10014,2,1,-5000,2480000,9427,9427,0
198,10014,2,2,55000,-6390000,9347,9347,0
199,10014,3,1,-10000,4205000,9380,9380,0
200,10014,3,2,0,-2145000,9481,9481,0
201,10014,3,3,-10000,-7150000,9355,9355,0
202,10014,4,1,-2670000,2015000,10000,9995,0
203,10014,4,2,3420000,2350000,10000,10000,0
204,10014,4,3,-2670000,-6570000,10000,10000,0
205,10014,4,4,3020000,-6570000,10000,10000,0
206,10014,5,1,-2500000,3915000,8522,8526,0
207,10014,5,2,3015000,3555000,8608,8608,0
208,10014,5,3,60000,-1585000,9789,9794,0
209,10014,5,4,-2500000,-6935000,8382,8382,0
210,10014,5,5,3230000,-7090000,8339,8343,0
211,10015,1,1,15000,0,9360,9360,0
212,10015,2,1,0,3555000,9334,9334,0
213,10015,2,2,-120000,-5675000,9480,9480,0
214,10015,3,1,-55000,4720000,9461,9461,0
215,10015,3,2,0,-1710000,9461,9461,0
216,10015,3,3,-5000,-6730000,9387,9387,0
217,10015,4,1,-3105000,3345000,9349,9342,0
218,10015,4,2,2255000,3780000,9349,9347,0
219,10015,4,3,-3105000,-5090000,9349,9347,0
220,10015,4,4,2135000,-4760000,9349,9347,0
221,10015,5,1,-3030000,5030000,7809,7812,0
222,10015,5,2,2285000,4665000,8160,8160,0
223,10015,5,3,0,-785000,9405,9410,0
224,10015,5,4,-3020000,-6370000,8402,8402,0
225,10015,5,5,2690000,-6150000,8188,8192,0
226,10016,1,1,0,20000,9408,9408,0
227,10016,2,1,-5000,2480000,9427,9427,0
228,10016,2,2,55000,-6390000,9347,9347,0
229,10016,3,1,-10000,4205000,9380,9380,0
230,10016,3,2,0,-2145000,9481,9481,0
231,10016,3,3,-10000,-7550000,9355,9355,0
232,10016,4,1,-2880000,3920000,8064,8060,0
233,10016,4,2,2820000,4185000,7808,7808,0
234,10016,4,3,-2490000,-6090000,7474,7474,0
235,10016,4,4,2820000,-5640000,7565,7565,0
236,10016,5,1,-2500000,3915000,8522,8526,0
237,10016,5,2,3015000,3555000,8608,8608,0
238,10016,5,3,60000,-1585000,9789,9794,0
239,10016,5,4,-2500000,-7135000,8382,8382,0
240,10016,5,5,3230000,-7090000,8339,8343,0
241,10017,1,1,0,20000,9408,9408,0
242,10017,2,1,-5000,2480000,9427,9427,0
243,10017,2,2,55000,-6390000,9347,9347,0
244,10017,3,1,-10000,4205000,9380,9380,0
245,10017,3,2,0,-2145000,9481,9481,0
246,10017,3,3,-10000,-7550000,9355,9355,0
247,10017,4,1,-2670000,2015000,10000,9995,0
248,10017,4,2,3420000,2350000,10000,10000,0
249,10017,4,3,-2670000,-6570000,10000,10000,0
250,10017,4,4,3020000,-6570000,10000,10000,0
251,10017,5,1,-2500000,3915000,8522,8526,0
252,10017,5,2,3015000,3555000,8608,8608,0
253,10017,5,3,60000,-1785000,9789,9794,0
254,10017,5,4,-2500000,-7135000,8382,8382,0
255,10017,5,5,3230000,-7090000,8339,8343,0
256,10018,1,1,0,20000,9408,9408,0
257,10018,2,1,-5000,2480000,9427,9427,0
258,10018,2,2,55000,-6390000,9347,9347,0
259,10018,3,1,-10000,4205000,9380,9380,0
260,10018,3,2,0,-2145000,9481,9481,0
261,10018,3,3,-10000,-7550000,9355,9355,0
262,10018,4,1,-2670000,2015000,10000,9995,0
263,10018,4,2,3420000,2350000,10000,10000,0
264,10018,4,3,-2670000,-6570000,10000,10000,0
265,10018,4,4,3020000,-6570000,10000,10000,0
266,10018,5,1,-2500000,3915000,8522,8526,0
267,10018,5,2,3015000,3555000,8608,8608,0
268,10018,5,3,60000,-1485000,9789,9794,0
269,10018,5,4,-2500000,-7035000,8382,8382,0
270,10018,5,5,3230000,-6990000,8339,8343,0
271,10019,1,1,0,20000,9408,9408,0
272,10019,2,1,-5000,2480000,9427,9427,0
273,10019,2,2,55000,-6390000,9347,9347,0
274,10019,3,1,-10000,4205000,9380,9380,0
275,10019,3,2,0,-2145000,9481,9481,0
276,10019,3,3,-10000,-7550000,9355,9355,0
277,10019,4,1,-2670000,2015000,10000,9995,0
278,10019,4,2,3420000,2350000,10000,10000,0
279,10019,4,3,-2670000,-6570000,10000,10000,0
280,10019,4,4,3020000,-6570000,10000,10000,0
281,10019,5,1,-2500000,3915000,8522,8526,0
282,10019,5,2,3015000,3555000,8608,8608,0
283,10019,5,3,60000,-1785000,9789,9794,0
284,10019,5,4,-2500000,-7135000,8382,8382,0
285,10019,5,5,3230000,-7090000,8339,8343,0
286,10020,1,1,0,0,9415,9415,0
287,10020,2,1,40000,3885000,9306,9304,0
288,10020,2,2,0,-4795000,9306,9304,0
289,10020,3,1,-35000,4975000,9436,9436,0
290,10020,3,2,-35000,-1300000,9436,9436,0
291,10020,3,3,5000,-6290000,9387,9387,0
292,10020,4,1,-3105000,4230000,9219,9214,0
293,10020,4,2,3020000,4235000,9219,9219,0
294,10020,4,3,-3100000,-4985000,9219,9219,0
295,10020,4,4,3020000,-4705000,9219,9219,0
296,10020,5,1,-3255000,5240000,8507,8511,0
297,10020,5,2,2695000,4930000,8532,8532,0
298,10020,5,3,0,-700000,9343,9348,0
299,10020,5,4,-3020000,-6140000,8313,8313,0
300,10020,5,5,2695000,-5945000,8126,8130,0
301,10021,1,1,0,20000,9408,9408,0
302,10021,2,1,-5000,2480000,9427,9427,0
303,10021,2,2,55000,-6390000,9347,9347,0
304,10021,3,1,-10000,4205000,9380,9380,0
305,10021,3,2,0,-2145000,9481,9481,0
306,10021,3,3,-10000,-7550000,9355,9355,0
307,10021,4,1,-2670000,2015000,10000,9995,0
308,10021,4,2,3420000,2350000,10000,10000,0
309,10021,4,3,-2670000,-6570000,10000,10000,0
310,10021,4,4,3020000,-6570000,10000,10000,0
311,10021,5,1,-2500000,3915000,8522,8526,0
312,10021,5,2,3015000,3555000,8608,8608,0
313,10021,5,3,60000,-1785000,9789,9794,0
314,10021,5,4,-2500000,-7135000,8382,8382,0
315,10021,5,5,3230000,-7090000,8339,8343,0
316,10022,1,1,0,20000,9408,9408,0
317,10022,2,1,-5000,2480000,9427,9427,0
318,10022,2,2,55000,-6390000,9347,9347,0
319,10022,3,1,-10000,4405000,9380,9380,0
320,10022,3,2,0,-1945000,9481,9481,0
321,10022,3,3,-10000,-7250000,9355,9355,0
322,10022,4,1,-2670000,2015000,10000,9995,0
323,10022,4,2,3420000,2350000,10000,10000,0
324,10022,4,3,-2670000,-6570000,10000,10000,0
325,10022,4,4,3020000,-6570000,10000,10000,0
326,10022,5,1,-2700000,4115000,8522,8526,0
327,10022,5,2,3015000,3555000,8608,8608,0
328,10022,5,3,60000,-1285000,9789,9794,0
329,10022,5,4,-2500000,-6835000,8382,8382,0
330,10022,5,5,3230000,-6990000,8339,8343,0
331,10023,1,1,0,20000,9408,9408,0
332,10023,2,1,-5000,2480000,9427,9427,0
333,10023,2,2,55000,-6390000,9347,9347,0
334,10023,3,1,-10000,4905000,9380,9380,0
335,10023,3,2,0,-1445000,9481,9481,0
336,10023,3,3,-10000,-6850000,9355,9355,0
337,10023,4,1,-2670000,2015000,10000,9995,0
338,10023,4,2,3420000,2550000,10000,10000,0
339,10023,4,3,-2670000,-6570000,10000,10000,0
340,10023,4,4,3020000,-6570000,10000,10000,0
341,10023,5,1,-2500000,4715000,8522,8526,0
342,10023,5,2,3015000,3555000,8608,8608,0
343,10023,5,3,60000,-885000,9789,9794,0
344,10023,5,4,-2500000,-6535000,8382,8382,0
345,10023,5,5,3230000,-6590000,8339,8343,0
346,10024,1,1,0,0,9415,9415,0
347,10024,2,1,40000,3885000,9306,9304,0
348,10024,2,2,0,-4795000,9306,9304,0
349,10024,3,1,45000,5650000,9436,9436,0
350,10024,3,2,5000,-695000,9436,9436,0
351,10024,3,3,5000,-5700000,9387,9387,0
352,10024,4,1,-2805000,4230000,9219,9214,0
353,10024,4,2,3020000,4235000,9219,9219,0
354,10024,4,3,-2800000,-4925000,9219,9219,0
355,10024,4,4,3020000,-4705000,9219,9219,0
356,10024,5,1,-2505000,5400000,8507,8511,0
357,10024,5,2,2695000,5030000,8532,8532,0
358,10024,5,3,70000,-70000,9343,9348,0
359,10024,5,4,-2500000,-5750000,8313,8313,0
360,10024,5,5,3020000,-5945000,8126,8130,0
361,10025,1,1,0,20000,9408,9408,0
362,10025,2,1,-5000,2480000,9427,9427,0
363,10025,2,2,55000,-6390000,9347,9347,0
364,10025,3,1,-10000,4605000,9380,9380,0
365,10025,3,2,0,-1745000,9481,9481,0
366,10025,3,3,-10000,-7150000,9355,9355,0
367,10025,4,1,-2670000,2015000,10000,9995,0
368,10025,4,2,3420000,2350000,10000,10000,0
369,10025,4,3,-2670000,-6570000,10000,10000,0
370,10025,4,4,3020000,-6570000,10000,10000,0
371,10025,5,1,-2500000,4115000,8522,8526,0
372,10025,5,2,3015000,3555000,8608,8608,0
373,10025,5,3,60000,-1135000,9789,9794,0
374,10025,5,4,-2500000,-6835000,8382,8382,0
375,10025,5,5,3230000,-6890000,8339,8343,0
376,10026,1,1,0,0,9415,9415,0
377,10026,2,1,40000,3885000,9306,9304,0
378,10026,2,2,0,-4795000,9306,9304,0
379,10026,3,1,45000,5650000,9436,9436,0
380,10026,3,2,5000,-695000,9436,9436,0
381,10026,3,3,5000,-5700000,9387,9387,0
382,10026,4,1,-2420000,4230000,9219,9214,0
383,10026,4,2,3500000,4225000,9219,9219,0
384,10026,4,3,-2420000,-4705000,9219,9219,0
385,10026,4,4,3280000,-4485000,9219,9219,0
386,10026,5,1,-2505000,5030000,8507,8511,0
387,10026,5,2,3020000,4730000,8532,8532,0
388,10026,5,3,70000,-630000,9343,9348,0
389,10026,5,4,-2350000,-5700000,8313,8313,0
390,10026,5,5,3350000,-5700000,8126,8130,0
391,10027,1,1,0,0,9415,9415,0
392,10027,2,1,40000,3885000,9306,9304,0
393,10027,2,2,0,-4795000,9306,9304,0
394,10027,3,1,-35000,4890000,9436,9436,0
395,10027,3,2,45000,-1735000,9436,9436,0
396,10027,3,3,45000,-6520000,9387,9387,0
397,10027,4,1,-2860000,3860000,9219,9214,0
398,10027,4,2,2780000,4035000,9219,9219,0
399,10027,4,3,-3100000,-5295000,9219,9219,0
400,10027,4,4,2780000,-4565000,9219,9219,0
401,10027,5,1,-3020000,4755000,8507,8511,0
402,10027,5,2,2460000,4730000,8532,8532,0
403,10027,5,3,0,-850000,9343,9348,0
404,10027,5,4,-3100000,-5700000,8313,8313,0
405,10027,5,5,2460000,-5505000,8126,8130,0
406,10028,1,1,0,20000,9408,9408,0
407,10028,2,1,-5000,2480000,9427,9427,0
408,10028,2,2,55000,-6390000,9347,9347,0
409,10028,3,1,-10000,4205000,9380,9380,0
410,10028,3,2,0,-2145000,9481,9481,0
411,10028,3,3,-10000,-7550000,9355,9355,0
412,10028,4,1,-2670000,2015000,10000,9995,0
413,10028,4,2,3120000,2350000,10000,10000,0
414,10028,4,3,-2670000,-6570000,10000,10000,0
415,10028,4,4,3020000,-6570000,10000,10000,0
416,10028,5,1,-2500000,3915000,8522,8526,0
417,10028,5,2,3015000,3555000,8608,8608,0
418,10028,5,3,60000,-1785000,9789,9794,0
419,10028,5,4,-2500000,-7135000,8382,8382,0
420,10028,5,5,3230000,-7090000,8339,8343,0
421,10029,1,1,0,20000,9408,9408,0
422,10029,2,1,-5000,2480000,9427,9427,0
423,10029,2,2,55000,-6390000,9347,9347,0
424,10029,3,1,-10000,4705000,9380,9380,0
425,10029,3,2,0,-1645000,9481,9481,0
426,10029,3,3,-10000,-7050000,9355,9355,0
427,10029,4,1,-2670000,2015000,10000,9995,0
428,10029,4,2,3420000,2350000,10000,10000,0
429,10029,4,3,-2670000,-6570000,10000,10000,0
430,10029,4,4,3020000,-6570000,10000,10000,0
431,10029,5,1,-2500000,4215000,8522,8526,0
432,10029,5,2,3015000,3555000,8608,8608,0
433,10029,5,3,60000,-1085000,9789,9794,0
434,10029,5,4,-2500000,-6735000,8382,8382,0
435,10029,5,5,3230000,-6890000,8339,8343,0
436,10030,1,1,0,0,9415,9415,0
437,10030,2,1,40000,3885000,9306,9304,0
438,10030,2,2,0,-4795000,9306,9304,0
439,10030,3,1,-35000,4890000,9436,9436,0
440,10030,3,2,45000,-1735000,9436,9436,0
441,10030,3,3,85000,-6800000,9387,9387,0
442,10030,4,1,-3330000,3860000,9219,9214,0
443,10030,4,2,2350000,3855000,9219,9219,0
444,10030,4,3,-3330000,-5295000,9219,9219,0
445,10030,4,4,2350000,-4625000,9219,9219,0
446,10030,5,1,-3255000,4730000,8507,8511,0
447,10030,5,2,2135000,4730000,8532,8532,0
448,10030,5,3,0,-850000,9343,9348,0
449,10030,5,4,-3100000,-5700000,8313,8313,0
450,10030,5,5,2135000,-5505000,8126,8130,0
451,10031,1,1,0,0,9415,9415,0
452,10031,2,1,40000,3485000,9306,9304,0
453,10031,2,2,0,-5455000,9306,9304,0
454,10031,3,1,-35000,4890000,9436,9436,0
455,10031,3,2,45000,-1735000,9436,9436,0
456,10031,3,3,85000,-6800000,9387,9387,0
457,10031,4,1,-3105000,3860000,9219,9214,0
458,10031,4,2,2350000,3855000,9219,9219,0
459,10031,4,3,-3100000,-5295000,9219,9219,0
460,10031,4,4,2350000,-4625000,9219,9219,0
461,10031,5,1,-3020000,4680000,8014,8018,0
462,10031,5,2,2265000,4680000,7960,7960,0
463,10031,5,3,0,-850000,9343,9348,0
464,10031,5,4,-3020000,-6385000,7852,7852,0
465,10031,5,5,2465000,-6025000,7712,7715,0
466,10032,1,1,0,20000,9408,9408,0
467,10032,2,1,-5000,2480000,9427,9427,0
468,10032,2,2,55000,-6390000,9347,9347,0
469,10032,3,1,-10000,4205000,9380,9380,0
470,10032,3,2,0,-2145000,9481,9481,0
471,10032,3,3,-10000,-7550000,9355,9355,0
472,10032,4,1,-2670000,2015000,10000,9995,0
473,10032,4,2,3420000,2350000,10000,10000,0
474,10032,4,3,-2670000,-6570000,10000,10000,0
475,10032,4,4,3020000,-6570000,10000,10000,0
476,10032,5,1,-2500000,3915000,8522,8526,0
477,10032,5,2,3015000,3555000,8608,8608,0
478,10032,5,3,60000,-1585000,9789,9794,0
479,10032,5,4,-2500000,-6935000,8382,8382,0
480,10032,5,5,3230000,-7090000,8339,8343,0
481,10033,1,1,0,20000,9408,9408,0
482,10033,2,1,-5000,2480000,9427,9427,0
483,10033,2,2,55000,-6390000,9347,9347,0
484,10033,3,1,-10000,4205000,9380,9380,0
485,10033,3,2,0,-2145000,9481,9481,0
486,10033,3,3,-10000,-7550000,9355,9355,0
487,10033,4,1,-2670000,2015000,10000,9995,0
488,10033,4,2,3420000,2350000,10000,10000,0
489,10033,4,3,-2670000,-6570000,10000,10000,0
490,10033,4,4,3020000,-6570000,10000,10000,0
491,10033,5,1,-2500000,3915000,8522,8526,0
492,10033,5,2,3015000,3555000,8608,8608,0
493,10033,5,3,60000,-1785000,9789,9794,0
494,10033,5,4,-2500000,-7135000,8382,8382,0
495,10033,5,5,3230000,-7090000,8339,8343,0
496,10034,1,1,0,20000,9408,9408,0
497,10034,2,1,-5000,2480000,9427,9427,0
498,10034,2,2,55000,-6390000,9347,9347,0
499,10034,3,1,-10000,4705000,9380,9380,0
500,10034,3,2,0,-1645000,9481,9481,0
501,10034,3,3,-10000,-7050000,9355,9355,0
502,10034,4,1,-2670000,2015000,10000,9995,0
503,10034,4,2,3420000,2350000,10000,10000,0
504,10034,4,3,-2670000,-6570000,10000,10000,0
505,10034,4,4,3020000,-6570000,10000,10000,0
506,10034,5,1,-2500000,4115000,8522,8526,0
507,10034,5,2,3015000,3555000,8608,8608,0
508,10034,5,3,60000,-1285000,9789,9794,0
509,10034,5,4,-2500000,-6735000,8382,8382,0
510,10034,5,5,3230000,-6890000,8339,8343,0
511,10035,1,1,0,20000,9408,9408,0
512,10035,2,1,-5000,2480000,9427,9427,0
513,10035,2,2,55000,-6390000,9347,9347,0
514,10035,3,1,-10000,4205000,9380,9380,0
515,10035,3,2,0,-2145000,9481,9481,0
516,10035,3,3,-10000,-7550000,9355,9355,0
517,10035,4,1,-2670000,2015000,10000,9995,0
518,10035,4,2,3420000,2350000,10000,10000,0
519,10035,4,3,-2670000,-6570000,10000,10000,0
520,10035,4,4,3020000,-6570000,10000,10000,0
521,10035,5,1,-2500000,3915000,8522,8526,0
522,10035,5,2,3015000,3555000,8608,8608,0
523,10035,5,3,60000,-1785000,9789,9794,0
524,10035,5,4,-2500000,-7135000,8382,8382,0
525,10035,5,5,3230000,-7090000,8339,8343,0
526,10036,1,1,0,20000,9408,9408,0
527,10036,2,1,-5000,2480000,9427,9427,0
528,10036,2,2,55000,-6390000,9347,9347,0
529,10036,3,1,-10000,4205000,9380,9380,0
530,10036,3,2,0,-2145000,9481,9481,0
531,10036,3,3,-10000,-7550000,9355,9355,0
532,10036,4,1,-2670000,2015000,10000,9995,0
533,10036,4,2,3420000,2350000,10000,10000,0
534,10036,4,3,-2670000,-6570000,10000,10000,0
535,10036,4,4,3020000,-6570000,10000,10000,0
536,10036,5,1,-2500000,3915000,8522,8526,0
537,10036,5,2,3015000,3555000,8608,8608,0
538,10036,5,3,60000,-1785000,9789,9794,0
539,10036,5,4,-2500000,-7135000,8382,8382,0
540,10036,5,5,3230000,-7090000,8339,8343,0
541,10037,1,1,0,20000,9408,9408,0
542,10037,2,1,-5000,2480000,9427,9427,0
543,10037,2,2,55000,-6390000,9347,9347,0
544,10037,3,1,-10000,4205000,9380,9380,0
545,10037,3,2,0,-2145000,9481,9481,0
546,10037,3,3,-10000,-7550000,9355,9355,0
547,10037,4,1,-2670000,2015000,10000,9995,0
548,10037,4,2,3420000,2350000,10000,10000,0
549,10037,4,3,-2670000,-6570000,10000,10000,0
550,10037,4,4,3020000,-6570000,10000,10000,0
