id,group,grade,course_set,thumbnail_id,ff_cue_name,ff_cuesheet_name,ff_anim,ff_camera,ff_camera_sub,ff_sub,start_gate,start_gate_panel,goal_gate,goal_flower,audience,entry_num,is_dirtgrade,start_date
3037,1,300,10707,3037,snd_mfx_1006_CL,snd_mfx_1006_CL,3037,206,0,0,0,0,0,0,0,16,0,1498838400
3038,1,300,10403,3038,snd_mfx_1007_CL,snd_mfx_1007_CL,3038,207,0,0,0,0,0,0,0,16,0,1498838400
3039,1,300,10204,3039,snd_mfx_1004_CL,snd_mfx_1004_CL,3039,204,0,0,0,0,0,0,0,16,0,1498838400
3040,1,300,10703,3040,snd_mfx_1006_CL,snd_mfx_1006_CL,3040,206,0,0,0,0,0,0,0,16,0,1498838400
3041,1,300,10202,3041,snd_mfx_1004_CL,snd_mfx_1004_CL,3041,204,0,0,0,0,0,0,0,16,0,1498838400
3042,1,300,10301,3042,snd_mfx_1007_CL,snd_mfx_1007_CL,3042,207,0,0,0,0,0,0,0,18,0,1498838400
3043,1,300,10103,3043,snd_mfx_1004_CL,snd_mfx_1004_CL,3043,204,0,0,0,0,0,0,0,14,0,1498838400
3044,1,300,11003,3044,snd_mfx_1006_CL,snd_mfx_1006_CL,3044,206,0,0,0,0,0,0,0,18,0,1498838400
3045,1,300,10311,3045,snd_mfx_1007_CL,snd_mfx_1007_CL,3045,207,0,0,0,0,0,0,0,15,0,1498838400
3046,1,300,10304,3046,snd_mfx_1007_CL,snd_mfx_1007_CL,3046,207,0,0,0,0,0,0,0,18,0,1498838400
3047,1,300,10107,3047,snd_mfx_1004_CL,snd_mfx_1004_CL,3047,204,0,0,0,0,0,0,0,14,0,1498838400
3048,1,300,11001,3048,snd_mfx_1006_CL,snd_mfx_1006_CL,3048,206,0,0,0,0,0,0,0,18,0,1498838400
3049,1,300,10304,3049,snd_mfx_1007_CL,snd_mfx_1007_CL,3049,207,0,0,0,0,0,0,0,18,0,1498838400
3050,1,300,10101,3050,snd_mfx_1004_CL,snd_mfx_1004_CL,3050,204,0,0,0,0,0,0,0,16,0,1498838400
3051,1,300,10103,3051,snd_mfx_1004_CL,snd_mfx_1004_CL,3051,204,0,0,0,0,0,0,0,14,0,1498838400
3052,1,300,11001,3052,snd_mfx_1006_CL,snd_mfx_1006_CL,3052,206,0,0,0,0,0,0,0,18,0,1498838400
3053,1,300,10307,3053,snd_mfx_1007_CL,snd_mfx_1007_CL,3053,207,0,0,0,0,0,0,0,18,0,1498838400
3054,1,300,10504,3054,snd_mfx_1005_CL,snd_mfx_1005_CL,3054,205,0,0,0,0,0,0,0,18,0,1498838400
3055,1,300,10502,3055,snd_mfx_1005_CL,snd_mfx_1005_CL,3055,205,0,0,0,0,0,0,0,16,0,1498838400
3056,1,300,10913,3056,snd_mfx_1008_CL,snd_mfx_1008_CL,3056,208,0,0,0,0,0,0,0,16,0,1498838400
3057,1,300,10602,3057,snd_mfx_1005_CL,snd_mfx_1005_CL,3057,205,0,0,0,0,0,0,0,18,0,1498838400
3058,1,200,10602,3058,snd_mfx_1005_CL,snd_mfx_1005_CL,3058,205,0,0,0,0,0,0,0,18,0,1498838400
3059,1,300,10602,3059,snd_mfx_1005_CL,snd_mfx_1005_CL,3059,205,0,0,0,0,0,0,0,18,0,1498838400
3060,1,300,10803,3060,snd_mfx_1008_CL,snd_mfx_1008_CL,3060,208,0,0,0,0,0,0,0,18,0,1498838400
3061,1,300,10814,3061,snd_mfx_1008_CL,snd_mfx_1008_CL,3061,208,0,0,0,0,0,0,0,16,0,1498838400
3062,1,300,10611,3062,snd_mfx_1005_CL,snd_mfx_1005_CL,3062,205,0,0,0,0,0,0,0,16,0,1498838400
3063,1,300,10403,3063,snd_mfx_1007_CL,snd_mfx_1007_CL,3063,207,0,0,0,0,0,0,0,16,0,1498838400
3064,1,300,10603,3064,snd_mfx_1005_CL,snd_mfx_1005_CL,3064,205,0,0,0,0,0,0,0,18,0,1498838400
3065,1,300,10807,3065,snd_mfx_1008_CL,snd_mfx_1008_CL,3065,208,0,0,0,0,0,0,0,18,0,1498838400
3066,1,300,10801,3066,snd_mfx_1008_CL,snd_mfx_1008_CL,3066,208,0,0,0,0,0,0,0,18,0,1498838400
3067,1,300,10905,3067,snd_mfx_1008_CL,snd_mfx_1008_CL,3067,208,0,0,0,0,0,0,0,16,0,1498838400
3068,1,300,10704,3068,snd_mfx_1006_CL,snd_mfx_1006_CL,3068,206,0,0,0,0,0,0,0,18,0,1498838400
3069,1,300,10508,3069,snd_mfx_1005_CL,snd_mfx_1005_CL,3069,205,0,0,0,0,0,0,0,16,0,1498838400
3070,1,300,10502,3070,snd_mfx_1005_CL,snd_mfx_1005_CL,3070,205,0,0,0,0,0,0,0,16,0,1498838400
3071,1,300,11102,3071,snd_mfx_1015_CL,snd_mfx_1015_CL,3071,215,0,0,100,0,0,0,0,16,1,1660878000
3072,1,300,11101,3072,snd_mfx_1015_CL,snd_mfx_1015_CL,3072,215,0,0,100,0,0,0,0,16,1,1660878000
3073,1,300,11302,3073,snd_mfx_1016_CL,snd_mfx_1016_CL,3073,231,0,0,103,0,0,0,0,14,1,1660878000
3074,1,300,11402,3074,snd_mfx_1017_CL,snd_mfx_1017_CL,3074,232,0,0,104,0,0,0,0,14,1,1660878000
3075,1,300,11403,3075,snd_mfx_1017_CL,snd_mfx_1017_CL,3075,232,0,0,104,0,0,0,0,14,1,1660878000
3076,1,300,11504,3076,snd_mfx_1019_CL,snd_mfx_1019_CL,3076,234,0,0,105,0,0,0,0,14,1,1660878000
3077,1,300,11501,3077,snd_mfx_1019_CL,snd_mfx_1019_CL,3077,234,0,0,105,0,0,0,0,14,1,1660878000
4001,1,400,10810,4001,snd_mfx_1013_CL,snd_mfx_1013_CL,4001,313,0,0,0,0,0,0,0,18,0,1498838400
4002,1,400,10502,4002,snd_mfx_1010_CL,snd_mfx_1010_CL,4002,310,0,0,0,0,0,0,0,16,0,1498838400
4003,1,400,10801,4003,snd_mfx_1013_CL,snd_mfx_1013_CL,4003,313,0,0,0,0,0,0,0,18,0,1498838400
4004,1,400,10509,4004,snd_mfx_1010_CL,snd_mfx_1010_CL,4004,310,0,0,0,0,0,0,0,16,0,1498838400
4005,1,400,10508,4005,snd_mfx_1010_CL,snd_mfx_1010_CL,4005,205,0,0,0,0,0,0,0,16,0,1498838400
4006,1,400,10502,4006,snd_mfx_1010_CL,snd_mfx_1010_CL,4006,310,0,0,0,0,0,0,0,16,0,1498838400
4007,1,400,10803,4007,snd_mfx_1013_CL,snd_mfx_1013_CL,4007,313,0,0,0,0,0,0,0,18,0,1498838400
4008,1,400,10813,4008,snd_mfx_1013_CL,snd_mfx_1013_CL,4008,313,0,0,0,0,0,0,0,16,0,1498838400
4009,1,400,10807,4009,snd_mfx_1013_CL,snd_mfx_1013_CL,4009,313,0,0,0,0,0,0,0,18,0,1498838400
4010,1,400,10501,4010,snd_mfx_1010_CL,snd_mfx_1010_CL,4010,310,0,0,0,0,0,0,0,16,0,1498838400
4011,1,400,10604,4011,snd_mfx_1010_CL,snd_mfx_1010_CL,4011,310,0,0,0,0,0,0,0,18,0,1498838400
4012,1,400,10601,4012,snd_mfx_1010_CL,snd_mfx_1010_CL,4012,310,0,0,0,0,0,0,0,18,0,1498838400
4013,1,400,10812,4013,snd_mfx_1013_CL,snd_mfx_1013_CL,4013,313,0,0,0,0,0,0,0,16,0,1498838400
4014,1,400,10805,4014,snd_mfx_1013_CL,snd_mfx_1013_CL,4014,313,0,0,0,0,0,0,0,18,0,1498838400
4015,1,400,10805,4015,snd_mfx_1013_CL,snd_mfx_1013_CL,4015,313,0,0,0,0,0,0,0,18,0,1498838400
4016,1,400,10815,4016,snd_mfx_1013_CL,snd_mfx_1013_CL,4016,313,0,0,0,0,0,0,0,16,0,1498838400
4017,1,400,10610,4017,snd_mfx_1010_CL,snd_mfx_1010_CL,4017,310,0,0,0,0,0,0,0,16,0,1498838400
4018,1,400,10611,4018,snd_mfx_1010_CL,snd_mfx_1010_CL,4018,310,0,0,0,0,0,0,0,16,0,1498838400
4019,1,400,10509,4019,snd_mfx_1010_CL,snd_mfx_1010_CL,4019,310,0,0,0,0,0,0,0,16,0,1498838400
4020,1,400,10906,4020,snd_mfx_1013_CL,snd_mfx_1013_CL,4020,313,0,0,0,0,0,0,0,18,0,1498838400
4021,1,400,10904,4021,snd_mfx_1013_CL,snd_mfx_1013_CL,4021,313,0,0,0,0,0,0,0,18,0,1498838400
4022,1,400,10911,4022,snd_mfx_1013_CL,snd_mfx_1013_CL,4022,313,0,0,0,0,0,0,0,16,0,1498838400
4023,1,400,10913,4023,snd_mfx_1013_CL,snd_mfx_1013_CL,4023,313,0,0,0,0,0,0,0,16,0,1498838400
4024,1,400,10502,4024,snd_mfx_1010_CL,snd_mfx_1010_CL,4024,310,0,0,0,0,0,0,0,16,0,1498838400
4025,1,400,10707,4025,snd_mfx_1011_CL,snd_mfx_1011_CL,4025,311,0,0,0,0,0,0,0,16,0,1498838400
4026,1,400,10502,4026,snd_mfx_1010_CL,snd_mfx_1010_CL,4026,310,0,0,0,0,0,0,0,16,0,1498838400
4027,1,400,10905,4027,snd_mfx_1013_CL,snd_mfx_1013_CL,4027,313,0,0,0,0,0,0,0,16,0,1498838400
4028,1,400,10508,4028,snd_mfx_1010_CL,snd_mfx_1010_CL,4028,310,0,0,0,0,0,0,0,16,0,1498838400
4030,1,400,10903,4030,snd_mfx_1013_CL,snd_mfx_1013_CL,4030,313,0,0,0,0,0,0,0,18,0,1498838400
4031,1,400,10911,4031,snd_mfx_1013_CL,snd_mfx_1013_CL,4031,313,0,0,0,0,0,0,0,16,0,1498838400
4032,1,400,10901,4032,snd_mfx_1013_CL,snd_mfx_1013_CL,4032,313,0,0,0,0,0,0,0,16,0,1498838400
4033,1,400,10509,4033,snd_mfx_1010_CL,snd_mfx_1010_CL,4033,310,0,0,0,0,0,0,0,16,0,1498838400
4035,1,400,10905,4035,snd_mfx_1013_CL,snd_mfx_1013_CL,4035,313,0,0,0,0,0,0,0,16,0,1498838400
4036,1,400,10508,4036,snd_mfx_1010_CL,snd_mfx_1010_CL,4036,310,0,0,0,0,0,0,0,16,0,1498838400
4037,1,400,10501,4037,snd_mfx_1010_CL,snd_mfx_1010_CL,4037,310,0,0,0,0,0,0,0,16,0,1498838400
4038,1,400,10403,4038,snd_mfx_1012_CL,snd_mfx_1012_CL,4038,312,0,0,0,0,0,0,0,16,0,1498838400
4039,1,400,10803,4039,snd_mfx_1013_CL,snd_mfx_1013_CL,4039,313,0,0,0,0,0,0,0,18,0,1498838400
4040,1,400,10611,4040,snd_mfx_1010_CL,snd_mfx_1010_CL,4040,310,0,0,0,0,0,0,0,16,0,1498838400
4041,1,400,10812,4041,snd_mfx_1013_CL,snd_mfx_1013_CL,4041,313,0,0,0,0,0,0,0,16,0,1498838400
