character_id,voice_id,text,cue_sheet,cue_id,motion_set,scene,use_gallery,card_id,lip_sync_data,gender,motion_second_set,motion_second_start,start_date
1001,10014,"お祝いありがとうございます！
私、もっともっと成長しますから…
隣で見ていてくださいねっ。",snd_voi_home_100100,14,2002,1,1,0,snd_voi_home_100100_0014,0,0,0,1614092400
1001,10015,"トレーナーさんっ！
お知らせが届いてるみたいですよ！",snd_voi_home_100100,15,8000,1,1,0,snd_voi_home_100100_0015,0,0,0,1614092400
1001,10016,"プレゼントがありますね！
中身はなにかな～、えへへ！",snd_voi_home_100100,16,1001000,1,1,0,snd_voi_home_100100_0016,0,0,0,1614092400
1001,10017,"達成済みのミッションが
あるみたいですね！
よーし、私もがんばらないと！",snd_voi_home_100100,17,2009,1,1,0,snd_voi_home_100100_0017,0,0,0,1614092400
1001,10018,"もうすぐイベントが始まる
みたいです！楽しみですね～！",snd_voi_home_100100,18,1001007,1,1,0,snd_voi_home_100100_0018,0,0,0,1614092400
1001,10019,"イベント開催中…！？
わあっ、参加してみませんか！？",snd_voi_home_100100,19,1001000,1,1,0,snd_voi_home_100100_0019,0,0,0,1614654000
1001,10025,"これは、地元でお母ちゃんと
一緒に選んだ服なんです！都会に
合わせてオシャレしたんですよ！",snd_voi_home_100100,25,1001008,1,1,0,snd_voi_home_100100_0025,0,0,0,1614092400
1001,10026,"スズカさんが私服を褒めてくれて…
えへへ…。お揃いをプレゼント
したら、着てくれますかね…？",snd_voi_home_100100,26,1001002,1,1,0,snd_voi_home_100100_0026,0,0,0,1614092400
1001,10027,"トレーナーさんのオススメの場所
とかってありますか？よかったら
気分転換に遊びに行きましょう！",snd_voi_home_100100,27,1001007,1,1,0,snd_voi_home_100100_0027,0,0,0,1614092400
1001,20000,ふぅ…体が少し重いです～…。,snd_voi_training_100100,0,1001809,2,1,0,snd_voi_training_100100_0000,0,0,0,1614092400
1001,20001,"トレーナーさん～…すみません、
少し休んでもいいでしょうか～…？",snd_voi_training_100100,1,1001811,2,1,0,snd_voi_training_100100_0001,0,0,0,1614092400
1001,20002,"おぉぉっ…！
今ならなんでもできる気がします！",snd_voi_training_100100,2,1001017,2,1,0,snd_voi_training_100100_0002,0,0,0,1614092400
1001,20003,"走りたくて走りたくて
うずうずしちゃいますっ！",snd_voi_training_100100,3,1001002,2,1,0,snd_voi_training_100100_0003,0,0,0,1614092400
1001,20004,なんだか調子がいい気がします！,snd_voi_training_100100,4,2009,2,1,0,snd_voi_training_100100_0004,0,0,0,1614092400
1001,20005,"トレーナーさんっ！
さぁ、次はどうしましょうか！？",snd_voi_training_100100,5,9,2,1,0,snd_voi_training_100100_0005,0,0,0,1614092400
1001,20006,"よーし、
トレーニングがんばるぞ～！",snd_voi_training_100100,6,1001017,2,1,0,snd_voi_training_100100_0006,0,0,0,1614092400
1001,20007,メニューはどうしますか？,snd_voi_training_100100,7,1,2,1,0,snd_voi_training_100100_0007,0,0,0,1614092400
1001,20008,"うーん…
ちょっぴり力が出ません…。",snd_voi_training_100100,8,1001811,2,1,0,snd_voi_training_100100_0008,0,0,0,1614092400
1001,20009,"はぁ…あっ、すみません。
ちょっと元気が出なくて…。",snd_voi_training_100100,9,1001812,2,1,0,snd_voi_training_100100_0009,0,0,0,1614092400
1001,20010,うぅ、体に力が入りません～…。,snd_voi_training_100100,10,8007,2,1,0,snd_voi_training_100100_0010,0,0,0,1614092400
1001,20011,"悪いことばっかり考えちゃいます…
はあぁぁ～…。",snd_voi_training_100100,11,1001809,2,1,0,snd_voi_training_100100_0011,0,0,0,1614092400
1001,20021,"あっ、今回もレースに出ますか…？
ちょっと続いちゃってますけど…
いえ、でもがんばります！",snd_voi_training_100100,12,7,2,1,0,snd_voi_training_100100_0012,0,0,0,1614092400
1001,20022,"あ、あの～…今回はレースじゃなく
お休みさせてもらえませんか…？",snd_voi_training_100100,13,5007,2,1,0,snd_voi_training_100100_0013,0,0,0,1614092400
1001,20023,"早く早く、レースがしたいです！
今なら思いっきり力が出せます！",snd_voi_training_100100,14,1001002,2,1,0,snd_voi_training_100100_0014,0,0,0,1614092400
1001,20024,"調整はバッチリですねっ！
あとは、本番で勝つだけです！",snd_voi_training_100100,15,2009,2,1,0,snd_voi_training_100100_0015,0,0,0,1614092400
1001,20025,"日本一の夢に向かって、
全力疾走してきますねっ！",snd_voi_training_100100,16,1001017,2,1,0,snd_voi_training_100100_0016,0,0,0,1614092400
1001,20026,"うんっ、いい感じです！
目標達成目指してがんばりますね！",snd_voi_training_100100,17,2,2,1,0,snd_voi_training_100100_0017,0,0,0,1614092400
1001,20027,"ふふっ、体が軽いです！
いつも以上の力が出せるかも…！",snd_voi_training_100100,18,1001007,2,1,0,snd_voi_training_100100_0018,0,0,0,1614092400
1001,20028,"大事なレース、
ばっちりがんばれそうです！",snd_voi_training_100100,19,9,2,1,0,snd_voi_training_100100_0019,0,0,0,1614092400
1001,20029,"いよいよレースですね。
1着目指してがんばります！",snd_voi_training_100100,20,2009,2,1,0,snd_voi_training_100100_0020,0,0,0,1614092400
1001,20030,"落ち着いて、いつも通りの
力が出せるように
がんばってきますね！",snd_voi_training_100100,21,1001001,2,1,0,snd_voi_training_100100_0021,0,0,0,1614092400
1001,20031,"き、緊張してきちゃった…。
深呼吸、深呼吸…！",snd_voi_training_100100,22,1001811,2,1,0,snd_voi_training_100100_0022,0,0,0,1614092400
1001,20032,"大丈夫、大丈夫…！
と、とにかく思いきり
走ってきますっ！",snd_voi_training_100100,23,1001812,2,1,0,snd_voi_training_100100_0023,0,0,0,1614092400
1001,20033,"気合いが足りないぃ～…！
背中叩いてもらえませんか！？",snd_voi_training_100100,24,7,2,1,0,snd_voi_training_100100_0024,0,0,0,1614092400
1001,20034,"不安だなんて言ってられませんね。
がんばらなくっちゃ…！",snd_voi_training_100100,25,3,2,1,0,snd_voi_training_100100_0025,0,0,0,1614092400
1001,20035,"みなさん強そうですね…。
でも、やれるだけやってきます…！",snd_voi_training_100100,26,5005,2,1,0,snd_voi_training_100100_0026,0,0,0,1614092400
1001,20036,"もっと調整がんばればよかった～。
と、とにかく行ってきますね！",snd_voi_training_100100,27,7,2,1,0,snd_voi_training_100100_0027,0,0,0,1614092400
1001,20037,"勝てるかなぁ…。
ううん、不安になってちゃダメ…！",snd_voi_training_100100,28,1001809,2,1,0,snd_voi_training_100100_0028,0,0,0,1614092400
1001,20038,始めますっ！,snd_voi_training_100100,29,0,2,1,0,snd_voi_training_100100_0029,0,0,0,1614092400
1001,20039,がんばります！,snd_voi_training_100100,30,0,2,1,0,snd_voi_training_100100_0030,0,0,0,1614092400
1001,20040,行きますっ！,snd_voi_training_100100,31,0,2,1,0,snd_voi_training_100100_0031,0,0,0,1614092400
1001,20041,集中、集中…！,snd_voi_training_100100,32,0,2,1,0,snd_voi_training_100100_0032,0,0,0,1614092400
1001,20042,あれ？,snd_voi_training_100100,33,0,2,1,0,snd_voi_training_100100_0033,0,0,0,1614092400
1001,20043,う～ん…。,snd_voi_training_100100,34,0,2,1,0,snd_voi_training_100100_0034,0,0,0,1614092400
1001,20046,楽しみです～！,snd_voi_training_100100,37,0,2,1,0,snd_voi_training_100100_0037,0,0,0,1614092400
1001,20047,海だぁ～！,snd_voi_training_100100,38,0,2,1,0,snd_voi_training_100100_0038,0,0,0,1614092400
1001,20049,トレーナーさんのおかげで成長できました！,snd_voi_training_100100,63,0,2,1,0,snd_voi_training_100100_0063,0,0,0,1614092400
1001,20050,トレーナーさん、ありがとうございました！,snd_voi_training_100100,64,0,2,1,0,snd_voi_training_100100_0064,0,0,0,1614092400
1001,30000,1着は逃しちゃいました…でも嬉しいですっ！,snd_voi_race_100100,0,0,3,1,0,snd_voi_race_100100_0000,0,0,0,1614092400
1001,30001,1着まであと少し…がんばらなきゃ！,snd_voi_race_100100,1,0,3,1,0,snd_voi_race_100100_0001,0,0,0,1614092400
1001,30002,次はもっといい走りがしたいですっ…！,snd_voi_race_100100,2,0,3,1,0,snd_voi_race_100100_0002,0,0,0,1614092400
1001,30003,うぅぅ～、やっちゃったぁ～…！,snd_voi_race_100100,3,0,3,1,0,snd_voi_race_100100_0003,0,0,0,1614092400
1001,60000,笑顔、笑顔…！わわ、もう出番！？,snd_voi_live_100100,0,1001017,4,1,0,snd_voi_live_100100_0000,0,0,0,1614092400
1001,60001,すぅーっ、はぁぁ～…い、行ってきます！,snd_voi_live_100100,1,1001821,4,1,0,snd_voi_live_100100_0001,0,0,0,1614092400
1001,70001,"『日本一のウマ娘になる』って
どういうことなのか…
私、ようやくわかりました！",snd_voi_outgame_100100,1,1001003,7,1,0,snd_voi_outgame_100100_0001,0,8001,3500,1614092400
1001,90000,"おはようございますっ！
今日もよろしくお願いしますね、
トレーナーさん！",snd_voi_home_100101,0,1001001,1,1,0,snd_voi_home_100101_0000,0,0,0,1614092400
1001,90001,"日本一のウマ娘を目指して！
今日も1日、けっぱるべ～！",snd_voi_home_100101,1,2009,1,1,0,snd_voi_home_100101_0001,0,0,0,1614092400
1001,90002,"トレーナーさん、こんにちは～！
午後もがんばっていきましょうね。",snd_voi_home_100101,2,8002,1,1,0,snd_voi_home_100101_0002,0,0,0,1614092400
1001,90003,"待ってました～！
お昼ご飯もいっぱい食べましたし、
思いっきり体を動かしましょう！",snd_voi_home_100101,3,1001000,1,1,0,snd_voi_home_100101_0003,0,0,0,1614092400
1001,90004,"ふわあぁ～…はっ！？
ね、寝てません、寝てませんよっ！",snd_voi_home_100101,4,1001816,1,1,0,snd_voi_home_100101_0004,0,0,0,1614092400
1001,90005,"今日も1日、お疲れ様です。
そろそろ寝る準備しようかなぁ。",snd_voi_home_100101,5,8000,1,1,0,snd_voi_home_100101_0005,0,0,0,1614092400
1001,90006,"最近あったかくなってきましたね！
今度のお休みに、ちょっと遠くまで
お散歩しに行こうかなぁ…。",snd_voi_home_100101,6,1001007,1,1,0,snd_voi_home_100101_0006,0,0,0,1614092400
1001,90007,"ふえぇ、今日も暑いですねぇ…。
アイスの食べ過ぎに注意しないと！",snd_voi_home_100101,7,1001811,1,1,0,snd_voi_home_100101_0007,0,0,0,1614092400
1001,90008,"あ、トレーナーさん！さっき
石焼き芋の屋台を見つけたんです！
今度絶対食べに行きましょうね…！",snd_voi_home_100101,8,1001018,1,1,0,snd_voi_home_100101_0008,0,0,0,1614092400
1001,90009,"トレーナーさん！お友だちに
カイロをもらったんですけど…
よければお1つ、いかがですか？",snd_voi_home_100101,9,8000,1,1,0,snd_voi_home_100101_0009,0,0,0,1614092400
1001,91000,"さっき、マルゼンさんと
お話できちゃったんです！
やっぱり素敵な方ですね～！",snd_voi_home_100101,10,1001002,1,1,0,snd_voi_home_100101_0010,0,0,0,1614092400
1001,91001,"お母ちゃんから野菜がいっぱい
届いたんですよ！
今度おすそ分けしますね。",snd_voi_home_100101,11,2001,1,1,0,snd_voi_home_100101_0011,0,0,0,1614092400
1001,91002,"ふわぁ…昨日、ついつい夜中まで
スズカさんとお喋りしちゃって…。
えへへ、楽しかったな～…。",snd_voi_home_100101,12,1001814,1,1,0,snd_voi_home_100101_0012,0,0,0,1614092400
1001,91003,"おいしい～って思うと、ついつい
たくさん食べちゃうんですよね～。
えへへ…。",snd_voi_home_100101,13,1001813,1,1,0,snd_voi_home_100101_0013,0,0,0,1614092400
1001,91004,"トレセン学園って本当に広いです。
私、そのうち遭難しちゃいそう…！",snd_voi_home_100101,14,1001016,1,1,0,snd_voi_home_100101_0014,0,0,0,1614092400
1001,91005,"さっき後輩の子に『ファンです！』
って言われちゃいました！
はわわ…こんなこともあるんだ！",snd_voi_home_100101,15,1001011,1,1,0,snd_voi_home_100101_0015,0,0,0,1614092400
1001,91006,"この服、着てるとなんだか体が
軽く思えるんです！北海道まで
走って行けちゃいそう…！",snd_voi_home_100101,16,1001018,1,1,0,snd_voi_home_100101_0016,0,0,0,1614092400
1001,91007,"この衣装が、いつか日本一の
証になるまで…！
私、走っていきたいですっ！",snd_voi_home_100101,17,1001017,1,1,0,snd_voi_home_100101_0017,0,0,0,1614092400
1001,91008,"お母ちゃんに勝負服の写真を
送ったら、すぐ電話が来ました！
ふふ…ずびー！って泣いてました。",snd_voi_home_100101,18,1001813,1,1,0,snd_voi_home_100101_0018,0,0,0,1614092400
1001,91009,"今朝はエルちゃんたちと一緒に
朝トレしてきたんですよ！
えへへ、スッキリしましたっ。",snd_voi_home_100101,19,1001018,1,1,0,snd_voi_home_100101_0019,0,0,0,1614092400
1001,91010,"うぅ、午前の授業の小テストで
赤点取っちゃいました～…！
またグラスちゃんに教わらなきゃ。",snd_voi_home_100101,20,1001811,1,1,0,snd_voi_home_100101_0020,0,0,0,1614092400
1001,91011,"なんで夜って、無性に甘いものが
食べたくなるんでしょう…。うぅ、
にんじんが頭の中を踊ってます～！",snd_voi_home_100101,21,1001812,1,1,0,snd_voi_home_100101_0021,0,0,0,1614092400
1001,91012,"ふぁっ…くしゅん！
あれぇ、なんで最近こんなに
くしゃみが出るのかな…？",snd_voi_home_100101,22,1001800,1,1,0,snd_voi_home_100101_0022,0,7,1600,1614092400
1001,91013,"くんくん…あれ、雨の匂い…？
暑さを和らげてくれる、
恵みの雨ですねっ！",snd_voi_home_100101,23,8010,1,1,0,snd_voi_home_100101_0023,0,0,0,1614092400
1001,91014,"秋は、なんだか寂しい気持ちに
なっちゃいますね。
お母ちゃん元気かなぁ…？",snd_voi_home_100101,24,0,1,1,0,snd_voi_home_100101_0024,0,0,0,1614092400
1001,91015,"うぅっ…内地の冬には負けない！
なんて思ってましたけど、
さ、寒いものは寒いですね～…！",snd_voi_home_100101,25,1001809,1,1,0,snd_voi_home_100101_0025,0,0,0,1614092400
1001,92000,"今日はなにをしますか？
なんでもがんばっちゃいますよ～！",snd_voi_training_100101,0,1001002,2,1,0,snd_voi_training_100101_0000,0,0,0,1614092400
1001,92001,よぉーし、けっぱるべー！！,snd_voi_training_100101,1,2009,2,1,0,snd_voi_training_100101_0001,0,0,0,1614092400
1001,92002,"シューズの状態、よしっ！
ストレッチ、よしっ！
いつでも始められます！",snd_voi_training_100101,2,1001001,2,1,0,snd_voi_training_100101_0002,0,0,0,1614092400
1001,92003,"トレーナーさん、
指示をお願いします！",snd_voi_training_100101,3,8001,2,1,0,snd_voi_training_100101_0003,0,0,0,1614092400
1001,92011,"レースに向けて、めいっぱい
鍛えていきたいです！！
よろしくお願いしますっ！",snd_voi_training_100101,4,1001017,2,1,0,snd_voi_training_100101_0004,0,0,0,1614092400
1001,92005,"強くなった姿、早くお母ちゃんに
見せてあげたいです…！",snd_voi_training_100101,5,2001,2,1,0,snd_voi_training_100101_0005,0,0,0,1614092400
1001,92006,"みんな速い子たちばかりですけど…
私も負けていられませんっ！",snd_voi_training_100101,6,2009,2,1,0,snd_voi_training_100101_0006,0,0,0,1614092400
1001,92007,"私、まだまだ夢の途中ですから！
もっともっと鍛えるために、
ご指導よろしくお願いしますっ！",snd_voi_training_100101,7,1001017,2,1,0,snd_voi_training_100101_0007,0,0,0,1614092400
1001,93000,私、トレーナーさんの誇りになれましたか？,snd_voi_training_100101,8,0,2,1,0,snd_voi_training_100101_0008,0,0,0,1614092400
1001,93001,お母ちゃんに胸を張って報告できます！,snd_voi_training_100101,9,0,2,1,0,snd_voi_training_100101_0009,0,0,0,1614092400
1001,95000,おぉっ、力が湧いてきました…！,snd_voi_outgame_100101,0,2001,7,1,0,snd_voi_outgame_100101_0000,0,0,0,1614092400
1001,95001,もっともっと強くなれそうです…！,snd_voi_outgame_100101,1,2001,7,1,0,snd_voi_outgame_100101_0001,0,0,0,1614092400
1001,95003,はいっ、スペシャルウィークです！,snd_voi_outgame_100101,3,2001,7,1,0,snd_voi_outgame_100101_0003,0,0,0,1614092400
1001,95004,"誇れる自分になるために！
私…勝ちますっ！！",snd_voi_gacha_100101,0,0,7,1,0,snd_voi_gacha_100101_0000,0,0,0,1614092400
1001,1008,みんな、けっぱりましょーっ！,snd_voi_teamst_st_100100_0000,0,2009,8,1,0,snd_voi_teamst_st_100100_0000,0,0,0,1614092400
1001,1009,スズカさん、がんばりましょう！,snd_voi_teamst_st_100100_1002,0,2009,8,1,0,snd_voi_teamst_st_100100_1002_00,0,0,0,1614092400
1001,1010,マルゼンさんと一緒だなんて！,snd_voi_teamst_st_100100_1004,0,1001007,8,1,0,snd_voi_teamst_st_100100_1004_00,0,0,0,1614092400
1001,1011,はいっ！,snd_voi_teamst_st_100200_1001,1,2009,8,1,0,snd_voi_teamst_st_100200_1001_01,0,0,0,1614092400
1001,1000,絶対勝ちますっ！,snd_voi_teamst_100100,0,990021,8,1,0,snd_voi_teamst_100100_0000,0,0,0,1614092400
1001,1001,えへへ、勝てましたね！,snd_voi_teamst_100100,1,0,8,1,0,snd_voi_teamst_100100_0001,0,0,0,1614092400
1001,1003,まさに五分五分でした！,snd_voi_teamst_100100,2,0,8,1,0,snd_voi_teamst_100100_0002,0,0,0,1614092400
1001,1002,負けましたぁ…。,snd_voi_teamst_100100,3,0,8,1,0,snd_voi_teamst_100100_0003,0,0,0,1614092400
1001,1004,私たちの勝利ですっ！,snd_voi_teamst_100100,4,1001002,8,1,0,snd_voi_teamst_100100_0004,0,0,0,1614092400
1001,1007,ハイスコア更新ですよっ！,snd_voi_teamst_100100,5,4001,8,1,0,snd_voi_teamst_100100_0005,0,0,0,1614092400
1001,1006,まさに五分五分でした！,snd_voi_teamst_100100,2,1001001,8,1,0,snd_voi_teamst_100100_0002,0,0,0,1614092400
1001,1005,負けましたぁ…。,snd_voi_teamst_100100,3,1001016,8,1,0,snd_voi_teamst_100100_0003,0,0,0,1614092400
1001,40000,夢に向かって駆け抜けます！,snd_voi_race_100101,2,0,3,1,0,snd_voi_race_100101_0002,0,0,0,1614092400
1001,40001,あっ…わあぁ～…よーし！見ててね、お母ちゃんっ！,snd_voi_race_100101,3,0,3,1,0,snd_voi_race_100101_0003,0,0,0,1614092400
1001,30004,わあっ！やったぁ～！イチバンですっ！,snd_voi_race_100101,0,0,3,1,0,snd_voi_race_100101_0000,0,0,0,1614092400
1001,30005,わっ、ありがとうございます！次もがんばりますっ！,snd_voi_race_100100,8,0,3,1,0,snd_voi_race_100100_0008,0,0,0,1614092400
1001,31000,いきますっ！,snd_voi_race_100100,9,0,3,1,0,snd_voi_race_100100_0009,0,0,0,1614092400
1001,13,"今日のログインボーナスは
こちらです！",snd_voi_title_100100,4,2009,1,1,0,snd_voi_title_100100_0004,0,0,0,1614092400
1001,15,"明日はこちらが
もらえるみたいです！",snd_voi_title_100100,5,8002,1,1,0,snd_voi_title_100100_0005,0,0,0,1614092400
1001,110000,"トレーニングの準備は
バッチリです。",snd_voi_home_100100,21,0,1,1,0,snd_voi_home_100100_0021,0,0,0,1614092400
1001,110001,興味深いお話がいっぱいです…！,snd_voi_home_100100,22,0,1,1,0,snd_voi_home_100100_0022,0,0,0,1614092400
1001,110002,レースにエントリーするんですか？,snd_voi_home_100100,23,0,1,1,0,snd_voi_home_100100_0023,0,0,0,1614092400
1001,10021,"ウマ娘名鑑のレベルが
上がったみたいですよ？",snd_voi_home_100100,24,8001,1,1,0,snd_voi_home_100100_0024,0,0,0,1614092400
1001,20051,根性でがんばりましょう！,snd_voi_training_100100,65,0,2,1,0,snd_voi_training_100100_0065,0,0,0,1614092400
1001,70000,トレーナーさんと一緒に、日本一になります！,snd_voi_outgame_100100,3,1001017,7,1,0,snd_voi_outgame_100100_0003,0,0,0,1614092400
1001,95005,私、頼れるウマ娘になれたかもっ！,snd_voi_outgame_100100,4,0,7,1,0,snd_voi_outgame_100100_0004,0,0,0,1614092400
1001,95006,まだまだみんなの力になれそうです！,snd_voi_outgame_100100,5,0,7,1,0,snd_voi_outgame_100100_0005,0,0,0,1614092400
1001,120000,わぁ…！力が溢れてきます！,snd_voi_outgame_100100,11,9100002,2,1,0,snd_voi_outgame_100100_0011,0,0,0,1614092400
1001,70004,学園の制服着るの、憧れてたんです！,snd_voi_outgame_100100,16,1001007,7,1,0,snd_voi_outgame_100100_0016,0,0,0,1614092400
1001,70010,えへへ、都会のウマ娘に見えますか？,snd_voi_outgame_100100,17,8002,7,1,0,snd_voi_outgame_100100_0017,0,0,0,1614092400
1001,70008,えへへ、似合ってますか？,snd_voi_outgame_100100,20,1001813,7,1,0,snd_voi_outgame_100100_0020,0,0,0,1614092400
1001,70014,なまらめんこい服だなぁ～…。,snd_voi_outgame_100100,21,1001002,7,1,0,snd_voi_outgame_100100_0021,0,0,0,1614092400
1001,70009,日本一のウマ娘、スペシャルウィークです！えへへ。,snd_voi_outgame_100100,22,1001008,7,1,0,snd_voi_outgame_100100_0022,0,0,0,1614092400
1001,70015,どうでしょう？1番人気にだってなれるでしょうか？,snd_voi_outgame_100100,23,1001017,7,1,0,snd_voi_outgame_100100_0023,0,0,0,1614092400
1001,140000,がんばってください！,snd_voi_minigame_100100,0,1001017,9,1,0,snd_voi_minigame_100100_0000,0,0,0,1614092400
1001,140001,やった！取れたっ！,snd_voi_minigame_100100,1,1001002,9,1,0,snd_voi_minigame_100100_0001,0,0,0,1614092400
1001,140002,そんなぁ～…。,snd_voi_minigame_100100,2,1001016,9,1,0,snd_voi_minigame_100100_0002,0,0,0,1614092400
1001,140003,こんなに取れちゃいました！,snd_voi_minigame_100100,3,971001,9,1,0,snd_voi_minigame_100100_0003,0,0,0,1614092400
1001,140004,見事、ゲットです！,snd_voi_minigame_100100,4,972001,9,1,0,snd_voi_minigame_100100_0004,0,0,0,1614092400
1001,140005,全然取れませんでしたぁ…。,snd_voi_minigame_100100,5,1001810,9,1,0,snd_voi_minigame_100100_0005,0,0,0,1614092400
1001,140006,こんなに取れちゃいました！,snd_voi_minigame_100100,3,974001,9,1,0,snd_voi_minigame_100100_0003,0,0,0,1614092400
1001,140007,見事、ゲットです！,snd_voi_minigame_100100,4,973001,9,1,0,snd_voi_minigame_100100_0004,0,0,0,1614092400
1001,140008,ふんふ～ん♪,snd_voi_minigame_100100,6,1001002,9,1,0,snd_voi_minigame_100100_0006,0,0,0,1614092400
1001,140009,えへへ～…,snd_voi_minigame_100100,7,1001007,9,1,0,snd_voi_minigame_100100_0007,0,0,0,1614092400
1001,140010,ふふ,snd_voi_minigame_100100,8,1001801,9,1,0,snd_voi_minigame_100100_0008,0,0,0,1614092400
1001,140011,すごいです！,snd_voi_minigame_100100,9,1001802,9,1,0,snd_voi_minigame_100100_0009,0,0,0,1614092400
1001,140014,…あぁっ！うぅ…。,snd_voi_minigame_100100,10,1001803,9,1,0,snd_voi_minigame_100100_0010,0,0,0,1614092400
1001,140015,ふふん！,snd_voi_minigame_100100,11,1001815,9,1,0,snd_voi_minigame_100100_0011,0,0,0,1614092400
1001,140016,お願いしますっ！,snd_voi_minigame_100100,12,1001007,9,1,0,snd_voi_minigame_100100_0012,0,0,0,1614092400
1001,140012,やったぁーっ！,snd_voi_minigame_100100,13,1001008,9,1,0,snd_voi_minigame_100100_0013,0,0,0,1614092400
1001,140013,わぁっ！,snd_voi_minigame_100100,14,1001805,9,1,0,snd_voi_minigame_100100_0014,0,0,0,1614092400
1001,140017,はぁ…,snd_voi_minigame_100100,15,1001806,9,1,0,snd_voi_minigame_100100_0015,0,0,0,1614092400
1001,140018,うぅ～…！,snd_voi_minigame_100100,16,1001807,9,1,0,snd_voi_minigame_100100_0016,0,0,0,1614092400
1001,71004,学園の制服着るの、憧れてたんです！,snd_voi_outgame_100100,16,18,7,0,0,snd_voi_outgame_100100_0016,0,0,0,1614092400
1001,71010,えへへ、都会のウマ娘に見えますか？,snd_voi_outgame_100100,17,48,7,0,0,snd_voi_outgame_100100_0017,0,0,0,1614092400
1001,71008,えへへ、似合ってますか？,snd_voi_outgame_100100,20,43,7,0,0,snd_voi_outgame_100100_0020,0,0,0,1614092400
1001,71014,なまらめんこい服だなぁ～…。,snd_voi_outgame_100100,21,148,7,0,0,snd_voi_outgame_100100_0021,0,0,0,1614092400
1001,71009,日本一のウマ娘、スペシャルウィークです！えへへ。,snd_voi_outgame_100100,22,23,7,0,0,snd_voi_outgame_100100_0022,0,0,0,1614092400
1001,71015,どうでしょう？1番人気にだってなれるでしょうか？,snd_voi_outgame_100100,23,48,7,0,0,snd_voi_outgame_100100_0023,0,0,0,1614092400
1001,400000,"トレセン学園の転入試験、
レベル高かったなぁ～…。
今でも合格が信じられないくらい…",snd_voi_event_090001,0,8001,7,1,0,snd_voi_event_090001_0000,0,0,0,1614654000
1001,400001,"ウマ娘さんたちに囲まれるのも、
同じ歳の子たちとの共同生活も…
初めてのことがいっぱいだべ～…！",snd_voi_event_090001,1,4001,7,1,0,snd_voi_event_090001_0001,0,0,0,1614654000
