id,bg_id,bg_sub,cue_name,sheet_name,bus_param_set_name,pos_x,pos_y,width,height
31,7,8111,snd_sfx_atmos_seiteirouka_d,snd_sfx_atmos_seiteirouka_d,Story_bg_9001_General_Indoor,6540000,0,10000,10000
32,7,120,snd_sfx_atmos_rouka_e,snd_sfx_atmos_rouka_e,Story_bg_9001_General_Indoor,6540000,0,10000,10000
33,7,130,snd_sfx_atmos_rouka_n,snd_sfx_atmos_rouka_n,Story_bg_9001_General_Indoor,6540000,0,10000,10000
34,7,210,snd_sfx_atmos_rouka_r,snd_sfx_atmos_rouka_r,Story_bg_9001_General_Indoor,6540000,0,10000,10000
35,8,111,snd_sfx_atmos_rouka_d,snd_sfx_atmos_rouka_d,Story_bg_9001_General_Indoor,-3240000,0,10000,10000
36,8,120,snd_sfx_atmos_rouka_e,snd_sfx_atmos_rouka_e,Story_bg_9001_General_Indoor,-3240000,0,10000,10000
37,9,110,snd_sfx_atmos_training_d,snd_sfx_atmos_training_d,Story_bg_9002_General_Outdoor,-12960000,0,10000,10000
38,9,120,snd_sfx_atmos_training_e,snd_sfx_atmos_training_e,Story_bg_9002_General_Outdoor,-12960000,0,10000,10000
39,9,130,snd_sfx_atmos_namiki_n,snd_sfx_atmos_namiki_n,Story_bg_9002_General_Outdoor,-12960000,0,10000,10000
40,9,410,snd_sfx_atmos_training_c,snd_sfx_atmos_training_c,Story_bg_9002_General_Outdoor,-12960000,0,10000,10000
41,10,111,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d,Story_bg_9002_General_Outdoor,1760000,0,10000,10000
42,10,112,snd_sfx_atmos_stagemob_d,snd_sfx_atmos_stagemob_d,Story_bg_9002_General_Outdoor,1760000,0,10000,10000
43,10,130,snd_sfx_atmos_stage_n,snd_sfx_atmos_stage_n,Story_bg_9002_General_Outdoor,1760000,0,10000,10000
44,11,110,snd_sfx_atmos_cafe_d,snd_sfx_atmos_cafe_d,Story_bg_0011_Cafeteria,0,0,10000,10000
45,11,6110,snd_sfx_atmos_cafe_d,snd_sfx_atmos_cafe_d,Story_bg_0011_Cafeteria,0,0,10000,10000
46,11,130,snd_sfx_atmos_cafe_n,snd_sfx_atmos_cafe_n,Story_bg_0011_Cafeteria,0,0,10000,10000
47,11,6130,snd_sfx_atmos_cafe_n,snd_sfx_atmos_cafe_n,Story_bg_0011_Cafeteria,0,0,10000,10000
48,12,10,snd_sfx_atmos_koubai_d,snd_sfx_atmos_koubai_d,Story_bg_9001_General_Indoor,5240000,0,10000,10000
49,13,110,snd_sfx_atmos_pool_d,snd_sfx_atmos_pool_d,Story_bg_0013_InddorPool,-10500000,0,10000,10000
50,13,130,snd_sfx_atmos_pool_n,snd_sfx_atmos_pool_n,Story_bg_0013_InddorPool,-10500000,0,10000,10000
51,14,110,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext,Story_bg_0014_DanceStudio,-3820000,0,10000,10000
52,14,130,snd_sfx_atmos_room_n_noext,snd_sfx_atmos_room_n_noext,Story_bg_0014_DanceStudio,-3820000,0,10000,10000
53,15,110,snd_sfx_atmos_gym,snd_sfx_atmos_gym,Story_bg_0015_Gym,-380000,0,10000,10000
54,15,130,snd_sfx_atmos_room_n_noext,snd_sfx_atmos_room_n_noext,Story_bg_0015_Gym,-380000,0,10000,10000
55,16,110,snd_sfx_atmos_roof_d,snd_sfx_atmos_roof_d,Story_bg_9002_General_Outdoor,6000000,0,10000,10000
56,16,120,snd_sfx_atmos_roof_e,snd_sfx_atmos_roof_e,Story_bg_9002_General_Outdoor,6000000,0,10000,10000
57,16,130,snd_sfx_atmos_roof_n,snd_sfx_atmos_roof_n,Story_bg_9002_General_Outdoor,6000000,0,10000,10000
58,17,110,snd_sfx_atmos_room_d,snd_sfx_atmos_room_d,Story_bg_9001_General_Indoor,-1500000,0,10000,10000
59,17,130,snd_sfx_atmos_room_n,snd_sfx_atmos_room_n,Story_bg_9001_General_Indoor,-1500000,0,10000,10000
60,18,1,snd_sfx_atmos_koubai_d,snd_sfx_atmos_koubai_d,Story_bg_9001_General_Indoor,-7580000,0,10000,10000
61,19,110,snd_sfx_atmos_tokubetu_d,snd_sfx_atmos_tokubetu_d,Story_bg_9001_General_Indoor,3340000,0,10000,10000
62,19,130,snd_sfx_atmos_room_n,snd_sfx_atmos_room_n,Story_bg_9001_General_Indoor,3340000,0,10000,10000
63,20,110,snd_sfx_atmos_gymnasium_d,snd_sfx_atmos_gymnasium_d,Story_bg_0020_SchoolGym,5380000,0,10000,10000
64,20,111,snd_sfx_atmos_gymnasium_play,snd_sfx_atmos_gymnasium_play,Story_bg_0020_SchoolGym,5380000,0,10000,10000
65,20,130,snd_sfx_atmos_gymnasium_nomob_n,snd_sfx_atmos_gymnasium_nomob_n,Story_bg_0020_SchoolGym,5380000,0,10000,10000
66,20,210,snd_sfx_atmos_gymnasium_r,snd_sfx_atmos_gymnasium_r,Story_bg_0020_SchoolGym,5380000,0,10000,10000
67,21,110,snd_sfx_atmos_room_d,snd_sfx_atmos_room_d,Story_bg_9001_General_Indoor,-1150000,0,10000,10000
68,21,30,snd_sfx_atmos_room_n,snd_sfx_atmos_room_n,Story_bg_9001_General_Indoor,-1150000,0,10000,10000
69,22,110,snd_sfx_atmos_tokubetu_d,snd_sfx_atmos_tokubetu_d,Story_bg_9001_General_Indoor,-2000000,0,10000,10000
70,23,111,snd_sfx_atmos_entrance_d,snd_sfx_atmos_entrance_d,Story_bg_9002_General_Outdoor,2290000,0,10000,10000
71,24,111,snd_sfx_atmos_stand_d,snd_sfx_atmos_stand_d,Story_bg_9002_General_Outdoor,-3750000,0,10000,10000
72,25,110,snd_sfx_atmos_hikae_d,snd_sfx_atmos_hikae_d,Story_bg_9001_General_Indoor,-5160000,0,10000,10000
73,26,110,snd_sfx_atmos_backstage_d,snd_sfx_atmos_backstage_d,Story_bg_9001_General_Indoor,-5080000,0,10000,10000
74,26,120,snd_sfx_atmos_backstage_e,snd_sfx_atmos_backstage_e,Story_bg_9001_General_Indoor,-5080000,0,10000,10000
75,27,10,snd_sfx_atmos_room_n_noext,snd_sfx_atmos_room_n_noext,Story_bg_9001_General_Indoor,-6000000,0,10000,10000
76,28,111,snd_sfx_atmos_station_d,snd_sfx_atmos_station_d,Story_bg_9002_General_Outdoor,130000,0,10000,10000
77,28,121,snd_sfx_atmos_station_e,snd_sfx_atmos_station_e,Story_bg_9002_General_Outdoor,130000,0,10000,10000
78,28,131,snd_sfx_atmos_station_n,snd_sfx_atmos_station_n,Story_bg_9002_General_Outdoor,130000,0,10000,10000
79,28,410,snd_sfx_atmos_station_c,snd_sfx_atmos_station_c,Story_bg_9002_General_Outdoor,130000,0,10000,10000
80,29,111,snd_sfx_atmos_street_d,snd_sfx_atmos_street_d,Story_bg_9002_General_Outdoor,-8100000,0,10000,10000
81,29,121,snd_sfx_atmos_street_e,snd_sfx_atmos_street_e,Story_bg_9002_General_Outdoor,-8100000,0,10000,10000
82,29,131,snd_sfx_atmos_street_n,snd_sfx_atmos_street_n,Story_bg_9002_General_Outdoor,-8100000,0,10000,10000
83,29,6111,snd_sfx_atmos_street_d,snd_sfx_atmos_street_d,Story_bg_9002_General_Outdoor,-8100000,0,10000,10000
84,29,6131,snd_sfx_atmos_winterstreet,snd_sfx_atmos_winterstreet,Story_bg_9002_General_Outdoor,-8100000,0,10000,10000
85,30,111,snd_sfx_atmos_syoutengai_d,snd_sfx_atmos_syoutengai_d,Story_bg_9002_General_Outdoor,-6540000,0,10000,10000
86,30,121,snd_sfx_atmos_syoutengai_e,snd_sfx_atmos_syoutengai_e,Story_bg_9002_General_Outdoor,-6540000,0,10000,10000
87,30,131,snd_sfx_atmos_syoutengai_n,snd_sfx_atmos_syoutengai_n,Story_bg_9002_General_Outdoor,-6540000,0,10000,10000
88,31,111,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d,Story_bg_9002_General_Outdoor,1910000,0,10000,10000
89,31,121,snd_sfx_atmos_namiki_e,snd_sfx_atmos_namiki_e,Story_bg_9002_General_Outdoor,1910000,0,10000,10000
90,31,130,snd_sfx_atmos_namiki_n,snd_sfx_atmos_namiki_n,Story_bg_9002_General_Outdoor,1910000,0,10000,10000
91,32,1,snd_sfx_atmos_shoppingmall,snd_sfx_atmos_shoppingmall,Story_bg_0032_ShoppingMall,7640000,0,10000,10000
92,33,111,snd_sfx_atmos_kasenjiki_d,snd_sfx_atmos_kasenjiki_d,Story_bg_9002_General_Outdoor,4200000,0,10000,10000
93,33,121,snd_sfx_atmos_kasenjiki_e,snd_sfx_atmos_kasenjiki_e,Story_bg_9002_General_Outdoor,4200000,0,10000,10000
94,33,130,snd_sfx_atmos_kasenjiki_n,snd_sfx_atmos_kasenjiki_n,Story_bg_9002_General_Outdoor,4200000,0,10000,10000
95,33,410,snd_sfx_atmos_kasenjiki_c,snd_sfx_atmos_kasenjiki_c,Story_bg_9002_General_Outdoor,4200000,0,10000,10000
96,34,111,snd_sfx_atmos_yuuenti_d,snd_sfx_atmos_yuuenti_d,Story_bg_9002_General_Outdoor,4090000,0,10000,10000
97,34,131,snd_sfx_atmos_yuuenti_n,snd_sfx_atmos_yuuenti_n,Story_bg_9002_General_Outdoor,4090000,0,10000,10000
98,35,1,snd_sfx_atmos_shoppingmall,snd_sfx_atmos_shoppingmall,Story_bg_0035_Theater,-1150000,0,10000,10000
99,36,1,snd_sfx_atmos_gamecenter,snd_sfx_atmos_gamecenter,Story_bg_9001_General_Indoor,-4370000,0,10000,10000
100,37,110,snd_sfx_atmos_aozora_d,snd_sfx_atmos_aozora_d,Story_bg_9002_General_Outdoor,1170000,0,10000,10000
101,37,120,snd_sfx_atmos_aozora_e,snd_sfx_atmos_aozora_e,Story_bg_9002_General_Outdoor,5680000,0,10000,10000
102,37,130,snd_sfx_atmos_aozora_n,snd_sfx_atmos_aozora_n,Story_bg_9002_General_Outdoor,4645000,0,10000,10000
103,37,530,snd_sfx_atmos_aozora_n,snd_sfx_atmos_aozora_n,Story_bg_9002_General_Outdoor,3400000,0,10000,10000
104,38,0,snd_sfx_atmos_room_n_noext,snd_sfx_atmos_room_n_noext,Story_bg_9001_General_Indoor,0,0,10000,10000
105,39,110,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d,Story_bg_9002_General_Outdoor,10140000,0,10000,10000
106,39,9111,snd_sfx_atmos_hatumoude_d,snd_sfx_atmos_hatumoude_d,Story_bg_9002_General_Outdoor,-2240000,0,10000,10000
107,39,120,snd_sfx_atmos_namiki_e,snd_sfx_atmos_namiki_e,Story_bg_9002_General_Outdoor,10140000,0,10000,10000
108,39,130,snd_sfx_atmos_namiki_n,snd_sfx_atmos_namiki_n,Story_bg_9002_General_Outdoor,10140000,0,10000,10000
109,40,2110,snd_sfx_atmos_gassyuku_d,snd_sfx_atmos_gassyuku_d,Story_bg_9002_General_Outdoor,-11600000,0,10000,10000
110,40,2130,snd_sfx_atmos_gassyuku_n,snd_sfx_atmos_gassyuku_n,Story_bg_9002_General_Outdoor,-11600000,0,10000,10000
111,41,0,snd_sfx_atmos_gassyukuinside,snd_sfx_atmos_gassyukuinside,Story_bg_9001_General_Indoor,11550000,0,10000,10000
112,42,2111,snd_sfx_atmos_beach_d,snd_sfx_atmos_beach_d,Story_bg_9002_General_Outdoor,-9240000,0,10000,10000
113,42,2121,snd_sfx_atmos_beach_e,snd_sfx_atmos_beach_e,Story_bg_9002_General_Outdoor,-8050000,0,10000,10000
114,42,2130,snd_sfx_atmos_beach_n,snd_sfx_atmos_beach_n,Story_bg_9002_General_Outdoor,-9240000,0,10000,10000
115,43,2131,snd_sfx_atmos_maturi_n,snd_sfx_atmos_maturi_n,Story_bg_9002_General_Outdoor,1880000,0,10000,10000
116,44,0,snd_sfx_atmos_karaoke,snd_sfx_atmos_karaoke,Story_bg_9001_General_Indoor,11230000,0,10000,10000
117,45,1,snd_sfx_atmos_cafe_d,snd_sfx_atmos_cafe_d,Story_bg_0045_FastFood,-480000,0,10000,10000
118,46,1,snd_sfx_atmos_koubai_d,snd_sfx_atmos_koubai_d,Story_bg_9001_General_Indoor,-2160000,0,10000,10000
119,47,1,snd_sfx_atmos_shoppingmall,snd_sfx_atmos_shoppingmall,Story_bg_0047_Aquarium,-2780000,0,10000,10000
120,48,111,snd_sfx_atmos_shoppingmall,snd_sfx_atmos_shoppingmall,Story_bg_9002_General_Outdoor,3760000,0,10000,10000
121,49,1,snd_sfx_atmos_planetarium,snd_sfx_atmos_planetarium,Story_bg_0049_Planetarium,9530000,0,10000,10000
122,50,0,snd_sfx_atmos_kuukan,snd_sfx_atmos_kuukan,Story_bg_0050_UmaSpace,6600000,0,10000,10000
123,51,110,snd_sfx_atmos_mori_d,snd_sfx_atmos_mori_d,Story_bg_9002_General_Outdoor,-1520000,0,10000,10000
124,51,130,snd_sfx_atmos_mori_n,snd_sfx_atmos_mori_n,Story_bg_9002_General_Outdoor,-1520000,0,10000,10000
125,52,110,snd_sfx_atmos_kousyaura_d,snd_sfx_atmos_kousyaura_d,Story_bg_9002_General_Outdoor,-1440000,0,10000,10000
126,52,120,snd_sfx_atmos_kousyaura_e,snd_sfx_atmos_kousyaura_e,Story_bg_9002_General_Outdoor,-1440000,0,10000,10000
127,53,110,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d,Story_bg_9002_General_Outdoor,8950000,0,10000,10000
128,53,120,snd_sfx_atmos_namiki_e,snd_sfx_atmos_namiki_e,Story_bg_9002_General_Outdoor,8950000,0,10000,10000
129,53,130,snd_sfx_atmos_namiki_n,snd_sfx_atmos_namiki_n,Story_bg_9002_General_Outdoor,8950000,0,10000,10000
130,54,110,snd_sfx_atmos_tikabado_d,snd_sfx_atmos_tikabado_d,Story_bg_0054_Tunnel,1920000,0,10000,10000
131,55,110,snd_sfx_atmos_paddock_d,snd_sfx_atmos_paddock_d,Story_bg_9002_General_Outdoor,3190000,0,10000,10000
132,56,111,snd_sfx_atmos_stand_d_mob,snd_sfx_atmos_stand_d_mob,Story_bg_9002_General_Outdoor,800000,0,10000,10000
133,57,110,snd_sfx_atmos_hatake_d,snd_sfx_atmos_hatake_d,Story_bg_9002_General_Outdoor,-4080000,0,10000,10000
134,58,11,snd_sfx_atmos_cafe_d,snd_sfx_atmos_cafe_d,Story_bg_9001_General_Indoor,4490000,0,10000,10000
135,59,110,snd_sfx_atmos_ryokan_d,snd_sfx_atmos_ryokan_d,Story_bg_9002_General_Outdoor,0,0,10000,10000
136,59,130,snd_sfx_atmos_ryokan_n,snd_sfx_atmos_ryokan_n,Story_bg_9002_General_Outdoor,0,0,10000,10000
137,60,110,snd_sfx_atmos_mujin_d,snd_sfx_atmos_mujin_d,Story_bg_9002_General_Outdoor,-420000,0,10000,10000
138,60,120,snd_sfx_atmos_mujin_e,snd_sfx_atmos_mujin_e,Story_bg_9002_General_Outdoor,-420000,0,10000,10000
139,60,130,snd_sfx_atmos_mujin_n,snd_sfx_atmos_mujin_n,Story_bg_9002_General_Outdoor,-420000,0,10000,10000
140,61,110,snd_sfx_atmos_inaka_d,snd_sfx_atmos_inaka_d,Story_bg_9002_General_Outdoor,0,0,10000,10000
141,61,130,snd_sfx_atmos_inaka_n,snd_sfx_atmos_inaka_n,Story_bg_9002_General_Outdoor,0,0,10000,10000
142,62,110,snd_sfx_atmos_pasture_d,snd_sfx_atmos_pasture_d,Story_bg_9002_General_Outdoor,-10380000,0,10000,10000
143,63,111,snd_sfx_atmos_airport_d,snd_sfx_atmos_airport_d,Story_bg_0063_AirportLobby,-10380000,0,10000,10000
144,64,110,snd_sfx_atmos_bus_d,snd_sfx_atmos_bus_d,Story_bg_9001_General_Indoor,3380000,0,10000,10000
145,65,111,snd_sfx_atmos_train_d,snd_sfx_atmos_train_d,Story_bg_9001_General_Indoor,-4120000,0,10000,10000
146,66,111,snd_sfx_atmos_platform_d,snd_sfx_atmos_platform_d,Story_bg_9002_General_Outdoor,-4480000,0,10000,10000
147,67,110,snd_sfx_atmos_inn_d,snd_sfx_atmos_inn_d,Story_bg_9001_General_Indoor,-480000,0,10000,10000
148,67,130,snd_sfx_atmos_room_n,snd_sfx_atmos_room_n,Story_bg_9001_General_Indoor,-480000,0,10000,10000
149,68,110,snd_sfx_atmos_opencafe_d,snd_sfx_atmos_opencafe_d,Story_bg_9002_General_Outdoor,9510000,0,10000,10000
150,69,111,snd_sfx_atmos_pondpark_d,snd_sfx_atmos_pondpark_d,Story_bg_9002_General_Outdoor,12880000,0,10000,10000
151,37,410,snd_sfx_atmos_aozora_c,snd_sfx_atmos_aozora_c,Story_bg_9002_General_Outdoor,0,0,10000,10000
152,70,110,snd_sfx_atmos_ground_d,snd_sfx_atmos_ground_d,Story_bg_9002_General_Outdoor,0,0,10000,10000
153,71,110,snd_sfx_atmos_ground_d,snd_sfx_atmos_ground_d,Story_bg_9002_General_Outdoor,0,0,10000,10000
154,72,110,snd_sfx_atmos_ground_d,snd_sfx_atmos_ground_d,Story_bg_9002_General_Outdoor,-11740000,0,10000,10000
155,74,110,snd_sfx_atmos_training_stand_d,snd_sfx_atmos_training_stand_d,Story_bg_9002_General_Outdoor,0,0,10000,10000
156,74,111,snd_sfx_atmos_training_stand_d_mob,snd_sfx_atmos_training_stand_d_mob,Story_bg_9002_General_Outdoor,0,0,10000,10000
157,75,1,snd_sfx_atmos_kaiken_d,snd_sfx_atmos_kaiken_d,Story_bg_0075_Press_Conference,0,0,10000,10000
158,74,120,snd_sfx_atmos_training_stand_e,snd_sfx_atmos_training_stand_e,Story_bg_9002_General_Outdoor,0,0,10000,10000
159,74,121,snd_sfx_atmos_training_stand_e_mob,snd_sfx_atmos_training_stand_e_mob,Story_bg_9002_General_Outdoor,0,0,10000,10000
160,37,210,snd_sfx_atmos_aozora_r,snd_sfx_atmos_aozora_r,Story_bg_9002_General_Outdoor,0,0,10000,10000
161,74,410,snd_sfx_atmos_training_stand_c,snd_sfx_atmos_training_stand_c,Story_bg_9002_General_Outdoor,0,0,10000,10000
162,74,411,snd_sfx_atmos_training_stand_c_mob,snd_sfx_atmos_training_stand_c_mob,Story_bg_9002_General_Outdoor,0,0,10000,10000
163,2,111,snd_sfx_atmos_hiroba_d_mob,snd_sfx_atmos_hiroba_d_mob,Story_bg_9002_General_Outdoor,800000,0,10000,10000
164,6,111,snd_sfx_atmos_kyousitu_d,snd_sfx_atmos_kyousitu_d,Story_bg_9001_General_Indoor,-11550000,0,10000,10000
165,11,111,snd_sfx_atmos_cafe_d,snd_sfx_atmos_cafe_d,Story_bg_0011_Cafeteria,0,0,10000,10000
166,24,112,snd_sfx_atmos_stand_d_mob,snd_sfx_atmos_stand_d_mob,Story_bg_9002_General_Outdoor,-3750000,0,10000,10000
167,74,112,snd_sfx_atmos_training_stand_d_mob_crowded,snd_sfx_atmos_training_stand_d_mob_crowded,Story_bg_9002_General_Outdoor,0,0,10000,10000
168,85,0,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext,Story_bg_9001_General_Indoor,0,0,10000,10000
169,7,410,snd_sfx_atmos_rouka_c,snd_sfx_atmos_rouka_c,Story_bg_9001_General_Indoor,0,0,10000,10000
170,34,121,snd_sfx_atmos_yuuenti_e,snd_sfx_atmos_yuuenti_e,Story_bg_9002_General_Outdoor,4090000,0,10000,10000
171,74,130,snd_sfx_atmos_training_stand_n,snd_sfx_atmos_training_stand_n,Story_bg_9002_General_Outdoor,0,0,10000,10000
172,25,130,snd_sfx_atmos_hikae_d,snd_sfx_atmos_hikae_d,Story_bg_9001_General_Indoor,-5160000,0,10000,10000
173,77,112,snd_sfx_atmos_stand_d_mob,snd_sfx_atmos_stand_d_mob,Story_bg_9002_General_Outdoor,9190000,0,10000,10000
174,79,112,snd_sfx_atmos_stand_d_mob,snd_sfx_atmos_stand_d_mob,Story_bg_9002_General_Outdoor,10440000,0,10000,10000
175,26,130,snd_sfx_atmos_backstage_n,snd_sfx_atmos_backstage_n,Story_bg_9001_General_Indoor,-5080000,0,10000,10000
176,34,110,snd_sfx_atmos_yuuenti_d_nomob,snd_sfx_atmos_yuuenti_d_nomob,Story_bg_9002_General_Outdoor,4090000,0,10000,10000
177,34,120,snd_sfx_atmos_yuuenti_e_nomob,snd_sfx_atmos_yuuenti_e_nomob,Story_bg_9002_General_Outdoor,4090000,0,10000,10000
178,34,130,snd_sfx_atmos_yuuenti_n_nomob,snd_sfx_atmos_yuuenti_n_nomob,Story_bg_9002_General_Outdoor,4090000,0,10000,10000
179,79,132,snd_sfx_atmos_stand_n_mob,snd_sfx_atmos_stand_n_mob,Story_bg_9002_General_Outdoor,10440000,0,10000,10000
180,79,133,snd_sfx_atmos_stand_n_mob,snd_sfx_atmos_stand_n_mob,Story_bg_9002_General_Outdoor,10440000,0,10000,10000
181,69,121,snd_sfx_atmos_pondpark_e,snd_sfx_atmos_pondpark_e,Story_bg_9002_General_Outdoor,12880000,0,10000,10000
182,69,131,snd_sfx_atmos_pondpark_n,snd_sfx_atmos_pondpark_n,Story_bg_9002_General_Outdoor,12880000,0,10000,10000
183,68,111,snd_sfx_atmos_opencafe_d,snd_sfx_atmos_opencafe_d,Story_bg_9002_General_Outdoor,9510000,0,10000,10000
184,24,132,snd_sfx_atmos_stand_n_mob,snd_sfx_atmos_stand_n_mob,Story_bg_9002_General_Outdoor,-3750000,0,10000,10000
185,24,133,snd_sfx_atmos_stand_n_mob,snd_sfx_atmos_stand_n_mob,Story_bg_9002_General_Outdoor,-3750000,0,10000,10000
186,88,112,snd_sfx_atmos_stand_d_mob,snd_sfx_atmos_stand_d_mob,Story_bg_9002_General_Outdoor,165000,0,10000,10000
187,5,4110,snd_sfx_atmos_namiki_w,snd_sfx_atmos_namiki_w,Story_bg_9002_General_Outdoor,-3500000,0,10000,10000
188,5,4310,snd_sfx_atmos_namiki_w,snd_sfx_atmos_namiki_w,Story_bg_9002_General_Outdoor,-3500000,0,10000,10000
189,76,110,snd_sfx_atmos_race_track_d,snd_sfx_atmos_race_track_d,Story_bg_9002_General_Outdoor,-1280000,0,10000,10000
190,88,111,snd_sfx_atmos_zawazawa_d,snd_sfx_atmos_zawazawa_d,Story_bg_9002_General_Outdoor,165000,0,10000,10000
191,65,131,snd_sfx_atmos_train_d,snd_sfx_atmos_train_d,Story_bg_9001_General_Indoor,-4120000,0,10000,10000
192,76,120,snd_sfx_atmos_race_track_e,snd_sfx_atmos_race_track_e,Story_bg_9002_General_Outdoor,-1280000,0,10000,10000
193,65,121,snd_sfx_atmos_train_d,snd_sfx_atmos_train_d,Story_bg_9001_General_Indoor,-4120000,0,10000,10000
194,79,111,snd_sfx_atmos_zawazawa_d,snd_sfx_atmos_zawazawa_d,Story_bg_9002_General_Outdoor,10440000,0,10000,10000
195,64,130,snd_sfx_atmos_bus_d,snd_sfx_atmos_bus_d,Story_bg_9001_General_Indoor,3380000,0,10000,10000
196,22,130,snd_sfx_atmos_room_n,snd_sfx_atmos_room_n,Story_bg_9001_General_Indoor,-2000000,0,10000,10000
197,68,131,snd_sfx_atmos_opencafe_n,snd_sfx_atmos_opencafe_n,Story_bg_9002_General_Outdoor,9510000,0,10000,10000
198,37,630,snd_sfx_atmos_aozora_n,snd_sfx_atmos_aozora_n,Story_bg_9002_General_Outdoor,-7780000,0,10000,10000
199,89,1,snd_sfx_atmos_cafe_d,snd_sfx_atmos_cafe_d,Story_bg_0089_SchoolCafeteria,6110000,0,10000,10000
200,77,111,snd_sfx_atmos_zawazawa_d,snd_sfx_atmos_zawazawa_d,Story_bg_9002_General_Outdoor,9190000,0,10000,10000
201,78,111,snd_sfx_atmos_zawazawa_d,snd_sfx_atmos_zawazawa_d,Story_bg_9002_General_Outdoor,11120000,0,10000,10000
