id,story_id,short_story_id,card_id,card_chara_id,support_card_id,support_chara_id,show_progress_1,show_progress_2,show_progress_3,show_clear,show_succession,event_title_style,event_title_dress_icon,event_title_chara_icon,se_change,ending_type,race_event_flag,mini_game_result,gallery_main_scenario,gallery_flag,gallery_list_id,available_gallery_key,past_race_id
34,501007100,501007400,0,1007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
35,501008100,501008400,0,1008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
36,501009100,501009400,0,1009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
37,501010100,501010400,0,1010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
38,501011100,501011400,0,1011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
40,501013100,501013400,0,1013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
41,501014100,501014400,0,1014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
42,501015100,501015400,0,1015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
43,501017100,501017400,0,1017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
44,501018100,501018400,0,1018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
46,501024100,501024400,0,1024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
47,501027100,501027400,0,1027,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
48,501030100,501030400,0,1030,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
49,501032100,501032400,0,1032,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
50,501035100,501035400,0,1035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
52,501041100,501041400,0,1041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
53,501045100,501045400,0,1045,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
54,501052100,501052400,0,1052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
55,501056100,501056400,0,1056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
56,501060100,501060400,0,1060,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
57,501061100,501061400,0,1061,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
58,501001101,0,0,1001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0
59,501002101,0,0,1002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0
60,501003101,0,0,1003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0
61,501004101,0,0,1004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0
63,501006101,0,0,1006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0
64,501007101,0,0,1007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0
65,501008101,0,0,1008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0
66,501009101,0,0,1009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0
67,501010101,0,0,1010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0
68,501011101,0,0,1011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0
70,501013101,0,0,1013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0
71,501014101,0,0,1014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0
72,501015101,0,0,1015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0
73,501017101,0,0,1017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0
74,501018101,0,0,1018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0
76,501024101,0,0,1024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0
77,501027101,0,0,1027,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0
78,501030101,0,0,1030,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0
79,501032101,0,0,1032,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0
80,501035101,0,0,1035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0
82,501041101,0,0,1041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0
83,501045101,0,0,1045,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0
84,501052101,0,0,1052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0
85,501056101,0,0,1056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0
86,501060101,0,0,1060,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0
87,501061101,0,0,1061,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0
88,501001102,0,0,1001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0
89,501002102,0,0,1002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0
90,501003102,0,0,1003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0
91,501004102,0,0,1004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0
93,501006102,0,0,1006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0
94,501007102,0,0,1007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0
95,501008102,0,0,1008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0
96,501009102,0,0,1009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0
97,501010102,0,0,1010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0
98,501011102,0,0,1011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0
100,501013102,0,0,1013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0
101,501014102,0,0,1014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0
102,501015102,0,0,1015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0
103,501017102,0,0,1017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0
104,501018102,0,0,1018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0
106,501024102,0,0,1024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0
107,501027102,0,0,1027,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0
108,501030102,0,0,1030,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0
109,501032102,0,0,1032,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0
110,501035102,0,0,1035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0
112,501041102,0,0,1041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0
113,501045102,0,0,1045,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0
114,501052102,0,0,1052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0
115,501056102,0,0,1056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0
116,501060102,0,0,1060,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0
117,501061102,0,0,1061,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0
118,501001103,501001406,0,1001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0
119,501002103,501002407,0,1002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0
120,501003103,501003407,0,1003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0
121,501004103,501004406,0,1004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0
123,501006103,501006409,0,1006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0
124,501007103,501007406,0,1007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0
125,501008103,501008406,0,1008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0
126,501009103,501009421,0,1009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0
127,501010103,501010406,0,1010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0
128,501011103,501011405,0,1011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0
130,501013103,501013406,0,1013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0
131,501014103,501014406,0,1014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0
132,501015103,501015406,0,1015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0
133,501017103,501017408,0,1017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0
134,501018103,501018406,0,1018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0
136,501024103,501024406,0,1024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0
137,501027103,501027407,0,1027,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0
138,501030103,501030406,0,1030,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0
139,501032103,501032407,0,1032,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0
140,501035103,501035406,0,1035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0
142,501041103,501041406,0,1041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0
143,501045103,501045406,0,1045,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0
144,501052103,501052407,0,1052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0
145,501056103,501056406,0,1056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0
146,501060103,501060406,0,1060,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0
147,501061103,501061406,0,1061,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0
148,501001104,0,0,1001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0
149,501002104,0,0,1002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0
150,501003104,0,0,1003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0
151,501004104,0,0,1004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0
153,501006104,0,0,1006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0
154,501007104,0,0,1007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0
155,501008104,0,0,1008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0
156,501009104,0,0,1009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0
157,501010104,0,0,1010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0
158,501011104,0,0,1011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0
160,501013104,0,0,1013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0
161,501014104,0,0,1014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0
162,501015104,0,0,1015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0
163,501017104,0,0,1017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0
164,501018104,0,0,1018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0
166,501024104,0,0,1024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0
167,501027104,0,0,1027,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0
168,501030104,0,0,1030,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,1,0
169,501032104,0,0,1032,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0
170,501035104,0,0,1035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0
172,501041104,0,0,1041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0
173,501045104,0,0,1045,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0
174,501052104,0,0,1052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0
175,501056104,0,0,1056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0
176,501060104,0,0,1060,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0
177,501061104,0,0,1061,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0
178,501001105,501001407,0,1001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0
179,501002105,501002408,0,1002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0
180,501003105,501003408,0,1003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0
181,501004105,501004407,0,1004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0
183,501006105,501006420,0,1006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0
184,501007105,501007407,0,1007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0
185,501008105,501008407,0,1008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0
186,501009105,501009431,0,1009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0
187,501010105,501010407,0,1010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0
188,501011105,501011406,0,1011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0
190,501013105,501013407,0,1013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0
191,501014105,501014407,0,1014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0
192,501015105,501015407,0,1015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0
193,501017105,501017409,0,1017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0
194,501018105,501018407,0,1018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0
196,501024105,501024407,0,1024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0
197,501027105,501027408,0,1027,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0
198,501030105,501030407,0,1030,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,1,0
199,501032105,501032408,0,1032,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0
200,501035105,501035407,0,1035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0
202,501041105,501041407,0,1041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0
203,501045105,501045407,0,1045,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0
204,501052105,501052408,0,1052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0
205,501056105,501056407,0,1056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0
206,501060105,501060407,0,1060,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0
207,501061105,501061407,0,1061,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0
238,501001107,0,0,1001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,0
239,501002107,0,0,1002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,0
240,501003107,0,0,1003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,0
241,501004107,0,0,1004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,0
243,501006107,0,0,1006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,0
244,501007107,0,0,1007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,0
245,501008107,0,0,1008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,0
246,501009107,0,0,1009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,0
247,501010107,0,0,1010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,0
248,501011107,0,0,1011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,0
250,501013107,0,0,1013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,0
251,501014107,0,0,1014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,0
252,501015107,0,0,1015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,0
253,501017107,0,0,1017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,0
254,501018107,0,0,1018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,0
256,501024107,0,0,1024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,0
257,501027107,0,0,1027,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,0
258,501030107,0,0,1030,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,0
259,501032107,0,0,1032,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,0
260,501035107,0,0,1035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,0
262,501041107,0,0,1041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,0
263,501045107,0,0,1045,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,0
264,501052107,0,0,1052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,0
265,501056107,0,0,1056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,0
266,501060107,0,0,1060,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,0
267,501061107,0,0,1061,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,0
268,501001108,0,0,1001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0
269,501002108,0,0,1002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0
270,501003108,0,0,1003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0
271,501004108,0,0,1004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0
273,501006108,0,0,1006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0
274,501007108,0,0,1007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0
275,501008108,0,0,1008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0
276,501009108,0,0,1009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0
277,501010108,0,0,1010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0
278,501011108,0,0,1011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0
280,501013108,0,0,1013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0
281,501014108,0,0,1014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0
282,501015108,0,0,1015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0
283,501017108,0,0,1017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0
284,501018108,0,0,1018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0
286,501024108,0,0,1024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0
287,501027108,0,0,1027,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0
288,501030108,0,0,1030,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0
289,501032108,0,0,1032,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0
290,501035108,0,0,1035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0
292,501041108,0,0,1041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0
293,501045108,0,0,1045,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0
294,501052108,0,0,1052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0
295,501056108,0,0,1056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0
296,501060108,0,0,1060,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0
297,501061108,0,0,1061,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0
298,501001109,0,0,1001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,0
299,501002109,0,0,1002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,0
300,501003109,0,0,1003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,0
301,501004109,0,0,1004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,0
303,501006109,0,0,1006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,0
304,501007109,0,0,1007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,0
305,501008109,0,0,1008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,0
306,501009109,0,0,1009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,0
307,501010109,0,0,1010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,0
308,501011109,0,0,1011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,0
310,501013109,0,0,1013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,0
311,501014109,0,0,1014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,0
312,501015109,0,0,1015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,0
313,501017109,0,0,1017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,0
314,501018109,0,0,1018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,0
316,501024109,0,0,1024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,0
317,501027109,0,0,1027,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,0
318,501030109,0,0,1030,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,0
319,501032109,0,0,1032,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,0
320,501035109,0,0,1035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,0
322,501041109,0,0,1041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,0
323,501045109,0,0,1045,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,0
324,501052109,0,0,1052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,0
325,501056109,0,0,1056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,0
326,501060109,0,0,1060,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,0
327,501061109,0,0,1061,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,0
328,501001300,0,0,1001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,1,0
329,501002300,0,0,1002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,1,0
330,501003300,0,0,1003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,1,0
331,501004300,0,0,1004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,1,0
