id,login_bonus_id,count,item_category,item_id,item_num,item_category_2,item_id_2,item_num_2,item_category_3,item_id_3,item_num_3,item_category_4,item_id_4,item_num_4,item_category_5,item_id_5,item_num_5
100,30036,3,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
101,30036,4,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
102,30036,5,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
103,30036,6,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
104,30036,7,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
105,30036,8,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
106,30036,9,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
107,30036,10,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
108,30036,11,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
109,30036,12,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
110,30036,13,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
111,30036,14,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
112,30036,15,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
113,30037,1,90,43,564,0,0,0,0,0,0,0,0,0,0,0,0
114,30037,2,90,43,564,0,0,0,0,0,0,0,0,0,0,0,0
115,30037,3,90,43,564,0,0,0,0,0,0,0,0,0,0,0,0
116,30037,4,90,43,564,0,0,0,0,0,0,0,0,0,0,0,0
117,30037,5,90,43,564,0,0,0,0,0,0,0,0,0,0,0,0
118,30037,6,90,43,564,0,0,0,0,0,0,0,0,0,0,0,0
119,30037,7,90,43,564,0,0,0,0,0,0,0,0,0,0,0,0
120,30037,8,90,43,564,0,0,0,0,0,0,0,0,0,0,0,0
121,30037,9,90,43,564,0,0,0,0,0,0,0,0,0,0,0,0
122,30037,10,90,43,564,0,0,0,0,0,0,0,0,0,0,0,0
123,30038,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
124,30038,2,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
125,30038,3,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
126,30038,4,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
127,30038,5,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
128,30038,6,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
129,30038,7,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
130,30038,8,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
131,30038,9,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
132,30038,10,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
133,30039,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
134,30040,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
135,30041,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
136,30042,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
137,30043,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
138,30044,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
139,30045,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
140,30046,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
141,30047,1,51,30121,1,90,43,300,0,0,0,0,0,0,0,0,0
142,30047,2,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
143,30047,3,51,30121,1,90,43,300,0,0,0,0,0,0,0,0,0
144,30047,4,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
145,30047,5,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
146,30047,6,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
147,30047,7,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
148,30047,8,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
149,30047,9,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
150,30047,10,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
151,30048,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
152,30048,2,11,160,5,0,0,0,0,0,0,0,0,0,0,0,0
153,30048,3,103,98,500,0,0,0,0,0,0,0,0,0,0,0,0
154,30048,4,97,115,1,0,0,0,0,0,0,0,0,0,0,0,0
155,30048,5,21,34,5,0,0,0,0,0,0,0,0,0,0,0,0
156,30048,6,150,116,5,0,0,0,0,0,0,0,0,0,0,0,0
157,30048,7,11,106,10,0,0,0,0,0,0,0,0,0,0,0,0
158,30049,1,30,110,1000,0,0,0,0,0,0,0,0,0,0,0,0
159,30049,2,30,110,1000,0,0,0,0,0,0,0,0,0,0,0,0
160,30049,3,30,110,1000,0,0,0,0,0,0,0,0,0,0,0,0
161,30049,4,30,110,1000,0,0,0,0,0,0,0,0,0,0,0,0
162,30049,5,30,110,1000,0,0,0,0,0,0,0,0,0,0,0,0
163,30050,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
164,30052,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
165,30053,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
166,30054,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
167,30055,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
168,30056,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
169,30057,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
170,30058,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
171,30059,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
172,30060,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
173,30061,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
174,30062,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
175,30063,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
176,30064,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
177,30065,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
178,30066,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
179,30067,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
180,30068,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
181,30069,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
182,30070,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
183,30071,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
184,30072,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
185,30051,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
186,30074,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
187,30075,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
188,30076,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
189,30077,1,90,43,1500,0,0,0,0,0,0,0,0,0,0,0,0
190,30077,2,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
191,30077,3,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
192,30077,4,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
193,30077,5,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
194,30077,6,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
195,30077,7,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
196,30077,8,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
197,30077,9,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
198,30077,10,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
199,30078,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
200,30073,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
201,30079,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
202,30080,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
203,30081,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
204,30082,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
205,30083,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
206,30084,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
207,30085,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
208,30086,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
209,30087,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
210,30088,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
211,30089,1,51,30136,1,90,43,300,0,0,0,0,0,0,0,0,0
212,30089,2,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
213,30089,3,51,30136,1,90,43,300,0,0,0,0,0,0,0,0,0
214,30089,4,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
215,30089,5,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
216,30089,6,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
217,30089,7,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
218,30089,8,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
219,30089,9,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
220,30089,10,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
