id,base_program_id,program_group,race_instance_id,race_permission,month,half,reserve_program_id,random_group_id,grade_rate_id,entry_decrease,entry_decrease_flag,recommend_class_id,filly_only_flag,need_fan_count,fan_set_id,reward_set_id
35,0,0,302901,4,5,2,0,0,300,6,0,8,0,1000,16,405
36,0,0,400101,4,1,1,0,0,400,6,0,3,0,350,11,3
37,0,0,400301,4,1,1,0,0,400,6,0,3,0,350,49,3
38,0,0,400401,4,1,1,0,0,400,6,0,3,0,350,9,3
39,0,0,400501,4,1,1,0,0,400,6,0,3,0,350,9,3
40,0,0,400601,4,1,1,0,0,400,6,0,3,0,350,49,3
41,0,0,400801,4,1,2,0,0,400,6,0,3,0,350,10,3
42,0,0,401001,4,1,1,0,0,400,6,0,3,0,350,10,3
43,0,0,401101,4,1,2,0,0,400,6,0,3,0,350,50,3
44,0,0,401301,4,2,1,0,0,400,6,0,3,0,350,9,3
45,0,0,401501,4,2,1,0,0,400,6,0,3,0,350,49,3
46,0,0,401601,4,2,1,0,0,400,6,0,3,0,350,9,3
47,0,0,401701,4,2,1,0,0,400,6,0,3,0,350,9,3
48,0,0,401901,4,2,2,0,0,400,6,0,3,0,350,9,3
49,0,0,402101,4,3,1,0,0,400,6,0,3,0,350,50,3
50,0,0,402201,4,3,1,0,0,400,6,0,3,0,350,9,3
51,0,0,402301,4,3,1,0,0,400,6,0,3,0,350,10,3
52,0,0,402601,4,3,1,0,0,400,6,0,3,0,350,49,3
53,0,0,402801,4,3,2,0,0,400,6,0,3,0,350,9,3
55,0,0,403001,4,3,2,0,0,400,6,0,3,0,350,49,3
56,0,0,403101,4,4,1,0,0,400,6,0,3,0,350,10,3
58,0,0,403601,4,4,1,0,0,400,6,0,3,0,350,10,3
59,0,0,403701,4,4,1,0,0,400,6,0,3,0,350,49,3
60,0,0,403801,4,4,1,0,0,400,6,0,3,0,350,50,3
61,0,0,404001,4,4,2,0,0,400,6,0,3,0,350,10,3
62,0,0,404101,4,4,2,0,0,400,6,0,3,0,350,9,3
63,0,0,404401,4,5,1,0,0,400,6,0,3,0,350,49,3
64,0,0,404601,4,5,1,0,0,400,6,0,3,0,350,50,3
65,0,0,404701,4,5,1,0,0,400,6,0,3,0,350,10,3
66,0,0,404801,4,5,1,0,0,400,6,0,3,0,350,10,3
67,0,0,404901,4,5,1,0,0,400,6,0,3,0,350,50,3
68,0,0,405101,4,5,1,0,0,400,6,0,3,0,350,10,3
69,0,0,405301,4,5,2,0,0,400,6,0,3,0,350,11,3
70,0,0,405501,4,5,2,0,0,400,6,0,3,0,350,10,3
71,0,0,405701,4,5,2,0,0,400,6,0,3,0,350,9,3
72,0,0,405801,4,5,2,0,0,400,6,0,3,0,350,49,3
73,0,0,101101,3,6,1,0,0,117,0,0,14,0,15000,46,101101
74,0,100,101201,3,6,2,0,0,115,0,0,14,0,20000,34,101201
75,0,0,101301,3,9,2,0,0,113,0,0,14,0,15000,46,101301
76,0,500,101601,3,10,2,0,0,111,0,0,14,0,20000,34,101601
77,0,0,101701,3,11,1,0,0,110,0,0,13,1,10000,31,101801
78,0,0,101801,3,11,2,0,0,106,0,0,14,0,15000,32,101701
79,0,600,101901,3,11,2,0,0,104,0,0,14,0,25000,36,101901
80,0,0,102001,3,12,1,0,0,103,0,0,14,0,12000,30,102001
81,0,700,102301,3,12,2,0,0,100,0,0,14,0,25000,36,102301
82,0,0,202001,3,8,2,0,0,200,6,0,8,0,2000,37,503
83,0,0,202101,3,9,1,0,0,200,6,0,8,0,1900,25,501
84,0,0,202401,2,9,2,0,0,201,6,0,10,0,1750,22,503
85,0,0,202501,3,9,2,0,0,200,6,0,8,0,2000,28,503
86,0,0,202601,3,10,1,0,0,200,6,0,8,0,2000,28,502
87,0,0,202701,3,10,1,0,0,200,6,0,8,0,2000,28,503
88,0,0,202801,3,10,1,0,0,200,6,0,7,1,1800,23,502
89,0,0,202901,3,10,2,0,0,200,6,0,8,0,1900,25,501
90,0,0,203101,3,11,1,0,0,200,6,0,6,0,1900,24,504
91,0,0,203301,3,12,1,0,0,200,6,0,6,0,2000,26,504
92,0,0,203401,3,12,2,0,0,200,6,0,6,0,2000,28,501
93,0,0,303001,3,6,1,0,0,300,6,0,6,0,1500,20,403
94,0,0,303101,3,6,1,0,0,300,6,0,6,1,1000,16,403
95,0,0,303201,3,6,1,0,0,300,6,0,6,0,1500,20,402
96,0,0,303401,3,6,2,0,0,300,6,0,6,0,1250,18,401
97,0,0,303501,3,7,1,0,0,300,6,0,6,0,1250,18,401
98,0,0,303701,3,7,1,0,0,300,6,0,6,0,1000,16,405
99,0,0,303801,3,7,1,0,0,300,6,0,6,0,1500,20,403
100,0,0,303901,3,7,1,0,0,300,6,0,6,0,1500,20,403
101,0,0,304001,3,7,2,0,0,300,6,0,6,0,1250,18,402
102,0,0,304201,3,7,2,0,0,300,6,0,6,0,1250,18,401
103,0,0,304301,3,7,2,0,0,300,4,0,6,1,1000,16,402
104,0,0,304401,3,8,1,0,0,300,6,0,6,0,1500,20,403
105,0,0,304601,3,8,1,0,0,300,6,0,6,0,1250,18,402
106,0,0,304701,3,8,1,0,0,300,4,0,6,0,1000,16,405
107,0,0,304801,3,8,2,0,0,300,6,0,6,0,1250,18,401
108,0,0,305001,3,8,2,0,0,300,6,0,8,0,1500,20,401
109,0,0,305301,3,9,1,0,0,300,6,0,6,0,1500,20,403
110,0,0,305501,3,9,1,0,0,300,6,0,6,0,1250,18,402
111,0,0,305601,3,9,2,0,0,300,6,0,6,0,1000,16,405
112,0,0,305801,3,10,2,0,0,200,6,0,8,0,1900,25,502
113,0,0,306101,3,11,1,0,0,300,6,0,8,0,750,17,405
114,0,0,306201,3,11,1,0,0,300,6,0,8,0,1250,17,405
115,0,0,306301,3,11,1,0,0,300,6,0,6,0,1500,20,403
116,0,0,306601,3,11,2,0,0,300,6,0,6,0,1250,18,401
117,0,0,306701,3,12,1,0,0,300,6,0,6,0,1500,20,403
118,0,0,306801,3,12,1,0,0,300,6,0,6,0,1500,20,403
119,0,0,306901,3,12,1,0,0,300,6,0,6,0,1000,16,405
120,0,0,307001,3,12,1,0,0,300,6,0,6,1,1000,16,402
121,0,0,405901,3,6,2,0,0,400,6,0,3,0,350,9,3
122,0,0,406001,3,6,1,0,0,400,6,0,3,0,350,9,3
123,0,0,406101,3,6,2,0,0,400,6,0,3,0,350,49,3
124,0,0,406201,3,6,2,0,0,400,4,0,3,0,350,10,3
125,0,0,406301,3,6,2,0,0,400,6,0,3,0,350,49,3
126,0,0,406401,3,7,1,0,0,400,6,0,3,0,350,11,3
127,0,0,406501,3,7,1,0,0,400,4,0,3,0,350,9,3
129,0,0,406901,3,7,2,0,0,400,4,0,3,0,350,10,3
130,0,0,407101,3,8,1,0,0,400,4,0,3,0,350,50,3
131,0,0,407201,3,8,1,0,0,400,6,0,3,0,350,10,3
132,0,0,407301,3,8,1,0,0,400,6,0,3,0,350,9,3
133,0,0,407601,3,8,2,0,0,400,4,0,3,0,350,9,3
134,0,0,407901,3,8,2,0,0,400,4,0,3,0,350,10,3
135,0,0,408001,3,8,2,0,0,400,6,0,3,0,350,11,3
136,0,0,408101,3,8,2,0,0,400,6,0,3,0,350,49,3
137,0,0,408201,3,9,1,0,0,400,4,0,3,0,350,11,3
138,0,0,408401,3,9,1,0,0,400,6,0,3,0,350,10,3
139,0,0,408601,3,9,1,0,0,400,6,0,3,0,350,9,3
140,0,0,409001,3,9,2,0,0,400,6,0,3,0,350,49,3
141,0,0,409101,3,10,1,0,0,400,6,0,3,0,350,49,3
142,0,0,409201,3,10,1,0,0,400,6,0,3,0,350,10,3
143,0,0,409401,3,10,1,0,0,400,6,0,3,0,350,50,3
144,0,0,409501,3,10,1,0,0,400,6,0,3,0,350,49,3
145,0,0,409701,3,10,2,0,0,400,6,0,3,0,350,9,3
146,0,0,409801,3,10,2,0,0,400,6,0,3,0,350,10,3
147,0,0,410001,3,10,2,0,0,400,6,0,3,0,350,50,3
148,0,0,410101,3,10,2,0,0,400,6,0,3,0,350,49,3
149,0,0,410201,3,11,1,0,0,400,6,0,3,0,350,49,3
150,0,0,410401,3,11,2,0,0,400,6,0,3,0,350,50,3
151,0,0,410501,3,11,2,0,0,400,6,0,3,0,350,9,3
152,0,0,410601,3,11,2,0,0,400,4,0,3,0,350,10,3
153,0,0,410701,3,11,2,0,0,400,6,0,3,0,350,49,3
154,0,0,410801,3,11,2,0,0,400,6,0,3,0,350,9,3
155,0,0,410901,3,12,1,0,0,400,6,0,3,0,350,49,3
156,0,0,411001,3,12,1,0,0,400,6,0,3,0,350,10,3
157,0,0,411101,3,12,1,0,0,400,6,0,3,0,350,49,3
158,0,0,411201,3,12,1,0,0,400,6,0,3,0,350,10,3
159,0,0,411301,3,12,1,0,0,400,6,0,3,0,350,50,3
160,0,0,411501,3,12,2,0,0,400,6,0,3,0,350,9,3
161,0,0,411601,3,12,2,0,0,400,6,0,3,0,350,9,3
162,0,0,100401,2,4,1,0,0,130,0,0,11,1,4500,31,100401
163,0,900,100501,2,4,1,0,0,129,0,0,12,0,4500,32,100501
164,0,0,100701,2,5,1,0,0,128,0,0,12,0,5000,31,100701
165,0,0,100901,2,5,2,0,0,127,0,0,11,1,6000,32,100901
166,0,2200,101001,2,5,2,0,0,126,0,0,12,0,6000,35,101001
167,0,0,101401,2,10,2,0,0,124,0,0,11,1,7500,30,101401
168,0,200,101501,2,10,2,0,0,123,0,0,12,0,7500,33,101501
169,0,0,200601,2,3,1,0,0,202,6,0,10,0,1750,22,503
170,0,0,200801,2,3,1,0,0,202,6,0,9,1,1750,21,501
171,0,300,201001,2,3,2,0,0,202,6,0,10,0,1750,22,502
172,0,0,201301,2,4,1,0,0,202,6,0,10,0,1750,22,502
173,0,0,201501,2,4,2,0,0,202,6,0,9,1,1750,21,503
174,0,0,201601,2,4,2,0,0,202,6,0,10,0,1800,22,503
175,0,0,201701,2,5,1,0,0,202,6,0,10,0,1750,22,503
176,0,0,202201,2,9,1,0,0,201,6,0,9,1,1750,21,502
177,0,0,202301,2,9,2,0,0,201,6,0,10,0,1750,22,503
178,0,0,300301,2,1,1,0,0,302,6,0,10,0,1000,17,402
179,0,0,300401,2,1,1,0,0,302,6,0,9,1,750,15,402
180,0,800,300601,2,1,1,0,0,302,6,0,10,0,1000,17,403
181,0,0,300901,2,2,1,0,0,302,6,0,10,0,1000,17,402
182,0,0,301101,2,2,1,0,0,302,6,0,9,1,750,15,402
183,0,0,301201,2,2,1,0,0,302,6,0,10,0,1000,17,402
184,0,0,301601,2,4,1,0,0,302,6,0,10,0,1250,17,402
185,0,0,301801,2,3,1,0,0,202,6,0,9,1,1750,21,502
186,0,0,302101,2,3,2,0,0,302,6,0,10,0,1250,17,401
187,0,0,302201,2,3,2,0,0,302,6,0,9,1,750,15,402
188,0,0,302301,2,3,2,0,0,302,6,0,10,0,1250,17,402
189,0,0,303301,2,6,2,0,0,301,6,0,10,0,750,15,405
190,0,0,303601,2,7,1,0,0,301,6,0,10,0,1250,17,402
191,0,0,304501,2,8,1,0,0,301,4,0,10,0,1250,19,405
192,0,0,305401,2,9,1,0,0,301,6,0,9,1,1000,15,403
193,0,0,400201,2,1,1,0,0,402,6,0,3,0,350,48,3
194,0,0,400701,2,1,1,0,0,402,6,0,3,1,350,48,3
195,0,0,400901,2,1,2,0,0,402,6,0,3,0,350,48,3
196,0,0,401201,2,1,2,0,0,402,6,0,3,0,350,48,3
197,0,0,401401,2,2,1,0,0,402,6,0,3,1,350,48,3
198,0,0,401801,2,2,2,0,0,402,6,0,3,0,350,8,3
199,0,0,402001,2,2,2,0,0,402,6,0,3,0,350,48,3
200,0,0,402401,2,3,1,0,0,402,6,0,3,1,350,48,3
201,0,0,402501,2,3,1,0,0,402,6,0,3,0,350,6,3
202,0,0,402701,2,3,2,0,0,402,6,0,3,0,350,48,3
203,0,0,403201,2,2,2,0,0,402,6,0,3,0,350,48,3
204,0,0,403301,2,4,1,0,0,402,6,0,3,0,350,6,3
205,0,0,403501,2,4,1,0,0,402,6,0,3,1,350,48,3
206,0,0,403901,2,4,2,0,0,402,6,0,3,0,350,48,3
207,0,0,404201,2,4,2,0,0,402,6,0,3,0,350,6,3
208,0,0,404301,2,4,2,0,0,402,6,0,3,1,350,48,3
209,0,0,404501,2,5,1,0,0,402,6,0,3,0,350,48,3
210,0,0,405001,2,5,2,0,0,302,6,0,10,0,1250,17,401
211,0,0,405201,2,5,1,0,0,402,6,0,3,0,350,6,3
212,0,0,405401,2,5,2,0,0,402,6,0,3,0,350,8,3
213,0,0,405601,2,5,2,0,0,402,6,0,3,0,350,48,3
215,0,0,900880,2,1,1,0,0,800,0,0,1,0,0,1,2
216,0,0,900882,2,3,1,0,0,800,0,0,1,0,0,1,2
217,0,0,900884,2,4,1,0,0,800,0,0,1,0,0,1,2
220,0,0,900881,2,1,2,0,0,800,0,0,1,0,0,1,2
223,0,0,900940,2,1,1,0,0,800,0,0,1,0,0,1,2
224,0,0,900943,2,3,2,0,0,800,0,0,1,0,0,1,2
225,0,0,900944,2,4,1,0,0,800,0,0,1,0,0,1,2
227,0,0,900970,2,1,1,0,0,800,0,0,1,0,0,1,2
228,0,0,900971,2,3,1,0,0,800,0,0,1,0,0,1,2
229,0,0,900973,2,4,1,0,0,800,0,0,1,0,0,1,2
236,0,0,900991,2,3,1,0,0,800,0,0,1,0,0,1,2
239,0,0,901050,2,1,1,0,0,800,0,0,1,0,0,1,2
240,0,0,901052,2,3,1,0,0,800,0,0,1,0,0,1,2
241,0,0,901054,2,4,1,0,0,800,0,0,1,0,0,1,2
244,0,0,901080,2,1,1,0,0,800,0,0,1,0,0,1,2
246,0,0,901081,2,3,1,0,0,800,0,0,1,0,0,1,2
247,0,0,901083,2,4,1,0,0,800,0,0,1,0,0,1,2
260,0,0,900990,2,1,2,0,0,800,0,0,1,0,0,1,2
261,0,0,900941,2,1,2,0,0,800,0,0,1,0,0,1,2
266,0,0,902431,2,2,2,0,0,800,0,0,1,0,0,1,2
267,0,0,902461,2,2,2,0,0,800,0,0,1,0,0,1,2
268,0,0,902491,2,2,2,0,0,800,0,0,1,0,0,1,2
270,0,0,902511,2,2,2,0,0,800,0,0,1,0,0,1,2
271,0,0,902551,2,2,2,0,0,800,0,0,1,0,0,1,2
272,0,0,902481,2,2,2,0,0,800,0,0,1,0,0,1,2
274,0,0,900942,2,3,1,0,0,800,0,0,1,0,0,1,2
275,0,0,900972,2,3,2,0,0,800,0,0,1,0,0,1,2
276,0,0,900883,2,3,2,0,0,800,0,0,1,0,0,1,2
278,0,0,901053,2,3,2,0,0,800,0,0,1,0,0,1,2
279,0,0,900992,2,3,2,0,0,800,0,0,1,0,0,1,2
280,0,0,901082,2,3,2,0,0,800,0,0,1,0,0,1,2
281,0,0,902571,2,4,2,0,0,800,0,0,1,0,0,1,2
282,0,0,902494,2,5,2,0,0,800,0,0,1,0,0,1,2
283,0,0,902434,2,5,2,0,0,800,0,0,1,0,0,1,2
284,0,0,902464,2,5,2,0,0,800,0,0,1,0,0,1,2
285,0,0,902484,2,5,2,0,0,800,0,0,1,0,0,1,2
286,0,0,902514,2,5,2,0,0,800,0,0,1,0,0,1,2
287,0,0,902532,2,5,2,0,0,800,0,0,1,0,0,1,2
291,0,0,902466,2,6,2,0,0,800,0,0,1,0,0,1,2
292,0,0,902556,2,6,2,0,0,800,0,0,1,0,0,1,2
293,0,0,902486,2,6,2,0,0,800,0,0,1,0,0,1,2
294,0,0,902496,2,6,2,0,0,800,0,0,1,0,0,1,2
295,0,0,902436,2,6,2,0,0,800,0,0,1,0,0,1,2
296,0,0,902454,2,6,2,0,0,800,0,0,1,0,0,1,2
297,0,0,902574,2,6,2,0,0,800,0,0,1,0,0,1,2
298,0,0,904050,1,7,1,0,0,800,0,0,1,0,0,1,2
299,0,0,904000,2,7,1,0,0,800,0,0,1,0,0,1,2
300,0,0,903981,2,7,2,0,0,800,0,0,1,0,0,1,2
303,0,0,903941,2,7,2,0,0,800,0,0,1,0,0,1,2
304,0,0,904101,1,7,2,0,0,800,0,0,1,0,0,1,2
305,0,0,904061,1,7,2,0,0,800,0,0,1,0,0,1,2
306,0,0,904001,2,7,2,0,0,800,0,0,1,0,0,1,2
308,0,0,903961,2,7,2,0,0,800,0,0,1,0,0,1,2
309,0,0,904021,2,7,2,0,0,800,0,0,1,0,0,1,2
310,0,0,903471,2,8,2,0,0,800,0,0,1,0,0,1,2
311,0,0,903411,2,8,2,0,0,800,0,0,1,0,0,1,2
314,0,0,903451,2,8,2,0,0,800,0,0,1,0,0,1,2
315,0,0,903611,1,8,2,0,0,800,0,0,1,0,0,1,2
316,0,0,903531,1,8,2,0,0,800,0,0,1,0,0,1,2
317,0,0,903491,2,8,2,0,0,800,0,0,1,0,0,1,2
319,0,0,903430,2,8,2,0,0,800,0,0,1,0,0,1,2
320,0,0,903591,1,8,2,0,0,800,0,0,1,0,0,1,2
321,0,0,903381,2,8,2,0,0,800,0,0,1,0,0,1,2
322,0,0,901021,1,9,2,0,0,800,0,0,1,0,0,1,2
323,0,0,900891,1,9,2,0,0,800,0,0,1,0,0,1,2
324,0,0,901071,1,9,2,0,0,800,0,0,1,0,0,1,2
326,0,0,900951,1,9,2,0,0,800,0,0,1,0,0,1,2
328,0,0,900931,1,9,2,0,0,800,0,0,1,0,0,1,2
330,0,0,902611,1,10,2,0,0,800,0,0,1,0,0,1,2
331,0,0,902592,1,10,2,0,0,800,0,0,1,0,0,1,2
334,0,0,902641,1,10,2,0,0,800,0,0,1,0,0,1,2
335,0,0,902681,1,10,2,0,0,800,0,0,1,0,0,1,2
337,0,0,902661,1,10,2,0,0,800,0,0,1,0,0,1,2
339,0,0,902622,1,10,2,0,0,800,0,0,1,0,0,1,2
341,0,0,902613,1,11,2,0,0,800,0,0,1,0,0,1,2
342,0,0,902582,1,11,2,0,0,800,0,0,1,0,0,1,2
344,0,0,902594,1,11,2,0,0,800,0,0,1,0,0,1,2
345,0,0,902624,1,11,2,0,0,800,0,0,1,0,0,1,2
347,0,0,902663,1,11,2,0,0,800,0,0,1,0,0,1,2
351,0,0,901023,1,12,2,0,0,800,0,0,1,0,0,1,2
352,0,0,900933,1,12,2,0,0,800,0,0,1,0,0,1,2
353,0,0,900953,1,12,2,0,0,800,0,0,1,0,0,1,2
356,0,0,900893,1,12,2,0,0,800,0,0,1,0,0,1,2
357,0,0,901073,1,12,2,0,0,800,0,0,1,0,0,1,2
361,0,0,901042,1,12,2,0,0,800,0,0,1,0,0,1,2
362,0,0,901051,2,1,2,0,0,800,0,0,1,0,0,1,2
363,0,0,902554,2,5,2,0,0,800,0,0,1,0,0,1,2
398,0,0,902430,2,2,1,0,0,800,0,0,1,0,0,1,2
399,0,0,902432,2,4,2,0,0,800,0,0,1,0,0,1,2
400,0,0,902433,2,5,1,0,0,800,0,0,1,0,0,1,2
401,0,0,902435,2,6,1,0,0,800,0,0,1,0,0,1,2
404,0,0,902450,2,2,1,0,0,800,0,0,1,0,0,1,2
405,0,0,902451,2,4,2,0,0,800,0,0,1,0,0,1,2
406,0,0,902452,2,5,2,0,0,800,0,0,1,0,0,1,2
407,0,0,902453,2,6,1,0,0,800,0,0,1,0,0,1,2
408,0,0,902460,2,2,1,0,0,800,0,0,1,0,0,1,2
409,0,0,902462,2,4,2,0,0,800,0,0,1,0,0,1,2
410,0,0,902463,2,5,1,0,0,800,0,0,1,0,0,1,2
411,0,0,902465,2,6,1,0,0,800,0,0,1,0,0,1,2
417,0,0,902480,2,2,1,0,0,800,0,0,1,0,0,1,2
418,0,0,902482,2,4,2,0,0,800,0,0,1,0,0,1,2
419,0,0,902483,2,5,1,0,0,800,0,0,1,0,0,1,2
420,0,0,902485,2,6,1,0,0,800,0,0,1,0,0,1,2
422,0,0,902490,2,2,1,0,0,800,0,0,1,0,0,1,2
423,0,0,902492,2,4,2,0,0,800,0,0,1,0,0,1,2
424,0,0,902493,2,5,1,0,0,800,0,0,1,0,0,1,2
425,0,0,902495,2,6,1,0,0,800,0,0,1,0,0,1,2
430,0,0,902510,2,2,1,0,0,800,0,0,1,0,0,1,2
431,0,0,902512,2,4,2,0,0,800,0,0,1,0,0,1,2
432,0,0,902513,2,5,1,0,0,800,0,0,1,0,0,1,2
433,0,0,902515,2,6,2,0,0,800,0,0,1,0,0,1,2
437,0,0,902530,2,4,2,0,0,800,0,0,1,0,0,1,2
438,0,0,902531,2,5,1,0,0,800,0,0,1,0,0,1,2
439,0,0,902533,2,6,1,0,0,800,0,0,1,0,0,1,2
442,0,0,902550,2,2,1,0,0,800,0,0,1,0,0,1,2
443,0,0,902552,2,4,2,0,0,800,0,0,1,0,0,1,2
444,0,0,902553,2,5,1,0,0,800,0,0,1,0,0,1,2
445,0,0,902555,2,6,1,0,0,800,0,0,1,0,0,1,2
446,0,0,902560,2,5,1,0,0,800,0,0,1,0,0,1,2
448,0,0,902570,2,2,1,0,0,800,0,0,1,0,0,1,2
449,0,0,902572,2,5,2,0,0,800,0,0,1,0,0,1,2
450,0,0,902573,2,6,1,0,0,800,0,0,1,0,0,1,2
538,0,0,903380,2,8,1,0,0,800,0,0,1,0,0,1,2
548,0,0,903410,2,8,1,0,0,800,0,0,1,0,0,1,2
556,0,0,903440,2,8,1,0,0,800,0,0,1,0,0,1,2
560,0,0,903450,2,8,1,0,0,800,0,0,1,0,0,1,2
561,0,0,901022,1,12,1,0,0,800,0,0,1,0,0,1,2
565,0,0,903470,2,8,1,0,0,800,0,0,1,0,0,1,2
574,0,0,903490,2,8,1,0,0,800,0,0,1,0,0,1,2
581,0,0,903520,2,8,2,0,0,800,0,0,1,0,0,1,2
603,0,0,903940,2,7,1,0,0,800,0,0,1,0,0,1,2
606,0,0,903960,2,7,1,0,0,800,0,0,1,0,0,1,2
610,0,0,903980,2,7,1,0,0,800,0,0,1,0,0,1,2
618,0,0,904020,2,7,1,0,0,800,0,0,1,0,0,1,2
622,0,0,904040,2,7,1,0,0,800,0,0,1,0,0,1,2
623,0,0,102101,1,12,1,0,0,133,0,0,5,1,1000,27,102101
624,0,0,102201,1,12,1,0,0,132,0,0,5,0,1000,29,102201
625,0,0,102401,1,12,2,0,0,131,0,0,5,0,1000,29,102401
626,0,0,203001,1,11,1,0,0,203,6,0,4,0,375,17,501
627,0,0,203201,1,11,1,0,0,203,6,0,4,0,375,17,502
628,0,0,304101,1,7,2,0,0,303,6,0,4,0,350,13,401
629,0,0,304901,1,8,2,0,0,303,6,0,4,0,350,13,402
630,0,0,305101,1,9,1,0,0,303,4,0,4,0,350,13,402
631,0,0,305201,1,9,1,0,0,303,6,0,4,0,350,13,401
632,0,0,305701,1,10,1,0,0,303,6,0,4,0,350,14,402
633,0,0,305901,1,10,2,0,0,303,6,0,4,1,350,12,402
634,0,0,306001,1,11,1,0,0,303,6,0,4,1,350,12,401
635,0,0,306401,1,11,2,0,0,303,6,0,4,0,350,14,402
636,0,0,306501,1,11,2,0,0,303,6,0,4,0,350,14,403
637,0,0,406801,1,7,2,0,0,403,6,0,3,0,350,5,3
638,0,0,407001,1,8,1,0,0,403,6,0,3,0,350,5,3
639,0,0,407401,1,8,1,0,0,403,6,0,3,0,350,5,3
640,0,0,407501,1,8,1,0,0,403,4,0,3,0,350,5,3
641,0,0,407701,1,8,2,0,0,403,4,0,3,0,350,5,3
643,0,0,408301,1,9,1,0,0,403,6,0,3,0,350,5,3
644,0,0,408501,1,9,1,0,0,403,6,0,3,0,350,5,3
645,0,0,408701,1,9,2,0,0,403,6,0,3,0,350,5,3
646,0,0,408801,1,9,2,0,0,403,6,0,3,0,350,5,3
647,0,0,408901,1,9,2,0,0,403,6,0,3,0,350,5,3
648,0,0,409301,1,10,1,0,0,403,6,0,3,0,350,5,3
649,0,0,409601,1,10,2,0,0,403,6,0,3,0,350,45,3
650,0,0,409901,1,10,2,0,0,403,6,0,3,0,350,45,3
651,0,0,410301,1,11,1,0,0,403,4,0,3,0,350,5,3
652,0,0,411401,1,12,2,0,0,403,6,0,3,0,350,5,3
653,0,0,900890,1,9,1,0,0,800,0,0,1,0,0,1,2
656,0,0,900892,1,12,1,0,0,800,0,0,1,0,0,1,2
660,0,0,900930,1,9,1,0,0,800,0,0,1,0,0,1,2
661,0,0,900932,1,12,1,0,0,800,0,0,1,0,0,1,2
662,0,0,900950,1,9,1,0,0,800,0,0,1,0,0,1,2
663,0,0,900952,1,12,1,0,0,800,0,0,1,0,0,1,2
666,0,0,901020,1,9,1,0,0,800,0,0,1,0,0,1,2
669,0,0,901040,1,9,2,0,0,800,0,0,1,0,0,1,2
670,0,0,901041,1,12,1,0,0,800,0,0,1,0,0,1,2
671,0,0,901070,1,9,1,0,0,800,0,0,1,0,0,1,2
673,0,0,901072,1,12,1,0,0,800,0,0,1,0,0,1,2
676,0,1002,901110,1,6,2,0,0,900,0,0,1,0,0,3,1
685,0,1003,901210,1,6,2,0,0,900,0,0,1,0,0,3,1
689,0,1004,901240,1,6,2,0,0,900,0,0,1,0,0,3,1
806,0,0,902580,1,10,1,0,0,800,0,0,1,0,0,1,2
807,0,0,902581,1,11,1,0,0,800,0,0,1,0,0,1,2
