id,story_event_id,chara_id,rarity,support_card_id,limit_0,limit_1,limit_2,limit_3,limit_4,start_date,end_date
163,1011,1033,1,0,3,5,7,10,12,1645671600,1646621999
164,1011,1058,1,0,3,5,7,10,12,1645671600,1646621999
165,1011,1015,1,0,3,5,7,10,12,1645671600,1646621999
166,1011,1074,1,0,5,7,9,12,15,1645671600,1646621999
167,1011,1077,1,0,5,7,9,12,15,1645671600,1646621999
168,1011,1074,3,30087,20,23,26,30,35,1645671600,1646621999
169,1011,1001,2,20043,13,16,19,23,28,1645671600,1646621999
170,1012,1017,3,30090,30,32,35,40,45,1648522800,1649645999
171,1012,1070,3,30091,30,32,35,40,45,1648522800,1649645999
172,1012,1020,3,30008,10,13,16,20,25,1648522800,1649645999
173,1012,1020,3,30055,10,13,16,20,25,1648522800,1649645999
174,1012,1036,3,30013,10,13,16,20,25,1648522800,1649645999
175,1012,1005,2,20001,7,9,12,15,18,1648522800,1649645999
176,1012,1070,2,20038,7,9,12,15,18,1648522800,1649645999
177,1012,1020,1,10014,3,5,7,10,12,1648522800,1649645999
178,1012,1005,1,10049,3,5,7,10,12,1648522800,1649645999
179,1012,1070,1,10071,3,5,7,10,12,1648522800,1649645999
180,1012,1017,1,10013,3,5,7,10,12,1648522800,1649645999
181,1012,1036,1,10037,3,5,7,10,12,1648522800,1649645999
185,1012,1036,3,30092,20,23,26,30,35,1648522800,1649645999
186,1013,1053,3,30094,30,32,35,40,45,1651114800,1652151599
187,1013,1042,3,30095,30,32,35,40,45,1651114800,1652151599
188,1013,1053,3,30042,10,13,16,20,25,1651114800,1652151599
189,1013,1060,3,30054,10,13,16,20,25,1651114800,1652151599
190,1013,1061,3,30056,10,13,16,20,25,1651114800,1652151599
191,1013,1039,3,30039,10,13,16,20,25,1651114800,1652151599
192,1013,1042,2,20029,7,9,12,15,18,1651114800,1652151599
193,1013,1060,2,20019,7,9,12,15,18,1651114800,1652151599
194,1013,1060,2,20026,7,9,12,15,18,1651114800,1652151599
195,1013,1061,2,20020,7,9,12,15,18,1651114800,1652151599
196,1013,1053,1,10065,3,5,7,10,12,1651114800,1652151599
197,1013,1042,1,10061,3,5,7,10,12,1651114800,1652151599
198,1013,1060,1,10047,3,5,7,10,12,1651114800,1652151599
199,1013,1061,1,10048,3,5,7,10,12,1651114800,1652151599
200,1013,1039,1,10063,3,5,7,10,12,1651114800,1652151599
201,1013,1039,3,30096,20,23,26,30,35,1651114800,1652151599
202,1014,1052,3,30098,30,32,35,40,45,1653879600,1654829999
203,1014,1063,3,30099,30,32,35,40,45,1653879600,1654829999
204,1014,1052,3,30019,10,13,16,20,25,1653879600,1654829999
205,1014,1038,3,30068,10,13,16,20,25,1653879600,1654829999
206,1014,1022,3,30010,10,13,16,20,25,1653879600,1654829999
207,1014,1030,3,30023,10,13,16,20,25,1653879600,1654829999
208,1014,1030,3,30034,10,13,16,20,25,1653879600,1654829999
209,1014,1063,3,30063,10,13,16,20,25,1653879600,1654829999
210,1014,1038,2,20044,7,9,12,15,18,1653879600,1654829999
211,1014,1022,2,20037,7,9,12,15,18,1653879600,1654829999
212,1014,1063,2,20025,7,9,12,15,18,1653879600,1654829999
213,1014,1052,1,10020,3,5,7,10,12,1653879600,1654829999
214,1014,1063,1,10053,3,5,7,10,12,1653879600,1654829999
215,1014,1038,1,10073,3,5,7,10,12,1653879600,1654829999
216,1014,1022,1,10028,3,5,7,10,12,1653879600,1654829999
217,1014,1030,1,10015,3,5,7,10,12,1653879600,1654829999
218,1014,1030,3,30100,20,23,26,30,35,1653879600,1654829999
219,1015,1014,3,30102,30,32,35,40,45,1656558000,1657508399
220,1015,1062,3,30103,30,32,35,40,45,1656558000,1657508399
221,1015,1010,3,30053,10,13,16,20,25,1656558000,1657508399
222,1015,1014,3,30007,10,13,16,20,25,1656558000,1657508399
223,1015,1062,3,30030,10,13,16,20,25,1656558000,1657508399
224,1015,1059,3,30041,10,13,16,20,25,1656558000,1657508399
225,1015,1047,3,30065,10,13,16,20,25,1656558000,1657508399
226,1015,1059,2,20018,7,9,12,15,18,1656558000,1657508399
227,1015,1047,2,20028,7,9,12,15,18,1656558000,1657508399
228,1015,1010,1,10008,3,5,7,10,12,1656558000,1657508399
229,1015,1014,1,10011,3,5,7,10,12,1656558000,1657508399
230,1015,1059,1,10046,3,5,7,10,12,1656558000,1657508399
231,1015,1062,1,10057,3,5,7,10,12,1656558000,1657508399
232,1015,1047,1,10059,3,5,7,10,12,1656558000,1657508399
234,1015,1047,3,30104,20,23,26,30,35,1656558000,1657508399
235,1016,1004,3,30107,30,32,35,40,45,1659063600,1660100399
236,1016,1049,3,30108,30,32,35,40,45,1659063600,1660100399
237,1016,1007,3,30004,10,13,16,20,25,1659063600,1660100399
238,1016,1013,3,30022,10,13,16,20,25,1659063600,1660100399
239,1016,1069,3,30038,10,13,16,20,25,1659063600,1660100399
240,1016,1049,3,30043,10,13,16,20,25,1659063600,1660100399
241,1016,1007,3,30057,10,13,16,20,25,1659063600,1660100399
242,1016,1004,1,10004,3,5,7,10,12,1659063600,1660100399
243,1016,1007,1,10006,3,5,7,10,12,1659063600,1660100399
244,1016,1013,1,10010,3,5,7,10,12,1659063600,1660100399
245,1016,1049,1,10067,3,5,7,10,12,1659063600,1660100399
246,1016,1069,1,10062,3,5,7,10,12,1659063600,1660100399
247,1016,1069,3,30109,20,23,26,30,35,1659063600,1660100399
248,1017,1003,3,30111,30,32,35,40,45,1661742000,1662951599
249,1017,1066,3,30112,30,32,35,40,45,1661742000,1662951599
250,1017,1003,3,30003,10,13,16,20,25,1661742000,1662951599
251,1017,1035,3,30012,10,13,16,20,25,1661742000,1662951599
252,1017,1066,3,30026,10,13,16,20,25,1661742000,1662951599
253,1017,1035,3,30033,10,13,16,20,25,1661742000,1662951599
254,1017,1035,3,30046,10,13,16,20,25,1661742000,1662951599
255,1017,1003,3,30058,10,13,16,20,25,1661742000,1662951599
256,1017,1066,3,30060,10,13,16,20,25,1661742000,1662951599
257,1017,1023,3,30061,10,13,16,20,25,1661742000,1662951599
258,1017,1050,3,30073,10,13,16,20,25,1661742000,1662951599
259,1017,1023,2,20006,7,9,12,15,18,1661742000,1662951599
260,1017,1050,2,20014,7,9,12,15,18,1661742000,1662951599
261,1017,1003,2,20047,7,9,12,15,18,1661742000,1662951599
262,1017,1003,1,10003,3,5,7,10,12,1661742000,1662951599
263,1017,1035,1,10016,3,5,7,10,12,1661742000,1662951599
264,1017,1023,1,10029,3,5,7,10,12,1661742000,1662951599
265,1017,1050,1,10040,3,5,7,10,12,1661742000,1662951599
266,1017,1066,1,10051,3,5,7,10,12,1661742000,1662951599
267,1017,1023,3,30113,20,23,26,30,35,1661742000,1662951599
268,1018,1064,3,30115,30,32,35,40,45,1664420400,1665457199
269,1018,1065,3,30116,30,32,35,40,45,1664420400,1665457199
270,1018,1058,3,30079,10,13,16,20,25,1664420400,1665457199
271,1018,1019,3,30085,10,13,16,20,25,1664420400,1665457199
272,1018,1064,3,30027,10,13,16,20,25,1664420400,1665457199
273,1018,1065,3,30071,10,13,16,20,25,1664420400,1665457199
274,1018,1058,2,20017,7,9,12,15,18,1664420400,1665457199
275,1018,1019,2,20005,7,9,12,15,18,1664420400,1665457199
276,1018,1043,2,20031,7,9,12,15,18,1664420400,1665457199
277,1018,1065,2,20024,7,9,12,15,18,1664420400,1665457199
278,1018,1058,1,10045,3,5,7,10,12,1664420400,1665457199
279,1018,1019,1,10026,3,5,7,10,12,1664420400,1665457199
280,1018,1043,1,10066,3,5,7,10,12,1664420400,1665457199
281,1018,1064,1,10054,3,5,7,10,12,1664420400,1665457199
282,1018,1065,1,10052,3,5,7,10,12,1664420400,1665457199
283,1018,1043,3,30117,20,23,26,30,35,1664420400,1665457199
284,1019,1072,3,30120,30,32,35,40,45,1666926000,1667962799
285,1019,1006,3,30146,30,32,35,40,45,1666926000,1667962799
286,1019,1021,3,30064,10,13,16,20,25,1666926000,1667962799
287,1019,1072,3,30032,10,13,16,20,25,1666926000,1667962799
288,1019,1006,3,30024,10,13,16,20,25,1666926000,1667962799
289,1019,1021,3,30009,10,13,16,20,25,1666926000,1667962799
290,1019,1006,2,20048,7,9,12,15,18,1666926000,1667962799
291,1019,1071,2,20034,7,9,12,15,18,1666926000,1667962799
292,1019,1034,2,20032,7,9,12,15,18,1666926000,1667962799
293,1019,1021,2,20022,7,9,12,15,18,1666926000,1667962799
294,1019,1006,1,10005,3,5,7,10,12,1666926000,1667962799
295,1019,1021,1,10027,3,5,7,10,12,1666926000,1667962799
296,1019,1034,1,10068,3,5,7,10,12,1666926000,1667962799
297,1019,1071,1,10069,3,5,7,10,12,1666926000,1667962799
298,1019,1072,1,10058,3,5,7,10,12,1666926000,1667962799
299,1019,1071,3,30119,20,23,26,30,35,1666926000,1667962799
300,1020,1016,3,30123,30,32,35,40,45,1669604400,1670813999
301,1020,1018,3,30124,30,32,35,40,45,1669604400,1670813999
302,1020,1076,1,10085,5,7,9,12,15,1669604400,1670813999
303,1020,1008,3,30005,10,13,16,20,25,1669604400,1670813999
304,1020,1016,3,30044,10,13,16,20,25,1669604400,1670813999
305,1020,1009,3,30047,10,13,16,20,25,1669604400,1670813999
306,1020,1016,3,30069,10,13,16,20,25,1669604400,1670813999
307,1020,1009,3,30093,10,13,16,20,25,1669604400,1670813999
308,1020,1018,3,30106,10,13,16,20,25,1669604400,1670813999
309,1020,1009,2,20002,7,9,12,15,18,1669604400,1670813999
310,1020,1018,2,20004,7,9,12,15,18,1669604400,1670813999
311,1020,1008,2,20039,7,9,12,15,18,1669604400,1670813999
312,1020,1008,1,10007,3,5,7,10,12,1669604400,1670813999
313,1020,1009,1,10023,3,5,7,10,12,1669604400,1670813999
314,1020,1018,1,10025,3,5,7,10,12,1669604400,1670813999
315,1020,1016,1,10072,3,5,7,10,12,1669604400,1670813999
316,1020,1076,3,30125,20,23,26,30,35,1669604400,1670813999
317,1021,1001,3,30127,30,32,35,40,45,1672282800,1673319599
318,1021,1044,3,30128,30,32,35,40,45,1672282800,1673319599
319,1021,1001,3,30001,10,13,16,20,25,1672282800,1673319599
320,1021,1011,3,30006,10,13,16,20,25,1672282800,1673319599
321,1021,1001,3,30025,10,13,16,20,25,1672282800,1673319599
322,1021,1068,3,30028,10,13,16,20,25,1672282800,1673319599
323,1021,1067,3,30029,10,13,16,20,25,1672282800,1673319599
324,1021,1044,3,30045,10,13,16,20,25,1672282800,1673319599
325,1021,1067,3,30088,10,13,16,20,25,1672282800,1673319599
326,1021,1001,3,30105,10,13,16,20,25,1672282800,1673319599
327,1021,1044,2,20023,7,9,12,15,18,1672282800,1673319599
328,1021,1001,2,20043,7,9,12,15,18,1672282800,1673319599
329,1021,1044,2,20046,7,9,12,15,18,1672282800,1673319599
330,1021,1001,1,10001,3,5,7,10,12,1672282800,1673319599
331,1021,1011,1,10009,3,5,7,10,12,1672282800,1673319599
332,1021,1044,1,10050,3,5,7,10,12,1672282800,1673319599
333,1021,1068,1,10055,3,5,7,10,12,1672282800,1673319599
334,1021,1067,1,10056,3,5,7,10,12,1672282800,1673319599
335,1021,1011,3,30129,20,23,26,30,35,1672282800,1673319599
336,1022,1055,3,30131,30,32,35,40,45,1675047600,1676257199
337,1022,1054,3,30132,30,32,35,40,45,1675047600,1676257199
338,1022,1031,3,30011,10,13,16,20,25,1675047600,1676257199
339,1022,1054,3,30020,10,13,16,20,25,1675047600,1676257199
340,1022,1028,3,30040,10,13,16,20,25,1675047600,1676257199
341,1022,1027,3,30048,10,13,16,20,25,1675047600,1676257199
342,1022,1055,3,30074,10,13,16,20,25,1675047600,1676257199
343,1022,1055,3,30089,10,13,16,20,25,1675047600,1676257199
344,1022,1027,2,20010,7,9,12,15,18,1675047600,1676257199
345,1022,1055,2,20015,7,9,12,15,18,1675047600,1676257199
346,1022,1031,2,20030,7,9,12,15,18,1675047600,1676257199
347,1022,1027,2,20040,7,9,12,15,18,1675047600,1676257199
348,1022,1027,1,10033,3,5,7,10,12,1675047600,1676257199
349,1022,1031,1,10035,3,5,7,10,12,1675047600,1676257199
350,1022,1054,1,10042,3,5,7,10,12,1675047600,1676257199
351,1022,1055,1,10043,3,5,7,10,12,1675047600,1676257199
352,1022,1028,1,10064,3,5,7,10,12,1675047600,1676257199
353,1022,1028,3,30133,20,23,26,30,35,1675047600,1676257199
354,1023,1086,3,30134,30,32,35,40,45,1677207600,1678417199
355,1023,1094,2,20056,17,20,23,27,32,1677207600,1678417199
356,1023,1059,2,20057,17,20,23,27,32,1677207600,1678417199
357,1023,1017,2,20058,17,20,23,27,32,1677207600,1678417199
358,1023,1032,2,20059,17,20,23,27,32,1677207600,1678417199
359,1023,1086,1,10088,5,7,9,12,15,1677207600,1678417199
360,1023,1094,1,10089,5,7,9,12,15,1677207600,1678417199
361,1023,1104,1,10091,5,7,9,12,15,1677207600,1678417199
362,1023,1057,1,10078,3,5,7,10,12,1677207600,1678417199
363,1023,1057,3,30097,10,13,16,20,25,1677207600,1678417199
364,1023,1066,1,10051,3,5,7,10,12,1677207600,1678417199
365,1023,1066,3,30026,10,13,16,20,25,1677207600,1678417199
366,1023,1066,3,30060,10,13,16,20,25,1677207600,1678417199
367,1023,1066,3,30112,10,13,16,20,25,1677207600,1678417199
368,1023,1059,1,10046,3,5,7,10,12,1677207600,1678417199
369,1023,1059,2,20018,7,9,12,15,18,1677207600,1678417199
370,1023,1059,3,30041,10,13,16,20,25,1677207600,1678417199
371,1023,1017,1,10013,3,5,7,10,12,1677207600,1678417199
372,1023,1017,3,30090,10,13,16,20,25,1677207600,1678417199
373,1023,1017,3,30067,10,13,16,20,25,1677207600,1678417199
374,1023,1032,1,10036,3,5,7,10,12,1677207600,1678417199
375,1023,1032,2,20012,7,9,12,15,18,1677207600,1678417199
376,1023,1032,3,30101,10,13,16,20,25,1677207600,1678417199
377,1023,1104,3,30135,20,23,26,30,35,1677207600,1678417199
