id,group_id,message,voice,per,message_group,omit_tag
2010,150010,みごと勝利してダービーウマ娘の\n夢を掴んでほしいですね,%w_0.3|0000010,100,0,0
2011,150011,そのスピードを見せつけて\n春のマイル王に輝いてほしいですね,%w_0.3|0000011,100,0,0
2012,150012,もっとも多くのファンの夢を背負っていますから\nみごとグランプリウマ娘に輝いてほしいですね,%w_0.3|0000012,100,0,0
2013,150013,人気に応えて秋のスプリント王者の座を\n掴んでほしいですね,%w_0.3|0000013,100,0,0
2014,150014,トリプルティアラの三冠目\nその素晴らしい走りを開花させてほしいですね,%w_0.3|0000014,100,0,0
2015,150015,クラシック三冠路線の終着点\nここを勝って世代最強を証明してほしいですね,%w_0.3|0000015,100,0,0
2016,150016,中距離路線の頂点に立つ走りで\n秋の盾を手にしてほしいですね,%w_0.3|0000016,100,0,0
2017,150017,女王の栄冠を掴むだけの\n実力は充分に持っていますよ,%w_0.3|0000017,100,0,0
2018,150018,現役屈指のスピードで\n最強のマイル王に輝いてほしいですね,%w_0.3|0000018,100,0,0
2019,150019,日本を代表する圧巻の走りを\n見せつけてほしいですね,%w_0.3|0000019,100,0,0
2020,150020,ダート最強の走りで\nみごとチャンピオンに輝いてほしいですね,%w_0.3|0000020,100,0,0
2021,150021,来年のティアラ路線に向けて\n新たな女王の誕生を期待したいですね,%w_0.3|0000021,100,0,0
2022,150022,来年のクラシック路線を見据えて\n力を示してほしいですね,%w_0.3|0000022,100,0,0
2023,150023,今年最後の大一番で名実ともに\n最強のグランプリウマ娘となってほしいですね,%w_0.3|0000023,100,0,0
2024,150024,クラシック路線につながる\n大きな一歩を踏み出してほしいですね,%w_0.3|0000024,100,0,0
2025,150025,上半期ダート路線の総決算\n王者にふさわしい走りを見せてほしいですね,%w_0.3|0000025,100,0,0
2026,150026,ここ大井で、ダート界の新星誕生を期待したいですね,%w_0.3|0000026,100,0,0
2027,150027,ダート界のヒロインとして輝く\n素晴らしい走りを見せてほしいですね,%w_0.3|0000027,100,0,0
2028,150028,ダート界最速ウマ娘の実力を\n見せつけてほしいですね,%w_0.3|0000028,100,0,0
2029,150029,ダート路線最強の実力をここで証明してほしいですね,%w_0.3|0000029,100,0,0
2030,150030,暮れの大井で今年のダート路線を締めくくる\n走りを期待したいですね,%w_0.3|0000030,100,0,0
2031,150031,これ以上ない仕上がりですね,%w_0.3|0000031,100,0,0
2032,150032,いい感じに気合いが乗っていますね,%w_0.3|0000032,100,0,0
2033,150033,まずまずの仕上がりですね,%w_0.3|0000033,100,0,0
2034,150034,ちょっと元気がないですね,%w_0.3|0000034,100,0,0
2035,150035,レースに気持ちが向いていないですね,%w_0.3|0000035,100,0,0
2036,150036,芝のコースで力を十分発揮できそうですね,%w_0.3|0000036,100,0,0
2037,150037,ダートでパワフルな走りが期待できますね,%w_0.3|0000037,100,0,0
2038,150038,芝で本領を発揮できるかどうかちょっと不安ですね,%w_0.3|0000038,100,0,0
2039,150039,ダートコースはこの娘にとってはどうでしょうか,%w_0.3|0000039,100,0,0
2040,150040,この娘の持久力を見せつけるには絶好の舞台ですよ,%w_0.3|0000040,100,0,0
2041,150041,王道の距離で好走が期待できますね,%w_0.3|0000041,100,0,0
2042,150042,相性抜群のマイルで\n素晴らしい走りを期待したいですね,%w_0.3|0000042,100,0,0
2043,150043,短距離戦にぴったりの瞬発力がこの娘の持ち味ですよ,%w_0.3|0000043,100,0,0
2044,150044,この娘にとっては過酷な距離のレースですね,%w_0.3|0000044,100,0,0
2045,150045,中距離レースの流れに上手く乗れるかどうか不安です,%w_0.3|0000045,100,0,0
2046,150046,マイルのペースが合うかどうか心配ですね,%w_0.3|0000046,100,0,0
2047,150047,短距離の忙しい展開がこの娘に合うでしょうか,%w_0.3|0000047,100,0,0
2048,150048,後方からの豪快な追い込みを見せてほしいですね,%w_0.3|0000048,100,0,0
2049,150049,この娘の鋭い差し脚が炸裂するか、期待しましょう,%w_0.3|0000049,100,0,0
2050,150050,前目につける先行策で勝利をつかんでほしいですね,%w_0.3|0000050,100,0,0
2051,150051,逃げを打って\nこの娘のペースに持ち込めれば強いですよ,%w_0.3|0000051,100,0,0
2052,150052,後方待機策だとちょっと届かないかもしれないですね,%w_0.3|0000052,100,0,0
2053,150053,スパっと切れる差し脚がないので\nこの作戦はどうでしょうか,%w_0.3|0000053,100,0,0
2054,150054,前でレースを運ぶのが上手な娘ではないので\n少し不安ですね,%w_0.3|0000054,100,0,0
2055,150055,ハナを切って\n冷静にレースを運べるかどうか、心配です,%w_0.3|0000055,100,0,0
2056,150056,実力は完全に上位ですね\n貫禄すら感じてしまいます,%w_0.3|0000056,100,0,0
2057,150057,人気と実力を兼ね備えた、私イチオシのウマ娘ですね,%w_0.3|0000057,100,0,0
2058,150058,パドックでも注目を集める素晴らしい仕上がりですね,%w_0.3|0000058,100,0,0
2059,150059,1番人気こそ譲りましたが、素質は負けていませんよ,%w_0.3|0000059,100,0,0
2060,150060,素晴らしい雰囲気を感じる\n私イチオシのウマ娘ですね,%w_0.3|0000060,100,0,0
2061,150061,1番人気に負けず劣らずいい仕上がりですね,%w_0.3|0000061,100,0,0
2062,150062,3番人気ではありますが\n逆転を狙える能力を持っていますよ,%w_0.3|0000062,100,0,0
2063,150063,キラリと光るものを持っている\n私イチオシのウマ娘ですね,%w_0.3|0000063,100,0,0
2064,150064,このメンバーの中でも見劣りしない仕上がりですね,%w_0.3|0000064,100,0,0
2065,150065,ライバルたちは強力ですが、好走を期待したいですね,%w_0.3|0000065,100,0,0
2066,150066,ちょっと厳しいメンバーですが\n健闘を期待したいですね,%w_0.3|0000066,100,0,0
2067,150067,結果を残すのは難しいかもしれませんが\n経験を糧にしてほしいですね,%w_0.3|0000067,100,0,0
2068,150068,トップスピード・瞬発力ともに\nいいモノを持っていますね,%w_0.3|0000068,100,0,0
2069,150069,一生懸命走るのですが\nもう少しスピード感と力強さが欲しいところですね,%w_0.3|0000069,100,0,0
2070,150070,長くいい脚を使える持久力がこの娘の魅力ですね,%w_0.3|0000070,100,0,0
2071,150071,推進力と持続力の両立がこの娘の課題ですね,%w_0.3|0000071,100,0,0
2072,150072,最後の直線での粘り強さには\n目を見張るものがありますね,%w_0.3|0000072,100,0,0
2073,150073,道中のペース配分に気を付けたいですね\nメンタル面の成長が欲しいです,%w_0.3|0000073,100,0,0
3000,160001,このレースに向けてしっかりと仕上がっていますね\n心身のバランスも非常によく見えます,0000082,100,0,0
3001,160002,トモの踏み込みも非常にしっかりしていて\n良い状態にあると思います,0000083,100,0,0
3002,160003,人気は少し落としますが\n体をやわらかく使えているのは好印象ですね,0000084,100,0,0
3003,160004,どの娘もよく見えるので迷ってしまいますね\n1人挙げるとしたらこの娘かなと思います,0000085,100,0,0
3004,160005,人気薄ですが変わり身があるなと感じるデキですね\n私イチオシのウマ娘です,0000086,100,0,0
3005,160006,ターフを流れ星のように駆け抜けて\nその一級品のスピードを証明してほしいですね,0000087,100,0,0
3006,160007,素晴らしい速さと力強さを併せ持つ\nマイル路線の一番星はきっとこの娘ですね,0000088,100,0,0
3007,160008,猛者がひしめく王道路線をみごとに制して\nターフに輝く一等星となってほしいですね,0000089,100,0,0
3008,160009,持ち前のスタミナを発揮して\nいつまでも輝き続ける星のような走りを\n見せてほしいですね,0000090,100,0,0
3009,160010,砂漠の夜空で輝く星のように\nファンに勇気を与えてくれる走りを期待したいですね,0000091,100,0,0
3010,160011,みんないい表情を見せていますね,1010501,100,0,0
3011,160011,ゲートに入って\nどの娘からもいい雰囲気が感じられますよ,1010601,100,0,0
3012,160011,好レースが期待できそうな素晴らしい雰囲気ですね,1010701,100,0,0
3013,160011,ゲートでも落ち着いていて好気配ですね\n素晴らしい走りを期待したいです！,1010801,100,0,0
3014,160013,この娘もゲートに入って気合いを見せていますよ\n注目です！,1010901,100,0,0
3015,160014,優駿の頂点に輝くのはどのウマ娘か\nトゥインクルスタークライマックス、いざ開幕です！,1011001,100,0,0
3016,160014,並み居る強豪たちによる好レース\n一瞬たりとも目が離せません！,1011101,100,0,0
3017,160014,最初にゴールを駆け抜けるのは一体どのウマ娘か\nさあ、いよいよ発走の時です！,1011201,100,0,0
3018,160015,栄光のゴールへ向かって\n各ウマ娘が一斉にスパートを始めます！,1011301,100,0,0
3019,160015,まるで綺羅星のようなウマ娘たちが\n一気に最終コーナーを駆け抜けていきます！,1011401,100,0,0
3020,160015,先行勢の粘り勝ちか、後方待機勢の差しが決まるか\nいよいよクライマックスです！,1011501,100,0,0
3021,161000,この大一番で、みごと一番星のウマ娘らしい\n走りを見せてくれました！,1100001,100,0,0
3022,161001,スペシャルウィーク！\n彼女こそが日本総大将と思わせる\n素晴らしい走りでした！,1100101,100,0,0
3023,161002,サイレンススズカ！\nその走りはまさに異次元の逃亡者たる\n見事な逃げ切りでした！,1100201,100,0,0
3024,161003,トウカイテイオー！\n皇帝をも超える奇跡の走りを見せてくれました！,1100301,100,0,0
3025,161004,マルゼンスキー！\n他を寄せ付けないその速さは\nまさにスーパーカーでした！,1100401,100,0,0
3026,161005,フジキセキ！\n宝石のように光り輝く走りで\n私たちを魅了してくれました！,1100501,100,0,0
3027,161006,オグリキャップ！\n誰からも愛されるアイドルウマ娘は\n誰よりも強い最強のウマ娘でした！,1100601,100,0,0
3028,161007,ゴールドシップ！\n黄金の不沈艦と呼ぶにふさわしい\n豪快な走りを見せてくれました！,1100701,100,0,0
3029,161008,ウオッカ！\n彼女だけの道を突き進むその姿は\nまさに常識破りの女傑でした！,1100801,100,0,0
3030,161009,ダイワスカーレット！\nこの大舞台でも1番は譲らない\nパーフェクトな走りを披露しました！,1100901,100,0,0
3031,161010,タイキシャトル！\nその持ち前のスピードとパワフルさで\n実に豪快な勝利を飾ってみせました！,1101001,100,0,0
3032,161011,グラスワンダー！\n頂点を目指して勇往邁進した大和撫子は\n見事居並ぶ者のない俊傑となりました！,1101101,100,0,0
3033,161012,ヒシアマゾン！\nあらゆる勝負で見せた強く凛々しい姿は\nまさに女傑でした！,1101201,100,0,0
3034,161013,メジロマックイーン！\n名門の名を背負う覚悟を胸に\n強く美しい名優の走りを見せてくれました！,1101301,100,0,0
3035,161014,エルコンドルパサー！\n先頭で駆け抜けた怪鳥は\n世界へも羽ばたく最強の走りを見せてくれました！,1101401,100,0,0
3036,161015,テイエムオペラオー！\n全てのウマ娘を従えて勝利し続けるその姿は\nまさに世紀末覇王でした！,1101501,100,0,0
3037,161016,ナリタブライアン！\n最強としか言い表せないその走りは\nまさに怪物でした！,1101601,100,0,0
3038,161017,シンボリルドルフ！\n皇帝として君臨するその矜持を\nみごとな走りで見せてくれました！,1101701,100,0,0
3039,161018,エアグルーヴ！\n女帝として追い求めるその理想を\n素晴らしい走りで見せてくれました！,1101801,100,0,0
3040,161019,アグネスデジタル！\n数多の戦場を駆け抜けたその姿は\nまさに勇者の姿そのものでした！,1101901,100,0,0
3041,161020,セイウンスカイ！\n晴天に浮かぶ雲のように掴めないその走りは\nまさしくトリックスターでした！,1102001,100,0,0
3042,161021,タマモクロス！\n稲妻の如き一閃の走りで\nその驚異的な実力を見せてくれました！,1102101,100,0,0
3043,161022,ファインモーション！\n勝利という何物にも代えがたい栄光を\nレースという世界で手にしました！,1102201,100,0,0
3044,161023,ビワハヤヒデ！\n自らの「勝利の方程式」を完成させ\n世代最強の実力をここで証明して見せました！,1102301,100,0,0
3045,161024,マヤノトップガン！\nその類まれな才能を発揮し\n天衣無縫で最強の走りを見せてくれました！,1102401,100,0,0
3046,161025,マンハッタンカフェ！\n漆黒を切り裂くような走りで\n摩天楼の頂点たる実力を証明しました！,1102501,100,0,0
3047,161026,ミホノブルボン！\nサイボーグのごとく正確無比な走りで\n最高の成果を見せつけてくれました！,1102601,100,0,0
3048,161027,メジロライアン！\n名門の名に恥じない決意と鍛錬のたまものを\nその力強い走りで証明して見せました！,1102701,100,0,0
3049,161028,ヒシアケボノ！\nその大きな大きなスケールの走りは\n大きな栄光をも掴んでみせました！,1102801,100,0,0
3050,161029,ユキノビジン！\n自らの憧れに近づく素晴らしい走りで\n彼女らしいたくましさを存分に見せてくれました！,1102901,100,0,0
3051,161030,ライスシャワー！\nどんな大舞台でも己を貫く走りは\nまさに最強のヒーローでした！,1103001,100,0,0
3052,161031,アイネスフウジン！\nまさに風のように駆け抜ける走りで\n見事栄冠を掴んでみせました！,1103101,100,0,0
3053,161032,アグネスタキオン！\nまるで幻を見るような超光速の走りで\n見事私たちの夢を現実にしてくれました！,1103201,100,0,0
3054,161033,アドマイヤベガ！\n誰よりも強い覚悟を胸に\n一等星の名にふさわしい走りを見せてくれました！,1103301,100,0,0
3055,161034,イナリワン！\n粋でいなせなその走りで\n天下無双の実力を私たちに知らしめました！,1103401,100,0,0
3056,161035,ウイニングチケット！\n大舞台にかける強い想いで\n世代の旗手たる実力を見せつけました！,1103501,100,0,0
3057,161036,エアシャカール！\n自ら導き出したロジックを携え\n誰もが認める最強の走りを証明しました！,1103601,100,0,0
3058,161037,エイシンフラッシュ！\n誇りと意志を胸に\n自ら旨とする完璧なレースを披露して見せました！,1103701,100,0,0
3059,161038,カレンチャン！\nその閃光のごとき速さで\n誰をも魅了する素晴らしいレースを見せてくれました！,1103801,100,0,0
3060,161039,カワカミプリンセス！\nみごとライバルをねじ伏せ\n姫たる証の勝利を掴み取りました！,1103901,100,0,0
3061,161040,ゴールドシチー！\n自らレースに賭ける思いの強さを\n揺るがぬ意志と自らの脚で証明しました！,1104001,100,0,0
3062,161041,サクラバクシンオー！\n猪突猛進で突き進むその走りは\nまさに驀進王の名の通りでした！,1104101,100,0,0
3063,161042,シーキングザパール！\n自らの自信と可能性を証明する\n世界レベルの走りを見せつけました！,1104201,100,0,0
3064,161043,シンコウウインディ！\nその闘争心を遺憾なく発揮して\n私たちの心に大きな噛み跡を残してくれました！,1104301,100,0,0
3065,161044,スイープトウショウ！\n一瞬の切れ味を爆発させる\nまるで魔法のような走りを見せてくれました！,1104401,100,0,0
3066,161045,スーパークリーク！\nその持ち前の器量と才気で\nあらゆるライバルをリードする実力を証明しました！,1104501,100,0,0
3067,161046,スマートファルコン！\n見る者の視線を一身に集める走りで\nみごとトップに上り詰めました！,1104601,100,0,0
3068,161047,ゼンノロブロイ！\n英雄のごとき勇敢な走りで勝利をおさめ\n見事物語の主役を演じ切りました！,1104701,100,0,0
3069,161048,トーセンジョーダン！\n決して揺るがぬ勝負根性で\n誰にも崩せない不滅の走りを見せてくれました！,1104801,100,0,0
3070,161049,ナカヤマフェスタ！\n好機の一瞬に賭ける魂の走りを見せつけ\n見事に勝負を制しました！,1104901,100,0,0
3071,161050,ナリタタイシン！\n世代随一のスピードを存分に見せつけ\n大舞台でその実力を証明しました！,1105001,100,0,0
3072,161051,ニシノフラワー！\n可憐ながらも勇気を与えるその走りで\n大輪の花を咲かせてくれました！,1105101,100,0,0
3073,161052,ハルウララ！\n決して諦めない不屈の精神で1着を掴んだその姿は\nまさに春爛漫でした！,1105201,100,0,0
3074,161053,バンブーメモリー！\nその真っすぐで一本気な精神で突き進み\n強敵たちとの激闘を制しました！,1105301,100,0,0
3077,161056,マチカネフクキタル！\n自らの力を信じたその走りで\nみごとに福を呼び込んでみせました！,1105601,100,0,0
3078,161057,ミスターシービー！\n誰にも縛られない天真爛漫な走りで\nその圧倒的な実力を見せてくれました！,1105701,100,0,0
3079,161058,メイショウドトウ！\n確かに芽生えた自信を胸に\n覇王をも超える最高の結果を手にしました！,1105801,100,0,0
3080,161059,メジロドーベル！\n名家のウマ娘である強い意志を胸に\n素晴らしい走りを見せてくれました！,1105901,100,0,0
3081,161060,ナイスネイチャ！\n素晴らしい素質を開花させ\n多くの声援に堂々と応える1着を掴みました！,1106001,100,0,0
3082,161061,キングヘイロー！\nみごと並み居る強敵に打ち勝ち\n王の名にふさわしい栄光を掴み取りました！,1106101,100,0,0
3083,161062,マチカネタンホイザ！\n持ち前のひたむきさを発揮し\nファンの声に応える見事な走りを見せてくれました！,1106201,100,0,0
3085,161064,メジロパーマー！\n名門の門地に囚われない自由な走りと逃げっぷりを\n私たちの記憶に刻んでくれました！,1106401,100,0,0
3086,161065,ダイタクヘリオス！\nまるで太陽のような底抜けの明るさで\n私たちの心と勝利をガッチリ掴みました！,1106501,100,0,0
3087,161066,ツインターボ！\n全てを出し尽くした大逃げで先頭を守り抜き\n金星を掴んでみせました！,1106601,100,0,0
3088,161067,サトノダイヤモンド！\n託された期待と願いを見事に成就させ\n自ら進む道を勝利で示してくれました！,1106701,100,0,0
3089,161068,キタサンブラック！\n託された夢と希望を一手に引き受け\n私たちに喜びと勇気を与える勝利を掴みました！,1106801,100,0,0
3090,161069,サクラチヨノオー！\nひたむきな努力が実を結び\n見事栄光の桜を花開かせました！,1106901,100,0,0
3092,161071,メジロアルダン！\n儚くも強く美しいその走りで\nひときわ強い輝きをこの大舞台で放ちました！,1107101,100,0,0
3093,161072,ヤエノムテキ！\n自ら鍛えた武の精神と凛々しい走りで\n並み居る強敵にみごと打ち勝ちました！,1107201,100,0,0
3094,161074,メジロブライト！\n名門の威光を受け継ぎ、最強のライバルにも\n負けない走りで勝利を掴みました！,1107401,100,0,0
3095,162001,今年のダート中距離路線を占う一戦\n世界にも通用する力強い走りを期待したいですね,%w_0.3|0000074,100,0,0
3096,162002,初夏の船橋でダートマイル路線の\nトップランナーになってほしいですね,%w_0.3|0000075,100,0,0
3097,162003,みちのくの長い直線を駆け抜けて\nダート界のつわものらしい走りを\n見せつけてほしいですね,%w_0.3|0000076,100,0,0
3098,162004,持ち前のパワーとスピードで\n来年のダート路線を担う新星となってほしいですね,%w_0.3|0000077,100,0,0
4001,170001,いつも以上に闘志がみなぎって、\nやる気充分のようですね,92,100,0,0
4002,170002,努力と経験を重ねていますから、\n実力は折り紙付きですよ,93,100,0,0
4003,170003,2番人気ではありますが、\n気迫に満ちた素晴らしい仕上がりですね,94,100,0,0
4004,170004,開花した才能でターフを駆け抜けて、\n圧倒的な強さを証明してほしいですね,95,100,0,0
4005,170005,パワー全開の素晴らしい走りを、\nこのダートの舞台で見せてほしいですね,96,100,0,0
4006,170006,桁外れのスピードで駆け抜けて、\n短距離最速を証明してほしいですね,97,100,0,0
4007,170007,普段の印象からは想像できない豪快な走りで、\nマイルを制してほしいですね,98,100,0,0
4008,170008,大器晩成の堂々とした走りで、\n中距離界の頂点に上り詰めてほしいですね,99,100,0,0
4009,170009,驚異的な集中力と持久力を活かして、\n勝利をつかみ取ってほしいですね,100,100,0,0
4010,170010,強い精神力と鋼の意志で、\nファンの期待に応えて欲しいですね,101,100,0,0
9000,900000,%h_rank1、%h_rank_l1、%h_rank_no1、%h_rank_to1、%h_rank_ta1、%h_rank_a1,%h_rank1|%w_0.2|%h_rank_l1|%w_0.2|%h_rank_no1|%w_0.2|%h_rank_to1|%w_0.2|%h_rank_ta1|%w_0.2|%h_rank_a1,100,0,0
9001,900001,%h_rank2、%h_rank_l2、%h_rank_no2、%h_rank_to2、%h_rank_ta2、%h_rank_a2,%h_rank2|%w_0.2|%h_rank_l2|%w_0.2|%h_rank_no2|%w_0.2|%h_rank_to2|%w_0.2|%h_rank_ta2|%w_0.2|%h_rank_a2,100,0,0
9002,900002,%h_rank3、%h_rank_l3、%h_rank_no3、%h_rank_to3、%h_rank_ta3、%h_rank_a3,%h_rank3|%w_0.2|%h_rank_l3|%w_0.2|%h_rank_no3|%w_0.2|%h_rank_to3|%w_0.2|%h_rank_ta3|%w_0.2|%h_rank_a3,100,0,0
9003,900003,%h_rank4、%h_rank_l4、%h_rank_no4、%h_rank_to4、%h_rank_ta4、%h_rank_a4,%h_rank4|%w_0.2|%h_rank_l4|%w_0.2|%h_rank_no4|%w_0.2|%h_rank_to4|%w_0.2|%h_rank_ta4|%w_0.2|%h_rank_a4,100,0,0
9004,900004,%h_rank5、%h_rank_l5、%h_rank_no5、%h_rank_to5、%h_rank_ta5、%h_rank_a5,%h_rank5|%w_0.2|%h_rank_l5|%w_0.2|%h_rank_no5|%w_0.2|%h_rank_to5|%w_0.2|%h_rank_ta5|%w_0.2|%h_rank_a5,100,0,0
9005,900005,%h_rank6、%h_rank_l6、%h_rank_no6、%h_rank_to6、%h_rank_ta6、%h_rank_a6,%h_rank6|%w_0.2|%h_rank_l6|%w_0.2|%h_rank_no6|%w_0.2|%h_rank_to6|%w_0.2|%h_rank_ta6|%w_0.2|%h_rank_a6,100,0,0
9006,900006,%h_rank7、%h_rank_l7、%h_rank_no7、%h_rank_to7、%h_rank_ta7、%h_rank_a7,%h_rank7|%w_0.2|%h_rank_l7|%w_0.2|%h_rank_no7|%w_0.2|%h_rank_to7|%w_0.2|%h_rank_ta7|%w_0.2|%h_rank_a7,100,0,0
9007,900007,%h_rank8、%h_rank_l8、%h_rank_no8、%h_rank_to8、%h_rank_ta8、%h_rank_a8,%h_rank8|%w_0.2|%h_rank_l8|%w_0.2|%h_rank_no8|%w_0.2|%h_rank_to8|%w_0.2|%h_rank_ta8|%w_0.2|%h_rank_a8,100,0,0
