id,part_id,episode_index,prev_episode_index,next_episode_index,story_number,display_type,story_type_1,story_id_1,story_type_2,story_id_2,story_type_3,story_id_3,story_type_4,story_id_4,story_type_5,story_id_5,lock_type_1,lock_value_1_1,lock_value_1_2,lock_type_2,lock_value_2_1,lock_value_2_2,lock_type_3,lock_value_3_1,lock_value_3_2,add_reward_category_1,add_reward_id_1,add_reward_num_1
228,3,11,10,12,9,0,1,20003091,3,20003092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
229,3,12,11,13,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
230,3,13,12,14,10,0,1,20003101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
231,3,14,13,15,11,0,1,20003111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
232,3,15,14,16,12,0,1,20003121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
233,3,16,15,17,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
234,3,17,16,0,13,0,1,20003131,3,20003132,1,20003133,2,4,1,20003134,0,0,0,0,0,0,0,0,0,51,30033,1
401,4,1,0,2,1,0,3,20004011,1,20004012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
402,4,2,1,3,2,0,1,20004021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
403,4,3,2,4,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
404,4,4,3,5,3,0,1,20004031,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
405,4,5,4,6,4,0,1,20004041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
406,4,6,5,7,5,0,1,20004051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
407,4,7,6,8,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
408,4,8,7,9,6,0,1,20004061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
409,4,9,8,10,7,0,1,20004071,3,20004072,1,20004073,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
410,4,10,9,11,8,0,1,20004081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
411,4,11,10,12,9,0,1,20004091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
412,4,12,11,13,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
413,4,13,12,14,10,0,1,20004101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
414,4,14,13,15,11,0,1,20004111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
415,4,15,14,16,12,0,1,20004121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
416,4,16,15,17,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
417,4,17,16,0,13,0,1,20004131,3,20004132,1,20004133,2,7,1,20004134,0,0,0,0,0,0,0,0,0,51,30044,1
501,5,1,0,2,1,0,3,20005011,1,20005012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
502,5,2,1,3,2,0,1,20005021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
503,5,3,2,4,3,0,1,20005031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
504,5,4,3,5,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
505,5,5,4,6,4,0,1,20005041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
506,5,6,5,7,5,0,1,20005051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
507,5,7,6,8,6,0,1,20005061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
508,5,8,7,9,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
509,5,9,8,10,7,0,1,20005071,3,20005072,1,20005073,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
510,5,10,9,11,8,0,1,20005081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
511,5,11,10,12,9,0,1,20005091,3,20005092,1,20005093,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
512,5,12,11,13,10,0,1,20005101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
513,5,13,12,14,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
514,5,14,13,15,11,0,3,20005111,1,20005112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
515,5,15,14,16,12,0,1,20005121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
516,5,16,15,17,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
517,5,17,16,0,13,0,1,20005131,3,20005132,1,20005133,2,9,1,20005134,0,0,0,0,0,0,0,0,0,51,30076,1
601,6,1,0,2,1,0,1,20006011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
602,6,2,1,3,2,0,1,20006021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
603,6,3,2,4,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
604,6,4,3,5,3,0,1,20006031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
605,6,5,4,6,4,0,1,20006041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
606,6,6,5,7,5,0,1,20006051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
607,6,7,6,8,6,0,1,20006061,3,20006062,1,20006063,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
608,6,8,7,9,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
609,6,9,8,10,7,0,1,20006071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
610,6,10,9,11,8,0,1,20006081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
611,6,11,10,12,9,0,1,20006091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
612,6,12,11,13,10,0,1,20006101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
613,6,13,12,14,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
614,6,14,13,15,11,0,1,20006111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
615,6,15,14,16,12,0,1,20006121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
616,6,16,15,17,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
617,6,17,16,0,13,0,1,20006131,3,20006132,1,20006133,2,12,1,20006134,0,0,0,0,0,0,0,0,0,51,30081,1
701,7,1,0,2,14,0,1,20006141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
702,7,2,1,3,15,0,1,20006151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
703,7,3,2,4,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
704,7,4,3,5,16,0,1,20006161,3,20006162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
705,7,5,4,6,17,0,1,20006171,3,20006172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
706,7,6,5,7,18,0,1,20006181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
707,7,7,6,8,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
708,7,8,7,9,19,0,1,20006191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
709,7,9,8,10,20,0,1,20006201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
710,7,10,9,11,21,0,1,20006211,3,20006212,1,20006213,2,13,0,0,0,0,0,0,0,0,0,0,0,90,43,30
711,7,11,10,12,22,0,1,20006221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
712,7,12,11,14,0,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30
713,7,13,12,14,23,1,1,20006231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100103,1
714,7,14,12,15,24,0,1,20006232,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,30105,1
715,7,15,14,0,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,150
