id,reward_set_id,order_min,order_max,reward_type,bonus,odds,item_category,item_id,item_num
225,100501,1,1,2,4,400000,91,59,400
226,100501,1,1,2,4,300000,30,110,20
227,100501,1,1,2,3,400000,91,59,400
228,100501,1,1,2,3,300000,30,110,20
229,100501,1,1,2,2,400000,91,59,400
230,100501,1,1,2,2,300000,30,110,20
231,100501,1,1,2,1,400000,91,59,400
232,100501,1,1,2,1,300000,30,110,20
233,100501,1,1,1,0,1000000,11,73,1
234,100501,1,18,1,0,1000000,91,59,400
235,100501,1,18,1,0,50000,30,110,20
236,100501,1,1,1,0,1000000,11,7,1
237,100601,1,1,2,5,400000,91,59,400
238,100601,1,1,2,5,300000,30,110,20
239,100601,1,1,2,5,50000,90,43,5
240,100601,1,1,2,5,10000,97,115,1
241,100601,1,1,2,4,400000,91,59,400
242,100601,1,1,2,4,300000,30,110,20
243,100601,1,1,2,3,400000,91,59,400
244,100601,1,1,2,3,300000,30,110,20
245,100601,1,1,2,2,400000,91,59,400
246,100601,1,1,2,2,300000,30,110,20
247,100601,1,1,2,1,400000,91,59,400
248,100601,1,1,2,1,300000,30,110,20
249,100601,1,1,1,0,1000000,11,74,1
250,100601,1,18,1,0,1000000,91,59,400
251,100601,1,18,1,0,50000,30,110,20
252,100601,1,1,1,0,1000000,11,10,1
253,100701,1,1,2,5,400000,91,59,400
254,100701,1,1,2,5,300000,30,110,20
255,100701,1,1,2,5,50000,90,43,5
256,100701,1,1,2,5,10000,97,115,1
257,100701,1,1,2,4,400000,91,59,400
258,100701,1,1,2,4,300000,30,110,20
259,100701,1,1,2,3,400000,91,59,400
260,100701,1,1,2,3,300000,30,110,20
261,100701,1,1,2,2,400000,91,59,400
262,100701,1,1,2,2,300000,30,110,20
263,100701,1,1,2,1,400000,91,59,400
264,100701,1,1,2,1,300000,30,110,20
265,100701,1,1,1,0,1000000,11,75,1
266,100701,1,18,1,0,1000000,91,59,400
267,100701,1,18,1,0,50000,30,110,20
268,100701,1,1,1,0,1000000,11,4,1
269,100801,1,1,2,5,400000,91,59,400
270,100801,1,1,2,5,300000,30,110,20
271,100801,1,1,2,5,50000,90,43,5
272,100801,1,1,2,5,10000,97,115,1
273,100801,1,1,2,4,400000,91,59,400
274,100801,1,1,2,4,300000,30,110,20
275,100801,1,1,2,3,400000,91,59,400
276,100801,1,1,2,3,300000,30,110,20
277,100801,1,1,2,2,400000,91,59,400
278,100801,1,1,2,2,300000,30,110,20
279,100801,1,1,2,1,400000,91,59,400
280,100801,1,1,2,1,300000,30,110,20
281,100801,1,1,1,0,1000000,11,76,1
282,100801,1,18,1,0,1000000,91,59,400
283,100801,1,18,1,0,50000,30,110,20
284,100801,1,1,1,0,1000000,11,4,1
285,100901,1,1,2,5,400000,91,59,400
286,100901,1,1,2,5,300000,30,110,20
287,100901,1,1,2,5,50000,90,43,5
288,100901,1,1,2,5,10000,97,115,1
289,100901,1,1,2,4,400000,91,59,400
290,100901,1,1,2,4,300000,30,110,20
291,100901,1,1,2,3,400000,91,59,400
292,100901,1,1,2,3,300000,30,110,20
293,100901,1,1,2,2,400000,91,59,400
294,100901,1,1,2,2,300000,30,110,20
295,100901,1,1,2,1,400000,91,59,400
296,100901,1,1,2,1,300000,30,110,20
297,100901,1,1,1,0,1000000,11,77,1
298,100901,1,18,1,0,1000000,91,59,400
299,100901,1,18,1,0,50000,30,110,20
300,100901,1,1,1,0,1000000,11,7,1
301,101001,1,1,2,5,400000,91,59,400
302,101001,1,1,2,5,300000,30,110,20
303,101001,1,1,2,5,50000,90,43,5
304,101001,1,1,2,5,10000,97,115,1
305,101001,1,1,2,4,400000,91,59,400
306,101001,1,1,2,4,300000,30,110,20
307,101001,1,1,2,3,400000,91,59,400
308,101001,1,1,2,3,300000,30,110,20
309,101001,1,1,2,2,400000,91,59,400
310,101001,1,1,2,2,300000,30,110,20
311,101001,1,1,2,1,400000,91,59,400
312,101001,1,1,2,1,300000,30,110,20
313,101001,1,1,1,0,1000000,11,78,1
314,101001,1,18,1,0,1000000,91,59,400
315,101001,1,18,1,0,50000,30,110,20
316,101001,1,1,1,0,1000000,11,7,1
317,101101,1,1,2,5,400000,91,59,400
318,101101,1,1,2,5,300000,30,110,20
319,101101,1,1,2,5,50000,90,43,5
320,101101,1,1,2,5,10000,97,115,1
321,101101,1,1,2,4,400000,91,59,400
322,101101,1,1,2,4,300000,30,110,20
323,101101,1,1,2,3,400000,91,59,400
324,101101,1,1,2,3,300000,30,110,20
325,101101,1,1,2,2,400000,91,59,400
326,101101,1,1,2,2,300000,30,110,20
327,101101,1,1,2,1,400000,91,59,400
328,101101,1,1,2,1,300000,30,110,20
329,101101,1,1,1,0,1000000,11,79,1
330,101101,1,18,1,0,1000000,91,59,400
331,101101,1,18,1,0,50000,30,110,20
332,101101,1,1,1,0,1000000,11,4,1
333,101201,1,1,2,5,400000,91,59,400
334,101201,1,1,2,5,300000,30,110,20
335,101201,1,1,2,5,50000,90,43,5
336,101201,1,1,2,5,10000,97,115,1
337,101201,1,1,2,4,400000,91,59,400
338,101201,1,1,2,4,300000,30,110,20
339,101201,1,1,2,3,400000,91,59,400
340,101201,1,1,2,3,300000,30,110,20
341,101201,1,1,2,2,400000,91,59,400
342,101201,1,1,2,2,300000,30,110,20
343,101201,1,1,2,1,400000,91,59,400
344,101201,1,1,2,1,300000,30,110,20
345,101201,1,1,1,0,1000000,11,80,1
346,101201,1,18,1,0,1000000,91,59,400
347,101201,1,18,1,0,50000,30,110,20
348,101201,1,1,1,0,1000000,11,7,1
349,101301,1,1,2,5,400000,91,59,400
350,101301,1,1,2,5,300000,30,110,20
351,101301,1,1,2,5,50000,90,43,5
352,101301,1,1,2,5,10000,97,115,1
353,101301,1,1,2,4,400000,91,59,400
354,101301,1,1,2,4,300000,30,110,20
355,101301,1,1,2,3,400000,91,59,400
356,101301,1,1,2,3,300000,30,110,20
357,101301,1,1,2,2,400000,91,59,400
358,101301,1,1,2,2,300000,30,110,20
359,101301,1,1,2,1,400000,91,59,400
360,101301,1,1,2,1,300000,30,110,20
361,101301,1,1,1,0,1000000,11,81,1
362,101301,1,18,1,0,1000000,91,59,400
363,101301,1,18,1,0,50000,30,110,20
364,101301,1,1,1,0,1000000,11,1,1
365,101401,1,1,2,5,400000,91,59,400
366,101401,1,1,2,5,300000,30,110,20
367,101401,1,1,2,5,50000,90,43,5
368,101401,1,1,2,5,10000,97,115,1
369,101401,1,1,2,4,400000,91,59,400
370,101401,1,1,2,4,300000,30,110,20
371,101401,1,1,2,3,400000,91,59,400
372,101401,1,1,2,3,300000,30,110,20
373,101401,1,1,2,2,400000,91,59,400
374,101401,1,1,2,2,300000,30,110,20
375,101401,1,1,2,1,400000,91,59,400
376,101401,1,1,2,1,300000,30,110,20
377,101401,1,1,1,0,1000000,11,82,1
378,101401,1,18,1,0,1000000,91,59,400
379,101401,1,18,1,0,50000,30,110,20
380,101401,1,1,1,0,1000000,11,7,1
381,101501,1,1,2,5,400000,91,59,400
382,101501,1,1,2,5,300000,30,110,20
383,101501,1,1,2,5,50000,90,43,5
384,101501,1,1,2,5,10000,97,115,1
385,101501,1,1,2,4,400000,91,59,400
386,101501,1,1,2,4,300000,30,110,20
387,101501,1,1,2,3,400000,91,59,400
388,101501,1,1,2,3,300000,30,110,20
389,101501,1,1,2,2,400000,91,59,400
390,101501,1,1,2,2,300000,30,110,20
391,101501,1,1,2,1,400000,91,59,400
392,101501,1,1,2,1,300000,30,110,20
393,101501,1,1,1,0,1000000,11,83,1
394,101501,1,18,1,0,1000000,91,59,400
395,101501,1,18,1,0,50000,30,110,20
396,101501,1,1,1,0,1000000,11,10,1
397,101601,1,1,2,5,400000,91,59,400
398,101601,1,1,2,5,300000,30,110,20
399,101601,1,1,2,5,50000,90,43,5
400,101601,1,1,2,5,10000,97,115,1
401,101601,1,1,2,4,400000,91,59,400
402,101601,1,1,2,4,300000,30,110,20
403,101601,1,1,2,3,400000,91,59,400
404,101601,1,1,2,3,300000,30,110,20
405,101601,1,1,2,2,400000,91,59,400
406,101601,1,1,2,2,300000,30,110,20
407,101601,1,1,2,1,400000,91,59,400
408,101601,1,1,2,1,300000,30,110,20
409,101601,1,1,1,0,1000000,11,84,1
410,101601,1,18,1,0,1000000,91,59,400
411,101601,1,18,1,0,50000,30,110,20
412,101601,1,1,1,0,1000000,11,7,1
413,101701,1,1,2,5,400000,91,59,400
414,101701,1,1,2,5,300000,30,110,20
415,101701,1,1,2,5,50000,90,43,5
416,101701,1,1,2,5,10000,97,115,1
417,101701,1,1,2,4,400000,91,59,400
418,101701,1,1,2,4,300000,30,110,20
419,101701,1,1,2,3,400000,91,59,400
420,101701,1,1,2,3,300000,30,110,20
421,101701,1,1,2,2,400000,91,59,400
422,101701,1,1,2,2,300000,30,110,20
423,101701,1,1,2,1,400000,91,59,400
424,101701,1,1,2,1,300000,30,110,20
425,101701,1,1,1,0,1000000,11,85,1
426,101701,1,18,1,0,1000000,91,59,400
427,101701,1,18,1,0,50000,30,110,20
428,101701,1,1,1,0,1000000,11,4,1
429,101801,1,1,2,5,400000,91,59,400
430,101801,1,1,2,5,300000,30,110,20
431,101801,1,1,2,5,50000,90,43,5
432,101801,1,1,2,5,10000,97,115,1
433,101801,1,1,2,4,400000,91,59,400
434,101801,1,1,2,4,300000,30,110,20
435,101801,1,1,2,3,400000,91,59,400
436,101801,1,1,2,3,300000,30,110,20
437,101801,1,1,2,2,400000,91,59,400
438,101801,1,1,2,2,300000,30,110,20
439,101801,1,1,2,1,400000,91,59,400
440,101801,1,1,2,1,300000,30,110,20
441,101801,1,1,1,0,1000000,11,86,1
442,101801,1,18,1,0,1000000,91,59,400
443,101801,1,18,1,0,50000,30,110,20
444,101801,1,1,1,0,1000000,11,7,1
445,101901,1,1,2,5,400000,91,59,400
446,101901,1,1,2,5,300000,30,110,20
447,101901,1,1,2,5,50000,90,43,5
448,101901,1,1,2,5,10000,97,115,1
449,101901,1,1,2,4,400000,91,59,400
450,101901,1,1,2,4,300000,30,110,20
451,101901,1,1,2,3,400000,91,59,400
452,101901,1,1,2,3,300000,30,110,20
453,101901,1,1,2,2,400000,91,59,400
454,101901,1,1,2,2,300000,30,110,20
455,101901,1,1,2,1,400000,91,59,400
456,101901,1,1,2,1,300000,30,110,20
457,101901,1,1,1,0,1000000,11,87,1
458,101901,1,18,1,0,1000000,91,59,400
459,101901,1,18,1,0,50000,30,110,20
460,101901,1,1,1,0,1000000,11,7,1
461,102001,1,1,2,5,400000,91,59,400
462,102001,1,1,2,5,300000,30,110,20
463,102001,1,1,2,5,50000,90,43,5
464,102001,1,1,2,5,10000,97,115,1
465,102001,1,1,2,4,400000,91,59,400
466,102001,1,1,2,4,300000,30,110,20
467,102001,1,1,2,3,400000,91,59,400
468,102001,1,1,2,3,300000,30,110,20
469,102001,1,1,2,2,400000,91,59,400
470,102001,1,1,2,2,300000,30,110,20
471,102001,1,1,2,1,400000,91,59,400
472,102001,1,1,2,1,300000,30,110,20
473,102001,1,1,1,0,1000000,11,88,1
474,102001,1,18,1,0,1000000,91,59,400
475,102001,1,18,1,0,50000,30,110,20
476,102001,1,1,1,0,1000000,11,13,1
477,102101,1,1,2,5,400000,91,59,400
478,102101,1,1,2,5,300000,30,110,20
479,102101,1,1,2,5,50000,90,43,5
480,102101,1,1,2,5,10000,97,115,1
481,102101,1,1,2,4,400000,91,59,400
482,102101,1,1,2,4,300000,30,110,20
483,102101,1,1,2,3,400000,91,59,400
484,102101,1,1,2,3,300000,30,110,20
485,102101,1,1,2,2,400000,91,59,400
486,102101,1,1,2,2,300000,30,110,20
487,102101,1,1,2,1,400000,91,59,400
488,102101,1,1,2,1,300000,30,110,20
489,102101,1,1,1,0,1000000,11,89,1
490,102101,1,18,1,0,1000000,91,59,400
491,102101,1,18,1,0,50000,30,110,20
492,102101,1,1,1,0,1000000,11,4,1
493,102201,1,1,2,5,400000,91,59,400
494,102201,1,1,2,5,300000,30,110,20
495,102201,1,1,2,5,50000,90,43,5
496,102201,1,1,2,5,10000,97,115,1
497,102201,1,1,2,4,400000,91,59,400
498,102201,1,1,2,4,300000,30,110,20
499,102201,1,1,2,3,400000,91,59,400
500,102201,1,1,2,3,300000,30,110,20
501,102201,1,1,2,2,400000,91,59,400
502,102201,1,1,2,2,300000,30,110,20
503,102201,1,1,2,1,400000,91,59,400
504,102201,1,1,2,1,300000,30,110,20
505,102201,1,1,1,0,1000000,11,90,1
506,102201,1,18,1,0,1000000,91,59,400
507,102201,1,18,1,0,50000,30,110,20
508,102201,1,1,1,0,1000000,11,4,1
509,102301,1,1,2,5,400000,91,59,400
510,102301,1,1,2,5,300000,30,110,20
511,102301,1,1,2,5,50000,90,43,5
512,102301,1,1,2,5,10000,97,115,1
513,102301,1,1,2,4,400000,91,59,400
514,102301,1,1,2,4,300000,30,110,20
515,102301,1,1,2,3,400000,91,59,400
516,102301,1,1,2,3,300000,30,110,20
517,102301,1,1,2,2,400000,91,59,400
518,102301,1,1,2,2,300000,30,110,20
519,102301,1,1,2,1,400000,91,59,400
520,102301,1,1,2,1,300000,30,110,20
521,102301,1,1,1,0,1000000,11,91,1
522,102301,1,18,1,0,1000000,91,59,400
523,102301,1,18,1,0,50000,30,110,20
524,102301,1,1,1,0,1000000,11,10,1
525,102401,1,1,2,5,400000,91,59,400
526,102401,1,1,2,5,300000,30,110,20
527,102401,1,1,2,5,50000,90,43,5
528,102401,1,1,2,5,10000,97,115,1
529,102401,1,1,2,4,400000,91,59,400
530,102401,1,1,2,4,300000,30,110,20
531,102401,1,1,2,3,400000,91,59,400
532,102401,1,1,2,3,300000,30,110,20
533,102401,1,1,2,2,400000,91,59,400
534,102401,1,1,2,2,300000,30,110,20
535,102401,1,1,2,1,400000,91,59,400
536,102401,1,1,2,1,300000,30,110,20
537,102401,1,1,1,0,1000000,11,92,1
538,102401,1,18,1,0,1000000,91,59,400
539,102401,1,18,1,0,50000,30,110,20
540,102401,1,1,1,0,1000000,11,7,1
541,110101,1,1,2,5,400000,91,59,400
542,110101,1,1,2,5,300000,30,110,20
543,110101,1,1,2,5,50000,90,43,5
544,110101,1,1,2,5,10000,97,115,1
545,110101,1,1,2,4,400000,91,59,400
546,110101,1,1,2,4,300000,30,110,20
547,110101,1,1,2,3,400000,91,59,400
548,110101,1,1,2,3,300000,30,110,20
549,110101,1,1,2,2,400000,91,59,400
550,110101,1,1,2,2,300000,30,110,20
551,110101,1,1,2,1,400000,91,59,400
552,110101,1,1,2,1,300000,30,110,20
553,110101,1,1,1,0,1000000,11,101,1
554,110101,1,18,1,0,1000000,91,59,400
555,110101,1,18,1,0,50000,30,110,20
556,110101,1,1,1,0,1000000,11,13,1
557,110201,1,1,2,5,400000,91,59,400
558,110201,1,1,2,5,300000,30,110,20
559,110201,1,1,2,5,50000,90,43,5
560,110201,1,1,2,5,10000,97,115,1
561,110201,1,1,2,4,400000,91,59,400
562,110201,1,1,2,4,300000,30,110,20
563,110201,1,1,2,3,400000,91,59,400
564,110201,1,1,2,3,300000,30,110,20
565,110201,1,1,2,2,400000,91,59,400
566,110201,1,1,2,2,300000,30,110,20
567,110201,1,1,2,1,400000,91,59,400
568,110201,1,1,2,1,300000,30,110,20
569,110201,1,1,1,0,1000000,11,102,1
570,110201,1,18,1,0,1000000,91,59,400
571,110201,1,18,1,0,50000,30,110,20
572,110201,1,1,1,0,1000000,11,13,1
573,110301,1,1,2,5,400000,91,59,400
574,110301,1,1,2,5,300000,30,110,20
575,110301,1,1,2,5,50000,90,43,5
576,110301,1,1,2,5,10000,97,115,1
577,110301,1,1,2,4,400000,91,59,400
578,110301,1,1,2,4,300000,30,110,20
579,110301,1,1,2,3,400000,91,59,400
580,110301,1,1,2,3,300000,30,110,20
581,110301,1,1,2,2,400000,91,59,400
582,110301,1,1,2,2,300000,30,110,20
583,110301,1,1,2,1,400000,91,59,400
584,110301,1,1,2,1,300000,30,110,20
585,110301,1,1,1,0,1000000,11,103,1
586,110301,1,18,1,0,1000000,91,59,400
587,110301,1,18,1,0,50000,30,110,20
588,110301,1,1,1,0,1000000,11,13,1
589,110401,1,1,2,5,400000,91,59,400
590,110401,1,1,2,5,300000,30,110,20
591,110401,1,1,2,5,50000,90,43,5
592,110401,1,1,2,5,10000,97,115,1
593,110401,1,1,2,4,400000,91,59,400
594,110401,1,1,2,4,300000,30,110,20
595,110401,1,1,2,3,400000,91,59,400
596,110401,1,1,2,3,300000,30,110,20
597,110401,1,1,2,2,400000,91,59,400
598,110401,1,1,2,2,300000,30,110,20
599,110401,1,1,2,1,400000,91,59,400
600,110401,1,1,2,1,300000,30,110,20
601,110401,1,1,1,0,1000000,11,104,1
602,110401,1,18,1,0,1000000,91,59,400
603,110401,1,18,1,0,50000,30,110,20
604,110401,1,1,1,0,1000000,11,13,1
605,110501,1,1,2,5,400000,91,59,400
606,110501,1,1,2,5,300000,30,110,20
607,110501,1,1,2,5,50000,90,43,5
608,110501,1,1,2,5,10000,97,115,1
609,110501,1,1,2,4,400000,91,59,400
610,110501,1,1,2,4,300000,30,110,20
611,110501,1,1,2,3,400000,91,59,400
612,110501,1,1,2,3,300000,30,110,20
613,110501,1,1,2,2,400000,91,59,400
614,110501,1,1,2,2,300000,30,110,20
615,110501,1,1,2,1,400000,91,59,400
616,110501,1,1,2,1,300000,30,110,20
617,110501,1,1,1,0,1000000,11,105,1
618,110501,1,18,1,0,1000000,91,59,400
619,110501,1,18,1,0,50000,30,110,20
620,110501,1,1,1,0,1000000,11,13,1
621,110601,1,1,2,5,400000,91,59,400
622,110601,1,1,2,5,300000,30,110,20
623,110601,1,1,2,5,50000,90,43,5
624,110601,1,1,2,5,10000,97,115,1
625,110601,1,1,2,4,400000,91,59,400
626,110601,1,1,2,4,300000,30,110,20
627,110601,1,1,2,3,400000,91,59,400
628,110601,1,1,2,3,300000,30,110,20
629,110601,1,1,2,2,400000,91,59,400
630,110601,1,1,2,2,300000,30,110,20
631,110601,1,1,2,1,400000,91,59,400
632,110601,1,1,2,1,300000,30,110,20
633,110601,1,1,1,0,1000000,11,106,1
634,110601,1,18,1,0,1000000,91,59,400
