id,type,value,index,start_date
8082,3,9001,0,2017-01-01 00:00:00
8083,3,9001,0,2017-01-01 00:00:00
8084,3,9001,0,2017-01-01 00:00:00
8085,3,9001,0,2017-01-01 00:00:00
8086,3,9001,0,2017-01-01 00:00:00
8087,3,9001,0,2017-01-01 00:00:00
8088,3,9001,0,2017-01-01 00:00:00
9000,2,1001,0,2017-01-01 00:00:00
9001,2,1002,0,2017-01-01 00:00:00
9002,2,1003,0,2017-01-01 00:00:00
9003,2,1004,0,2017-01-01 00:00:00
9004,2,1005,0,2017-01-01 00:00:00
9005,2,1006,0,2017-01-01 00:00:00
9006,2,1007,0,2017-01-01 00:00:00
9007,2,1008,0,2017-01-01 00:00:00
9008,2,1009,0,2017-01-01 00:00:00
9009,2,1010,0,2017-01-01 00:00:00
9010,2,1011,0,2017-01-01 00:00:00
9011,2,1012,0,2017-01-01 00:00:00
9012,2,1013,0,2017-01-01 00:00:00
9013,2,1014,0,2017-01-01 00:00:00
9014,2,1015,0,2017-01-01 00:00:00
9015,2,1017,0,2017-01-01 00:00:00
9016,2,1018,0,2017-01-01 00:00:00
9017,2,1020,0,2017-01-01 00:00:00
9018,2,1024,0,2017-01-01 00:00:00
9019,2,1027,0,2017-01-01 00:00:00
9020,2,1030,0,2017-01-01 00:00:00
9021,2,1032,0,2017-01-01 00:00:00
9022,2,1035,0,2017-01-01 00:00:00
9023,2,1040,0,2017-01-01 00:00:00
9024,2,1041,0,2017-01-01 00:00:00
9025,2,1045,0,2017-01-01 00:00:00
9026,2,1052,0,2017-01-01 00:00:00
9027,2,1056,0,2017-01-01 00:00:00
9028,2,1060,0,2017-01-01 00:00:00
9029,2,1061,0,2017-01-01 00:00:00
9030,2,1019,0,2017-01-01 00:00:00
9031,2,1021,0,2017-01-01 00:00:00
9032,2,1022,0,2017-01-01 00:00:00
9033,2,1023,0,2017-01-01 00:00:00
9034,2,1025,0,2017-01-01 00:00:00
9035,2,1026,0,2017-01-01 00:00:00
9036,2,1029,0,2017-01-01 00:00:00
9037,2,1031,0,2017-01-01 00:00:00
9038,2,1036,0,2017-01-01 00:00:00
9039,2,1037,0,2017-01-01 00:00:00
9040,2,1046,0,2017-01-01 00:00:00
9041,2,1050,0,2017-01-01 00:00:00
9042,2,1051,0,2017-01-01 00:00:00
9043,2,1054,0,2017-01-01 00:00:00
9044,2,1055,0,2017-01-01 00:00:00
9045,2,1058,0,2017-01-01 00:00:00
9046,2,1059,0,2017-01-01 00:00:00
9047,2,1016,0,2021-08-24 12:00:00
9048,2,1028,0,2021-08-24 12:00:00
9049,2,1033,0,2021-08-24 12:00:00
9050,2,1034,0,2021-08-24 12:00:00
9051,2,1038,0,2021-08-24 12:00:00
9052,2,1039,0,2021-08-24 12:00:00
9053,2,1042,0,2021-08-24 12:00:00
9054,2,1043,0,2021-08-24 12:00:00
9055,2,1044,0,2021-08-24 12:00:00
9056,2,1047,0,2021-08-24 12:00:00
9057,2,1048,0,2021-08-24 12:00:00
9058,2,1049,0,2021-08-24 12:00:00
9059,2,1053,0,2021-08-24 12:00:00
9060,2,1057,0,2021-08-24 12:00:00
9061,2,1062,0,2021-08-24 12:00:00
9062,2,1063,0,2021-08-24 12:00:00
9063,2,1064,0,2021-08-24 12:00:00
9064,2,1065,0,2021-08-24 12:00:00
9065,2,1066,0,2021-08-24 12:00:00
9066,2,1067,0,2021-08-24 12:00:00
9067,2,1068,0,2021-08-24 12:00:00
9068,2,1069,0,2021-08-24 12:00:00
9069,2,1070,0,2021-08-24 12:00:00
9070,2,1071,0,2021-08-24 12:00:00
9071,2,1072,0,2021-08-24 12:00:00
9072,2,1001,0,2022-02-24 12:00:00
9073,2,1002,0,2022-02-24 12:00:00
9074,2,1003,0,2022-02-24 12:00:00
9075,2,1004,0,2022-02-24 12:00:00
9076,2,1005,0,2022-02-24 12:00:00
9077,2,1006,0,2022-02-24 12:00:00
9078,2,1007,0,2022-02-24 12:00:00
9079,2,1008,0,2022-02-24 12:00:00
9080,2,1009,0,2022-02-24 12:00:00
9081,2,1010,0,2022-02-24 12:00:00
9082,2,1011,0,2022-02-24 12:00:00
9083,2,1012,0,2022-02-24 12:00:00
9084,2,1013,0,2022-02-24 12:00:00
9085,2,1014,0,2022-02-24 12:00:00
9086,2,1015,0,2022-02-24 12:00:00
9087,2,1017,0,2022-02-24 12:00:00
9088,2,1018,0,2022-02-24 12:00:00
9089,2,1020,0,2022-02-24 12:00:00
9090,2,1024,0,2022-02-24 12:00:00
9091,2,1027,0,2022-02-24 12:00:00
9092,2,1030,0,2022-02-24 12:00:00
9093,2,1032,0,2022-02-24 12:00:00
9094,2,1035,0,2022-02-24 12:00:00
9095,2,1040,0,2022-02-24 12:00:00
9096,2,1041,0,2022-02-24 12:00:00
9097,2,1045,0,2022-02-24 12:00:00
9098,2,1052,0,2022-02-24 12:00:00
9099,2,1056,0,2022-02-24 12:00:00
9100,2,1060,0,2022-02-24 12:00:00
9101,2,1061,0,2022-02-24 12:00:00
9102,2,1019,0,2022-02-24 12:00:00
9103,2,1021,0,2022-02-24 12:00:00
9104,2,1022,0,2022-02-24 12:00:00
9105,2,1023,0,2022-02-24 12:00:00
9106,2,1025,0,2022-02-24 12:00:00
9107,2,1026,0,2022-02-24 12:00:00
9108,2,1029,0,2022-02-24 12:00:00
9109,2,1031,0,2022-02-24 12:00:00
9110,2,1036,0,2022-02-24 12:00:00
9111,2,1037,0,2022-02-24 12:00:00
9112,2,1046,0,2022-02-24 12:00:00
9113,2,1050,0,2022-02-24 12:00:00
9114,2,1051,0,2022-02-24 12:00:00
9115,2,1054,0,2022-02-24 12:00:00
9116,2,1055,0,2022-02-24 12:00:00
9117,2,1058,0,2022-02-24 12:00:00
9118,2,1059,0,2022-02-24 12:00:00
9119,2,1016,0,2022-02-24 12:00:00
9120,2,1028,0,2022-02-24 12:00:00
9121,2,1033,0,2022-02-24 12:00:00
9122,2,1034,0,2022-02-24 12:00:00
9123,2,1038,0,2022-02-24 12:00:00
9124,2,1039,0,2022-02-24 12:00:00
9125,2,1042,0,2022-02-24 12:00:00
9126,2,1043,0,2022-02-24 12:00:00
9127,2,1044,0,2022-02-24 12:00:00
9128,2,1047,0,2022-02-24 12:00:00
9129,2,1048,0,2022-02-24 12:00:00
9130,2,1049,0,2022-02-24 12:00:00
9131,2,1053,0,2022-02-24 12:00:00
9132,2,1057,0,2022-02-24 12:00:00
9133,2,1062,0,2022-02-24 12:00:00
9134,2,1063,0,2022-02-24 12:00:00
9135,2,1064,0,2022-02-24 12:00:00
9136,2,1065,0,2022-02-24 12:00:00
9137,2,1066,0,2022-02-24 12:00:00
9138,2,1067,0,2022-02-24 12:00:00
9139,2,1068,0,2022-02-24 12:00:00
9140,2,1069,0,2022-02-24 12:00:00
9141,2,1070,0,2022-02-24 12:00:00
9142,2,1071,0,2022-02-24 12:00:00
9143,2,1072,0,2022-02-24 12:00:00
9144,2,1074,0,2022-02-24 12:00:00
9145,2,1077,0,2022-02-24 12:00:00
9146,2,2001,0,2022-02-24 12:00:00
9147,2,2002,0,2022-02-24 12:00:00
9148,2,2003,0,2022-02-24 12:00:00
9149,2,9001,0,2022-02-24 12:00:00
9150,2,9002,0,2022-02-24 12:00:00
9151,2,9003,0,2022-02-24 12:00:00
9152,2,9004,0,2022-02-24 12:00:00
9153,2,9005,0,2022-02-24 12:00:00
9154,2,9006,0,2022-02-24 12:00:00
9155,2,1074,0,2022-08-24 12:00:00
9156,2,1077,0,2022-08-24 12:00:00
9157,2,1073,0,2022-08-24 12:00:00
9158,2,1078,0,2022-08-24 12:00:00
9159,2,1098,0,2022-08-24 12:00:00
9160,2,1099,0,2022-08-24 12:00:00
9161,2,1100,0,2022-08-24 12:00:00
9162,2,1076,0,2022-08-24 12:00:00
9163,2,9008,0,2022-08-24 12:00:00
9164,2,1085,0,2022-08-24 12:00:00
9165,2,1087,0,2022-08-24 12:00:00
9166,2,1093,0,2022-08-24 12:00:00
9167,2,1073,0,2023-02-24 12:00:00
9168,2,1078,0,2023-02-24 12:00:00
9169,2,1098,0,2023-02-24 12:00:00
9170,2,1099,0,2023-02-24 12:00:00
9171,2,1100,0,2023-02-24 12:00:00
9172,2,1076,0,2023-02-24 12:00:00
9173,2,1085,0,2023-02-24 12:00:00
9174,2,1093,0,2023-02-24 12:00:00
9175,2,1087,0,2023-02-24 12:00:00
9176,2,1083,0,2023-02-24 12:00:00
9177,2,1084,0,2023-02-24 12:00:00
9178,2,1086,0,2023-02-24 12:00:00
9179,2,1088,0,2023-02-24 12:00:00
9180,2,1094,0,2023-02-24 12:00:00
9181,2,1104,0,2023-02-24 12:00:00
9182,2,9040,0,2023-02-24 12:00:00
9183,2,9041,0,2023-02-24 12:00:00
9184,2,9042,0,2023-02-24 12:00:00
9185,2,1089,0,2023-02-24 12:00:00
