id,round_id,win_percent_type,resource_id,bashin_min,bashin_max,running_style,race_track_id,ground,distance,weather,sub_title
129,1,1,3,0,20,0,0,0,0,0,7
130,1,1,4,0,20,0,0,0,0,0,9
131,1,1,5,0,20,0,0,0,0,0,11
132,1,1,6,0,20,0,0,0,0,0,13
133,1,1,7,0,20,0,0,0,0,0,15
134,1,1,8,0,20,0,0,0,0,0,17
135,1,1,9,0,20,0,0,0,0,0,19
136,1,1,10,0,20,0,0,0,0,0,21
137,1,1,11,0,20,0,0,0,0,0,23
138,1,1,12,0,20,0,0,0,0,0,25
139,1,1,0,0,20,0,0,0,0,0,330
140,1,1,0,0,20,0,0,0,0,0,331
141,1,1,0,0,20,0,0,0,0,0,332
142,1,1,0,0,20,0,0,0,0,0,333
143,1,1,0,0,20,0,0,0,0,0,334
144,1,1,0,0,20,0,0,0,0,0,335
145,1,1,0,0,20,0,0,0,0,0,336
146,2,0,1,0,5,0,0,0,0,0,28
147,2,0,1,9,9,0,0,0,0,0,28
148,2,0,1,11,11,0,0,0,0,0,28
149,2,0,1,13,20,0,0,0,0,0,28
150,2,0,2,0,5,0,0,0,0,0,30
151,2,0,2,9,9,0,0,0,0,0,30
152,2,0,2,11,11,0,0,0,0,0,30
153,2,0,2,13,20,0,0,0,0,0,30
154,2,0,3,0,5,0,0,0,0,0,8
155,2,0,3,9,9,0,0,0,0,0,8
156,2,0,3,11,11,0,0,0,0,0,8
157,2,0,3,13,20,0,0,0,0,0,8
158,2,0,4,0,5,0,0,0,0,0,10
159,2,0,4,9,9,0,0,0,0,0,10
160,2,0,4,11,11,0,0,0,0,0,10
161,2,0,4,13,20,0,0,0,0,0,10
162,2,0,5,0,5,0,0,0,0,0,12
163,2,0,5,9,9,0,0,0,0,0,12
164,2,0,5,11,11,0,0,0,0,0,12
165,2,0,5,13,20,0,0,0,0,0,12
166,2,0,6,0,5,0,0,0,0,0,14
167,2,0,6,9,9,0,0,0,0,0,14
168,2,0,6,11,11,0,0,0,0,0,14
169,2,0,6,13,20,0,0,0,0,0,14
170,2,0,7,0,5,0,0,0,0,0,16
171,2,0,7,9,9,0,0,0,0,0,16
172,2,0,7,11,11,0,0,0,0,0,16
173,2,0,7,13,20,0,0,0,0,0,16
174,2,0,8,0,5,0,0,0,0,0,18
175,2,0,8,9,9,0,0,0,0,0,18
176,2,0,8,11,11,0,0,0,0,0,18
177,2,0,8,13,20,0,0,0,0,0,18
178,2,0,9,0,5,0,0,0,0,0,20
179,2,0,9,9,9,0,0,0,0,0,20
180,2,0,9,11,11,0,0,0,0,0,20
181,2,0,9,13,20,0,0,0,0,0,20
182,2,0,10,0,5,0,0,0,0,0,22
183,2,0,10,9,9,0,0,0,0,0,22
184,2,0,10,11,11,0,0,0,0,0,22
185,2,0,10,13,20,0,0,0,0,0,22
186,2,0,11,0,5,0,0,0,0,0,24
187,2,0,11,9,9,0,0,0,0,0,24
188,2,0,11,11,11,0,0,0,0,0,24
189,2,0,11,13,20,0,0,0,0,0,24
190,2,0,12,0,5,0,0,0,0,0,26
191,2,0,12,9,9,0,0,0,0,0,26
192,2,0,12,11,11,0,0,0,0,0,26
193,2,0,12,13,20,0,0,0,0,0,26
194,2,0,1,0,20,0,0,0,0,0,28
195,2,0,2,0,20,0,0,0,0,0,30
196,2,0,3,0,20,0,0,0,0,0,8
197,2,0,4,0,20,0,0,0,0,0,10
198,2,0,5,0,20,0,0,0,0,0,12
199,2,0,6,0,20,0,0,0,0,0,14
200,2,0,7,0,20,0,0,0,0,0,16
201,2,0,8,0,20,0,0,0,0,0,18
202,2,0,9,0,20,0,0,0,0,0,20
203,2,0,10,0,20,0,0,0,0,0,22
204,2,0,11,0,20,0,0,0,0,0,24
205,2,0,12,0,20,0,0,0,0,0,26
206,2,0,1,0,20,0,0,0,0,0,28
207,2,0,2,0,20,0,0,0,0,0,30
208,2,0,3,0,20,0,0,0,0,0,8
209,2,0,4,0,20,0,0,0,0,0,10
210,2,0,5,0,20,0,0,0,0,0,12
211,2,0,6,0,20,0,0,0,0,0,14
212,2,0,7,0,20,0,0,0,0,0,16
213,2,0,8,0,20,0,0,0,0,0,18
214,2,0,9,0,20,0,0,0,0,0,20
215,2,0,10,0,20,0,0,0,0,0,22
216,2,0,11,0,20,0,0,0,0,0,24
217,2,0,12,0,20,0,0,0,0,0,26
218,2,0,1,0,20,0,0,0,0,0,28
219,2,0,2,0,20,0,0,0,0,0,30
220,2,0,3,0,20,0,0,0,0,0,8
221,2,0,4,0,20,0,0,0,0,0,10
222,2,0,5,0,20,0,0,0,0,0,12
223,2,0,6,0,20,0,0,0,0,0,14
224,2,0,7,0,20,0,0,0,0,0,16
225,2,0,8,0,20,0,0,0,0,0,18
226,2,0,9,0,20,0,0,0,0,0,20
227,2,0,10,0,20,0,0,0,0,0,22
228,2,0,11,0,20,0,0,0,0,0,24
229,2,0,12,0,20,0,0,0,0,0,26
230,2,0,0,0,20,0,0,0,0,0,300
231,2,0,0,0,20,0,0,0,0,0,301
232,2,0,0,0,20,0,0,0,0,0,302
233,2,0,0,0,20,0,0,0,0,0,303
234,2,0,0,0,20,0,0,0,0,0,304
235,2,0,0,0,20,0,0,0,0,0,305
236,2,0,0,0,20,0,0,0,0,0,306
237,2,0,0,0,20,0,0,0,0,0,307
238,2,0,0,0,20,0,0,0,0,0,308
239,2,0,0,0,20,0,0,0,0,0,309
240,2,0,0,0,20,0,0,0,0,0,310
241,2,0,0,0,20,0,0,0,0,0,311
242,2,0,0,0,20,0,0,0,0,0,312
243,2,0,0,0,20,0,0,0,0,0,313
244,2,0,0,0,20,0,0,0,0,0,314
245,2,0,1,0,5,0,0,0,0,0,28
246,2,0,2,0,5,0,0,0,0,0,30
247,2,0,3,0,5,0,0,0,0,0,8
248,2,0,4,0,5,0,0,0,0,0,10
249,2,0,5,0,5,0,0,0,0,0,12
250,2,0,6,0,5,0,0,0,0,0,14
251,2,0,7,0,5,0,0,0,0,0,16
252,2,0,8,0,5,0,0,0,0,0,18
253,2,0,9,0,5,0,0,0,0,0,20
254,2,0,10,0,5,0,0,0,0,0,22
255,2,0,11,0,5,0,0,0,0,0,24
256,2,0,12,0,5,0,0,0,0,0,26
257,2,0,0,0,5,0,0,0,0,0,315
258,2,0,0,0,5,0,0,0,0,0,316
259,2,0,0,0,5,0,0,0,0,0,317
260,2,0,0,0,5,0,0,0,0,0,318
261,2,0,0,0,5,0,0,0,0,0,319
262,2,0,0,11,20,0,0,0,0,0,320
263,2,0,0,11,20,0,0,0,0,0,321
264,2,0,0,11,20,0,0,0,0,0,322
265,2,0,0,11,20,0,0,0,0,0,323
266,2,0,0,11,20,0,0,0,0,0,324
267,2,0,0,14,20,0,0,0,0,0,325
268,2,0,0,14,20,0,0,0,0,0,326
269,2,0,0,14,20,0,0,0,0,0,327
270,2,0,0,14,20,0,0,0,0,0,328
271,2,0,0,14,20,0,0,0,0,0,329
272,2,1,1,0,20,0,0,0,0,0,28
273,2,1,2,0,20,0,0,0,0,0,30
274,2,1,3,0,20,0,0,0,0,0,8
275,2,1,4,0,20,0,0,0,0,0,10
276,2,1,5,0,20,0,0,0,0,0,12
277,2,1,6,0,20,0,0,0,0,0,14
278,2,1,7,0,20,0,0,0,0,0,16
279,2,1,8,0,20,0,0,0,0,0,18
280,2,1,9,0,20,0,0,0,0,0,20
281,2,1,10,0,20,0,0,0,0,0,22
282,2,1,11,0,20,0,0,0,0,0,24
283,2,1,12,0,20,0,0,0,0,0,26
284,2,1,0,0,20,0,0,0,0,0,330
285,2,1,0,0,20,0,0,0,0,0,331
286,2,1,0,0,20,0,0,0,0,0,332
287,2,1,0,0,20,0,0,0,0,0,333
288,2,1,0,0,20,0,0,0,0,0,334
289,2,1,0,0,20,0,0,0,0,0,335
290,2,1,0,0,20,0,0,0,0,0,336
291,3,0,1,0,5,0,0,0,0,0,28
292,3,0,1,9,9,0,0,0,0,0,28
293,3,0,1,11,11,0,0,0,0,0,28
294,3,0,1,13,20,0,0,0,0,0,28
295,3,0,2,0,5,0,0,0,0,0,30
296,3,0,2,9,9,0,0,0,0,0,30
297,3,0,2,11,11,0,0,0,0,0,30
298,3,0,2,13,20,0,0,0,0,0,30
299,3,0,3,0,5,0,0,0,0,0,8
300,3,0,3,9,9,0,0,0,0,0,8
301,3,0,3,11,11,0,0,0,0,0,8
302,3,0,3,13,20,0,0,0,0,0,8
303,3,0,4,0,5,0,0,0,0,0,10
304,3,0,4,9,9,0,0,0,0,0,10
305,3,0,4,11,11,0,0,0,0,0,10
306,3,0,4,13,20,0,0,0,0,0,10
307,3,0,5,0,5,0,0,0,0,0,12
308,3,0,5,9,9,0,0,0,0,0,12
309,3,0,5,11,11,0,0,0,0,0,12
310,3,0,5,13,20,0,0,0,0,0,12
311,3,0,6,0,5,0,0,0,0,0,14
312,3,0,6,9,9,0,0,0,0,0,14
313,3,0,6,11,11,0,0,0,0,0,14
314,3,0,6,13,20,0,0,0,0,0,14
315,3,0,7,0,5,0,0,0,0,0,16
316,3,0,7,9,9,0,0,0,0,0,16
317,3,0,7,11,11,0,0,0,0,0,16
318,3,0,7,13,20,0,0,0,0,0,16
319,3,0,8,0,5,0,0,0,0,0,18
320,3,0,8,9,9,0,0,0,0,0,18
321,3,0,8,11,11,0,0,0,0,0,18
322,3,0,8,13,20,0,0,0,0,0,18
323,3,0,9,0,5,0,0,0,0,0,20
324,3,0,9,9,9,0,0,0,0,0,20
325,3,0,9,11,11,0,0,0,0,0,20
326,3,0,9,13,20,0,0,0,0,0,20
327,3,0,10,0,5,0,0,0,0,0,22
328,3,0,10,9,9,0,0,0,0,0,22
329,3,0,10,11,11,0,0,0,0,0,22
330,3,0,10,13,20,0,0,0,0,0,22
331,3,0,11,0,5,0,0,0,0,0,24
332,3,0,11,9,9,0,0,0,0,0,24
333,3,0,11,11,11,0,0,0,0,0,24
334,3,0,11,13,20,0,0,0,0,0,24
335,3,0,12,0,5,0,0,0,0,0,26
336,3,0,12,9,9,0,0,0,0,0,26
337,3,0,12,11,11,0,0,0,0,0,26
338,3,0,12,13,20,0,0,0,0,0,26
339,3,0,1,0,20,0,0,0,0,0,28
340,3,0,2,0,20,0,0,0,0,0,30
341,3,0,3,0,20,0,0,0,0,0,8
342,3,0,4,0,20,0,0,0,0,0,10
343,3,0,5,0,20,0,0,0,0,0,12
344,3,0,6,0,20,0,0,0,0,0,14
345,3,0,7,0,20,0,0,0,0,0,16
346,3,0,8,0,20,0,0,0,0,0,18
347,3,0,9,0,20,0,0,0,0,0,20
348,3,0,10,0,20,0,0,0,0,0,22
349,3,0,11,0,20,0,0,0,0,0,24
350,3,0,12,0,20,0,0,0,0,0,26
351,3,0,1,0,20,0,0,0,0,0,28
352,3,0,2,0,20,0,0,0,0,0,30
353,3,0,3,0,20,0,0,0,0,0,8
354,3,0,4,0,20,0,0,0,0,0,10
355,3,0,5,0,20,0,0,0,0,0,12
356,3,0,6,0,20,0,0,0,0,0,14
357,3,0,7,0,20,0,0,0,0,0,16
358,3,0,8,0,20,0,0,0,0,0,18
359,3,0,9,0,20,0,0,0,0,0,20
360,3,0,10,0,20,0,0,0,0,0,22
361,3,0,11,0,20,0,0,0,0,0,24
362,3,0,12,0,20,0,0,0,0,0,26
363,3,0,1,0,20,0,0,0,0,0,28
364,3,0,2,0,20,0,0,0,0,0,30
365,3,0,3,0,20,0,0,0,0,0,8
366,3,0,4,0,20,0,0,0,0,0,10
367,3,0,5,0,20,0,0,0,0,0,12
368,3,0,6,0,20,0,0,0,0,0,14
369,3,0,7,0,20,0,0,0,0,0,16
370,3,0,8,0,20,0,0,0,0,0,18
371,3,0,9,0,20,0,0,0,0,0,20
372,3,0,10,0,20,0,0,0,0,0,22
373,3,0,11,0,20,0,0,0,0,0,24
374,3,0,12,0,20,0,0,0,0,0,26
375,3,0,0,0,20,0,0,0,0,0,300
376,3,0,0,0,20,0,0,0,0,0,301
377,3,0,0,0,20,0,0,0,0,0,302
378,3,0,0,0,20,0,0,0,0,0,303
379,3,0,0,0,20,0,0,0,0,0,304
380,3,0,0,0,20,0,0,0,0,0,305
381,3,0,0,0,20,0,0,0,0,0,306
382,3,0,0,0,20,0,0,0,0,0,307
383,3,0,0,0,20,0,0,0,0,0,308
384,3,0,0,0,20,0,0,0,0,0,309
385,3,0,0,0,20,0,0,0,0,0,310
386,3,0,0,0,20,0,0,0,0,0,311
387,3,0,0,0,20,0,0,0,0,0,312
388,3,0,0,0,20,0,0,0,0,0,313
389,3,0,0,0,20,0,0,0,0,0,314
390,3,0,1,0,5,0,0,0,0,0,28
391,3,0,2,0,5,0,0,0,0,0,30
392,3,0,3,0,5,0,0,0,0,0,8
393,3,0,4,0,5,0,0,0,0,0,10
394,3,0,5,0,5,0,0,0,0,0,12
395,3,0,6,0,5,0,0,0,0,0,14
396,3,0,7,0,5,0,0,0,0,0,16
397,3,0,8,0,5,0,0,0,0,0,18
398,3,0,9,0,5,0,0,0,0,0,20
399,3,0,10,0,5,0,0,0,0,0,22
400,3,0,11,0,5,0,0,0,0,0,24
401,3,0,12,0,5,0,0,0,0,0,26
402,3,0,0,0,5,0,0,0,0,0,315
403,3,0,0,0,5,0,0,0,0,0,316
404,3,0,0,0,5,0,0,0,0,0,317
405,3,0,0,0,5,0,0,0,0,0,318
406,3,0,0,0,5,0,0,0,0,0,319
407,3,0,0,11,20,0,0,0,0,0,320
408,3,0,0,11,20,0,0,0,0,0,321
409,3,0,0,11,20,0,0,0,0,0,322
410,3,0,0,11,20,0,0,0,0,0,323
411,3,0,0,11,20,0,0,0,0,0,324
412,3,0,0,14,20,0,0,0,0,0,325
413,3,0,0,14,20,0,0,0,0,0,326
414,3,0,0,14,20,0,0,0,0,0,327
415,3,0,0,14,20,0,0,0,0,0,328
416,3,0,0,14,20,0,0,0,0,0,329
417,3,1,1,0,20,0,0,0,0,0,28
418,3,1,2,0,20,0,0,0,0,0,30
419,3,1,3,0,20,0,0,0,0,0,8
420,3,1,4,0,20,0,0,0,0,0,10
421,3,1,5,0,20,0,0,0,0,0,12
422,3,1,6,0,20,0,0,0,0,0,14
423,3,1,7,0,20,0,0,0,0,0,16
424,3,1,8,0,20,0,0,0,0,0,18
425,3,1,9,0,20,0,0,0,0,0,20
426,3,1,10,0,20,0,0,0,0,0,22
427,3,1,11,0,20,0,0,0,0,0,24
428,3,1,12,0,20,0,0,0,0,0,26
429,3,1,0,0,20,0,0,0,0,0,330
430,3,1,0,0,20,0,0,0,0,0,331
431,3,1,0,0,20,0,0,0,0,0,332
432,3,1,0,0,20,0,0,0,0,0,333
433,3,1,0,0,20,0,0,0,0,0,334
434,3,1,0,0,20,0,0,0,0,0,335
435,3,1,0,0,20,0,0,0,0,0,336
436,4,0,0,0,20,0,0,0,0,0,400
437,4,0,0,0,20,0,0,0,0,0,401
438,4,0,0,0,20,0,0,0,0,0,402
439,4,0,0,0,20,0,0,0,0,0,403
440,4,0,0,0,20,0,0,0,0,0,404
441,4,0,0,0,20,0,0,0,0,0,405
442,4,0,1,0,20,0,0,0,0,0,210
443,4,0,2,0,20,0,0,0,0,0,211
444,4,0,3,0,20,0,0,0,0,0,200
445,4,0,4,0,20,0,0,0,0,0,201
446,4,0,5,0,20,0,0,0,0,0,202
447,4,0,6,0,20,0,0,0,0,0,203
448,4,0,7,0,20,0,0,0,0,0,204
449,4,0,8,0,20,0,0,0,0,0,205
450,4,0,9,0,20,0,0,0,0,0,206
451,4,0,10,0,20,0,0,0,0,0,207
452,4,0,11,0,20,0,0,0,0,0,208
453,4,0,12,0,20,0,0,0,0,0,209
454,4,0,0,0,20,0,0,0,0,0,406
455,4,0,0,0,20,0,0,0,0,0,407
456,4,0,0,0,20,0,0,0,0,0,408
457,4,0,0,0,20,0,0,0,0,0,409
458,4,0,0,0,20,0,0,0,0,0,410
459,4,0,0,0,20,0,0,0,0,0,411
460,4,0,0,0,20,0,0,0,0,0,412
461,4,0,0,0,20,0,0,0,0,0,413
462,4,0,1,0,20,0,0,0,0,0,210
463,4,0,2,0,20,0,0,0,0,0,211
464,4,0,3,0,20,0,0,0,0,0,200
465,4,0,4,0,20,0,0,0,0,0,201
466,4,0,5,0,20,0,0,0,0,0,202
467,4,0,6,0,20,0,0,0,0,0,203
468,4,0,7,0,20,0,0,0,0,0,204
469,4,0,8,0,20,0,0,0,0,0,205
470,4,0,9,0,20,0,0,0,0,0,206
471,4,0,10,0,20,0,0,0,0,0,207
472,4,0,11,0,20,0,0,0,0,0,208
473,4,0,12,0,20,0,0,0,0,0,209
474,4,0,0,0,20,0,0,0,0,0,414
475,4,0,0,0,20,0,0,0,0,0,415
476,4,0,0,0,20,0,0,0,0,0,416
477,4,0,0,0,20,0,0,0,0,0,417
478,4,0,0,0,20,0,0,0,0,0,418
479,4,0,0,0,20,0,0,0,0,0,419
480,4,0,0,0,20,0,0,0,0,0,420
481,4,0,0,0,20,0,0,0,0,0,421
482,4,0,0,0,20,0,0,0,0,0,422
483,4,0,0,0,20,0,0,0,0,0,423
484,4,0,0,0,20,0,0,0,1,0,424
485,4,0,0,0,20,0,0,0,2,0,425
486,4,0,0,0,20,0,0,0,3,0,426
487,4,0,0,0,20,0,0,0,4,0,427
488,4,0,0,0,20,0,0,2,0,0,428
489,5,0,0,0,20,0,0,0,0,0,400
490,5,0,0,0,20,0,0,0,0,0,401
491,5,0,0,0,20,0,0,0,0,0,402
492,5,0,0,0,20,0,0,0,0,0,403
493,5,0,0,0,20,0,0,0,0,0,404
494,5,0,0,0,20,0,0,0,0,0,405
495,5,0,1,0,20,0,0,0,0,0,210
496,5,0,2,0,20,0,0,0,0,0,211
497,5,0,3,0,20,0,0,0,0,0,200
498,5,0,4,0,20,0,0,0,0,0,201
499,5,0,5,0,20,0,0,0,0,0,202
500,5,0,6,0,20,0,0,0,0,0,203
501,5,0,7,0,20,0,0,0,0,0,204
502,5,0,8,0,20,0,0,0,0,0,205
503,5,0,9,0,20,0,0,0,0,0,206
504,5,0,10,0,20,0,0,0,0,0,207
505,5,0,11,0,20,0,0,0,0,0,208
506,5,0,12,0,20,0,0,0,0,0,209
507,5,0,0,0,20,0,0,0,0,0,406
508,5,0,0,0,20,0,0,0,0,0,407
509,5,0,0,0,20,0,0,0,0,0,408
510,5,0,0,0,20,0,0,0,0,0,409
511,5,0,0,0,20,0,0,0,0,0,410
512,5,0,0,0,20,0,0,0,0,0,411
513,5,0,0,0,20,0,0,0,0,0,412
514,5,0,0,0,20,0,0,0,0,0,413
515,5,0,1,0,20,0,0,0,0,0,210
516,5,0,2,0,20,0,0,0,0,0,211
517,5,0,3,0,20,0,0,0,0,0,200
518,5,0,4,0,20,0,0,0,0,0,201
519,5,0,5,0,20,0,0,0,0,0,202
520,5,0,6,0,20,0,0,0,0,0,203
521,5,0,7,0,20,0,0,0,0,0,204
522,5,0,8,0,20,0,0,0,0,0,205
523,5,0,9,0,20,0,0,0,0,0,206
524,5,0,10,0,20,0,0,0,0,0,207
525,5,0,11,0,20,0,0,0,0,0,208
526,5,0,12,0,20,0,0,0,0,0,209
527,5,0,0,0,20,0,0,0,0,0,414
528,5,0,0,0,20,0,0,0,0,0,415
529,5,0,0,0,20,0,0,0,0,0,416
530,5,0,0,0,20,0,0,0,0,0,417
531,5,0,0,0,20,0,0,0,0,0,418
532,5,0,0,0,20,0,0,0,0,0,419
533,5,0,0,0,20,0,0,0,0,0,420
534,5,0,0,0,20,0,0,0,0,0,421
535,5,0,0,0,20,0,0,0,0,0,422
536,5,0,0,0,20,0,0,0,0,0,423
537,5,0,0,0,20,0,0,0,1,0,424
538,5,0,0,0,20,0,0,0,2,0,425
539,5,0,0,0,20,0,0,0,3,0,426
540,5,0,0,0,20,0,0,0,4,0,427
541,5,0,0,0,20,0,0,2,0,0,428
