id,condition_type_1,condition_value_1,condition_type_2,condition_value_2,condition_type_3,condition_value_3,cuesheet_name,cuesheet_id,cuesheet_type
1008301,1,0,0,0,0,0,1000000,1,1
1008401,1,0,0,0,0,0,1000000,1,1
1008501,1,0,0,0,0,0,1000000,1,1
1008601,1,0,0,0,0,0,1000000,1,1
1008602,1,0,0,0,0,0,1000000,1,1
1008701,1,0,0,0,0,0,1000000,1,1
1008702,1,0,0,0,0,0,1000000,1,1
1008801,1,0,0,0,0,0,1000000,1,1
1008802,1,0,0,0,0,0,1000000,1,1
1008803,1,0,0,0,0,0,1000000,1,1
1008804,1,0,0,0,0,0,1000000,1,1
1008805,1,0,0,0,0,0,1000000,1,1
1008806,1,0,0,0,0,0,1000000,1,1
1008901,1,0,0,0,0,0,1000000,1,1
1008902,1,0,0,0,0,0,1000000,1,1
1008903,1,0,0,0,0,0,1000000,1,1
1008904,1,0,0,0,0,0,1000000,1,1
1008905,1,0,0,0,0,0,1000000,1,1
1008906,1,0,0,0,0,0,1000000,1,1
1010201,1,0,0,0,0,0,1000000,1,1
1010301,1,0,0,0,0,0,1000000,1,1
1010401,1,0,0,0,0,0,1000000,1,1
1010501,1,0,0,0,0,0,1000000,1,1
1010502,1,0,0,0,0,0,1000000,1,1
1010601,1,0,0,0,0,0,1000000,1,1
1010602,1,0,0,0,0,0,1000000,1,1
1010701,1,0,0,0,0,0,1000000,1,1
1010702,1,0,0,0,0,0,1000000,1,1
1010801,1,0,0,0,0,0,1000000,1,1
1010802,1,0,0,0,0,0,1000000,1,1
1010803,1,0,0,0,0,0,1000000,1,1
1010804,1,0,0,0,0,0,1000000,1,1
1010805,1,0,0,0,0,0,1000000,1,1
1010806,1,0,0,0,0,0,1000000,1,1
1010901,1,0,0,0,0,0,1000000,1,1
1011401,1,0,0,0,0,0,1000000,1,1
1011501,1,0,0,0,0,0,1000000,1,1
1011601,1,0,0,0,0,0,1000000,1,1
1011602,1,0,0,0,0,0,1000000,1,1
1011701,1,0,0,0,0,0,1000000,1,1
1011801,1,0,0,0,0,0,1000000,1,1
1011901,1,0,0,0,0,0,1000000,1,1
1012001,1,0,0,0,0,0,1000000,1,1
1012101,1,0,0,0,0,0,1000000,1,1
1012201,1,0,0,0,0,0,1000000,1,1
1012301,1,0,0,0,0,0,1000000,1,1
1028801,1,0,0,0,0,0,1000000,1,1
1028901,1,0,0,0,0,0,1000000,1,1
1029001,1,0,0,0,0,0,1000000,1,1
1029101,1,0,0,0,0,0,1000000,1,1
1029201,1,0,0,0,0,0,1000000,1,1
1029301,1,0,0,0,0,0,1000000,1,1
1029401,1,0,0,0,0,0,1000000,1,1
1029501,1,0,0,0,0,0,1000000,1,1
1029601,1,0,0,0,0,0,1000000,1,1
1029701,1,0,0,0,0,0,1000000,1,1
1029801,1,0,0,0,0,0,1000000,1,1
1029901,1,0,0,0,0,0,1000000,1,1
1030301,1,0,0,0,0,0,1000000,1,1
1030401,1,0,0,0,0,0,1000000,1,1
1030601,1,0,0,0,0,0,1000000,1,1
1030701,1,0,0,0,0,0,1000000,1,1
1030801,1,0,0,0,0,0,1000000,1,1
1030901,1,0,0,0,0,0,1000000,1,1
1031001,1,0,0,0,0,0,1000000,1,1
1031101,1,0,0,0,0,0,1000000,1,1
1031201,1,0,0,0,0,0,1000000,1,1
1031301,1,0,0,0,0,0,1000000,1,1
1031401,1,0,0,0,0,0,1000000,1,1
1031501,1,0,0,0,0,0,1000000,1,1
1031601,1,0,0,0,0,0,1000000,1,1
1031701,1,0,0,0,0,0,1000000,1,1
1031801,1,0,0,0,0,0,1000000,1,1
1031901,1,0,0,0,0,0,1000000,1,1
1032001,1,0,0,0,0,0,1000000,1,1
1032101,1,0,0,0,0,0,1000000,1,1
1032201,1,0,0,0,0,0,1000000,1,1
1032301,1,0,0,0,0,0,1000000,1,1
1032401,1,0,0,0,0,0,1000000,1,1
1033101,1,0,0,0,0,0,1000000,1,1
1033201,1,0,0,0,0,0,1000000,1,1
1033301,1,0,0,0,0,0,1000000,1,1
1033401,1,0,0,0,0,0,1000000,1,1
1033501,1,0,0,0,0,0,1000000,1,1
1033601,1,0,0,0,0,0,1000000,1,1
1033701,1,0,0,0,0,0,1000000,1,1
1033801,1,0,0,0,0,0,1000000,1,1
1033901,1,0,0,0,0,0,1000000,1,1
1034001,1,0,0,0,0,0,1000000,1,1
1034101,1,0,0,0,0,0,1000000,1,1
1034201,1,0,0,0,0,0,1000000,1,1
1034301,1,0,0,0,0,0,1000000,1,1
1034401,1,0,0,0,0,0,1000000,1,1
1034501,1,0,0,0,0,0,1000000,1,1
1034601,1,0,0,0,0,0,1000000,1,1
1034701,1,0,0,0,0,0,1000000,1,1
1034801,1,0,0,0,0,0,1000000,1,1
1034901,1,0,0,0,0,0,1000000,1,1
1035001,1,0,0,0,0,0,1000000,1,1
1035101,1,0,0,0,0,0,1000000,1,1
1035201,1,0,0,0,0,0,1000000,1,1
1035401,1,0,0,0,0,0,1000000,1,1
1035501,1,0,0,0,0,0,1000000,1,1
1035601,1,0,0,0,0,0,1000000,1,1
1035701,1,0,0,0,0,0,1000000,1,1
1035801,1,0,0,0,0,0,1000000,1,1
1035901,1,0,0,0,0,0,1000000,1,1
1036001,1,0,0,0,0,0,1000000,1,1
1036101,1,0,0,0,0,0,1000000,1,1
1037501,1,0,0,0,0,0,1000000,1,1
1037601,1,0,0,0,0,0,1000000,1,1
1037701,1,0,0,0,0,0,1000000,1,1
1037801,1,0,0,0,0,0,1000000,1,1
1037901,1,0,0,0,0,0,1000000,1,1
1038001,1,0,0,0,0,0,1000000,1,1
1038101,1,0,0,0,0,0,1000000,1,1
1038201,1,0,0,0,0,0,1000000,1,1
1038301,1,0,0,0,0,0,1000000,1,1
1038401,1,0,0,0,0,0,1000000,1,1
1038501,1,0,0,0,0,0,1000000,1,1
1038601,1,0,0,0,0,0,1000000,1,1
1038701,1,0,0,0,0,0,1000000,1,1
1038801,1,0,0,0,0,0,1000000,1,1
1038901,1,0,0,0,0,0,1000000,1,1
1039001,1,0,0,0,0,0,1000000,1,1
1039101,1,0,0,0,0,0,1000000,1,1
1039201,1,0,0,0,0,0,1000000,1,1
1039301,1,0,0,0,0,0,1000000,1,1
1039401,1,0,0,0,0,0,1000000,1,1
1039501,1,0,0,0,0,0,1000000,1,1
1039601,1,0,0,0,0,0,1000000,1,1
1039701,1,0,0,0,0,0,1000000,1,1
1039801,1,0,0,0,0,0,1000000,1,1
1039901,1,0,0,0,0,0,1000000,1,1
1040101,1,0,0,0,0,0,1000000,1,1
1040201,1,0,0,0,0,0,1000000,1,1
1040301,1,0,0,0,0,0,1000000,1,1
1040401,1,0,0,0,0,0,1000000,1,1
1040501,1,0,0,0,0,0,1000000,1,1
1040601,1,0,0,0,0,0,1000000,1,1
1040701,1,0,0,0,0,0,1000000,1,1
1040801,1,0,0,0,0,0,1000000,1,1
1040901,1,0,0,0,0,0,1000000,1,1
1041001,1,0,0,0,0,0,1000000,1,1
1041101,1,0,0,0,0,0,1000000,1,1
1041201,1,0,0,0,0,0,1000000,1,1
1041301,1,0,0,0,0,0,1000000,1,1
1041401,1,0,0,0,0,0,1000000,1,1
1041501,1,0,0,0,0,0,1000000,1,1
1041601,1,0,0,0,0,0,1000000,1,1
1041701,1,0,0,0,0,0,1000000,1,1
1041801,1,0,0,0,0,0,1000000,1,1
1041901,1,0,0,0,0,0,1000000,1,1
1042001,1,0,0,0,0,0,1000000,1,1
1042101,1,0,0,0,0,0,1000000,1,1
1042201,1,0,0,0,0,0,1000000,1,1
1042301,1,0,0,0,0,0,1000000,1,1
1042401,1,0,0,0,0,0,1000000,1,1
1042501,1,0,0,0,0,0,1000000,1,1
1042601,1,0,0,0,0,0,1000000,1,1
1042701,1,0,0,0,0,0,1000000,1,1
1042801,1,0,0,0,0,0,1000000,1,1
1042901,1,0,0,0,0,0,1000000,1,1
1043001,1,0,0,0,0,0,1000000,1,1
1043101,1,0,0,0,0,0,1000000,1,1
1043301,1,0,0,0,0,0,1000000,1,1
1043401,1,0,0,0,0,0,1000000,1,1
1043501,1,0,0,0,0,0,1000000,1,1
1043601,1,0,0,0,0,0,1000000,1,1
1043701,1,0,0,0,0,0,1000000,1,1
1043801,1,0,0,0,0,0,1000000,1,1
1044101,1,0,0,0,0,0,1000000,1,1
1044401,1,0,0,0,0,0,1000000,1,1
1044501,1,0,0,0,0,0,1000000,1,1
1044601,1,0,0,0,0,0,1000000,1,1
1044701,1,0,0,0,0,0,1000000,1,1
1044801,1,0,0,0,0,0,1000000,1,1
1045101,1,0,0,0,0,0,1000000,1,1
1045201,1,0,0,0,0,0,1000000,1,1
1045301,1,0,0,0,0,0,1000000,1,1
1045401,1,0,0,0,0,0,1000000,1,1
1045501,1,0,0,0,0,0,1000000,1,1
1045601,1,0,0,0,0,0,1000000,1,1
1045701,1,0,0,0,0,0,1000000,1,1
1045801,1,0,0,0,0,0,1000000,1,1
1046001,1,0,0,0,0,0,1000000,1,1
1046101,1,0,0,0,0,0,1000000,1,1
1046201,1,0,0,0,0,0,1000000,1,1
1046301,1,0,0,0,0,0,1000000,1,1
1046401,1,0,0,0,0,0,1000000,1,1
1046501,1,0,0,0,0,0,1000000,1,1
1046601,1,0,0,0,0,0,1000000,1,1
1046701,1,0,0,0,0,0,1000000,1,1
1046801,1,0,0,0,0,0,1000000,1,1
1046901,1,0,0,0,0,0,1000000,1,1
1047001,1,0,0,0,0,0,1000000,1,1
1047101,1,0,0,0,0,0,1000000,1,1
1047201,1,0,0,0,0,0,1000000,1,1
1047601,1,0,0,0,0,0,1000000,1,1
1047701,1,0,0,0,0,0,1000000,1,1
1047801,1,0,0,0,0,0,1000000,1,1
1047901,1,0,0,0,0,0,1000000,1,1
1048001,1,0,0,0,0,0,1000000,1,1
1048101,1,0,0,0,0,0,1000000,1,1
1048201,1,0,0,0,0,0,1000000,1,1
1048301,1,0,0,0,0,0,1000000,1,1
1049101,1,0,0,0,0,0,1000000,1,1
1049201,1,0,0,0,0,0,1000000,1,1
1052701,1,0,0,0,0,0,1000000,1,1
1052801,1,0,0,0,0,0,1000000,1,1
1052901,1,0,0,0,0,0,1000000,1,1
1053001,1,0,0,0,0,0,1000000,1,1
1053101,1,0,0,0,0,0,1000000,1,1
1053201,1,0,0,0,0,0,1000000,1,1
1053301,1,0,0,0,0,0,1000000,1,1
1053401,1,0,0,0,0,0,1000000,1,1
1053501,1,0,0,0,0,0,1000000,1,1
1053601,1,0,0,0,0,0,1000000,1,1
1055601,1,0,0,0,0,0,1000000,1,1
1055701,1,0,0,0,0,0,1000000,1,1
1055801,1,0,0,0,0,0,1000000,1,1
1055901,1,0,0,0,0,0,1000000,1,1
1056001,1,0,0,0,0,0,1000000,1,1
1056101,1,0,0,0,0,0,1000000,1,1
1056201,1,0,0,0,0,0,1000000,1,1
1056301,1,0,0,0,0,0,1000000,1,1
1056401,1,0,0,0,0,0,1000000,1,1
1056501,1,0,0,0,0,0,1000000,1,1
1056601,1,0,0,0,0,0,1000000,1,1
1056701,1,0,0,0,0,0,1000000,1,1
1056801,1,0,0,0,0,0,1000000,1,1
1056901,1,0,0,0,0,0,1000000,1,1
1057001,1,0,0,0,0,0,1000000,1,1
1057101,1,0,0,0,0,0,1000000,1,1
1057201,1,0,0,0,0,0,1000000,1,1
1057301,1,0,0,0,0,0,1000000,1,1
1057401,1,0,0,0,0,0,1000000,1,1
1057501,1,0,0,0,0,0,1000000,1,1
1057601,1,0,0,0,0,0,1000000,1,1
1057701,1,0,0,0,0,0,1000000,1,1
1057801,1,0,0,0,0,0,1000000,1,1
1057901,1,0,0,0,0,0,1000000,1,1
1058001,1,0,0,0,0,0,1000000,1,1
1058101,1,0,0,0,0,0,1000000,1,1
1058201,1,0,0,0,0,0,1000000,1,1
1058301,1,0,0,0,0,0,1000000,1,1
1058401,1,0,0,0,0,0,1000000,1,1
1058501,1,0,0,0,0,0,1000000,1,1
1058601,1,0,0,0,0,0,1000000,1,1
1058701,1,0,0,0,0,0,1000000,1,1
1058801,1,0,0,0,0,0,1000000,1,1
1058901,1,0,0,0,0,0,1000000,1,1
1059001,1,0,0,0,0,0,1000000,1,1
1059101,1,0,0,0,0,0,1000000,1,1
1059201,1,0,0,0,0,0,1000000,1,1
1059301,1,0,0,0,0,0,1000000,1,1
1059401,1,0,0,0,0,0,1000000,1,1
1059501,1,0,0,0,0,0,1000000,1,1
1059601,1,0,0,0,0,0,1000000,1,1
1059701,1,0,0,0,0,0,1000000,1,1
1059801,1,0,0,0,0,0,1000000,1,1
1059901,1,0,0,0,0,0,1000000,1,1
1060001,1,0,0,0,0,0,1000000,1,1
1060101,1,0,0,0,0,0,1000000,1,1
1060201,1,0,0,0,0,0,1000000,1,1
1060301,1,0,0,0,0,0,1000000,1,1
1060401,1,0,0,0,0,0,1000000,1,1
1060501,1,0,0,0,0,0,1000000,1,1
1060601,1,0,0,0,0,0,1000000,1,1
1060701,1,0,0,0,0,0,1000000,1,1
1060801,1,0,0,0,0,0,1000000,1,1
1060901,1,0,0,0,0,0,1000000,1,1
1061001,1,0,0,0,0,0,1000000,1,1
1061101,1,0,0,0,0,0,1000000,1,1
1061201,1,0,0,0,0,0,1000000,1,1
